length,gamma,subsystem,chord_coordinate,mean_entropy,std_entropy,trajectories,t_final
64,0.02,2,0.0980171403295606,1.7458647580255409,0.1261503036008829,12,200.0
64,0.02,3,0.14673047445536175,2.5025413654687827,0.1556742297535132,12,200.0
64,0.02,4,0.19509032201612825,3.2101058793446984,0.23184088169823258,12,200.0
64,0.02,5,0.24298017990326387,3.8838862532553082,0.2583743965354851,12,200.0
64,0.02,6,0.29028467725446233,4.562668201285792,0.3008059156167837,12,200.0
64,0.02,7,0.33688985339222005,5.184819505036333,0.29647708413779333,12,200.0
64,0.02,9,0.4275550934302821,6.263782330107748,0.48161429483942647,12,200.0
64,0.02,10,0.47139673682599764,6.662252111160385,0.6245576829928794,12,200.0
64,0.02,12,0.5555702330196022,7.631956189924687,0.609327353437315,12,200.0
64,0.02,14,0.6343932841636455,8.372673073451077,0.6861487299123774,12,200.0
64,0.02,17,0.7409511253549591,9.330720772218887,0.6538616892537045,12,200.0
64,0.02,20,0.8314696123025452,10.110159340152949,0.641212880726072,12,200.0
64,0.02,23,0.9039892931234433,10.797129622990104,0.5633376638431098,12,200.0
64,0.02,27,0.970031253194544,11.325274056289423,0.6351734277486043,12,200.0
64,0.02,32,1.0,11.495238034489097,0.6158486421163719,12,200.0
64,0.05,2,0.0980171403295606,1.7080511980216448,0.23450653711929026,12,120.0
64,0.05,3,0.14673047445536175,2.4819190821214177,0.2978198925943147,12,120.0
64,0.05,4,0.19509032201612825,3.200120384776208,0.3355363880481122,12,120.0
64,0.05,5,0.24298017990326387,3.698980246300008,0.37377993554682803,12,120.0
64,0.05,6,0.29028467725446233,4.123710753267315,0.4443201976524721,12,120.0
64,0.05,7,0.33688985339222005,4.594752607099977,0.6173324387772584,12,120.0
64,0.05,9,0.4275550934302821,5.380357339122514,0.5896106999337731,12,120.0
64,0.05,10,0.47139673682599764,5.829855633391085,0.49352714350614296,12,120.0
64,0.05,12,0.5555702330196022,6.441388578497115,0.44284967492045924,12,120.0
64,0.05,14,0.6343932841636455,6.89769311077669,0.33264285874612604,12,120.0
64,0.05,17,0.7409511253549591,7.54051516676412,0.4307940196743862,12,120.0
64,0.05,20,0.8314696123025452,7.995393036696684,0.6119968774659807,12,120.0
64,0.05,23,0.9039892931234433,8.214877597735262,0.7396681313459484,12,120.0
64,0.05,27,0.970031253194544,8.470099076806894,0.8094778101748705,12,120.0
64,0.05,32,1.0,8.612831099026376,0.6970940021721937,12,120.0
64,0.075,2,0.0980171403295606,1.6046002382343565,0.21161082849122903,12,80.0
64,0.075,3,0.14673047445536175,2.1824965755798287,0.32967907522450346,12,80.0
64,0.075,4,0.19509032201612825,2.7634512832941245,0.3093665438110021,12,80.0
64,0.075,5,0.24298017990326387,3.277175157906082,0.3440082880914596,12,80.0
64,0.075,6,0.29028467725446233,3.6863396641969355,0.3948689272162209,12,80.0
64,0.075,7,0.33688985339222005,4.175138468142282,0.43223536968047477,12,80.0
64,0.075,9,0.4275550934302821,4.9070549471159195,0.5085393085138404,12,80.0
64,0.075,10,0.47139673682599764,5.056173119776301,0.4596156112813496,12,80.0
64,0.075,12,0.5555702330196022,5.411934869262094,0.45340999485017025,12,80.0
64,0.075,14,0.6343932841636455,5.568281797598303,0.47030375584166595,12,80.0
64,0.075,17,0.7409511253549591,6.0378424584408315,0.5019137121967197,12,80.0
64,0.075,20,0.8314696123025452,6.659602709312135,0.51083081644437,12,80.0
64,0.075,23,0.9039892931234433,6.9979659791592015,0.5089255720223189,12,80.0
64,0.075,27,0.970031253194544,7.233444734282222,0.4593544786203477,12,80.0
64,0.075,32,1.0,7.069288905375096,0.5589397737943029,12,80.0
64,0.1,2,0.0980171403295606,1.4511164537572634,0.23514257879159814,12,60.0
64,0.1,3,0.14673047445536175,2.1288761228168913,0.2608978767430101,12,60.0
64,0.1,4,0.19509032201612825,2.627340482374189,0.3050559034601725,12,60.0
64,0.1,5,0.24298017990326387,3.073685224939054,0.3624688326853732,12,60.0
64,0.1,6,0.29028467725446233,3.3886707146049777,0.3520417925280214,12,60.0
64,0.1,7,0.33688985339222005,3.820086169045993,0.4387633339109232,12,60.0
64,0.1,9,0.4275550934302821,4.359694028138795,0.4593126831810017,12,60.0
64,0.1,10,0.47139673682599764,4.6500581876439675,0.5269561119542395,12,60.0
64,0.1,12,0.5555702330196022,5.065452638055315,0.4834816525978534,12,60.0
64,0.1,14,0.6343932841636455,5.3876665010522515,0.5315718345762231,12,60.0
64,0.1,17,0.7409511253549591,5.829869437224262,0.4017014161000473,12,60.0
64,0.1,20,0.8314696123025452,6.077530517087247,0.5715132821927486,12,60.0
64,0.1,23,0.9039892931234433,6.399974462005809,0.740273732550513,12,60.0
64,0.1,27,0.970031253194544,6.705297618419262,0.47595383903852745,12,60.0
64,0.1,32,1.0,6.587052733562575,0.5375691581398726,12,60.0
64,0.2,2,0.0980171403295606,1.168867007120589,0.34882883335175535,12,30.0
64,0.2,3,0.14673047445536175,1.6591668974182987,0.3301571256217257,12,30.0
64,0.2,4,0.19509032201612825,1.9744044181404024,0.45004588555184494,12,30.0
64,0.2,5,0.24298017990326387,2.3809655834828884,0.49921924389053624,12,30.0
64,0.2,6,0.29028467725446233,2.811932998051643,0.46710828476208244,12,30.0
64,0.2,7,0.33688985339222005,2.9710191145717535,0.35556688002350334,12,30.0
64,0.2,9,0.4275550934302821,3.337270519858528,0.509299590054233,12,30.0
64,0.2,10,0.47139673682599764,3.389928129095629,0.45172692269692744,12,30.0
64,0.2,12,0.5555702330196022,3.6595907291540892,0.5916579554137048,12,30.0
64,0.2,14,0.6343932841636455,3.980905166962739,0.5813788276158203,12,30.0
64,0.2,17,0.7409511253549591,4.101101497115562,0.6847828347892153,12,30.0
64,0.2,20,0.8314696123025452,4.224222381743271,0.671653669371321,12,30.0
64,0.2,23,0.9039892931234433,4.134440065311433,0.754869614630908,12,30.0
64,0.2,27,0.970031253194544,4.413354731367095,0.8496430979253966,12,30.0
64,0.2,32,1.0,4.484133618384544,0.8853189949827531,12,30.0
64,0.5,2,0.0980171403295606,1.0301501406180271,0.28454251233355954,12,20.0
64,0.5,3,0.14673047445536175,1.3203731395073608,0.3406843815226124,12,20.0
64,0.5,4,0.19509032201612825,1.6889955846982254,0.3899079726207554,12,20.0
64,0.5,5,0.24298017990326387,1.7413607028395781,0.5320326379495293,12,20.0
64,0.5,6,0.29028467725446233,1.8396646353740385,0.546425245104057,12,20.0
64,0.5,7,0.33688985339222005,1.838928547462066,0.5171221228900825,12,20.0
64,0.5,9,0.4275550934302821,2.1033037577890696,0.8564529191685658,12,20.0
64,0.5,10,0.47139673682599764,2.185243492716572,0.8449431378488617,12,20.0
64,0.5,12,0.5555702330196022,2.3256489870364567,0.8594383659644054,12,20.0
64,0.5,14,0.6343932841636455,2.305537059188129,0.9511299607033957,12,20.0
64,0.5,17,0.7409511253549591,2.5914650019835395,0.886505626378215,12,20.0
64,0.5,20,0.8314696123025452,2.617714247488936,0.7790074180882377,12,20.0
64,0.5,23,0.9039892931234433,2.4747941059004495,0.6577745062061556,12,20.0
64,0.5,27,0.970031253194544,2.5255984801259035,0.7444269095138569,12,20.0
64,0.5,32,1.0,2.612514555095604,0.7286224538080831,12,20.0
