distance,control_qubit,target_qubit,context,circuit,count_0,count_1,shots
5,7,10,before,GhGsGsGiGhGsGh,560,464,1024
5,7,10,before,GhGsGsGhGh,519,505,1024
5,7,10,before,GhGsGsGhGhGsGh,567,457,1024
5,7,10,before,GhGsGsGs,580,444,1024
5,7,10,before,GhGsGsGsGsGh,1018,6,1024
5,7,10,before,GhGsGsGsGhGsGh,75,949,1024
5,7,10,during,{},1020,4,1024
5,7,10,during,Gh,554,470,1024
5,7,10,during,GhGs,576,448,1024
5,7,10,during,GhGsGs,561,463,1024
5,7,10,during,GsGh,554,470,1024
5,7,10,during,GhGsGh,559,465,1024
5,7,10,during,GhGh,1012,12,1024
5,7,10,during,GhGhGsGh,545,479,1024
5,7,10,during,GhGsGsGh,96,928,1024
5,7,10,during,GhGsGhGsGh,995,29,1024
5,7,10,during,GhGsGsGsGh,549,475,1024
5,7,10,during,GhGsGsGhGsGh,568,456,1024
5,7,10,during,Gi,1016,8,1024
5,7,10,during,GiGh,530,494,1024
5,7,10,during,GiGsGh,542,482,1024
5,7,10,during,GiGhGsGh,552,472,1024
5,7,10,during,Gs,1020,4,1024
5,7,10,during,GsGsGh,549,475,1024
5,7,10,during,GsGhGsGh,523,501,1024
5,7,10,during,GhGi,575,449,1024
5,7,10,during,GhGiGh,1011,13,1024
5,7,10,during,GhGiGsGh,562,462,1024
5,7,10,during,GhGiGhGsGh,553,471,1024
5,7,10,during,GhGhGh,542,482,1024
5,7,10,during,GhGhGhGsGh,570,454,1024
5,7,10,during,GhGsGi,560,464,1024
5,7,10,during,GhGsGiGh,517,507,1024
5,7,10,during,GhGsGiGsGh,108,916,1024
5,7,10,during,GhGsGiGhGsGh,989,35,1024
5,7,10,during,GhGsGhGh,523,501,1024
5,7,10,during,GhGsGhGhGsGh,111,913,1024
5,7,10,during,GhGsGsGi,575,449,1024
5,7,10,during,GhGsGsGiGh,100,924,1024
5,7,10,during,GhGsGsGiGsGh,529,495,1024
5,7,10,during,GhGsGsGiGhGsGh,545,479,1024
5,7,10,during,GhGsGsGhGh,582,442,1024
5,7,10,during,GhGsGsGhGhGsGh,569,455,1024
5,7,10,during,GhGsGsGs,616,408,1024
5,7,10,during,GhGsGsGsGsGh,996,28,1024
5,7,10,during,GhGsGsGsGhGsGh,105,919,1024
5,7,10,after,{},1014,10,1024
5,7,10,after,Gh,534,490,1024
5,7,10,after,GhGs,534,490,1024
5,7,10,after,GhGsGs,583,441,1024
5,7,10,after,GsGh,566,458,1024
5,7,10,after,GhGsGh,547,477,1024
5,7,10,after,GhGh,1022,2,1024
5,7,10,after,GhGhGsGh,554,470,1024
5,7,10,after,GhGsGsGh,77,947,1024
5,7,10,after,GhGsGhGsGh,1021,3,1024
5,7,10,after,GhGsGsGsGh,560,464,1024
5,7,10,after,GhGsGsGhGsGh,508,516,1024
5,7,10,after,Gi,1017,7,1024
5,7,10,after,GiGh,550,474,1024
5,7,10,after,GiGsGh,571,453,1024
5,7,10,after,GiGhGsGh,558,466,1024
5,7,10,after,Gs,1019,5,1024
5,7,10,after,GsGsGh,564,460,1024
5,7,10,after,GsGhGsGh,554,470,1024
5,7,10,after,GhGi,507,517,1024
5,7,10,after,GhGiGh,1019,5,1024
5,7,10,after,GhGiGsGh,573,451,1024
5,7,10,after,GhGiGhGsGh,564,460,1024
5,7,10,after,GhGhGh,561,463,1024
5,7,10,after,GhGhGhGsGh,519,505,1024
5,7,10,after,GhGsGi,550,474,1024
5,7,10,after,GhGsGiGh,558,466,1024
5,7,10,after,GhGsGiGsGh,88,936,1024
5,7,10,after,GhGsGiGhGsGh,1012,12,1024
5,7,10,after,GhGsGhGh,547,477,1024
5,7,10,after,GhGsGhGhGsGh,90,934,1024
5,7,10,after,GhGsGsGi,556,468,1024
5,7,10,after,GhGsGsGiGh,76,948,1024
5,7,10,after,GhGsGsGiGsGh,541,483,1024
5,7,10,after,GhGsGsGiGhGsGh,558,466,1024
5,7,10,after,GhGsGsGhGh,561,463,1024
5,7,10,after,GhGsGsGhGhGsGh,533,491,1024
5,7,10,after,GhGsGsGs,529,495,1024
5,7,10,after,GhGsGsGsGsGh,1019,5,1024
5,7,10,after,GhGsGsGsGhGsGh,86,938,1024
6,9,8,before,{},1016,8,1024
6,9,8,before,Gh,529,495,1024
6,9,8,before,GhGs,560,464,1024
6,9,8,before,GhGsGs,542,482,1024
6,9,8,before,GsGh,538,486,1024
6,9,8,before,GhGsGh,555,469,1024
6,9,8,before,GhGh,1018,6,1024
6,9,8,before,GhGhGsGh,539,485,1024
6,9,8,before,GhGsGsGh,65,959,1024
6,9,8,before,GhGsGhGsGh,1017,7,1024
6,9,8,before,GhGsGsGsGh,557,467,1024
6,9,8,before,GhGsGsGhGsGh,537,487,1024
6,9,8,before,Gi,1018,6,1024
6,9,8,before,GiGh,567,457,1024
6,9,8,before,GiGsGh,529,495,1024
6,9,8,before,GiGhGsGh,573,451,1024
6,9,8,before,Gs,1019,5,1024
6,9,8,before,GsGsGh,563,461,1024
6,9,8,before,GsGhGsGh,562,462,1024
6,9,8,before,GhGi,541,483,1024
6,9,8,before,GhGiGh,1017,7,1024
6,9,8,before,GhGiGsGh,581,443,1024
6,9,8,before,GhGiGhGsGh,552,472,1024
6,9,8,before,GhGhGh,538,486,1024
6,9,8,before,GhGhGhGsGh,529,495,1024
6,9,8,before,GhGsGi,569,455,1024
6,9,8,before,GhGsGiGh,543,481,1024
6,9,8,before,GhGsGiGsGh,74,950,1024
6,9,8,before,GhGsGiGhGsGh,1020,4,1024
6,9,8,before,GhGsGhGh,558,466,1024
6,9,8,before,GhGsGhGhGsGh,80,944,1024
6,9,8,before,GhGsGsGi,562,462,1024
6,9,8,before,GhGsGsGiGh,73,951,1024
6,9,8,before,GhGsGsGiGsGh,533,491,1024
6,9,8,before,GhGsGsGiGhGsGh,538,486,1024
6,9,8,before,GhGsGsGhGh,551,473,1024
6,9,8,before,GhGsGsGhGhGsGh,559,465,1024
6,9,8,before,GhGsGsGs,544,480,1024
6,9,8,before,GhGsGsGsGsGh,1018,6,1024
6,9,8,before,GhGsGsGsGhGsGh,66,958,1024
6,9,8,during,{},1016,8,1024
6,9,8,during,Gh,553,471,1024
6,9,8,during,GhGs,574,450,1024
6,9,8,during,GhGsGs,556,468,1024
6,9,8,during,GsGh,559,465,1024
6,9,8,during,GhGsGh,540,484,1024
6,9,8,during,GhGh,1014,10,1024
6,9,8,during,GhGhGsGh,561,463,1024
6,9,8,during,GhGsGsGh,87,937,1024
6,9,8,during,GhGsGhGsGh,996,28,1024
6,9,8,during,GhGsGsGsGh,555,469,1024
6,9,8,during,GhGsGsGhGsGh,576,448,1024
6,9,8,during,Gi,1019,5,1024
6,9,8,during,GiGh,537,487,1024
6,9,8,during,GiGsGh,559,465,1024
6,9,8,during,GiGhGsGh,536,488,1024
6,9,8,during,Gs,1021,3,1024
6,9,8,during,GsGsGh,516,508,1024
6,9,8,during,GsGhGsGh,556,468,1024
6,9,8,during,GhGi,531,493,1024
6,9,8,during,GhGiGh,1016,8,1024
6,9,8,during,GhGiGsGh,583,441,1024
6,9,8,during,GhGiGhGsGh,545,479,1024
6,9,8,during,GhGhGh,579,445,1024
6,9,8,during,GhGhGhGsGh,500,524,1024
6,9,8,during,GhGsGi,569,455,1024
6,9,8,during,GhGsGiGh,551,473,1024
6,9,8,during,GhGsGiGsGh,101,923,1024
6,9,8,during,GhGsGiGhGsGh,996,28,1024
6,9,8,during,GhGsGhGh,569,455,1024
6,9,8,during,GhGsGhGhGsGh,100,924,1024
6,9,8,during,GhGsGsGi,568,456,1024
6,9,8,during,GhGsGsGiGh,114,910,1024
6,9,8,during,GhGsGsGiGsGh,523,501,1024
6,9,8,during,GhGsGsGiGhGsGh,543,481,1024
6,9,8,during,GhGsGsGhGh,612,412,1024
6,9,8,during,GhGsGsGhGhGsGh,502,522,1024
6,9,8,during,GhGsGsGs,596,428,1024
6,9,8,during,GhGsGsGsGsGh,994,30,1024
6,9,8,during,GhGsGsGsGhGsGh,108,916,1024
6,9,8,after,{},1018,6,1024
6,9,8,after,Gh,541,483,1024
6,9,8,after,GhGs,566,458,1024
6,9,8,after,GhGsGs,556,468,1024
6,9,8,after,GsGh,559,465,1024
6,9,8,after,GhGsGh,568,456,1024
6,9,8,after,GhGh,1020,4,1024
6,9,8,after,GhGhGsGh,541,483,1024
6,9,8,after,GhGsGsGh,93,931,1024
6,9,8,after,GhGsGhGsGh,1018,6,1024
6,9,8,after,GhGsGsGsGh,525,499,1024
6,9,8,after,GhGsGsGhGsGh,541,483,1024
6,9,8,after,Gi,1018,6,1024
6,9,8,after,GiGh,550,474,1024
6,9,8,after,GiGsGh,573,451,1024
6,9,8,after,GiGhGsGh,568,456,1024
6,9,8,after,Gs,1019,5,1024
6,9,8,after,GsGsGh,529,495,1024
6,9,8,after,GsGhGsGh,570,454,1024
6,9,8,after,GhGi,526,498,1024
6,9,8,after,GhGiGh,1018,6,1024
6,9,8,after,GhGiGsGh,546,478,1024
6,9,8,after,GhGiGhGsGh,554,470,1024
6,9,8,after,GhGhGh,561,463,1024
6,9,8,after,GhGhGhGsGh,545,479,1024
6,9,8,after,GhGsGi,535,489,1024
6,9,8,after,GhGsGiGh,546,478,1024
6,9,8,after,GhGsGiGsGh,75,949,1024
6,9,8,after,GhGsGiGhGsGh,1014,10,1024
6,9,8,after,GhGsGhGh,567,457,1024
6,9,8,after,GhGsGhGhGsGh,81,943,1024
6,9,8,after,GhGsGsGi,539,485,1024
6,9,8,after,GhGsGsGiGh,74,950,1024
6,9,8,after,GhGsGsGiGsGh,549,475,1024
6,9,8,after,GhGsGsGiGhGsGh,533,491,1024
6,9,8,after,GhGsGsGhGh,531,493,1024
6,9,8,after,GhGsGsGhGhGsGh,543,481,1024
6,9,8,after,GhGsGsGs,548,476,1024
6,9,8,after,GhGsGsGsGsGh,1017,7,1024
6,9,8,after,GhGsGsGsGhGsGh,79,945,1024
