circuit,core_length,pass1_count_0,pass1_count_1,pass5_count_0,pass5_count_1,lambda,p_value,jsd_standard,jsd_entropy,notebook_compatibility_jsd,tvd,ict_significant,sstvd
GyGyGy(GxGxGy)^10GxGxGx,32,18,82,28,72,2.841175747306414,0.09187696359690423,0.007102939368266035,0.007102939368266115,0.01420587873653207,0.1,False,
GyGyGy(GxGxGy)^10GyGyGy,32,7,93,11,89,0.9842724709277033,0.32114627333828616,0.0024606811773192584,0.0024606811773192905,0.004921362354638517,0.040000000000000015,False,
(GxGyGy)^10,32,97,3,95,5,0.5261767885413442,0.46821866695102776,0.0013154419713533605,0.0013154419713533039,0.002630883942706721,0.02000000000000001,False,
(GxGyGy)^10Gx,32,43,57,45,55,0.08117464339825964,0.7757118369309648,0.0002029366084956491,0.00020293660849568518,0.0004058732169912982,0.019999999999999962,False,
(GxGyGy)^10Gy,32,31,69,30,70,0.023588483642286162,0.8779366275093092,5.8971209105715404e-05,5.8971209105584954e-05,0.00011794241821143081,0.010000000000000009,False,
(GxGyGy)^10GxGx,32,2,98,7,93,3.0728426730654306,0.07961015073366873,0.007682106682663576,0.007682106682663559,0.015364213365327152,0.04999999999999997,False,
(GxGyGy)^10GxGxGx,32,62,38,65,35,0.1941951313192809,0.6594477427570257,0.00048548782829820227,0.00048548782829827,0.0009709756565964045,0.030000000000000027,False,
(GxGyGy)^10GyGyGy,32,67,33,74,26,1.1801285829711041,0.2773298201759159,0.0029503214574277603,0.002950321457427685,0.0059006429148555205,0.06999999999999998,False,
Gx(GxGyGy)^10,32,54,46,53,47,0.020098825833381517,0.8872614223131574,5.0247064583453794e-05,5.024706458356398e-05,0.00010049412916690759,0.009999999999999981,False,
Gx(GxGyGy)^10Gx,32,6,94,6,94,0.0,1.0,0.0,0.0,0.0,0.0,False,
Gx(GxGyGy)^10Gy,32,72,28,73,27,0.025079426461999343,0.8741693079982373,6.269856615499836e-05,6.269856615503944e-05,0.00012539713230999672,0.010000000000000009,False,
Gx(GxGyGy)^10GxGx,32,56,44,46,54,2.004155147636796,0.15686866986425574,0.00501038786909199,0.005010387869092137,0.01002077573818398,0.10000000000000003,False,
Gx(GxGyGy)^10GxGxGx,32,94,6,87,13,2.9114943348193805,0.08795034892152409,0.007278735837048451,0.007278735837048411,0.014557471674096902,0.06999999999999998,False,
Gx(GxGyGy)^10GyGyGy,32,30,70,30,70,0.0,1.0,0.0,0.0,0.0,0.0,False,
Gy(GxGyGy)^10,32,31,69,29,71,0.09525141830398964,0.7576043022309394,0.0002381285457599741,0.00023812854575988585,0.0004762570915199482,0.020000000000000018,False,
Gy(GxGyGy)^10Gx,32,27,73,22,78,0.6766863742706466,0.4107300998108907,0.0016917159356766166,0.0016917159356767408,0.003383431871353233,0.05000000000000003,False,
Gy(GxGyGy)^10Gy,32,11,89,14,86,0.412300106053785,0.5208043650740541,0.0010307502651344625,0.0010307502651343836,0.002061500530268925,0.03000000000000002,False,
Gy(GxGyGy)^10GxGx,32,70,30,61,39,1.7960725247505902,0.18018803361402289,0.004490181311876475,0.0044901813118762846,0.00898036262375295,0.09,False,
Gy(GxGyGy)^10GxGxGx,32,74,26,77,23,0.24339496057197918,0.6217647764935181,0.000608487401429948,0.0006084874014300468,0.001216974802859896,0.030000000000000013,False,
Gy(GxGyGy)^10GyGyGy,32,91,9,85,15,1.720614328386083,0.18961398661940207,0.004301535820965208,0.004301535820965152,0.008603071641930415,0.060000000000000026,False,
GxGx(GxGyGy)^10,32,4,96,7,93,0.8762599939328042,0.3492280871420216,0.0021906499848320105,0.002190649984832038,0.004381299969664021,0.02999999999999996,False,
GxGx(GxGyGy)^10Gx,32,58,42,61,39,0.18677479294300214,0.6656145959033641,0.00046693698235750534,0.0004669369823574465,0.0009338739647150107,0.03,False,
GxGx(GxGyGy)^10Gy,32,75,25,71,29,0.40617060914115966,0.5239195801671621,0.001015426522852899,0.0010154265228528025,0.002030853045705798,0.04000000000000001,False,
GxGx(GxGyGy)^10GxGx,32,93,7,93,7,0.0,1.0,0.0,0.0,0.0,0.0,False,
GxGx(GxGyGy)^10GxGxGx,32,45,55,32,68,3.581905974929697,0.058412095854887616,0.008954764937324243,0.008954764937324278,0.017909529874648486,0.13,False,
GxGx(GxGyGy)^10GyGyGy,32,27,73,33,67,0.8582256537968806,0.3542357065277042,0.0021455641344922016,0.002145564134492184,0.004291128268984403,0.05999999999999997,False,
GxGxGx(GxGyGy)^10,32,48,52,54,46,0.7207217801190859,0.3959072542193456,0.0018018044502977149,0.0018018044502977615,0.0036036089005954297,0.060000000000000026,False,
GxGxGx(GxGyGy)^10Gx,32,98,2,92,8,4.0444003286851675,0.044318121618301266,0.010111000821712918,0.010111000821712873,0.020222001643425837,0.05999999999999997,False,
GxGxGx(GxGyGy)^10Gy,32,29,71,33,67,0.3742021092576837,0.540722621013159,0.0009355052731442093,0.0009355052731442326,0.0018710105462884186,0.03999999999999998,False,
GxGxGx(GxGyGy)^10GxGx,32,54,46,38,62,5.1759263788583105,0.02290195673021977,0.012939815947145777,0.012939815947145772,0.025879631894291554,0.16,False,
GxGxGx(GxGyGy)^10GxGxGx,32,3,97,8,92,2.490570935434869,0.11453017047553321,0.006226427338587173,0.006226427338587109,0.012452854677174345,0.04999999999999997,False,
GxGxGx(GxGyGy)^10GyGyGy,32,64,36,67,33,0.1991842049096748,0.6553801396220271,0.000497960512274187,0.0004979605122741315,0.000995921024548374,0.03,False,
GyGyGy(GxGyGy)^10,32,67,33,79,21,3.6764747855525854,0.055185412050174285,0.009191186963881463,0.009191186963881326,0.018382373927762926,0.12000000000000001,False,
GyGyGy(GxGyGy)^10Gx,32,69,31,76,24,1.2313924391643312,0.26713641263451016,0.003078481097910828,0.003078481097910757,0.006156962195821656,0.07000000000000003,False,
GyGyGy(GxGyGy)^10Gy,32,91,9,85,15,1.720614328386083,0.18961398661940207,0.004301535820965208,0.004301535820965152,0.008603071641930415,0.060000000000000026,False,
GyGyGy(GxGyGy)^10GxGx,32,44,56,27,73,6.3570756778424915,0.011691408216744473,0.01589268919460623,0.01589268919460629,0.03178537838921246,0.16999999999999996,False,
GyGyGy(GxGyGy)^10GxGxGx,32,29,71,30,70,0.02404222218162322,0.8767775278151275,6.010555545405805e-05,6.01055554539931e-05,0.0001202111109081161,0.010000000000000009,False,
GyGyGy(GxGyGy)^10GyGyGy,32,6,94,7,93,0.08234673714015428,0.7741420201133751,0.0002058668428503857,0.0002058668428503163,0.0004117336857007714,0.009999999999999953,False,
(GxGxGyGxGyGy)^5,32,38,62,40,60,0.08407602605086173,0.7718478620624569,0.0002101900651271543,0.0002101900651271249,0.0004203801302543086,0.020000000000000018,False,
(GxGxGyGxGyGy)^5Gx,32,99,1,100,0,1.3913195078972074,0.23818239270482483,0.0034782987697430184,0.003478298769743076,0.006956597539486037,0.010000000000000005,False,
(GxGxGyGxGyGy)^5Gy,32,47,53,66,34,7.392971567749171,0.006547922340081348,0.018482428919372927,0.018482428919372906,0.036964857838745854,0.19000000000000003,False,
(GxGxGyGxGyGy)^5GxGx,32,59,41,60,40,0.020749452894171294,0.8854635898284439,5.187363223542823e-05,5.1873632235244216e-05,0.00010374726447085646,0.009999999999999981,False,
(GxGxGyGxGyGy)^5GxGxGx,32,0,100,0,100,0.0,1.0,0.0,-0.0,0.0,0.0,False,
(GxGxGyGxGyGy)^5GyGyGy,32,53,47,51,49,0.08013359074108739,0.777116454385287,0.00020033397685271847,0.00020033397685270682,0.00040066795370543695,0.020000000000000018,False,
Gx(GxGxGyGxGyGy)^5,32,44,56,58,42,3.9345068008859982,0.04730500976202182,0.009836267002214995,0.009836267002215071,0.01967253400442999,0.14,False,
Gx(GxGxGyGxGyGy)^5Gx,32,51,49,38,62,3.4317093578383435,0.0639558733366036,0.00857927339459586,0.008579273394595743,0.01715854678919172,0.13,False,
Gx(GxGxGyGxGyGy)^5Gy,32,99,1,100,0,1.3913195078972074,0.23818239270482483,0.0034782987697430184,0.003478298769743076,0.006956597539486037,0.010000000000000005,False,
Gx(GxGxGyGxGyGy)^5GxGx,32,54,46,46,54,1.281368840618347,0.25764467762396714,0.0032034221015458677,0.003203422101545783,0.006406844203091735,0.08000000000000002,False,
Gx(GxGxGyGxGyGy)^5GxGxGx,32,54,46,48,52,0.7207217801190859,0.3959072542193456,0.0018018044502977149,0.0018018044502977615,0.0036036089005954297,0.060000000000000026,False,
Gx(GxGxGyGxGyGy)^5GyGyGy,32,0,100,1,99,1.3913195078972074,0.23818239270482483,0.0034782987697430184,0.003478298769743076,0.006956597539486037,0.010000000000000005,False,
Gy(GxGxGyGxGyGy)^5,32,100,0,99,1,1.3913195078972074,0.23818239270482483,0.0034782987697430184,0.003478298769743076,0.006956597539486037,0.010000000000000005,False,
Gy(GxGxGyGxGyGy)^5Gx,32,54,46,57,43,0.182233709042523,0.6694606123818203,0.0004555842726063075,0.00045558427260616874,0.000911168545212615,0.02999999999999997,False,
Gy(GxGxGyGxGyGy)^5Gy,32,49,51,55,45,0.721590648371266,0.3956226428336339,0.001803976620928165,0.0018039766209281272,0.00360795324185633,0.060000000000000026,False,
Gy(GxGxGyGxGyGy)^5GxGx,32,0,100,0,100,0.0,1.0,0.0,-0.0,0.0,0.0,False,
Gy(GxGxGyGxGyGy)^5GxGxGx,32,48,52,41,59,0.9928653505731644,0.3190430647601242,0.002482163376432911,0.002482163376432922,0.004964326752865822,0.06999999999999998,False,
Gy(GxGxGyGxGyGy)^5GyGyGy,32,54,46,49,51,0.5006600776778978,0.4792102332983992,0.0012516501941947445,0.00125165019419482,0.002503300388389489,0.05000000000000002,False,
GxGx(GxGxGyGxGyGy)^5,32,59,41,56,44,0.18417409484866498,0.6678103602633554,0.00046043523712166245,0.00046043523712169243,0.0009208704742433249,0.02999999999999997,False,
GxGx(GxGxGyGxGyGy)^5Gx,32,1,99,0,100,1.3913195078972074,0.23818239270482483,0.0034782987697430184,0.003478298769743076,0.006956597539486037,0.010000000000000005,False,
GxGx(GxGxGyGxGyGy)^5Gy,32,52,48,39,61,3.417667318840449,0.06450209601883317,0.008544168297101123,0.008544168297101251,0.017088336594202246,0.13,False,
GxGx(GxGxGyGxGyGy)^5GxGx,32,43,57,44,56,0.020344179020379993,0.8865800161752766,5.0860447550949986e-05,5.086044755087116e-05,0.00010172089510189997,0.009999999999999953,False,
GxGx(GxGxGyGxGyGy)^5GxGxGx,32,99,1,98,2,0.34487423752265467,0.5570291412260818,0.0008621855938066367,0.0008621855938066997,0.0017243711876132734,0.010000000000000005,False,
GxGx(GxGxGyGxGyGy)^5GyGyGy,32,49,51,59,41,2.016360591474024,0.15561172087868425,0.005040901478685061,0.005040901478685078,0.010081802957370121,0.1,False,
GxGxGx(GxGxGyGxGyGy)^5,32,44,56,47,53,0.18149825637223005,0.6700888119204158,0.00045374564093057513,0.00045374564093048075,0.0009074912818611503,0.03,False,
GxGxGx(GxGxGyGxGyGy)^5Gx,32,54,46,63,37,1.6708171540120382,0.19614911917040118,0.004177042885030096,0.004177042885030291,0.008354085770060192,0.09,False,
GxGxGx(GxGxGyGxGyGy)^5Gy,32,0,100,0,100,0.0,1.0,0.0,-0.0,0.0,0.0,False,
GxGxGx(GxGxGyGxGyGy)^5GxGx,32,50,50,44,56,0.7230434382320645,0.39514741718436286,0.0018076085955801612,0.0018076085955802679,0.0036152171911603224,0.060000000000000026,False,
GxGxGx(GxGxGyGxGyGy)^5GxGxGx,32,44,56,40,60,0.3285066245355348,0.5665397676071712,0.000821266561338837,0.0008212665613388515,0.001642533122677674,0.03999999999999995,False,
GxGxGx(GxGxGyGxGyGy)^5GyGyGy,32,98,2,98,2,0.0,1.0,0.0,0.0,0.0,0.0,False,
GyGyGy(GxGxGyGxGyGy)^5,32,3,97,0,100,4.204570128485171,0.04031519126763195,0.010511425321212929,0.010511425321212992,0.021022850642425858,0.030000000000000013,False,
GyGyGy(GxGxGyGxGyGy)^5Gx,32,40,60,44,56,0.32850662453553436,0.5665397676071714,0.000821266561338836,0.0008212665613388515,0.001642533122677672,0.03999999999999995,False,
GyGyGy(GxGxGyGxGyGy)^5Gy,32,53,47,45,55,1.281884346725728,0.25754896671251365,0.00320471086681432,0.0032047108668143975,0.00640942173362864,0.08000000000000004,False,
GyGyGy(GxGxGyGxGyGy)^5GxGx,32,100,0,100,0,0.0,1.0,0.0,-0.0,0.0,0.0,False,
GyGyGy(GxGxGyGxGyGy)^5GxGxGx,32,54,46,48,52,0.7207217801190859,0.3959072542193456,0.0018018044502977149,0.0018018044502977615,0.0036036089005954297,0.060000000000000026,False,
GyGyGy(GxGxGyGxGyGy)^5GyGyGy,32,53,47,48,52,0.5002586722913147,0.4793864858801373,0.0012506466807282867,0.0012506466807282735,0.0025012933614565734,0.050000000000000044,False,
(Gx)^64,64,39,61,31,69,1.4089053583736941,0.23523819497956042,0.0035222633959342354,0.0035222633959342,0.007044526791868471,0.07999999999999999,False,
(Gx)^64Gx,64,1,99,7,93,5.24956283836143,0.02195228550083028,0.013123907095903576,0.013123907095903636,0.02624781419180715,0.05999999999999997,False,
(Gx)^64Gy,64,56,44,47,53,1.6236653634309928,0.2025814614569878,0.004059163408577482,0.004059163408577593,0.008118326817154964,0.09000000000000005,False,
(Gx)^64GxGx,64,58,42,73,27,5.0083822419410975,0.02522486904057171,0.012520955604852745,0.012520955604852557,0.02504191120970549,0.15,False,
(Gx)^64GxGxGx,64,98,2,94,6,2.176331937601883,0.1401481330016831,0.005440829844004708,0.005440829844004735,0.010881659688009415,0.040000000000000015,False,
(Gx)^64GyGyGy,64,54,46,54,46,0.0,1.0,0.0,0.0,0.0,0.0,False,
Gx(Gx)^64Gy,64,57,43,62,38,0.5189841740808205,0.47127532633676195,0.0012974604352020513,0.001297460435201847,0.0025949208704041027,0.05000000000000002,False,
Gx(Gx)^64GxGxGx,64,36,64,16,84,10.605152013559223,0.0011277298567291723,0.026512880033898057,0.026512880033897956,0.053025760067796114,0.19999999999999996,False,
Gx(Gx)^64GyGyGy,64,47,53,50,50,0.1801893019165095,0.6712106079315188,0.00045047325479127375,0.000450473254791417,0.0009009465095825475,0.030000000000000027,False,
Gy(Gx)^64,64,43,57,40,60,0.18538886561999623,0.6667824598147898,0.0004634721640499906,0.00046347216405018266,0.0009269443280999812,0.03,False,
Gy(Gx)^64Gx,64,53,47,41,59,2.897510453357711,0.08871647290388412,0.007243776133394278,0.007243776133394331,0.014487552266788556,0.12000000000000002,False,
Gy(Gx)^64Gy,64,0,100,0,100,0.0,1.0,0.0,-0.0,0.0,0.0,False,
Gy(Gx)^64GxGx,64,57,43,44,56,3.3899291253236807,0.06559576871635214,0.008474822813309201,0.008474822813309135,0.016949645626618402,0.13,False,
Gy(Gx)^64GxGxGx,64,58,42,40,60,6.518133449509289,0.010678001387969,0.016295333623773223,0.016295333623773223,0.032590667247546445,0.17999999999999997,False,
Gy(Gx)^64GyGyGy,64,99,1,100,0,1.3913195078972074,0.23818239270482483,0.0034782987697430184,0.003478298769743076,0.006956597539486037,0.010000000000000005,False,
GxGx(Gx)^64Gy,64,57,43,60,40,0.18538886561999623,0.6667824598147898,0.0004634721640499906,0.00046347216405018266,0.0009269443280999812,0.03,False,
GxGx(Gx)^64GxGxGx,64,8,92,12,88,0.8943167483198673,0.34431018476937103,0.002235791870799668,0.002235791870799697,0.004471583741599336,0.040000000000000015,False,
GxGx(Gx)^64GyGyGy,64,54,46,50,50,0.32059903231566,0.5712478707011119,0.00080149758078915,0.0008014975807890679,0.0016029951615783,0.04000000000000001,False,
GxGxGx(Gx)^64Gy,64,45,55,46,54,0.02016367279704223,0.8870809157299906,5.040918199260558e-05,5.040918199250566e-05,0.00010081836398521116,0.010000000000000009,False,
GxGxGx(Gx)^64GxGxGx,64,70,30,79,21,2.140538375162814,0.14345154047745792,0.0053513459379070346,0.005351345937907093,0.010702691875814069,0.09000000000000004,False,
GxGxGx(Gx)^64GyGyGy,64,50,50,52,48,0.08003735980990179,0.7772467883348801,0.00020009339952475446,0.00020009339952486993,0.0004001867990495089,0.020000000000000018,False,
GyGyGy(Gx)^64,64,54,46,56,44,0.0808137432808893,0.7761976651824012,0.00020203435820222325,0.00020203435820231874,0.0004040687164044465,0.020000000000000018,False,
GyGyGy(Gx)^64Gx,64,43,57,49,51,0.7250872236309851,0.39448026045400386,0.0018127180590774628,0.001812718059077345,0.0036254361181549256,0.05999999999999997,False,
GyGyGy(Gx)^64Gy,64,100,0,100,0,0.0,1.0,0.0,-0.0,0.0,0.0,False,
GyGyGy(Gx)^64GxGx,64,50,50,54,46,0.32059903231566045,0.5712478707011117,0.0008014975807891511,0.0008014975807890679,0.0016029951615783022,0.04000000000000001,False,
GyGyGy(Gx)^64GxGxGx,64,53,47,55,45,0.08052084029427609,0.7765928212333134,0.0002013021007356902,0.00020130210073565635,0.0004026042014713804,0.01999999999999999,False,
GyGyGy(Gx)^64GyGyGy,64,1,99,0,100,1.3913195078972074,0.23818239270482483,0.0034782987697430184,0.003478298769743076,0.006956597539486037,0.010000000000000005,False,
(Gy)^64,64,97,3,92,8,2.490570935434869,0.11453017047553321,0.006226427338587173,0.006226427338587109,0.012452854677174345,0.04999999999999997,False,
(Gy)^64Gx,64,45,55,42,58,0.18312416317975755,0.6687020181721577,0.0004578104079493939,0.0004578104079493439,0.0009156208158987878,0.02999999999999997,False,
(Gy)^64Gy,64,32,68,16,84,7.1241038400352785,0.007605441969109685,0.017810259600088196,0.017810259600088196,0.03562051920017639,0.15999999999999998,False,
(Gy)^64GxGx,64,4,96,6,94,0.42376329139355096,0.5150651832050394,0.0010594082284838774,0.0010594082284838546,0.002118816456967755,0.020000000000000007,False,
(Gy)^64GxGxGx,64,56,44,54,46,0.0808137432808893,0.7761976651824012,0.00020203435820222325,0.00020203435820231874,0.0004040687164044465,0.020000000000000018,False,
(Gy)^64GyGyGy,64,72,28,78,22,0.9618020717523921,0.3267332643662662,0.00240450517938098,0.0024045051793808447,0.00480901035876196,0.06000000000000004,False,
Gx(Gy)^64,64,48,52,41,59,0.9928653505731644,0.3190430647601242,0.002482163376432911,0.002482163376432922,0.004964326752865822,0.06999999999999998,False,
Gx(Gy)^64Gx,64,0,100,1,99,1.3913195078972074,0.23818239270482483,0.0034782987697430184,0.003478298769743076,0.006956597539486037,0.010000000000000005,False,
Gx(Gy)^64Gy,64,50,50,53,47,0.1801893019165095,0.6712106079315188,0.00045047325479127375,0.000450473254791417,0.0009009465095825475,0.030000000000000027,False,
Gx(Gy)^64GxGx,64,54,46,56,44,0.0808137432808893,0.7761976651824012,0.00020203435820222325,0.00020203435820231874,0.0004040687164044465,0.020000000000000018,False,
Gx(Gy)^64GxGxGx,64,100,0,100,0,0.0,1.0,0.0,-0.0,0.0,0.0,False,
Gx(Gy)^64GyGyGy,64,36,64,65,35,17.065905124964626,3.61047079935258e-05,0.042664762812411564,0.042664762812411494,0.08532952562482313,0.29000000000000004,False,
Gy(Gy)^64Gx,64,48,52,47,53,0.020050463691852927,0.8873962355639731,5.0126159229632315e-05,5.0126159229613165e-05,0.00010025231845926463,0.010000000000000009,False,
Gy(Gy)^64Gy,64,4,96,14,86,6.433602679376941,0.011198121482677067,0.016084006698442354,0.0160840066984424,0.03216801339688471,0.09999999999999999,False,
Gy(Gy)^64GxGx,64,68,32,82,18,5.281468971019226,0.021553555999193088,0.013203672427548066,0.013203672427548052,0.026407344855096132,0.13999999999999996,False,
Gy(Gy)^64GxGxGx,64,45,55,47,53,0.08052084029427609,0.7765928212333134,0.0002013021007356902,0.00020130210073565635,0.0004026042014713804,0.01999999999999999,False,
Gy(Gy)^64GyGyGy,64,97,3,85,15,9.524878041847712,0.002027050584754359,0.02381219510461928,0.02381219510461935,0.04762439020923856,0.12,False,
GxGx(Gy)^64,64,6,94,13,87,2.9114943348193805,0.08795034892152409,0.007278735837048451,0.007278735837048411,0.014557471674096902,0.06999999999999998,False,
GxGx(Gy)^64Gx,64,58,42,54,46,0.3247683708385729,0.5687560220229071,0.0008119209270964322,0.0008119209270962546,0.0016238418541928644,0.03999999999999998,False,
GxGx(Gy)^64Gy,64,75,25,93,7,12.673133452437241,0.0003709473432165216,0.0316828336310931,0.031682833631093144,0.0633656672621862,0.18000000000000002,False,
GxGx(Gy)^64GxGx,64,98,2,95,5,1.3749202900335544,0.24096830538740854,0.003437300725083886,0.003437300725083914,0.006874601450167772,0.030000000000000013,False,
GxGx(Gy)^64GxGxGx,64,37,63,37,63,0.0,1.0,0.0,0.0,0.0,0.0,False,
GxGx(Gy)^64GyGyGy,64,21,79,17,83,0.5206091358001506,0.47058195762365085,0.0013015228395003764,0.001301522839500191,0.0026030456790007528,0.03999999999999995,False,
GxGxGx(Gy)^64,64,60,40,51,49,1.6422012688086909,0.20002371267080576,0.0041055031720217275,0.0041055031720215185,0.008211006344043455,0.08999999999999997,False,
GxGxGx(Gy)^64Gx,64,100,0,100,0,0.0,1.0,0.0,-0.0,0.0,0.0,False,
GxGxGx(Gy)^64Gy,64,48,52,52,48,0.3200853879935259,0.5715563344200036,0.0008002134699838148,0.0008002134699838237,0.0016004269399676296,0.040000000000000036,False,
GxGxGx(Gy)^64GxGx,64,48,52,35,65,3.491983757385695,0.06166664734910673,0.008729959393464238,0.008729959393464437,0.017459918786928475,0.13,False,
GxGxGx(Gy)^64GxGxGx,64,1,99,1,99,0.0,1.0,0.0,0.0,0.0,0.0,False,
GxGxGx(Gy)^64GyGyGy,64,46,54,49,51,0.18047854545646613,0.6709623083181248,0.0004511963636411653,0.00045119636364110427,0.0009023927272823306,0.03,False,
GyGyGy(Gy)^64Gx,64,49,51,53,47,0.3202136445477959,0.5714792806969891,0.0008005341113694897,0.0008005341113694886,0.0016010682227389794,0.040000000000000036,False,
GyGyGy(Gy)^64GxGx,64,34,66,24,76,2.437591843446272,0.11845795681135526,0.006093979608615681,0.006093979608615907,0.012187959217231361,0.1,False,
GyGyGy(Gy)^64GxGxGx,64,48,52,48,52,0.0,1.0,0.0,0.0,0.0,0.0,False,
GyGyGy(Gy)^64GyGyGy,64,2,98,13,87,9.668621393501057,0.0018744191387779845,0.024171553483752644,0.02417155348375255,0.04834310696750529,0.10999999999999999,False,
(GxGy)^32,64,100,0,100,0,0.0,1.0,0.0,-0.0,0.0,0.0,False,
(GxGy)^32Gx,64,49,51,52,48,0.18004502774351971,0.6713345472696788,0.0004501125693587993,0.00045011256935878485,0.0009002251387175985,0.030000000000000027,False,
(GxGy)^32Gy,64,44,56,43,57,0.020344179020380104,0.8865800161752764,5.0860447550950263e-05,5.086044755087116e-05,0.00010172089510190053,0.009999999999999953,False,
(GxGy)^32GxGx,64,0,100,0,100,0.0,1.0,0.0,-0.0,0.0,0.0,False,
(GxGy)^32GxGxGx,64,59,41,55,45,0.32649333995856544,0.5677312688993045,0.0008162333498964136,0.0008162333498962226,0.0016324666997928272,0.03999999999999998,False,
(GxGy)^32GyGyGy,64,46,54,56,44,2.004155147636796,0.15686866986425574,0.00501038786909199,0.005010387869092137,0.01002077573818398,0.10000000000000003,False,
Gx(GxGy)^32,64,46,54,42,58,0.3247683708385729,0.5687560220229071,0.0008119209270964322,0.0008119209270962546,0.0016238418541928644,0.03999999999999998,False,
Gx(GxGy)^32Gx,64,0,100,0,100,0.0,1.0,0.0,-0.0,0.0,0.0,False,
Gx(GxGy)^32Gy,64,43,57,57,43,3.932906794311725,0.04735003305768,0.009832266985779312,0.009832266985779325,0.019664533971558623,0.13999999999999996,False,
Gx(GxGy)^32GxGx,64,52,48,55,45,0.18091415715113923,0.6705888025785762,0.00045228539287784806,0.0004522853928778936,0.0009045707857556961,0.03,False,
Gx(GxGy)^32GxGxGx,64,100,0,100,0,0.0,1.0,0.0,-0.0,0.0,0.0,False,
Gx(GxGy)^32GyGyGy,64,59,41,54,46,0.5088259056581093,0.4756475546977017,0.0012720647641452732,0.0012720647641452087,0.0025441295282905463,0.04999999999999999,False,
Gy(GxGy)^32,64,43,57,44,56,0.020344179020379993,0.8865800161752766,5.0860447550949986e-05,5.086044755087116e-05,0.00010172089510189997,0.009999999999999953,False,
Gy(GxGy)^32Gx,64,53,47,41,59,2.897510453357711,0.08871647290388412,0.007243776133394278,0.007243776133394331,0.014487552266788556,0.12000000000000002,False,
Gy(GxGy)^32Gy,64,1,99,0,100,1.3913195078972074,0.23818239270482483,0.0034782987697430184,0.003478298769743076,0.006956597539486037,0.010000000000000005,False,
Gy(GxGy)^32GxGx,64,48,52,53,47,0.5002586722913147,0.4793864858801373,0.0012506466807282867,0.0012506466807282735,0.0025012933614565734,0.050000000000000044,False,
Gy(GxGy)^32GxGxGx,64,41,59,53,47,2.897510453357711,0.08871647290388412,0.007243776133394278,0.007243776133394331,0.014487552266788556,0.12000000000000002,False,
Gy(GxGy)^32GyGyGy,64,100,0,100,0,0.0,1.0,0.0,-0.0,0.0,0.0,False,
GxGx(GxGy)^32,64,0,100,1,99,1.3913195078972074,0.23818239270482483,0.0034782987697430184,0.003478298769743076,0.006956597539486037,0.010000000000000005,False,
GxGx(GxGy)^32Gx,64,54,46,63,37,1.6708171540120382,0.19614911917040118,0.004177042885030096,0.004177042885030291,0.008354085770060192,0.09,False,
GxGx(GxGy)^32Gy,64,50,50,55,45,0.5014648273252389,0.47885719595084575,0.0012536620683130972,0.0012536620683130106,0.0025073241366261943,0.05000000000000002,False,
GxGx(GxGy)^32GxGx,64,99,1,98,2,0.34487423752265467,0.5570291412260818,0.0008621855938066367,0.0008621855938066997,0.0017243711876132734,0.010000000000000005,False,
GxGx(GxGy)^32GxGxGx,64,45,55,45,55,0.0,1.0,0.0,0.0,0.0,0.0,False,
GxGx(GxGy)^32GyGyGy,64,52,48,45,55,0.981689053543441,0.3217821615284369,0.0024542226338586026,0.002454222633858638,0.004908445267717205,0.07000000000000003,False,
GxGxGx(GxGy)^32,64,48,52,58,42,2.0106461442727124,0.15619877996300813,0.005026615360681781,0.005026615360681719,0.010053230721363562,0.1,False,
GxGxGx(GxGy)^32Gx,64,100,0,100,0,0.0,1.0,0.0,-0.0,0.0,0.0,False,
GxGxGx(GxGy)^32Gy,64,60,40,51,49,1.6422012688086909,0.20002371267080576,0.0041055031720217275,0.0041055031720215185,0.008211006344043455,0.08999999999999997,False,
GxGxGx(GxGy)^32GxGx,64,49,51,48,52,0.020018351365498233,0.8874858428248248,5.0045878413745584e-05,5.004587841384023e-05,0.00010009175682749117,0.010000000000000009,False,
GxGxGx(GxGy)^32GxGxGx,64,2,98,3,97,0.20648336311267046,0.6495377825761703,0.0005162084077816761,0.0005162084077816875,0.0010324168155633523,0.010000000000000004,False,
GxGxGx(GxGy)^32GyGyGy,64,46,54,50,50,0.32059903231565956,0.5712478707011122,0.000801497580789149,0.0008014975807890679,0.001602995161578298,0.04000000000000001,False,
GyGyGy(GxGy)^32,64,50,50,50,50,0.0,1.0,0.0,0.0,0.0,0.0,False,
GyGyGy(GxGy)^32Gx,64,51,49,52,48,0.020018351365498233,0.8874858428248248,5.0045878413745584e-05,5.004587841384023e-05,0.00010009175682749117,0.010000000000000009,False,
GyGyGy(GxGy)^32Gy,64,99,1,100,0,1.3913195078972074,0.23818239270482483,0.0034782987697430184,0.003478298769743076,0.006956597539486037,0.010000000000000005,False,
GyGyGy(GxGy)^32GxGx,64,59,41,50,50,1.6355326482154489,0.20093951018086603,0.0040888316205386225,0.0040888316205386355,0.008177663241077245,0.09,False,
GyGyGy(GxGy)^32GxGxGx,64,59,41,46,54,3.398202643361966,0.06526750061739796,0.008495506608404915,0.008495506608404813,0.01699101321680983,0.13,False,
GyGyGy(GxGy)^32GyGyGy,64,0,100,0,100,0.0,1.0,0.0,-0.0,0.0,0.0,False,
