distance,control_qubit,target_qubit,drift_detected,drift_n_sigma,drift_significant_circuits,crosstalk_detected,crosstalk_n_sigma,crosstalk_significant_circuits,max_sstvd,max_sstvd_circuit
-1,0,1,False,0.16140698064469086,0,True,20.861210808109124,5,0.08203125,GhGsGsGsGhGsGh
1,3,14,False,0.6924791580336934,0,True,224.34179228582204,20,0.27734375,GhGsGsGsGsGh
2,13,4,False,0.48311223370923384,0,True,42.72203701931294,11,0.1298828125,GhGsGsGiGhGsGh
3,12,5,False,-1.2864101092394984,0,True,15.621340592743095,3,0.056640625,GhGsGiGsGh
4,6,11,False,-0.1827406166345951,0,True,7.81351475872751,2,0.029296875,GhGsGsGsGsGh
5,7,10,False,1.7981440095801495,0,True,9.054125539110379,2,0.029296875,GhGsGiGhGsGh
6,9,8,False,-1.0236750439574502,0,True,9.85336671272625,2,0.0234375,GhGsGiGhGsGh
