transmon_level,photon_number,exact_energy,dispersive_energy,absolute_error,bare_state_overlap,predicted_cavity_spacing
0,0,0.0,0.0,0.0,1.0,6.0009
0,1,6.000899191454728,6.0009,8.08545271624439e-07,0.9991024227328892,6.0009
0,2,12.001798203877128,12.0018,1.79612287176667e-06,0.9982061763356805,6.0009
0,3,18.002697037459477,18.0027,2.9625405240096825e-06,0.997311257862566,6.0009
1,0,4.999100808545272,4.9991,8.08545271624439e-07,0.9991024227328892,6.00054
1,1,10.999641059479357,10.999640000000001,1.0594793558027504e-06,0.9970573145609154,6.00054
1,2,17.00018135554951,17.00018,1.3555495108619198e-06,0.9950162060698902,6.00054
1,3,23.00072169465806,23.000719999999998,1.6946580636556519e-06,0.9929790936247763,6.00054
