qubit_cavity_detuning_over_g,probe_detuning_over_g,normalized_power
-1.2000000000000002,0.8999999999999999,4.639646023222497e-08
-1.2000000000000002,0.9166666666666665,4.206255820085778e-08
-1.2000000000000002,0.9333333333333331,3.7908792578794665e-08
-1.2000000000000002,0.9500000000000002,3.3934378390682875e-08
-1.2000000000000002,0.9666666666666668,3.0139643554708205e-08
-1.2000000000000002,0.9833333333333334,2.6526117013199493e-08
-1.2000000000000002,1.0,2.309663724889552e-08
-1.2000000000000002,1.0166666666666666,1.985548459726088e-08
-1.2000000000000002,1.0333333333333332,1.6808541547987328e-08
-1.2000000000000002,1.0499999999999998,1.3963486197301264e-08
-1.2000000000000002,1.0666666666666664,1.133002521804538e-08
-1.2000000000000002,1.0833333333333335,8.920174223238707e-09
-1.2000000000000002,1.1,6.748595298071191e-09
-1.2000000000000002,1.1166666666666667,4.833003879843463e-09
-1.2000000000000002,1.1333333333333333,3.194660227460631e-09
-1.2000000000000002,1.15,1.8589646449603204e-09
-1.2000000000000002,1.1666666666666665,8.561806804494176e-10
-1.2000000000000002,1.1833333333333331,2.223170827833847e-10
-1.2000000000000002,1.2000000000000002,2.078683670038757e-13
-1.2000000000000002,1.2166666666666668,2.408411243914933e-10
-1.2000000000000002,1.2333333333333334,1.00500211673515e-09
-1.2000000000000002,1.25,2.3653162304447814e-09
-1.2000000000000002,1.2666666666666666,4.4088041560608975e-09
-1.2000000000000002,1.2833333333333332,7.2400982700324e-09
-1.2000000000000002,1.2999999999999998,1.0985519273044069e-08
-1.2000000000000002,1.3166666666666664,1.5798281583837375e-08
-1.2000000000000002,1.3333333333333335,2.1865193214618098e-08
-1.2000000000000002,1.35,2.9415353563580352e-08
-1.2000000000000002,1.3666666666666667,3.8731550001549456e-08
-1.2000000000000002,1.3833333333333333,5.0165340954040924e-08
-1.2000000000000002,1.4,6.4157235792082e-08
-1.2000000000000002,1.4166666666666665,8.126401413544559e-08
-1.2000000000000002,1.4333333333333331,1.0219618901599027e-07
-1.2000000000000002,1.4499999999999997,1.2787010821427656e-07
-1.2000000000000002,1.4666666666666668,1.594815419120667e-07
-1.2000000000000002,1.4833333333333334,1.9861140519502546e-07
-1.2000000000000002,1.5,2.4738054855564055e-07
-1.2000000000000002,1.5166666666666666,3.0868122186630953e-07
-1.2000000000000002,1.5333333333333332,3.8653148543955726e-07
-1.2000000000000002,1.5499999999999998,4.866326007609449e-07
-1.2000000000000002,1.5666666666666664,6.172728242092347e-07
-1.2000000000000002,1.5833333333333335,7.908452863183417e-07
-1.2000000000000002,1.6,1.0265035948107833e-06
-1.2000000000000002,1.6166666666666667,1.3550374565631046e-06
-1.2000000000000002,1.6333333333333333,1.828356545399529e-06
-1.2000000000000002,1.65,2.5392870724167407e-06
-1.2000000000000002,1.6666666666666665,3.666712625565956e-06
-1.2000000000000002,1.6833333333333331,5.590966036657915e-06
-1.2000000000000002,1.6999999999999997,9.23808367560562e-06
-1.2000000000000002,1.7166666666666668,1.7363687393127563e-05
-1.2000000000000002,1.7333333333333334,4.1420298229732474e-05
-1.2000000000000002,1.75,0.00017868905354441467
-1.2000000000000002,1.7666666666666666,0.10288366032441279
-1.2000000000000002,1.7833333333333332,0.00017425384220956535
-1.2000000000000002,1.7999999999999998,4.676022647786647e-05
-1.2000000000000002,1.8166666666666664,2.1854283876755034e-05
-1.2000000000000002,1.8333333333333335,1.2848092207375056e-05
-1.2000000000000002,1.85,8.566633921088842e-06
-1.2000000000000002,1.8666666666666667,6.1843687878063635e-06
-1.2000000000000002,1.8833333333333333,4.7153142637751895e-06
-1.2000000000000002,1.9,3.741201581693682e-06
-1.2000000000000002,1.9166666666666665,3.0594193641821377e-06
-1.2000000000000002,1.9333333333333331,2.561870946261282e-06
-1.2000000000000002,1.9499999999999997,2.186476349437938e-06
-1.2000000000000002,1.9666666666666668,1.8954486213192628e-06
-1.2000000000000002,1.9833333333333334,1.664678022528744e-06
-1.2000000000000002,2.0,1.478170086886281e-06
-1.1727272727272728,-2.0,2.4111208957609672e-05
-1.1727272727272728,-1.9833333333333334,2.464456730563683e-05
-1.1727272727272728,-1.9666666666666666,2.519636118250509e-05
-1.1727272727272728,-1.95,2.5767464507701582e-05
-1.1727272727272728,-1.9333333333333333,2.635880410445385e-05
-1.1727272727272728,-1.9166666666666667,2.6971363611869343e-05
-1.1727272727272728,-1.9,2.760618773999764e-05
-1.1727272727272728,-1.8833333333333333,2.826438690268349e-05
-1.1727272727272728,-1.8666666666666667,2.8947142267126694e-05
-1.1727272727272728,-1.85,2.965571126363841e-05
-1.1727272727272728,-1.8333333333333333,3.039143360426735e-05
-1.1727272727272728,-1.8166666666666667,3.115573786484529e-05
-1.1727272727272728,-1.8,3.1950148691680866e-05
-1.1727272727272728,-1.7833333333333332,3.277629470172942e-05
-1.1727272727272728,-1.7666666666666666,3.3635917153731493e-05
-1.1727272727272728,-1.75,3.453087947770586e-05
-1.1727272727272728,-1.7333333333333334,3.5463177761503016e-05
-1.1727272727272728,-1.7166666666666668,3.643495230609882e-05
-1.1727272727272728,-1.7,3.744850037620681e-05
-1.1727272727272728,-1.6833333333333333,3.850629028993049e-05
-1.1727272727272728,-1.6666666666666667,3.961097701094186e-05
-1.1727272727272728,-1.65,4.076541942950559e-05
-1.1727272727272728,-1.6333333333333333,4.197269954510683e-05
-1.1727272727272728,-1.6166666666666667,4.323614379411528e-05
-1.1727272727272728,-1.6,4.455934680159488e-05
-1.1727272727272728,-1.5833333333333333,4.594619787795207e-05
-1.1727272727272728,-1.5666666666666667,4.7400910629710886e-05
-1.1727272727272728,-1.55,4.892805611062176e-05
-1.1727272727272728,-1.5333333333333332,5.0532600006160875e-05
-1.1727272727272728,-1.5166666666666666,5.221994442319207e-05
-1.1727272727272728,-1.5,5.3995974949504464e-05
-1.1727272727272728,-1.4833333333333334,5.586711375799348e-05
-1.1727272727272728,-1.4666666666666668,5.7840379660945215e-05
-1.1727272727272728,-1.45,5.992345617556462e-05
-1.1727272727272728,-1.4333333333333333,6.212476884790983e-05
-1.1727272727272728,-1.4166666666666665,6.445357330540394e-05
-1.1727272727272728,-1.4,6.692005577633855e-05
-1.1727272727272728,-1.3833333333333333,6.95354481385867e-05
-1.1727272727272728,-1.3666666666666667,7.231215995201426e-05
-1.1727272727272728,-1.35,7.526393040612572e-05
-1.1727272727272728,-1.3333333333333335,7.84060036968856e-05
-1.1727272727272728,-1.3166666666666667,8.175533206062732e-05
-1.1727272727272728,-1.3,8.533081157195261e-05
-1.1727272727272728,-1.2833333333333332,8.91535568995118e-05
-1.1727272727272728,-1.2666666666666666,9.324722256401007e-05
-1.1727272727272728,-1.25,9.763837992874889e-05
-1.1727272727272728,-1.2333333333333334,0.00010235696126853396
-1.1727272727272728,-1.2166666666666668,0.00010743678493147536
-1.1727272727272728,-1.2,0.00011291617899351696
-1.1727272727272728,-1.1833333333333333,0.00011883872512506836
-1.1727272727272728,-1.1666666666666665,0.0001252541499346545
-1.1727272727272728,-1.15,0.00013221939822013955
-1.1727272727272728,-1.1333333333333333,0.00013979993188037036
-1.1727272727272728,-1.1166666666666667,0.00014807131045542355
-1.1727272727272728,-1.1,0.00015712112539167223
-1.1727272727272728,-1.0833333333333335,0.00016705138159333978
-1.1727272727272728,-1.0666666666666667,0.00017798144863526513
-1.1727272727272728,-1.05,0.00019005174303788998
-1.1727272727272728,-1.0333333333333332,0.00020342835637486464
-1.1727272727272728,-1.0166666666666666,0.00021830891771778407
-1.1727272727272728,-1.0,0.00023493008191087972
-1.1727272727272728,-0.9833333333333334,0.00025357718070926586
-1.1727272727272728,-0.9666666666666668,0.0002745967820858634
-1.1727272727272728,-0.95,0.00029841320510276114
-1.1727272727272728,-0.9333333333333333,0.00032555048234338146
-1.1727272727272728,-0.9166666666666667,0.0003566619266381475
-1.1727272727272728,-0.8999999999999999,0.00039257046984722847
-1.1727272727272728,-0.8833333333333333,0.00043432450816021533
-1.1727272727272728,-0.8666666666666667,0.00048327646623056987
-1.1727272727272728,-0.8500000000000001,0.0005411953004001088
-1.1727272727272728,-0.8333333333333333,0.0006104308069715469
-1.1727272727272728,-0.8166666666666667,0.0006941589289345953
-1.1727272727272728,-0.8,0.0007967571661243076
-1.1727272727272728,-0.7833333333333334,0.0009243954301509879
-1.1727272727272728,-0.7666666666666666,0.0010859962785927442
-1.1727272727272728,-0.75,0.0012948542945909207
-1.1727272727272728,-0.7333333333333334,0.0015714877776142517
-1.1727272727272728,-0.7166666666666668,0.0019489245493724359
-1.1727272727272728,-0.7,0.0024831237227604694
-1.1727272727272728,-0.6833333333333333,0.003275146652789405
-1.1727272727272728,-0.6666666666666667,0.004523080976004228
-1.1727272727272728,-0.6499999999999999,0.0066599695616460924
-1.1727272727272728,-0.6333333333333333,0.010789670992310998
-1.1727272727272728,-0.6166666666666667,0.020470885000149614
-1.1727272727272728,-0.6000000000000001,0.0530943744326144
-1.1727272727272728,-0.5833333333333333,0.3546067869584608
-1.1727272727272728,-0.5666666666666667,1.0
-1.1727272727272728,-0.55,0.07365966966243528
-1.1727272727272728,-0.5333333333333334,0.024534826370853295
-1.1727272727272728,-0.5166666666666666,0.012082081681711536
-1.1727272727272728,-0.5,0.007151432469107654
-1.1727272727272728,-0.4833333333333334,0.004712682381399043
-1.1727272727272728,-0.4666666666666668,0.003332198361116203
-1.1727272727272728,-0.44999999999999996,0.002476342139373029
-1.1727272727272728,-0.43333333333333335,0.0019097588695702388
-1.1727272727272728,-0.41666666666666674,0.0015155989685459292
-1.1727272727272728,-0.3999999999999999,0.001230526873100132
-1.1727272727272728,-0.3833333333333333,0.0010178037071750968
-1.1727272727272728,-0.3666666666666667,0.0008549342835479508
-1.1727272727272728,-0.3500000000000001,0.0007275228272021801
-1.1727272727272728,-0.33333333333333326,0.0006260116481579712
-1.1727272727272728,-0.31666666666666665,0.0005438546310464105
-1.1727272727272728,-0.30000000000000004,0.0004764471002198572
-1.1727272727272728,-0.28333333333333344,0.0004204742453225867
-1.1727272727272728,-0.2666666666666666,0.0003735009937072447
-1.1727272727272728,-0.25,0.00033370626498080793
-1.1727272727272728,-0.2333333333333334,0.0002997063262478597
-1.1727272727272728,-0.21666666666666679,0.00027043468282536467
-1.1727272727272728,-0.19999999999999996,0.0002450587394503316
-1.1727272727272728,-0.18333333333333335,0.00022292091236820384
-1.1727272727272728,-0.16666666666666674,0.0002034963278583566
-1.1727272727272728,-0.15000000000000013,0.0001863619774305373
-1.1727272727272728,-0.1333333333333333,0.00017117391763078795
-1.1727272727272728,-0.1166666666666667,0.0001576502041278738
-1.1727272727272728,-0.10000000000000009,0.00014555797002167625
-1.1727272727272728,-0.08333333333333326,0.00013470353751200763
-1.1727272727272728,-0.06666666666666665,0.00012492477605001857
-1.1727272727272728,-0.050000000000000044,0.00011608514241787723
-1.1727272727272728,-0.03333333333333344,0.00010806899285860514
-1.1727272727272728,-0.016666666666666607,0.00010077786637423151
-1.1727272727272728,0.0,9.412751603685954e-05
-1.1727272727272728,0.016666666666666607,8.804552120408254e-05
-1.1727272727272728,0.033333333333333215,8.246935436678869e-05
-1.1727272727272728,0.04999999999999982,7.734480640312933e-05
-1.1727272727272728,0.06666666666666643,7.262469632225534e-05
-1.1727272727272728,0.08333333333333348,6.826780829066904e-05
-1.1727272727272728,0.10000000000000009,6.423801135091822e-05
-1.1727272727272728,0.1166666666666667,6.050352684270097e-05
-1.1727272727272728,0.1333333333333333,5.7036315894828607e-05
-1.1727272727272728,0.1499999999999999,5.38115650354993e-05
-1.1727272727272728,0.16666666666666652,5.080725238004258e-05
-1.1727272727272728,0.18333333333333313,4.800378030388515e-05
-1.1727272727272728,0.20000000000000018,4.5383663220239757e-05
-1.1727272727272728,0.21666666666666679,4.293126122642388e-05
-1.1727272727272728,0.2333333333333334,4.063255208762688e-05
-1.1727272727272728,0.25,3.847493538942692e-05
-1.1727272727272728,0.2666666666666666,3.6447063784546274e-05
-1.1727272727272728,0.2833333333333332,3.4538697142210164e-05
-1.1727272727272728,0.2999999999999998,3.274057612406236e-05
-1.1727272727272728,0.31666666666666643,3.1044312293108646e-05
-1.1727272727272728,0.3333333333333335,2.944229233832139e-05
-1.1727272727272728,0.3500000000000001,2.7927594388329682e-05
-1.1727272727272728,0.3666666666666667,2.6493914709575972e-05
-1.1727272727272728,0.3833333333333333,2.5135503350561494e-05
-1.1727272727272728,0.3999999999999999,2.3847107514755776e-05
-1.1727272727272728,0.4166666666666665,2.2623921628758882e-05
-1.1727272727272728,0.4333333333333331,2.1461543226071036e-05
-1.1727272727272728,0.4500000000000002,2.035593389574007e-05
-1.1727272727272728,0.4666666666666668,1.9303384653590505e-05
-1.1727272727272728,0.4833333333333334,1.8300485185232446e-05
-1.1727272727272728,0.5,1.7344096487499358e-05
-1.1727272727272728,0.5166666666666666,1.6431326500731757e-05
-1.1727272727272728,0.5333333333333332,1.5559508380356297e-05
-1.1727272727272728,0.5499999999999998,1.472618110410691e-05
-1.1727272727272728,0.5666666666666664,1.3929072152321313e-05
-1.1727272727272728,0.5833333333333335,1.3166082034127208e-05
-1.1727272727272728,0.6000000000000001,1.2435270462924513e-05
-1.1727272727272728,0.6166666666666667,1.1734844011147411e-05
-1.1727272727272728,0.6333333333333333,1.1063145097503534e-05
-1.1727272727272728,0.6499999999999999,1.041864218029006e-05
-1.1727272727272728,0.6666666666666665,9.799921048454018e-06
-1.1727272727272728,0.6833333333333331,9.205677118207255e-06
-1.1727272727272728,0.7000000000000002,8.634708657585603e-06
-1.1727272727272728,0.7166666666666668,8.085910874680869e-06
-1.1727272727272728,0.7333333333333334,7.55827081766464e-06
-1.1727272727272728,0.75,7.050863046441935e-06
-1.1727272727272728,0.7666666666666666,6.562846047080779e-06
-1.1727272727272728,0.7833333333333332,6.093459371325759e-06
-1.1727272727272728,0.7999999999999998,5.642021494786205e-06
-1.1727272727272728,0.8166666666666664,5.207928399079365e-06
-1.1727272727272728,0.8333333333333335,4.790652895618401e-06
-1.1727272727272728,0.8500000000000001,4.389744722217409e-06
-1.1727272727272728,0.8666666666666667,4.004831458649569e-06
-1.1727272727272728,0.8833333333333333,3.635620324222237e-06
-1.1727272727272728,0.8999999999999999,3.281900939903632e-06
-1.1727272727272728,0.9166666666666665,2.943549160255955e-06
-1.1727272727272728,0.9333333333333331,2.6205321072687752e-06
-1.1727272727272728,0.9500000000000002,2.3129145702263975e-06
-1.1727272727272728,0.9666666666666668,2.02086697434103e-06
-1.1727272727272728,0.9833333333333334,1.744675167754198e-06
-1.1727272727272728,1.0,1.484752333833713e-06
-1.1727272727272728,1.0166666666666666,1.2416534062628907e-06
-1.1727272727272728,1.0333333333333332,1.0160924518277114e-06
-1.1727272727272728,1.0499999999999998,8.089635947113418e-07
-1.1727272727272728,1.0666666666666664,6.21366192571328e-07
-1.1727272727272728,1.0833333333333335,4.5463514665764053e-07
-1.1727272727272728,1.1,3.1037744622591407e-07
-1.1727272727272728,1.1166666666666667,1.9051632544875827e-07
-1.1727272727272728,1.1333333333333333,9.734476756726935e-08
-1.1727272727272728,1.15,3.3590551251299064e-08
-1.1727272727272728,1.1666666666666665,2.495632096736781e-09
-1.1727272727272728,1.1833333333333331,7.913434425991198e-09
-1.1727272727272728,1.2000000000000002,5.4428659230723104e-08
-1.1727272727272728,1.2166666666666668,1.4750558240075327e-07
-1.1727272727272728,1.2333333333333334,2.936726484651107e-07
-1.1727272727272728,1.25,5.007536362104547e-07
-1.1727272727272728,1.2666666666666666,7.781590374504063e-07
-1.1727272727272728,1.2833333333333332,1.1372559159498822e-06
-1.1727272727272728,1.2999999999999998,1.5918409372519312e-06
-1.1727272727272728,1.3166666666666664,2.1587502778311404e-06
-1.1727272727272728,1.3333333333333335,2.8586529284749493e-06
-1.1727272727272728,1.35,3.7170923212905945e-06
-1.1727272727272728,1.3666666666666667,4.76586804426115e-06
-1.1727272727272728,1.3833333333333333,6.044889079767723e-06
-1.1727272727272728,1.4,7.604689578105956e-06
-1.1727272727272728,1.4166666666666665,9.509889166370229e-06
-1.1727272727272728,1.4333333333333331,1.1844021352298182e-05
-1.1727272727272728,1.4499999999999997,1.4716378311668609e-05
-1.1727272727272728,1.4666666666666668,1.827188512031085e-05
-1.1727272727272728,1.4833333333333334,2.2705623274921824e-05
-1.1727272727272728,1.5,2.8284660563409157e-05
-1.1727272727272728,1.5166666666666666,3.538167209313768e-05
-1.1727272727272728,1.5333333333333332,4.452817021051331e-05
-1.1727272727272728,1.5499999999999998,5.6501479171913655e-05
-1.1727272727272728,1.5666666666666664,7.247211138807637e-05
-1.1727272727272728,1.5833333333333335,9.426432339439429e-05
-1.1727272727272728,1.6,0.0001248405040012939
-1.1727272727272728,1.6166666666666667,0.00016925778817443305
-1.1727272727272728,1.6333333333333333,0.0002367028372838693
-1.1727272727272728,1.65,0.00034524450692957067
-1.1727272727272728,1.6666666666666665,0.0005343766246337996
-1.1727272727272728,1.6833333333333331,0.0009041477541041478
-1.1727272727272728,1.6999999999999997,0.0017714025721795334
-1.1727272727272728,1.7166666666666668,0.004614113739305762
-1.1727272727272728,1.7333333333333334,0.02684551678368307
-1.1727272727272728,1.75,0.21527842070726752
-1.1727272727272728,1.7666666666666666,0.009931014677705454
-1.1727272727272728,1.7833333333333332,0.003227211378852183
-1.1727272727272728,1.7999999999999998,0.001615875521187712
-1.1727272727272728,1.8166666666666664,0.0009840051382354789
-1.1727272727272728,1.8333333333333335,0.0006701497890761654
-1.1727272727272728,1.85,0.0004906313468677772
-1.1727272727272728,1.8666666666666667,0.00037781080397204857
-1.1727272727272728,1.8833333333333333,0.0003019606703180626
-1.1727272727272728,1.9,0.00024831323153824296
-1.1727272727272728,1.9166666666666665,0.00020883923704474172
-1.1727272727272728,1.9333333333333331,0.00017885904567366493
-1.1727272727272728,1.9499999999999997,0.00015549041392230113
-1.1727272727272728,1.9666666666666668,0.00013687646369017303
-1.1727272727272728,1.9833333333333334,0.00012177535259119805
-1.1727272727272728,2.0,0.00010932993547510586
-1.1454545454545455,-2.0,8.620499678380074e-06
-1.1454545454545455,-1.9833333333333334,8.811814537917639e-06
-1.1454545454545455,-1.9666666666666666,9.00976822479397e-06
-1.1454545454545455,-1.95,9.214676818110287e-06
-1.1454545454545455,-1.9333333333333333,9.426875619795335e-06
-1.1454545454545455,-1.9166666666666667,9.646720582952225e-06
-1.1454545454545455,-1.9,9.874589866029996e-06
-1.1454545454545455,-1.8833333333333333,1.0110885525678778e-05
-1.1454545454545455,-1.8666666666666667,1.0356035362647722e-05
-1.1454545454545455,-1.85,1.0610494936781605e-05
-1.1454545454545455,-1.8333333333333333,1.087474976909583e-05
-1.1454545454545455,-1.8166666666666667,1.1149317751091831e-05
-1.1454545454545455,-1.8,1.1434751783957389e-05
-1.1454545454545455,-1.7833333333333332,1.1731642673122263e-05
-1.1454545454545455,-1.7666666666666666,1.2040622306863923e-05
-1.1454545454545455,-1.75,1.2362367151342965e-05
-1.1454545454545455,-1.7333333333333334,1.2697602098666308e-05
-1.1454545454545455,-1.7166666666666668,1.3047104709415137e-05
-1.1454545454545455,-1.7,1.3411709896636117e-05
-1.1454545454545455,-1.6833333333333333,1.3792315104697473e-05
-1.1454545454545455,-1.6666666666666667,1.418988604380175e-05
-1.1454545454545455,-1.65,1.4605463049490476e-05
-1.1454545454545455,-1.6333333333333333,1.5040168146377417e-05
-1.1454545454545455,-1.6166666666666667,1.5495212906845938e-05
-1.1454545454545455,-1.6,1.59719072088309e-05
-1.1454545454545455,-1.5833333333333333,1.6471669012423726e-05
-1.1454545454545455,-1.5666666666666667,1.6996035293306212e-05
-1.1454545454545455,-1.55,1.7546674292439167e-05
-1.1454545454545455,-1.5333333333333332,1.8125399266613996e-05
-1.1454545454545455,-1.5166666666666666,1.8734183954160648e-05
-1.1454545454545455,-1.5,1.9375180005195692e-05
-1.1454545454545455,-1.4833333333333334,2.0050736667392044e-05
-1.1454545454545455,-1.4666666666666668,2.076342306771323e-05
-1.1454545454545455,-1.45,2.1516053489544152e-05
-1.1454545454545455,-1.4333333333333333,2.23117161152299e-05
-1.1454545454545455,-1.4166666666666665,2.3153805788759678e-05
-1.1454545454545455,-1.4,2.404606145538822e-05
-1.1454545454545455,-1.3833333333333333,2.4992609058357402e-05
-1.1454545454545455,-1.3666666666666667,2.5998010822566754e-05
-1.1454545454545455,-1.35,2.7067322037359673e-05
-1.1454545454545455,-1.3333333333333335,2.8206156673544015e-05
-1.1454545454545455,-1.3166666666666667,2.9420763443546814e-05
-1.1454545454545455,-1.3,3.0718114251263574e-05
-1.1454545454545455,-1.2833333333333332,3.210600739650061e-05
-1.1454545454545455,-1.2666666666666666,3.3593188419653464e-05
-1.1454545454545455,-1.25,3.518949212370449e-05
-1.1454545454545455,-1.2333333333333334,3.690601012977662e-05
-1.1454545454545455,-1.2166666666666668,3.8755289358134185e-05
-1.1454545454545455,-1.2,4.0751568143344074e-05
-1.1454545454545455,-1.1833333333333333,4.291105837666148e-05
-1.1454545454545455,-1.1666666666666665,4.5252284236703117e-05
-1.1454545454545455,-1.15,4.7796490878465786e-05
-1.1454545454545455,-1.1333333333333333,5.0568140115651396e-05
-1.1454545454545455,-1.1166666666666667,5.359551494807562e-05
-1.1454545454545455,-1.1,5.69114611660177e-05
-1.1454545454545455,-1.0833333333333335,6.055430278372079e-05
-1.1454545454545455,-1.0666666666666667,6.456897953235568e-05
-1.1454545454545455,-1.05,6.900847024905546e-05
-1.1454545454545455,-1.0333333333333332,7.39355874278014e-05
-1.1454545454545455,-1.0166666666666666,7.942525793319102e-05
-1.1454545454545455,-1.0,8.556744660475488e-05
-1.1454545454545455,-0.9833333333333334,9.247093874183915e-05
-1.1454545454545455,-0.9666666666666668,0.000100268282721206
-1.1454545454545455,-0.95,0.00010912231838741439
-1.1454545454545455,-0.9333333333333333,0.00011923490107344835
-1.1454545454545455,-0.9166666666666667,0.0001308587084162593
-1.1454545454545455,-0.8999999999999999,0.00014431344203499937
-1.1454545454545455,-0.8833333333333333,0.00016000839991924494
-1.1454545454545455,-0.8666666666666667,0.00017847445456331285
-1.1454545454545455,-0.8500000000000001,0.00020041020199505443
-1.1454545454545455,-0.8333333333333333,0.00022674994696345814
-1.1454545454545455,-0.8166666666666667,0.00025876619305508874
-1.1454545454545455,-0.8,0.0002982282224207179
-1.1454545454545455,-0.7833333333333334,0.0003476548277747479
-1.1454545454545455,-0.7666666666666666,0.00041073100551555075
-1.1454545454545455,-0.75,0.0004930225753992182
-1.1454545454545455,-0.7333333333333334,0.0006032597657743562
-1.1454545454545455,-0.7166666666666668,0.0007557735426710231
-1.1454545454545455,-0.7,0.0009754405114252004
-1.1454545454545455,-0.6833333333333333,0.0013085916524258128
-1.1454545454545455,-0.6666666666666667,0.0018497897481351418
-1.1454545454545455,-0.6499999999999999,0.002817629153007538
-1.1454545454545455,-0.6333333333333333,0.004817316139880958
-1.1454545454545455,-0.6166666666666667,0.010087126363857241
-1.1454545454545455,-0.6000000000000001,0.0332322286140635
-1.1454545454545455,-0.5833333333333333,1.0
-1.1454545454545455,-0.5666666666666667,0.08040441230558205
-1.1454545454545455,-0.55,0.015383944574278583
-1.1454545454545455,-0.5333333333333334,0.00627651021482331
-1.1454545454545455,-0.5166666666666666,0.0033777308821248925
-1.1454545454545455,-0.5,0.002101343746416202
-1.1454545454545455,-0.4833333333333334,0.001429533023070078
-1.1454545454545455,-0.4666666666666668,0.0010333385256661527
-1.1454545454545455,-0.44999999999999996,0.0007804597061056886
-1.1454545454545455,-0.43333333333333335,0.0006093732782954089
-1.1454545454545455,-0.41666666666666674,0.0004883281365323991
-1.1454545454545455,-0.3999999999999999,0.00039959696621629784
-1.1454545454545455,-0.3833333333333333,0.0003326529837898412
-1.1454545454545455,-0.3666666666666667,0.0002809269325240083
-1.1454545454545455,-0.3500000000000001,0.00024014809928531644
-1.1454545454545455,-0.33333333333333326,0.00020744320626027598
-1.1454545454545455,-0.31666666666666665,0.00018082191769404148
-1.1454545454545455,-0.30000000000000004,0.00015887042415715992
-1.1454545454545455,-0.28333333333333344,0.00014056222583196017
-1.1454545454545455,-0.2666666666666666,0.00012513756191470668
-1.1454545454545455,-0.25,0.00011202443983828866
-1.1454545454545455,-0.2333333333333334,0.00010078563925230816
-1.1454545454545455,-0.21666666666666679,9.10823697068312e-05
-1.1454545454545455,-0.19999999999999996,8.26488610545169e-05
-1.1454545454545455,-0.18333333333333335,7.527428471359263e-05
-1.1454545454545455,-0.16666666666666674,6.878968561735332e-05
-1.1454545454545455,-0.15000000000000013,6.305839903045965e-05
-1.1454545454545455,-0.1333333333333333,5.7968929749442676e-05
-1.1454545454545455,-0.1166666666666667,5.3429596630435526e-05
-1.1454545454545455,-0.10000000000000009,4.9364459697183155e-05
-1.1454545454545455,-0.08333333333333326,4.57101906230066e-05
-1.1454545454545455,-0.06666666666666665,4.2413645030004726e-05
-1.1454545454545455,-0.050000000000000044,3.9429962442266615e-05
-1.1454545454545455,-0.03333333333333344,3.672106686684961e-05
-1.1454545454545455,-0.016666666666666607,3.425447435695578e-05
-1.1454545454545455,0.0,3.200233782578201e-05
-1.1454545454545455,0.016666666666666607,2.9940676697857974e-05
-1.1454545454545455,0.033333333333333215,2.8048751654127232e-05
-1.1454545454545455,0.04999999999999982,2.6308554084028547e-05
-1.1454545454545455,0.06666666666666643,2.4704386830494946e-05
-1.1454545454545455,0.08333333333333348,2.3222518053633417e-05
-1.1454545454545455,0.10000000000000009,2.1850894007943155e-05
-1.1454545454545455,0.1166666666666667,2.0578899557138985e-05
-1.1454545454545455,0.1333333333333333,1.939715757905354e-05
-1.1454545454545455,0.1499999999999999,1.82973602149436e-05
-1.1454545454545455,0.16666666666666652,1.7272126320875157e-05
-1.1454545454545455,0.18333333333333313,1.6314880578519905e-05
-1.1454545454545455,0.20000000000000018,1.541975058940391e-05
-1.1454545454545455,0.21666666666666679,1.458147896354354e-05
-1.1454545454545455,0.2333333333333334,1.379534796067397e-05
-1.1454545454545455,0.25,1.3057114680510108e-05
-1.1454545454545455,0.2666666666666666,1.2362955151099267e-05
-1.1454545454545455,0.2833333333333332,1.1709415949372767e-05
-1.1454545454545455,0.2999999999999998,1.10933722194516e-05
-1.1454545454545455,0.31666666666666643,1.0511991142990302e-05
-1.1454545454545455,0.3333333333333335,9.962700070369519e-06
-1.1454545454545455,0.3500000000000001,9.44315864856937e-06
-1.1454545454545455,0.3666666666666667,8.951234386365334e-06
-1.1454545454545455,0.3833333333333333,8.48498118428975e-06
-1.1454545454545455,0.3999999999999999,8.042620428943432e-06
-1.1454545454545455,0.4166666666666665,7.622524311408608e-06
-1.1454545454545455,0.4333333333333331,7.2232010798625005e-06
-1.1454545454545455,0.4500000000000002,6.843281978761917e-06
-1.1454545454545455,0.4666666666666668,6.481509662575224e-06
-1.1454545454545455,0.4833333333333334,6.136727902126428e-06
-1.1454545454545455,0.5,5.80787242712517e-06
-1.1454545454545455,0.5166666666666666,5.493962770153991e-06
-1.1454545454545455,0.5333333333333332,5.194094995903399e-06
-1.1454545454545455,0.5499999999999998,4.907435215307934e-06
-1.1454545454545455,0.5666666666666664,4.633213797876464e-06
-1.1454545454545455,0.5833333333333335,4.370720207288042e-06
-1.1454545454545455,0.6000000000000001,4.119298395543694e-06
-1.1454545454545455,0.6166666666666667,3.8783426998792615e-06
-1.1454545454545455,0.6333333333333333,3.6472941944712524e-06
-1.1454545454545455,0.6499999999999999,3.4256374558914775e-06
-1.1454545454545455,0.6666666666666665,3.2128977074473503e-06
-1.1454545454545455,0.6833333333333331,3.0086383131236184e-06
-1.1454545454545455,0.7000000000000002,2.812458596942644e-06
-1.1454545454545455,0.7166666666666668,2.623991968298941e-06
-1.1454545454545455,0.7333333333333334,2.442904338304718e-06
-1.1454545454545455,0.75,2.2688928165102215e-06
