phase,potential_over_EC,probability_level_0,energy_level_0_over_EC,probability_level_1,energy_level_1_over_EC,probability_level_2,energy_level_2_over_EC,probability_level_3,energy_level_3_over_EC
-3.141592653589793,50.0,1.483223570241857e-08,-40.25677954656679,1.829242620516815e-32,-21.31486062224983,4.219073118897983e-05,-3.522164727158292,3.5390968636993345e-32,12.986489952742467
-3.1337386719558187,49.998457882239485,1.4852889811703435e-08,-40.25677954656679,1.2659471045049768e-09,-21.31486062224983,4.222556394919068e-05,-3.522164727158292,5.162492954341448e-07,12.986489952742467
-3.1258846903218442,49.99383162408303,1.4914966475770893e-08,-40.25677954656679,5.069359255239814e-09,-21.31486062224983,4.233017525016357e-05,-3.522164727158292,2.0661760220727752e-06,12.986489952742467
-3.11803070868787,49.98612151090003,1.501880932239637e-08,-40.25677954656679,1.1426972392259065e-08,-21.31486062224983,4.25049044964021e-05,-3.522164727158292,4.653318950273854e-06,12.986489952742467
-3.1101767270538954,49.97532801828658,1.5164993131616054e-08,-40.25677954656679,2.036675793316871e-08,-21.31486062224983,4.275031850786853e-05,-3.522164727158292,8.283583530869602e-06,12.986489952742467
-3.1023227454199205,49.961451812036145,1.5354326947323585e-08,-40.25677954656679,3.192804036527718e-08,-21.31486062224983,4.306721324171899e-05,-3.522164727158292,1.2965253153862162e-05,12.986489952742467
-3.094468763785946,49.944493748098495,1.5587858456015806e-08,-40.25677954656679,4.616166250519317e-08,-21.31486062224983,4.345661620882283e-05,-3.522164727158292,1.8709004927333145e-05,12.986489952742467
-3.0866147821519716,49.924454872526894,1.5866879654911982e-08,-40.25677954656679,6.31301990610836e-08,-21.31486062224983,4.391978959116152e-05,-3.522164727158292,2.5527929993206696e-05,12.986489952742467
-3.078760800517997,49.901336421413575,1.6192933838670687e-08,-40.25677954656679,8.290821931430517e-08,-21.31486062224983,4.4458234067990095e-05,-3.522164727158292,3.343755840129903e-05,12.986489952742467
-3.0709068188840227,49.8751398208135,1.656782394026314e-08,-40.25677954656679,1.055825999286645e-07,-21.31486062224983,4.5073693360370705e-05,-3.522164727158292,4.245588856764061e-05,12.986489952742467
-3.0630528372500483,49.8458666866564,1.6993622268985525e-08,-40.25677954656679,1.3125288908051221e-07,-21.31486062224983,4.576815950552109e-05,-3.522164727158292,5.260342134784536e-05,12.986489952742467
-3.055198855616074,49.81351882464706,1.7472681695218244e-08,-40.25677954656679,1.6003172330200906e-07,-21.31486062224983,4.6543878874178835e-05,-3.522164727158292,6.390319876071366e-05,12.986489952742467
-3.0473448739820994,49.778098230154,1.800764833891615e-08,-40.25677954656679,1.920452986261794e-07,-21.31486062224983,4.740335894605692e-05,-3.522164727158292,7.638084740183582e-05,12.986489952742467
-3.039490892348125,49.73960708808632,1.8601475826901632e-08,-40.25677954656679,2.2743389782520707e-07,-21.31486062224983,4.834937586025821e-05,-3.522164727158292,9.00646265914035e-05,12.986489952742467
-3.0316369107141505,49.69804777275898,1.925744119120452e-08,-40.25677954656679,2.6635247574814516e-07,-21.31486062224983,4.938498275941615e-05,-3.522164727158292,0.00010498548130461384,12.986489952742467
-3.0237829290801757,49.65342284774631,1.997916248944297e-08,-40.25677954656679,3.089713049706611e-07,-21.31486062224983,5.051351894824285e-05,-3.522164727158292,0.000121177099937557,12.986489952742467
-3.015928947446201,49.60573506572389,2.0770618236752934e-08,-40.25677954656679,3.5547668420240084e-07,-21.31486062224983,5.17386198890495e-05,-3.522164727158292,0.00013867597696529853,12.986489952742467
-3.0080749658122268,49.55498736829874,2.163616874736509e-08,-40.25677954656679,4.0607171211931147e-07,-21.31486062224983,5.306422805880927e-05,-3.522164727158292,0.00015752148055312684,12.986489952742467
-3.0002209841782523,49.50118288582787,2.2580579494395397e-08,-40.25677954656679,4.609771295360536e-07,-21.31486062224983,5.449460469428035e-05,-3.522164727158292,0.0001777559251855017,12.986489952742467
-2.992367002544278,49.444324937225225,2.360904660501991e-08,-40.25677954656679,5.20432233070305e-07,-21.31486062224983,5.60343424537929e-05,-3.522164727158292,0.0001994246493813313,12.986489952742467
-2.9845130209103035,49.38441702975688,2.4727224619733276e-08,-40.25677954656679,5.84695863718484e-07,-21.31486062224983,5.768837902633999e-05,-3.522164727158292,0.00022257609856739756,12.986489952742467
-2.976659039276329,49.32146285882477,2.5941256655414013e-08,-40.25677954656679,6.540474740254677e-07,-21.31486062224983,5.946201172070995e-05,-3.522164727158292,0.00024726191318530773,12.986489952742467
-2.9688050576423546,49.25546630773869,2.725780712266232e-08,-40.25677954656679,7.287882778086371e-07,-21.31486062224983,6.136091306961832e-05,-3.522164727158292,0.0002735370221105681,12.986489952742467
-2.96095107600838,49.1864314474768,2.8684097161886755e-08,-40.25677954656679,8.092424866965266e-07,-21.31486062224983,6.339114748589171e-05,-3.522164727158292,0.0003014597414650522,12.986489952742467
-2.9530970943744057,49.114362536434435,3.0227942973987e-08,-40.25677954656679,8.957586380330311e-07,-21.31486062224983,6.555918901013746e-05,-3.522164727158292,0.0003310918789073462,12.986489952742467
-2.945243112740431,49.039264020161525,3.189779723666269e-08,-40.25677954656679,9.887110190267163e-07,-21.31486062224983,6.787194019152045e-05,-3.522164727158292,0.0003624988434875833,12.986489952742467
-2.9373891311064564,48.96114053108829,3.37027938120501e-08,-40.25677954656679,1.0885011923570154e-06,-21.31486062224983,7.033675214565098e-05,-3.522164727158292,0.00039574976115558234,12.986489952742467
-2.929535149472482,48.87999688823953,3.565279596598534e-08,-40.25677954656679,1.1955596287889076e-06,-21.31486062224983,7.296144583602121e-05,-3.522164727158292,0.00043091759601341837,12.986489952742467
-2.9216811678385075,48.795838096937366,3.775844833737738e-08,-40.25677954656679,1.3103474527180092e-06,-21.31486062224983,7.575433462784471e-05,-3.522164727158292,0.00046807927740486773,12.986489952742467
-2.913827186204533,48.708669348492464,4.0031232912910323e-08,-40.25677954656679,1.4333583069503926e-06,-21.31486062224983,7.872424816566124e-05,-3.522164727158292,0.00050731583293552,12.986489952742467
-2.9059732045705586,48.61849601988383,4.2483529281046714e-08,-40.25677954656679,1.5651203434170981e-06,-21.31486062224983,8.188055762867038e-05,-3.522164727158292,0.0005487125275184804,12.986489952742467
-2.898119222936584,48.525323673427124,4.512867946013903e-08,-40.25677954656679,1.7061983469395165e-06,-21.31486062224983,8.523320242034817e-05,-3.522164727158292,0.0005923590085411376,12.986489952742467
-2.8902652413026098,48.429158056431554,4.79810576162113e-08,-40.25677954656679,1.8571959996181583e-06,-21.31486062224983,8.879271835156558e-05,-3.522164727158292,0.0006383494572482697,12.986489952742467
-2.8824112596686353,48.33000510084536,5.10561450082229e-08,-40.25677954656679,2.0187582938458677e-06,-21.31486062224983,9.257026737923613e-05,-3.522164727158292,0.0006867827464373499,12.986489952742467
-2.8745572780346604,48.2278709228899,5.437061052381845e-08,-40.25677954656679,2.1915741024607493e-06,-21.31486062224983,9.657766896527729e-05,-3.522164727158292,0.0007377626045604532,12.986489952742467
-2.8667032964006864,48.122761822682364,5.794239719344197e-08,-40.25677954656679,2.3763789150462265e-06,-21.31486062224983,0.00010082743312343187,-3.522164727158292,0.0007913977863261301,12.986489952742467
-2.8588493147667116,48.014684283847146,6.179081509814218e-08,-40.25677954656679,2.573957749911175e-06,-21.31486062224983,0.00010533279522463034,-3.522164727158292,0.0008478022498934611,12.986489952742467
-2.850995333132737,47.90364497311595,6.593664111542622e-08,-40.25677954656679,2.7851482518477936e-06,-21.31486062224983,0.00011010775263434762,-3.522164727158292,0.0009070953407476211,12.986489952742467
-2.8431413514987627,47.7896507399165,7.040222597924134e-08,-40.25677954656679,3.0108439863509187e-06,-21.31486062224983,0.00011516710325850228,-3.522164727158292,0.0009694019823437334,12.986489952742467
-2.8352873698647882,47.67270861595006,7.521160916175519e-08,-40.25677954656679,3.2519979415826075e-06,-21.31486062224983,0.00012052648607757064,-3.522164727158292,0.0010348528736024956,12.986489952742467
-2.827433388230814,47.552825814757675,8.039064212017754e-08,-40.25677954656679,3.509626250015962e-06,-21.31486062224983,0.00012620242375172792,-3.522164727158292,0.0011035846933368824,12.986489952742467
-2.8195794065968394,47.43000973127523,8.596712049074609e-08,-40.25677954656679,3.784812142369932e-06,-21.31486062224983,0.00013221236738287582,-3.522164727158292,0.001175740311684158,12.986489952742467
-2.811725424962865,47.30426794137726,9.197092584844311e-08,-40.25677954656679,4.0787101471294665e-06,-21.31486062224983,0.00013857474352292889,-3.522164727158292,0.0012514690086126929,12.986489952742467
-2.8038714433288905,47.17560820140968,9.843417769604891e-08,-40.25677954656679,4.392550549708707e-06,-21.31486062224983,0.00014530900352081446,-3.522164727158292,0.001330926699566223,12.986489952742467
-2.796017461694916,47.04403844771127,1.0539139639002449e-07,-40.25677954656679,4.727644126079094e-06,-21.31486062224983,0.00015243567530396037,-3.522164727158292,0.001414276168301007,12.986489952742467
-2.788163480060941,46.9095667961242,1.1287967775800308e-07,-40.25677954656679,5.0853871664789724e-06,-21.31486062224983,0.00015997641769364035,-3.522164727158292,0.0015016873069643995,12.986489952742467
-2.7803094984269667,46.77220154149337,1.2093888021425324e-07,-40.25677954656679,5.4672668056946745e-06,-21.31486062224983,0.00016795407735675108,-3.522164727158292,0.0015933373634533974,12.986489952742467
-2.7724555167929923,46.6319511571547,1.2961182523289754e-07,-40.25677954656679,5.874866677270576e-06,-21.31486062224983,0.0001763927485000981,-3.522164727158292,0.0016894111960828657,12.986489952742467
