panel,probe_detuning_MHz,calculated_power,empty_cavity_power
panel_a_MHz,-7.83,0.08941955500493919,0.002602942300903384
panel_a_MHz,-7.8202125,0.09013305508474628,0.0026094448658371826
panel_a_MHz,-7.810425,0.09085548149228716,0.002615971806551633
panel_a_MHz,-7.8006375,0.09158698306545877,0.0026225232449265477
panel_a_MHz,-7.79085,0.09232771168877785,0.0026290993036037704
panel_a_MHz,-7.7810625,0.0930778223660214,0.002635700105992897
panel_a_MHz,-7.771275,0.09383747329480108,0.0026423257762770475
panel_a_MHz,-7.7614875,0.09460682594312923,0.00264897643941868
panel_a_MHz,-7.7517000000000005,0.09538604512803213,0.002655652221165468
panel_a_MHz,-7.7419125,0.0961752990962686,0.002662353248056218
panel_a_MHz,-7.732125,0.09697475960721554,0.002669079647426851
panel_a_MHz,-7.7223375,0.09778460201798082,0.002675831547416422
panel_a_MHz,-7.71255,0.09860500537080782,0.002682609076973208
panel_a_MHz,-7.7027625,0.09943615248283746,0.0026894123658608416
panel_a_MHz,-7.692975,0.10027823003829375,0.0026962415446644935
panel_a_MHz,-7.6831875,0.10113142868316326,0.0027030967447971245
panel_a_MHz,-7.6734,0.10199594312243945,0.0027099780985057787
panel_a_MHz,-7.6636125,0.1028719722200036,0.0027168857388779415
panel_a_MHz,-7.653825,0.10375971910121987,0.0027238197998479497
panel_a_MHz,-7.6440375000000005,0.10465939125831815,0.002730780416203463
panel_a_MHz,-7.63425,0.10557120065864824,0.0027377677235919857
panel_a_MHz,-7.6244625,0.10649536385588208,0.0027447818585274513
panel_a_MHz,-7.614675,0.10743210210425148,0.0027518229583968737
panel_a_MHz,-7.6048875,0.10838164147590465,0.0027588911614670397
panel_a_MHz,-7.5951,0.10934421298147017,0.0027659866068912783
panel_a_MHz,-7.5853125,0.11032005269391916,0.002773109434716283
panel_a_MHz,-7.575525,0.11130940187581674,0.0027802597858889943
panel_a_MHz,-7.5657375,0.11231250711005979,0.002787437802263549
panel_a_MHz,-7.55595,0.11332962043419596,0.00279464362660829
panel_a_MHz,-7.5461625,0.11436099947842553,0.0028018774026128367
panel_a_MHz,-7.5363750000000005,0.11540690760738602,0.002809139274895221
panel_a_MHz,-7.5265875,0.11646761406582629,0.002816429389009091
panel_a_MHz,-7.5168,0.11754339412827472,0.0028237478914509753
panel_a_MHz,-7.5070125,0.1186345292528126,0.002831094929667614
panel_a_MHz,-7.497225,0.11974130723906337,0.0028384706520633587
panel_a_MHz,-7.4874375,0.12086402239051114,0.00284587520800764
panel_a_MHz,-7.47765,0.12200297568126756,0.002853308747842496
panel_a_MHz,-7.4678625,0.12315847492740167,0.002860771422890179
panel_a_MHz,-7.458075,0.12433083496295903,0.0028682633854608245
panel_a_MHz,-7.4482875,0.12552037782078912,0.002875784788860194
panel_a_MHz,-7.4385,0.12672743291830912,0.002883335787397488
panel_a_MHz,-7.4287125000000005,0.12795233724833083,0.00289091653639323
panel_a_MHz,-7.418925,0.12919543557508276,0.002898527192187222
panel_a_MHz,-7.4091375,0.1304570806355543,0.0029061679121465704
panel_a_MHz,-7.39935,0.13173763334630303,0.0029138388546737994
panel_a_MHz,-7.3895625,0.13303746301585395,0.0029215401792150168
panel_a_MHz,-7.379775,0.13435694756283106,0.0029292720462681747
panel_a_MHz,-7.3699875,0.13569647373995922,0.002937034617391397
panel_a_MHz,-7.3602,0.13705643736407483,0.0029448280552113837
panel_a_MHz,-7.3504125,0.13843724355228823,0.0029526525234318964
panel_a_MHz,-7.340625,0.13983930696443542,0.0029605081868423265
panel_a_MHz,-7.3308375,0.14126305205196377,0.002968395211326325
panel_a_MHz,-7.32105,0.14270891331339194,0.0029763137638705354
panel_a_MHz,-7.3112625,0.1441773355564849,0.002984264012573394
panel_a_MHz,-7.301475,0.14566877416728669,0.002992246126654014
panel_a_MHz,-7.2916875,0.14718369538614715,0.0030002602764611563
panel_a_MHz,-7.2819,0.14872257659088245,0.0030083066334822793
panel_a_MHz,-7.2721125,0.1502859065872046,0.0030163853703526794
panel_a_MHz,-7.262325000000001,0.15187418590655077,0.0030244966608647095
panel_a_MHz,-7.2525375,0.1534879271114442,0.003032640679977089
panel_a_MHz,-7.24275,0.15512765510850654,0.003040817603824302
panel_a_MHz,-7.2329625,0.156793907469247,0.003049027609726079
panel_a_MHz,-7.223175,0.15848723475873458,0.0030572708761969717
panel_a_MHz,-7.2133875,0.1602082008722655,0.003065547582956024
panel_a_MHz,-7.2036,0.1619573833801177,0.0030738579109365113
panel_a_MHz,-7.1938125,0.16373537388048579,0.003082202042295803
panel_a_MHz,-7.184025,0.1655427783606694,0.003090580160425302
panel_a_MHz,-7.1742375,0.16738021756658208,0.0030989924499604696
panel_a_MHz,-7.16445,0.16924832738062917,0.003107439096790964
panel_a_MHz,-7.154662500000001,0.17114775920799405,0.0031159202880708657
panel_a_MHz,-7.144875,0.1730791803713439,0.003124436212229004
panel_a_MHz,-7.1350875,0.1750432745139568,0.003132987058979366
panel_a_MHz,-7.1253,0.1770407420112453,0.0031415730193316387
panel_a_MHz,-7.1155125,0.17907230039062413,0.003150194285601814
panel_a_MHz,-7.105725,0.1811386847596474,0.0031588510514229205
panel_a_MHz,-7.0959375,0.18324064824230732,0.0031675435117558487
panel_a_MHz,-7.08615,0.1853789624233559,0.0031762718629002812
panel_a_MHz,-7.0763625,0.18755441780046486,0.0031850363025057262
panel_a_MHz,-7.066575,0.189767824244013,0.0031938370295826624
panel_a_MHz,-7.0567875,0.19202001146422948,0.0032026742445137877
panel_a_MHz,-7.047000000000001,0.19431182948538286,0.0032115481490653727
panel_a_MHz,-7.0372125,0.19664414912664407,0.0032204589463987296
panel_a_MHz,-7.027425,0.1990178624891946,0.0032294068410817925
panel_a_MHz,-7.0176375,0.20143388344908586,0.0032383920391008047
panel_a_MHz,-7.00785,0.20389314815528067,0.0032474147478721224
panel_a_MHz,-6.9980625,0.20639661553222763,0.003256475176254138
panel_a_MHz,-6.988275,0.20894526778623942,0.003265573534559303
panel_a_MHz,-6.9784875,0.21154011091484443,0.003274710034566288
panel_a_MHz,-6.9687,0.21418217521817856,0.003283884889532254
panel_a_MHz,-6.9589125,0.2168725158113755,0.003293098314205235
panel_a_MHz,-6.949125,0.21961221313678755,0.003302350524836652
panel_a_MHz,-6.939337500000001,0.22240237347473493,0.003311641739193944
panel_a_MHz,-6.92955,0.22524412945133854,0.0033209721765733347
panel_a_MHz,-6.9197625,0.22813864054182767,0.0033303420578126956
panel_a_MHz,-6.909975,0.23108709356755106,0.0033397516053045788
panel_a_MHz,-6.9001875,0.2340907031847203,0.003349201043009334
panel_a_MHz,-6.8904,0.23715071236272145,0.003358690596468385
panel_a_MHz,-6.8806125,0.2402683928496049,0.003368220492817629
panel_a_MHz,-6.870825,0.24344504562212996,0.003377790960800958
panel_a_MHz,-6.8610375,0.24668200131747506,0.0033874022307839335
panel_a_MHz,-6.85125,0.2499806206434507,0.0033970545347675753
panel_a_MHz,-6.8414625000000004,0.2533422947637429,0.0034067481064023125
panel_a_MHz,-6.831675000000001,0.25676844565439716,0.003416483181002042
panel_a_MHz,-6.8218875,0.260260526427392,0.003426259995558355
panel_a_MHz,-6.8121,0.26382002161676477,0.003436078788754894
panel_a_MHz,-6.8023125,0.26744844742236157,0.003445939800981846
panel_a_MHz,-6.792525,0.2711473519058093,0.0034558432743505944
panel_a_MHz,-6.7827375,0.2749183151328603,0.003465789452708517
panel_a_MHz,-6.77295,0.2787629492557265,0.003475778581653906
panel_a_MHz,-6.7631625,0.2826828985284756,0.003485810908551082
panel_a_MHz,-6.753375,0.28667983924797086,0.0034958866825456235
panel_a_MHz,-6.7435875,0.29075547961219816,0.0035060061545797673
panel_a_MHz,-6.7338000000000005,0.29491155948714115,0.003516169577407956
panel_a_MHz,-6.724012500000001,0.29914985007264344,0.0035263772056125476
panel_a_MHz,-6.714225,0.3034721534569116,0.0035366292956196927
panel_a_MHz,-6.7044375,0.30788030204848243,0.003546926105715339
panel_a_MHz,-6.69465,0.3123761578736024,0.003557267896061449
panel_a_MHz,-6.6848625,0.3169616117260026,0.003567654928712338
panel_a_MHz,-6.675075,0.32163858215507557,0.0035780874676311983
panel_a_MHz,-6.6652875,0.32640901427737584,0.003588565778706793
panel_a_MHz,-6.6555,0.3312748783952582,0.003599090129770313
panel_a_MHz,-6.6457125,0.33623816840526394,0.003609660790612409
panel_a_MHz,-6.635925,0.34130089997762036,0.0036202780330003986
panel_a_MHz,-6.6261375000000005,0.34646510848689666,0.0036309421306956525
panel_a_MHz,-6.616350000000001,0.35173284667247706,0.003641653359471152
panel_a_MHz,-6.6065625,0.35710618200606475,0.0036524119971292276
panel_a_MHz,-6.596775,0.36258719374192133,0.0036632183235194918
panel_a_MHz,-6.5869875,0.3681779696239849,0.0036740726205569405
panel_a_MHz,-6.5772,0.37388060222238295,0.003684975172240253
panel_a_MHz,-6.5674125,0.37969718487019605,0.0036959262646702805
panel_a_MHz,-6.557625,0.38562980716961637,0.0037069261860687105
panel_a_MHz,-6.5478375,0.3916805500349121,0.003717975226796947
panel_a_MHz,-6.53805,0.3978514802378507,0.00372907367937518
panel_a_MHz,-6.5282625,0.40414464441947845,0.003740221838501638
panel_a_MHz,-6.5184750000000005,0.41056206253040844,0.003751420001072059
panel_a_MHz,-6.508687500000001,0.4171057206600671,0.0037626684661993593
panel_a_MHz,-6.4989,0.4237775632136999,0.0037739675352335103
panel_a_MHz,-6.4891125,0.4305794843943824,0.003785317511781603
panel_a_MHz,-6.479325,0.43751331894587037,0.003796718701728163
panel_a_MHz,-6.4695375,0.4445808321108231,0.003808171413255638
panel_a_MHz,-6.45975,0.4517837087579347,0.0038196759568651217
panel_a_MHz,-6.4499625,0.4591235416306714,0.0038312326453972963
panel_a_MHz,-6.440175,0.46660181866988326,0.0038428417940535825
panel_a_MHz,-6.4303875,0.4742199093624634,0.0038545037204175277
panel_a_MHz,-6.4206,0.4819790500686322,0.0038662187444764118
panel_a_MHz,-6.4108125000000005,0.4898803282813487,0.0038779871886430845
panel_a_MHz,-6.401025000000001,0.4979246657729584,0.00388980937777803
panel_a_MHz,-6.3912375,0.5061128005864823,0.00390168563921167
panel_a_MHz,-6.38145,0.5144452678321629,0.003913616302766906
panel_a_MHz,-6.3716625,0.5229223792540322,0.003925601700781893
panel_a_MHz,-6.361875,0.5315442015365431,0.003937642168133072
panel_a_MHz,-6.3520875,0.5403105333278337,0.003949738042258421
panel_a_MHz,-6.3423,0.5492208809641022,0.003961889663180988
panel_a_MHz,-6.3325125,0.5582744328890789,0.003974097373532652
panel_a_MHz,-6.322725,0.5674700327737414,0.003986361518578149
panel_a_MHz,-6.3129375,0.5768061513545105,0.00399868244623935
panel_a_MHz,-6.3031500000000005,0.5862808570232866,0.004011060507119813
panel_a_MHz,-6.293362500000001,0.5958917852199825,0.0040234960545295784
panel_a_MHz,-6.283575,0.6056361066979083,0.004035989444510259
panel_a_MHz,-6.2737875,0.6155104947544798,0.004048541035860371
panel_a_MHz,-6.264,0.6255110915445473,0.0040611511901609675
panel_a_MHz,-6.2542125,0.6356334736210298,0.004073820271801535
panel_a_MHz,-6.244425,0.6458726168777679,0.004086548648006167
panel_a_MHz,-6.2346375,0.6562228611024286,0.004099336688860035
panel_a_MHz,-6.22485,0.666677874382914,0.004112184767336141
panel_a_MHz,-6.2150625,0.6772306176488412,0.004125093259322363
panel_a_MHz,-6.205275,0.6878733096701856,0.004138062543648791
panel_a_MHz,-6.1954875000000005,0.6985973928776559,0.004151093002115375
panel_a_MHz,-6.185700000000001,0.7093935004134451,0.00416418501951986
panel_a_MHz,-6.1759125,0.7202514248661346,0.004177338983686041
panel_a_MHz,-6.166125,0.7311600891889061,0.00419055528549232
panel_a_MHz,-6.1563375,0.7421075203452585,0.004203834318900581
panel_a_MHz,-6.14655,0.7530808262696761,0.004217176480985389
panel_a_MHz,-6.1367625,0.7640661767715242,0.004230582171963498
panel_a_MHz,-6.126975,0.7750487890470342,0.004244051795223697
panel_a_MHz,-6.1171875,0.7860129184954103,0.004257585757356981
panel_a_MHz,-6.1074,0.7969418555589709,0.0042711844681870646
panel_a_MHz,-6.0976125,0.8078179293222579,0.0042848483408012205
panel_a_MHz,-6.0878250000000005,0.8186225186091369,0.00429857779158148
panel_a_MHz,-6.078037500000001,0.8293360713082866,0.004312373240236159
panel_a_MHz,-6.06825,0.8399381326341632,0.004326235109831762
panel_a_MHz,-6.0584625,0.8504073829906138,0.004340163826825218
panel_a_MHz,-6.048675,0.8607216860462272,0.004354159821096494
panel_a_MHz,-6.0388875,0.8708581475525765,0.004368223525981576
panel_a_MHz,-6.0291,0.8807931853377576,0.0043823553783058
panel_a_MHz,-6.0193125,0.8905026107871956,0.004396555818417584
panel_a_MHz,-6.009525,0.8999617219815025,0.004410825290222521
panel_a_MHz,-5.9997375,0.9091454084975701,0.004425164241217875
panel_a_MHz,-5.98995,0.9180282676953831,0.004439573122527447
panel_a_MHz,-5.9801625000000005,0.9265847321111161,0.0044540523889368515
panel_a_MHz,-5.970375000000001,0.9347892073599459,0.004468602498929183
panel_a_MHz,-5.9605875,0.9426162197232617,0.0044832239147211015
panel_a_MHz,-5.9508,0.9500405723594295,0.004497917102299309
