detuning_over_kappa,ground_amplitude,excited_amplitude,ground_phase,excited_phase
-4.0,0.19900743804199786,0.3287979746107145,-0.09966865249116204,-0.16514867741462683
-3.99,0.1994022901448643,0.3298677676715242,-0.09986706518697104,-0.1656909767107063
-3.98,0.19979870430800542,0.33094444663562356,-0.10006626678432343,-0.16623681626698583
-3.97,0.20019668977149818,0.33202807721573047,-0.10026626198177215,-0.16678623053603475
-3.96,0.20059625584805538,0.33311872595005465,-0.10046705551512812,-0.16733925441453257
-3.95,0.200997411923737,0.3342164602150725,-0.1006686521578289,-0.16789592325037456
-3.94,0.20140016745866968,0.33532134823853704,-0.10087105672131191,-0.1684562728499129
-3.93,0.20180453198777487,0.336433459112725,-0.10107427405539192,-0.16902033948533568
-3.92,0.20221051512150529,0.3375528628079271,-0.10127830904864309,-0.16958815990218784
-3.91,0.2026181265465901,0.3386796301861868,-0.10148316662878563,-0.17015977132703625
-3.9,0.20302737602678894,0.3398138330152924,-0.10168885176307703,-0.1707352114752828
-3.89,0.203438273403655,0.3409555439830279,-0.10189536945870784,-0.1713145185591285
-3.88,0.2038508285973067,0.34210483671168823,-0.10210272476320247,-0.17189773129569183
-3.87,0.204265051607209,0.3432617857728641,-0.10231092276482456,-0.17248488891528527
-3.86,0.20468095251296373,0.34442646670250293,-0.10251996859298751,-0.173076031169853
-3.85,0.2050985414751094,0.3455989560162505,-0.10272986741866949,-0.1736711983415738
-3.84,0.20551782873593055,0.3467793312250806,-0.1029406244548341,-0.17427043125163294
-3.83,0.2059388246202767,0.3479676708512178,-0.10315224495685554,-0.17487377126916617
-3.82,0.20636153953639147,0.3491640544443609,-0.10336473422294937,-0.17548126032038097
-3.81,0.20678598397675066,0.3503685625982111,-0.10357809759460816,-0.17609294089785782
-3.8,0.20721216851891208,0.351581276967315,-0.10379234045704283,-0.1767088560700366
-3.79,0.20764010382637355,0.3528022802842257,-0.10400746823962895,-0.17732904949089168
-3.78,0.20806980064944322,0.35403165637699124,-0.10422348641635892,-0.17795356540980034
-3.77,0.2085012698261191,0.35526949018697584,-0.10444040050629934,-0.17858244868160916
-3.76,0.2089345222829797,0.3565158677870231,-0.10465821607405422,-0.1792157447769025
-3.75,0.20936956903608547,0.3577708763999664,-0.10487693873023389,-0.17985349979247825
-3.74,0.2098064211918913,0.3590346044174957,-0.1050965741319295,-0.18049576046203536
-3.73,0.21024508994816976,0.36030714141938774,-0.10531712798319356,-0.18114257416707794
-3.7199999999999998,0.21068558659494616,0.3615885781931081,-0.10553860603552644,-0.1817939889480416
-3.71,0.2111279225154444,0.36287900675379203,-0.10576101408836872,-0.18245005351564672
-3.7,0.21157210918704517,0.3641785203646149,-0.10598435798959989,-0.18311081726248413
-3.69,0.21201815818225522,0.3654872135575579,-0.10620864363604318,-0.1837763302748388
-3.68,0.2124660811696888,0.36680518215457986,-0.10643387697397652,-0.18444664334475702
-3.67,0.2129158899150615,0.368132523289203,-0.10666006399965021,-0.18512180798236294
-3.66,0.21336759628219595,0.36946933542852245,-0.10688721075981081,-0.18580187642843052
-3.65,0.2138212122340401,0.37081571839564936,-0.10711532335223171,-0.1864869016672168
-3.64,0.21427674983369818,0.3721717733925948,-0.10734440792625051,-0.18717693743956257
-3.63,0.21473422124547445,0.3735376030236083,-0.10757447068331275,-0.18787203825626794
-3.62,0.21519363873592984,0.37491331131897754,-0.10780551787752313,-0.18857225941174743
-3.61,0.21565501467495202,0.376299003759302,-0.10803755581620313,-0.18927765699797391
-3.6,0.21611836153683842,0.37769478730024897,-0.10827059086045605,-0.18998828791871572
-3.59,0.21658369190139337,0.3791007703978059,-0.10850462942573923,-0.19070420990407647
-3.58,0.2170510184550386,0.38051706303403615,-0.10873967798244329,-0.19142548152534322
-3.57,0.21752035399193762,0.3819437767433543,-0.10897574305647907,-0.19215216221015152
-3.56,0.2179917114151348,0.3833810246393281,-0.10921283122987185,-0.19288431225797467
-3.55,0.2184651037377081,0.38482892144202246,-0.10945094914136343,-0.19362199285594542
-3.54,0.218940544083937,0.3862875835058964,-0.10969010348702159,-0.19436526609501797
-3.53,0.21941804569048518,0.3877571288482655,-0.10993030102085785,-0.19511419498647958
-3.52,0.21989762190759732,0.3892376771783428,-0.1101715485554527,-0.19586884347881878
-3.51,0.22037928620031277,0.3907293499268726,-0.11041385296258942,-0.1966292764749613
-3.5,0.2208630521496931,0.39223227027636803,-0.11065722117389563,-0.19739555984988078
-3.49,0.22134893345406617,0.39374656319196993,-0.11090166018149358,-0.19816776046859533
-3.48,0.22183694393028608,0.39527235545293754,-0.11114717703865853,-0.1989459462045587
-3.4699999999999998,0.222327097515009,0.3968097756847888,-0.11139377886048607,-0.19973018595845585
-3.46,0.22281940826598562,0.3983589543921031,-0.11164147282456777,-0.2005205496774143
-3.45,0.2233138903633701,0.3999200239920028,-0.1118902661716761,-0.20131710837464073
-3.44,0.22381055811104625,0.4014931188483291,-0.11214016620645804,-0.20211993414949378
-3.4299999999999997,0.22430942593797015,0.4030783753065283,-0.11239118029813776,-0.2029291002080047
-3.42,0.22481050839953104,0.40467593172926475,-0.11264331588122883,-0.203744680883857
-3.41,0.22531382017892929,0.4062859285327782,-0.11289658045625567,-0.20456675165983704
-3.4,0.22581937608857244,0.4079085082240021,-0.1131509815904845,-0.2053953891897674
-3.39,0.2263271910714895,0.4095438154384606,-0.11340652691866404,-0.2062306713209356
-3.38,0.22683728020276384,0.41119199697896386,-0.11366322414377612,-0.20707267711703153
-3.37,0.2273496586909843,0.41285320185511803,-0.11392108103779604,-0.20792148688160617
-3.36,0.22786434187971633,0.414527581323672,-0.11418010544246354,-0.20877718218206529
-3.35,0.22838134524899129,0.41621528892971726,-0.11444030527006346,-0.20963984587421253
-3.34,0.2289006844168164,0.4179164805487644,-0.11470168850421741,-0.21050956212735616
-3.33,0.22942237514070402,0.41963131442971424,-0.11496426320068583,-0.21138641644999373
-3.32,0.2299464333192212,0.4213599512387461,-0.11522803748818074,-0.21227049571609102
-3.31,0.23047287499356003,0.42310255410414455,-0.11549301956918968,-0.21316188819196974
-3.3,0.23100171634912872,0.4248592886620874,-0.11575921772081071,-0.21406068356382152
-3.29,0.23153297371716378,0.4266303231034161,-0.11602664029559857,-0.2149669729658635
-3.2800000000000002,0.23206666357636385,0.42841582822141494,-0.11629529572242259,-0.21588084900915397
