panel,chi_MHz,mean_photons,detuning_MHz,excited_population
0,0.1,0.0,-1.0,0.0024813895781637726
0,0.1,0.0,-0.9982666666666666,0.002489949721872838
0,0.1,0.0,-0.9965333333333334,0.002498554125593917
0,0.1,0.0,-0.9948,0.0025072030942015176
0,0.1,0.0,-0.9930666666666667,0.0025158969351929466
0,0.1,0.0,-0.9913333333333333,0.0025246359587153583
0,0.1,0.0,-0.9896,0.0025334204775931323
0,0.1,0.0,-0.9878666666666667,0.002542250807355583
0,0.1,0.0,-0.9861333333333333,0.002551127266264995
0,0.1,0.0,-0.9844,0.002560050175345005
0,0.1,0.0,-0.9826666666666667,0.002569019858409327
0,0.1,0.0,-0.9809333333333333,0.0025780366420908207
0,0.1,0.0,-0.9792,0.002587100855870915
0,0.1,0.0,-0.9774666666666667,0.002596212832109392
0,0.1,0.0,-0.9757333333333333,0.002605372906074533
0,0.1,0.0,-0.974,0.002614581415973629
0,0.1,0.0,-0.9722666666666666,0.0026238387029838667
0,0.1,0.0,-0.9705333333333334,0.0026331451112835942
0,0.1,0.0,-0.9688,0.00264250098808397
0,0.1,0.0,-0.9670666666666666,0.002651906683660997
0,0.1,0.0,-0.9653333333333334,0.0026613625513879544
0,0.1,0.0,-0.9636,0.002670868947768231
0,0.1,0.0,-0.9618666666666666,0.0026804262324685597
0,0.1,0.0,-0.9601333333333333,0.002690034768352666
0,0.1,0.0,-0.9584,0.0026996949215153335
0,0.1,0.0,-0.9566666666666667,0.002709407061316893
0,0.1,0.0,-0.9549333333333333,0.0027191715604181366
0,0.1,0.0,-0.9532,0.002728988794815673
0,0.1,0.0,-0.9514666666666667,0.0027388591438777194
0,0.1,0.0,-0.9497333333333333,0.002748782990380345
0,0.1,0.0,-0.948,0.002758760720544161
0,0.1,0.0,-0.9462666666666667,0.0027687927240714794
0,0.1,0.0,-0.9445333333333333,0.0027788793941839387
0,0.1,0.0,-0.9428,0.0027890211276605926
0,0.1,0.0,-0.9410666666666667,0.002799218324876493
0,0.1,0.0,-0.9393333333333334,0.002809471389841751
0,0.1,0.0,-0.9376,0.002819780730241098
0,0.1,0.0,-0.9358666666666666,0.002830146757473943
0,0.1,0.0,-0.9341333333333334,0.0028405698866949447
0,0.1,0.0,-0.9324,0.0028510505368550976
0,0.1,0.0,-0.9306666666666666,0.0028615891307433375
0,0.1,0.0,-0.9289333333333334,0.0028721860950286847
0,0.1,0.0,-0.9272,0.002882841860302927
0,0.1,0.0,-0.9254666666666667,0.0028935568611238396
0,0.1,0.0,-0.9237333333333333,0.0029043315360589733
0,0.1,0.0,-0.922,0.0029151663277299953
0,0.1,0.0,-0.9202666666666667,0.002926061682857611
0,0.1,0.0,-0.9185333333333333,0.002937018052307055
0,0.1,0.0,-0.9168,0.002948035891134177
0,0.1,0.0,-0.9150666666666667,0.0029591156586321254
0,0.1,0.0,-0.9133333333333333,0.002970257818378636
0,0.1,0.0,-0.9116,0.00298146283828393
0,0.1,0.0,-0.9098666666666666,0.002992731190639244
0,0.1,0.0,-0.9081333333333333,0.00300406335216599
0,0.1,0.0,-0.9064,0.003015459804065554
0,0.1,0.0,-0.9046666666666666,0.0030269210320697584
0,0.1,0.0,-0.9029333333333334,0.0030384475264919673
