kind,x,p,wigner,r,phase_pi,variance,squeezing_dB
wigner,-1.8958333333333333,0.2333333333333334,0.00039210623975431463,,,,
wigner,-1.8666666666666667,0.2333333333333334,0.0004930957699000248,,,,
wigner,-1.8375,0.2333333333333334,0.0006176189260694891,,,,
wigner,-1.8083333333333333,0.2333333333333334,0.0007704983454429184,,,,
wigner,-1.7791666666666666,0.2333333333333334,0.0009573805950679087,,,,
wigner,-1.75,0.2333333333333334,0.0011848389602593132,,,,
wigner,-1.7208333333333332,0.2333333333333334,0.001460480718372334,,,,
wigner,-1.6916666666666667,0.2333333333333334,0.0017930571193090544,,,,
wigner,-1.6624999999999999,0.2333333333333334,0.002192573784072239,,,,
wigner,-1.6333333333333333,0.2333333333333334,0.0026703986830055168,,,,
wigner,-1.6041666666666667,0.2333333333333334,0.003239364278670646,,,,
wigner,-1.575,0.2333333333333334,0.00391385983134019,,,,
wigner,-1.5458333333333334,0.2333333333333334,0.0047099092888096775,,,,
wigner,-1.5166666666666666,0.2333333333333334,0.0056452296418229,,,,
wigner,-1.4874999999999998,0.2333333333333334,0.006739264150915282,,,,
wigner,-1.4583333333333335,0.2333333333333334,0.008013184472292224,,,,
wigner,-1.4291666666666667,0.2333333333333334,0.00948985546431384,,,,
wigner,-1.4,0.2333333333333334,0.0111937563783873,,,,
wigner,-1.3708333333333331,0.2333333333333334,0.01315085226452929,,,,
wigner,-1.3416666666666668,0.2333333333333334,0.015388409786569773,,,,
wigner,-1.3125,0.2333333333333334,0.017934752275016643,,,,
wigner,-1.2833333333333332,0.2333333333333334,0.020818949770986347,,,,
wigner,-1.2541666666666664,0.2333333333333334,0.024070441047992525,,,,
wigner,-1.225,0.2333333333333334,0.027718586144881978,,,,
wigner,-1.1958333333333333,0.2333333333333334,0.0317921497953235,,,,
wigner,-1.1666666666666665,0.2333333333333334,0.03631871827513689,,,,
wigner,-1.1375000000000002,0.2333333333333334,0.041324054570885664,,,,
wigner,-1.1083333333333334,0.2333333333333334,0.04683139934766407,,,,
wigner,-1.0791666666666666,0.2333333333333334,0.05286072789065774,,,,
wigner,-1.0499999999999998,0.2333333333333334,0.05942797592814223,,,,
wigner,-1.0208333333333335,0.2333333333333334,0.06654424991366636,,,,
wigner,-0.9916666666666667,0.2333333333333334,0.07421503984185958,,,,
wigner,-0.9624999999999999,0.2333333333333334,0.08243945487786342,,,,
wigner,-0.9333333333333331,0.2333333333333334,0.09120950387429827,,,,
wigner,-0.9041666666666668,0.2333333333333334,0.100509444113824,,,,
wigner,-0.875,0.2333333333333334,0.11031522223984697,,,,
wigner,-0.8458333333333332,0.2333333333333334,0.12059403122708227,,,,
wigner,-0.8166666666666664,0.2333333333333334,0.13130400632208888,,,,
wigner,-0.7875000000000001,0.2333333333333334,0.14239408110201826,,,,
wigner,-0.7583333333333333,0.2333333333333334,0.15380402213902641,,,,
wigner,-0.7291666666666665,0.2333333333333334,0.16546465723421905,,,,
wigner,-0.7000000000000002,0.2333333333333334,0.17729830785214734,,,,
wigner,-0.6708333333333334,0.2333333333333334,0.1892194313365351,,,,
wigner,-0.6416666666666666,0.2333333333333334,0.2011354728493364,,,,
wigner,-0.6124999999999998,0.2333333333333334,0.21294792091225478,,,,
wigner,-0.5833333333333335,0.2333333333333334,0.22455355413620504,,,,
wigner,-0.5541666666666667,0.2333333333333334,0.23584586041692157,,,,
wigner,-0.5249999999999999,0.2333333333333334,0.24671660378611324,,,,
wigner,-0.4958333333333331,0.2333333333333334,0.2570575084750036,,,,
wigner,-0.4666666666666668,0.2333333333333334,0.26676202480374667,,,,
wigner,-0.4375,0.2333333333333334,0.2757271374736241,,,,
wigner,-0.4083333333333332,0.2333333333333334,0.2838551739005738,,,,
wigner,-0.37916666666666643,0.2333333333333334,0.2910555685441399,,,,
wigner,-0.3500000000000001,0.2333333333333334,0.29724653886661895,,,,
wigner,-0.3208333333333333,0.2333333333333334,0.3023566296632145,,,,
wigner,-0.2916666666666665,0.2333333333333334,0.30632608504000586,,,,
wigner,-0.26249999999999973,0.2333333333333334,0.3091080112295671,,,,
wigner,-0.2333333333333334,0.2333333333333334,0.3106692986144669,,,,
wigner,-0.2041666666666666,0.2333333333333334,0.3109912776137368,,,,
wigner,-0.17499999999999982,0.2333333333333334,0.31007009026674476,,,,
wigner,-0.14583333333333348,0.2333333333333334,0.3079167671742633,,,,
wigner,-0.1166666666666667,0.2333333333333334,0.3045570076513288,,,,
wigner,-0.08749999999999991,0.2333333333333334,0.3000306692181154,,,,
wigner,-0.058333333333333126,0.2333333333333334,0.2943909806074693,,,,
wigner,-0.029166666666666785,0.2333333333333334,0.287703500014552,,,,
wigner,0.0,0.2333333333333334,0.2800448470907788,,,,
wigner,0.029166666666666785,0.2333333333333334,0.271501242959822,,,,
wigner,0.05833333333333357,0.2333333333333334,0.26216689711966823,,,,
wigner,0.08749999999999991,0.2333333333333334,0.2521422833537483,,,,
wigner,0.1166666666666667,0.2333333333333334,0.241532348623421,,,,
wigner,0.14583333333333348,0.2333333333333334,0.23044469932850636,,,,
wigner,0.17500000000000027,0.2333333333333334,0.2189878083339324,,,,
wigner,0.2041666666666666,0.2333333333333334,0.207269283854455,,,,
wigner,0.2333333333333334,0.2333333333333334,0.19539423779943266,,,,
wigner,0.2625000000000002,0.2333333333333334,0.18346378667990956,,,,
wigner,0.2916666666666665,0.2333333333333334,0.17157371287608458,,,,
wigner,0.3208333333333333,0.2333333333333334,0.15981330818097808,,,,
wigner,0.3500000000000001,0.2333333333333334,0.14826441531234938,,,,
wigner,0.3791666666666669,0.2333333333333334,0.13700067675595332,,,,
wigner,0.4083333333333332,0.2333333333333334,0.12608699409502305,,,,
wigner,0.4375,0.2333333333333334,0.11557919510012735,,,,
wigner,0.4666666666666668,0.2333333333333334,0.10552390048031993,,,,
wigner,0.49583333333333357,0.2333333333333334,0.09595857747838171,,,,
wigner,0.5250000000000004,0.2333333333333334,0.08691176354138294,,,,
wigner,0.5541666666666671,0.2333333333333334,0.07840344018606195,,,,
wigner,0.583333333333333,0.2333333333333334,0.07044553494189908,,,,
wigner,0.6124999999999998,0.2333333333333334,0.06304252789220317,,,,
wigner,0.6416666666666666,0.2333333333333334,0.056192138810927494,,,,
wigner,0.6708333333333334,0.2333333333333334,0.049886071147590964,,,,
wigner,0.7000000000000002,0.2333333333333334,0.044110790058699105,,,,
wigner,0.729166666666667,0.2333333333333334,0.03884831321810978,,,,
wigner,0.7583333333333337,0.2333333333333334,0.034076995146294184,,,,
wigner,0.7874999999999996,0.2333333333333334,0.029772288159427403,,,,
wigner,0.8166666666666664,0.2333333333333334,0.02590746563391554,,,,
wigner,0.8458333333333332,0.2333333333333334,0.02245429599562357,,,,
wigner,0.875,0.2333333333333334,0.0193836585701909,,,,
wigner,0.9041666666666668,0.2333333333333334,0.01666609507833491,,,,
wigner,0.9333333333333336,0.2333333333333334,0.014272293049521236,,,,
wigner,0.9625000000000004,0.2333333333333334,0.012173499696438796,,,,
wigner,0.9916666666666671,0.2333333333333334,0.01034186679541175,,,,
wigner,1.020833333333333,0.2333333333333334,0.008750728824380936,,,,
wigner,1.0499999999999998,0.2333333333333334,0.007374818005661171,,,,
wigner,1.0791666666666666,0.2333333333333334,0.006190420984157553,,,,
wigner,1.1083333333333334,0.2333333333333334,0.005175482653570495,,,,
wigner,1.1375000000000002,0.2333333333333334,0.004309663143305485,,,,
wigner,1.166666666666667,0.2333333333333334,0.0035743542245394865,,,,
wigner,1.1958333333333337,0.2333333333333334,0.0029526614174312502,,,,
wigner,1.2249999999999996,0.2333333333333334,0.002429357917983679,,,,
wigner,1.2541666666666664,0.2333333333333334,0.001990816148816525,,,,
wigner,1.2833333333333332,0.2333333333333334,0.0016249223087630841,,,,
wigner,1.3125,0.2333333333333334,0.0013209787855449706,,,,
wigner,1.3416666666666668,0.2333333333333334,0.0010695987346717518,,,,
wigner,1.3708333333333336,0.2333333333333334,0.0008625965433893792,,,,
wigner,1.4000000000000004,0.2333333333333334,0.0006928773141337315,,,,
wigner,1.4291666666666671,0.2333333333333334,0.0005543279364579354,,,,
wigner,1.458333333333333,0.2333333333333334,0.00044171178451303094,,,,
wigner,1.4874999999999998,0.2333333333333334,0.00035056858959189966,,,,
wigner,1.5166666666666666,0.2333333333333334,0.0002771206010637939,,,,
wigner,1.5458333333333334,0.2333333333333334,0.0002181857680768472,,,,
wigner,1.5750000000000002,0.2333333333333334,0.00017109834980005612,,,,
wigner,1.604166666666667,0.2333333333333334,0.00013363709259587447,,,,
wigner,1.6333333333333337,0.2333333333333334,0.00010396089551141863,,,,
wigner,1.6624999999999996,0.2333333333333334,8.055171674088638e-05,,,,
wigner,1.6916666666666664,0.2333333333333334,6.216434829921203e-05,,,,
wigner,1.7208333333333332,0.2333333333333334,4.77825986471973e-05,,,,
wigner,1.75,0.2333333333333334,3.658136785668257e-05,,,,
wigner,1.7791666666666668,0.2333333333333334,2.7894071630881976e-05,,,,
wigner,1.8083333333333336,0.2333333333333334,2.118486391457514e-05,,,,
wigner,1.8375000000000004,0.2333333333333334,1.6025118176625986e-05,,,,
wigner,1.8666666666666671,0.2333333333333334,1.2073650465744384e-05,,,,
wigner,1.895833333333333,0.2333333333333334,9.060199325006166e-06,,,,
wigner,1.9249999999999998,0.2333333333333334,6.7717154618224884e-06,,,,
wigner,1.9541666666666666,0.2333333333333334,5.041055118637795e-06,,,,
wigner,1.9833333333333334,0.2333333333333334,3.737713302937651e-06,,,,
wigner,2.0125,0.2333333333333334,2.760274809761091e-06,,,,
wigner,2.041666666666667,0.2333333333333334,2.0303011166184176e-06,,,,
wigner,2.0708333333333337,0.2333333333333334,1.4874089159945558e-06,,,,
wigner,2.0999999999999996,0.2333333333333334,1.0853307381083907e-06,,,,
wigner,2.1291666666666664,0.2333333333333334,7.887795112470866e-07,,,,
wigner,2.158333333333333,0.2333333333333334,5.709669036409952e-07,,,,
wigner,2.1875,0.2333333333333334,4.116499283979948e-07,,,,
wigner,2.216666666666667,0.2333333333333334,2.9560171480390213e-07,,,,
wigner,2.2458333333333336,0.2333333333333334,2.1142076969251599e-07,,,,
wigner,2.2750000000000004,0.2333333333333334,1.50608729742529e-07,,,,
wigner,2.304166666666667,0.2333333333333334,1.0685981974626196e-07,,,,
wigner,2.333333333333333,0.2333333333333334,7.551626894282989e-08,,,,
wigner,2.3625,0.2333333333333334,5.315307659071894e-08,,,,
wigner,2.3916666666666666,0.2333333333333334,3.726302309550325e-08,,,,
wigner,2.4208333333333334,0.2333333333333334,2.6018937604793108e-08,,,,
wigner,2.45,0.2333333333333334,1.80951767344438e-08,,,,
wigner,2.479166666666667,0.2333333333333334,1.253423677340301e-08,,,,
wigner,2.5083333333333337,0.2333333333333334,8.647583317487081e-09,,,,
wigner,2.5375000000000005,0.2333333333333334,5.942284097124761e-09,,,,
wigner,2.5666666666666664,0.2333333333333334,4.06699710447054e-09,,,,
wigner,2.595833333333333,0.2333333333333334,2.772401407531942e-09,,,,
wigner,2.625,0.2333333333333334,1.8823490262989783e-09,,,,
wigner,2.654166666666667,0.2333333333333334,1.2729343098190423e-09,,,,
wigner,2.6833333333333336,0.2333333333333334,8.57380548772594e-10,,,,
wigner,2.7125000000000004,0.2333333333333334,5.75179046230591e-10,,,,
wigner,2.741666666666667,0.2333333333333334,3.843211468376385e-10,,,,
wigner,2.770833333333333,0.2333333333333334,2.5576864496312925e-10,,,,
wigner,2.8,0.2333333333333334,1.6953607295546722e-10,,,,
wigner,2.8291666666666666,0.2333333333333334,1.1192799683010489e-10,,,,
wigner,2.8583333333333334,0.2333333333333334,7.359988554694476e-11,,,,
wigner,2.8875,0.2333333333333334,4.82033633967811e-11,,,,
wigner,2.916666666666667,0.2333333333333334,3.144411247848811e-11,,,,
wigner,2.9458333333333337,0.2333333333333334,2.0429753922353833e-11,,,,
wigner,2.9750000000000005,0.2333333333333334,1.322052572550905e-11,,,,
wigner,3.0041666666666664,0.2333333333333334,8.521108812763573e-12,,,,
wigner,3.033333333333333,0.2333333333333334,5.4702262895471445e-12,,,,
wigner,3.0625,0.2333333333333334,3.4976493594123813e-12,,,,
wigner,3.091666666666667,0.2333333333333334,2.2274555257487626e-12,,,,
wigner,3.1208333333333336,0.2333333333333334,1.412874573258566e-12,,,,
wigner,3.1500000000000004,0.2333333333333334,8.926063517802037e-13,,,,
wigner,3.179166666666667,0.2333333333333334,5.616659961792531e-13,,,,
wigner,3.208333333333333,0.2333333333333334,3.5201250092129287e-13,,,,
wigner,3.2375,0.2333333333333334,2.1973530303543195e-13,,,,
wigner,3.2666666666666666,0.2333333333333334,1.366165717081244e-13,,,,
wigner,3.2958333333333334,0.2333333333333334,8.459968076910625e-14,,,,
wigner,3.325,0.2333333333333334,5.217901316721911e-14,,,,
wigner,3.354166666666667,0.2333333333333334,3.205418904028118e-14,,,,
wigner,3.3833333333333337,0.2333333333333334,1.961261585411511e-14,,,,
wigner,3.4125000000000005,0.2333333333333334,1.1952205340884598e-14,,,,
wigner,3.4416666666666664,0.2333333333333334,7.254748562699865e-15,,,,
wigner,3.470833333333333,0.2333333333333334,4.385897522210373e-15,,,,
wigner,3.5,0.2333333333333334,2.6409269626248477e-15,,,,
wigner,-3.5,0.2625000000000002,4.135998262175683e-12,,,,
wigner,-3.470833333333333,0.2625000000000002,6.4585612312476e-12,,,,
wigner,-3.441666666666667,0.2625000000000002,1.004507099681669e-11,,,,
wigner,-3.4125,0.2625000000000002,1.5560804107690183e-11,,,,
wigner,-3.3833333333333333,0.2625000000000002,2.4008932794619142e-11,,,,
wigner,-3.3541666666666665,0.2625000000000002,3.6895676010043267e-11,,,,
wigner,-3.325,0.2625000000000002,5.6472873132308066e-11,,,,
wigner,-3.2958333333333334,0.2625000000000002,8.60926529453946e-11,,,,
wigner,-3.2666666666666666,0.2625000000000002,1.307236283536148e-10,,,,
wigner,-3.2375,0.2625000000000002,1.9769873569535036e-10,,,,
wigner,-3.2083333333333335,0.2625000000000002,2.9779368639073234e-10,,,,
wigner,-3.1791666666666667,0.2625000000000002,4.467750122962861e-10,,,,
wigner,-3.15,0.2625000000000002,6.67611886625719e-10,,,,
wigner,-3.1208333333333336,0.2625000000000002,9.936216396667992e-10,,,,
wigner,-3.091666666666667,0.2625000000000002,1.4729222325208258e-09,,,,
wigner,-3.0625,0.2625000000000002,2.1747051822804057e-09,,,,
wigner,-3.033333333333333,0.2625000000000002,3.1980316449234636e-09,,,,
wigner,-3.0041666666666664,0.2625000000000002,4.684108215133103e-09,,,,
wigner,-2.975,0.2625000000000002,6.8333376149944824e-09,,,,
wigner,-2.9458333333333333,0.2625000000000002,9.928888476850052e-09,,,,
wigner,-2.9166666666666665,0.2625000000000002,1.4369120354706306e-08,,,,
wigner,-2.8875,0.2625000000000002,2.0711975693700796e-08,,,,
wigner,-2.8583333333333334,0.2625000000000002,2.9735460505752268e-08,,,,
wigner,-2.8291666666666666,0.2625000000000002,4.2519642582530946e-08,,,,
wigner,-2.8,0.2625000000000002,6.055727682335933e-08,,,,
wigner,-2.7708333333333335,0.2625000000000002,8.590231442757326e-08,,,,
wigner,-2.7416666666666667,0.2625000000000002,1.2136827747840037e-07,,,,
wigner,-2.7125,0.2625000000000002,1.7079191461478675e-07,,,,
wigner,-2.6833333333333336,0.2625000000000002,2.393818513959061e-07,,,,
wigner,-2.654166666666667,0.2625000000000002,3.341772890188488e-07,,,,
wigner,-2.625,0.2625000000000002,4.6464839048323246e-07,,,,
wigner,-2.595833333333333,0.2625000000000002,6.434780518214576e-07,,,,
wigner,-2.5666666666666664,0.2625000000000002,8.87574537959987e-07,,,,
wigner,-2.5375,0.2625000000000002,1.2193762371828588e-06,,,,
wigner,-2.5083333333333333,0.2625000000000002,1.6685238362482847e-06,,,,
wigner,-2.479166666666667,0.2625000000000002,2.2739918235623353e-06,,,,
wigner,-2.45,0.2625000000000002,3.086790662695168e-06,,,,
wigner,-2.4208333333333334,0.2625000000000002,4.173373485488226e-06,,,,
wigner,-2.3916666666666666,0.2625000000000002,5.6199069222866195e-06,,,,
wigner,-2.3625,0.2625000000000002,7.537594822947623e-06,,,,
wigner,-2.333333333333333,0.2625000000000002,1.0069276114427754e-05,,,,
wigner,-2.3041666666666667,0.2625000000000002,1.3397553717013539e-05,,,,
wigner,-2.275,0.2625000000000002,1.775474992178748e-05,,,,
wigner,-2.2458333333333336,0.2625000000000002,2.3435024275971605e-05,,,,
wigner,-2.216666666666667,0.2625000000000002,3.0809031871924766e-05,,,,
wigner,-2.1875,0.2625000000000002,4.0341541655135924e-05,,,,
wigner,-2.158333333333333,0.2625000000000002,5.2612474188411414e-05,,,,
wigner,-2.1291666666666664,0.2625000000000002,6.834185397964775e-05,,,,
wigner,-2.1,0.2625000000000002,8.841920021693046e-05,,,,
wigner,-2.0708333333333333,0.2625000000000002,0.0001139378982197065,,,,
wigner,-2.041666666666667,0.2625000000000002,0.00014623509821055643,,,,
wigner,-2.0125,0.2625000000000002,0.000186937673704357,,,,
wigner,-1.9833333333333334,0.2625000000000002,0.0002380147339900613,,,,
wigner,-1.9541666666666666,0.2625000000000002,0.00030183711856307294,,,,
wigner,-1.925,0.2625000000000002,0.0003812442004547545,,,,
wigner,-1.8958333333333333,0.2625000000000002,0.0004796181846962721,,,,
wigner,-1.8666666666666667,0.2625000000000002,0.0006009659024090511,,,,
wigner,-1.8375,0.2625000000000002,0.0007500078655939099,,,,
wigner,-1.8083333333333333,0.2625000000000002,0.0009322740589439743,,,,
wigner,-1.7791666666666666,0.2625000000000002,0.0011542056007108653,,,,
wigner,-1.75,0.2625000000000002,0.0014232610044966143,,,,
wigner,-1.7208333333333332,0.2625000000000002,0.0017480253199240335,,,,
wigner,-1.6916666666666667,0.2625000000000002,0.0021383199274631367,,,,
wigner,-1.6624999999999999,0.2625000000000002,0.0026053102196455557,,,,
wigner,-1.6333333333333333,0.2625000000000002,0.003161607829642765,,,,
wigner,-1.6041666666666667,0.2625000000000002,0.0038213634849503693,,,,
wigner,-1.575,0.2625000000000002,0.004600345989159116,,,,
wigner,-1.5458333333333334,0.2625000000000002,0.005516002293132207,,,,
wigner,-1.5166666666666666,0.2625000000000002,0.006587493136878209,,,,
wigner,-1.4874999999999998,0.2625000000000002,0.00783569835691046,,,,
wigner,-1.4583333333333335,0.2625000000000002,0.009283185695357288,,,,
wigner,-1.4291666666666667,0.2625000000000002,0.010954136852382466,,,,
wigner,-1.4,0.2625000000000002,0.012874224628411368,,,,
wigner,-1.3708333333333331,0.2625000000000002,0.015070435341313106,,,,
wigner,-1.3416666666666668,0.2625000000000002,0.017570831306424405,,,,
wigner,-1.3125,0.2625000000000002,0.02040424905864283,,,,
wigner,-1.2833333333333332,0.2625000000000002,0.023599930192209323,,,,
wigner,-1.2541666666666664,0.2625000000000002,0.027187083201412873,,,,
wigner,-1.225,0.2625000000000002,0.031194376518101096,,,,
wigner,-1.1958333333333333,0.2625000000000002,0.0356493650392709,,,,
wigner,-1.1666666666666665,0.2625000000000002,0.040577854784376005,,,,
wigner,-1.1375000000000002,0.2625000000000002,0.04600321286532785,,,,
wigner,-1.1083333333333334,0.2625000000000002,0.05194563262420185,,,,
wigner,-1.0791666666666666,0.2625000000000002,0.058421366510599766,,,,
wigner,-1.0499999999999998,0.2625000000000002,0.06544194193484829,,,,
wigner,-1.0208333333333335,0.2625000000000002,0.07301337783588296,,,,
wigner,-0.9916666666666667,0.2625000000000002,0.08113542192729628,,,,
wigner,-0.9624999999999999,0.2625000000000002,0.08980083041186344,,,,
wigner,-0.9333333333333331,0.2625000000000002,0.09899471326606783,,,,
wigner,-0.9041666666666668,0.2625000000000002,0.1086939688814577,,,,
wigner,-0.875,0.2625000000000002,0.1188668318124044,,,,
wigner,-0.8458333333333332,0.2625000000000002,0.12947255654286702,,,,
wigner,-0.8166666666666664,0.2625000000000002,0.14046125849622923,,,,
wigner,-0.7875000000000001,0.2625000000000002,0.15177393095051592,,,,
wigner,-0.7583333333333333,0.2625000000000002,0.16334265309896606,,,,
wigner,-0.7291666666666665,0.2625000000000002,0.17509100026260144,,,,
wigner,-0.7000000000000002,0.2625000000000002,0.18693466230474906,,,,
wigner,-0.6708333333333334,0.2625000000000002,0.19878227074241928,,,,
wigner,-0.6416666666666666,0.2625000000000002,0.2105364290557916,,,,
wigner,-0.6124999999999998,0.2625000000000002,0.22209493445478815,,,,
wigner,-0.5833333333333335,0.2625000000000002,0.23335217308462924,,,,
wigner,-0.5541666666666667,0.2625000000000002,0.24420066457006542,,,,
wigner,-0.5249999999999999,0.2625000000000002,0.25453272614682415,,,,
wigner,-0.4958333333333331,0.2625000000000002,0.26424222164119376,,,,
wigner,-0.4666666666666668,0.2625000000000002,0.27322635645268384,,,,
wigner,-0.4375,0.2625000000000002,0.28138747666356145,,,,
wigner,-0.4083333333333332,0.2625000000000002,0.2886348286012209,,,,
wigner,-0.37916666666666643,0.2625000000000002,0.2948862347298965,,,,
wigner,-0.3500000000000001,0.2625000000000002,0.3000696427120281,,,,
wigner,-0.3208333333333333,0.2625000000000002,0.3041245068665991,,,,
wigner,-0.2916666666666665,0.2625000000000002,0.3070029650148123,,,,
wigner,-0.26249999999999973,0.2625000000000002,0.3086707787388003,,,,
wigner,-0.2333333333333334,0.2625000000000002,0.3091080112295671,,,,
wigner,-0.2041666666666666,0.2625000000000002,0.30830942396145794,,,,
wigner,-0.17499999999999982,0.2625000000000002,0.3062845811583929,,,,
wigner,-0.14583333333333348,0.2625000000000002,0.3030576591391833,,,,
wigner,-0.1166666666666667,0.2625000000000002,0.2986669658556112,,,,
wigner,-0.08749999999999991,0.2625000000000002,0.29316418397315486,,,,
wigner,-0.058333333333333126,0.2625000000000002,0.28661335840416596,,,,
wigner,-0.029166666666666785,0.2625000000000002,0.27908965602156344,,,,
wigner,0.0,0.2625000000000002,0.27067793112443134,,,,
wigner,0.029166666666666785,0.2625000000000002,0.26147113490385276,,,,
wigner,0.05833333333333357,0.2625000000000002,0.25156861052588786,,,,
wigner,0.08749999999999991,0.2625000000000002,0.24107431742140642,,,,
wigner,0.1166666666666667,0.2625000000000002,0.23009502891912864,,,,
wigner,0.14583333333333348,0.2625000000000002,0.21873854650508523,,,,
wigner,0.17500000000000027,0.2625000000000002,0.2071119718189182,,,,
wigner,0.2041666666666666,0.2625000000000002,0.19532007413360977,,,,
wigner,0.2333333333333334,0.2625000000000002,0.18346378667990956,,,,
wigner,0.2625000000000002,0.2625000000000002,0.17163885997149778,,,,
wigner,0.2916666666666665,0.2625000000000002,0.15993469448518352,,,,
wigner,0.3208333333333333,0.2625000000000002,0.14843336888685277,,,,
wigner,0.3500000000000001,0.2625000000000002,0.13720887370375923,,,,
wigner,0.3791666666666669,0.2625000000000002,0.12632655415302274,,,,
wigner,0.4083333333333332,0.2625000000000002,0.1158427599525002,,,,
wigner,0.4375,0.2625000000000002,0.10580469454520466,,,,
wigner,0.4666666666666668,0.2625000000000002,0.09625045141216347,,,,
wigner,0.49583333333333357,0.2625000000000002,0.08720922114525084,,,,
wigner,0.5250000000000004,0.2625000000000002,0.07870164977761805,,,,
wigner,0.5541666666666671,0.2625000000000002,0.07074032656343303,,,,
wigner,0.583333333333333,0.2625000000000002,0.06333037796300384,,,,
wigner,0.6124999999999998,0.2625000000000002,0.056470143993042815,,,,
wigner,0.6416666666666666,0.2625000000000002,0.05015191328501055,,,,
wigner,0.6708333333333334,0.2625000000000002,0.04436269407369166,,,,
wigner,0.7000000000000002,0.2625000000000002,0.039084999812139934,,,,
wigner,0.729166666666667,0.2625000000000002,0.03429763006476986,,,,
wigner,0.7583333333333337,0.2625000000000002,0.029976429648717346,,,,
wigner,0.7874999999999996,0.2625000000000002,0.026095011555339533,,,,
wigner,0.8166666666666664,0.2625000000000002,0.02262543187420144,,,,
wigner,0.8458333333333332,0.2625000000000002,0.019538807655226843,,,,
wigner,0.875,0.2625000000000002,0.016805871287062474,,,,
wigner,0.9041666666666668,0.2625000000000002,0.014397457461746454,,,,
wigner,0.9333333333333336,0.2625000000000002,0.012284921073916879,,,,
wigner,0.9625000000000004,0.2625000000000002,0.010440486419845444,,,,
wigner,0.9916666666666671,0.2625000000000002,0.008837529786398414,,,,
wigner,1.020833333333333,0.2625000000000002,0.007450798936607138,,,,
wigner,1.0499999999999998,0.2625000000000002,0.006256574104506477,,,,
wigner,1.0791666666666666,0.2625000000000002,0.005232775916670523,,,,
wigner,1.1083333333333334,0.2625000000000002,0.004359026180480527,,,,
wigner,1.1375000000000002,0.2625000000000002,0.003616667746065527,,,,
wigner,1.166666666666667,0.2625000000000002,0.002988749691723038,,,,
wigner,1.1958333333333337,0.2625000000000002,0.0024599839362372993,,,,
wigner,1.2249999999999996,0.2625000000000002,0.00201667908186046,,,,
wigner,1.2541666666666664,0.2625000000000002,0.0016466568743790312,,,,
wigner,1.2833333333333332,0.2625000000000002,0.001339156165456017,,,,
wigner,1.3125,0.2625000000000002,0.0010847287083030515,,,,
wigner,1.3416666666666668,0.2625000000000002,0.0008751305381306262,,,,
wigner,1.3708333333333336,0.2625000000000002,0.0007032121071682571,,,,
wigner,1.4000000000000004,0.2625000000000002,0.0005628097795526187,,,,
wigner,1.4291666666666671,0.2625000000000002,0.00044864075906743346,,,,
wigner,1.458333333333333,0.2625000000000002,0.00035620303360417476,,,,
wigner,1.4874999999999998,0.2625000000000002,0.00028168148164817543,,,,
wigner,1.5166666666666666,0.2625000000000002,0.0002218609021866378,,,,
wigner,1.5458333333333334,0.2625000000000002,0.0001740464015236233,,,,
wigner,1.5750000000000002,0.2625000000000002,0.00013599129764988,,,,
wigner,1.604166666666667,0.2625000000000002,0.00010583248236354064,,,,
wigner,1.6333333333333337,0.2625000000000002,8.2033009287139e-05,,,,
wigner,1.6624999999999996,0.2625000000000002,6.33315474244626e-05,,,,
wigner,1.6916666666666664,0.2625000000000002,4.869824960021337e-05,,,,
wigner,1.7208333333333332,0.2625000000000002,3.729652749877846e-05,,,,
wigner,1.75,0.2625000000000002,2.8450194611222672e-05,,,,
wigner,1.7791666666666668,0.2625000000000002,2.1615430025144795e-05,,,,
wigner,1.8083333333333336,0.2625000000000002,1.6357024870563162e-05,,,,
wigner,1.8375000000000004,0.2625000000000002,1.2328395084736534e-05,,,,
wigner,1.8666666666666671,0.2625000000000002,9.25487524486712e-06,,,,
wigner,1.895833333333333,0.2625000000000002,6.919845366630883e-06,,,,
wigner,1.9249999999999998,0.2625000000000002,5.1532831544495915e-06,,,,
wigner,1.9541666666666666,0.2625000000000002,3.822376109535377e-06,,,,
wigner,1.9833333333333334,0.2625000000000002,2.8238695184300326e-06,,,,
wigner,2.0125,0.2625000000000002,2.077866439546409e-06,,,,
wigner,2.041666666666667,0.2625000000000002,1.522833518654895e-06,,,,
wigner,2.0708333333333337,0.2625000000000002,1.1116012377075302e-06,,,,
wigner,2.0999999999999996,0.2625000000000002,8.081787211318425e-07,,,,
wigner,2.1291666666666664,0.2625000000000002,5.852313693875909e-07,,,,
wigner,2.158333333333333,0.2625000000000002,4.2209438804204346e-07,,,,
wigner,2.1875,0.2625000000000002,3.032168660074887e-07,,,,
wigner,2.216666666666667,0.2625000000000002,2.1694963652051135e-07,,,,
wigner,2.2458333333333336,0.2625000000000002,1.5460598236935464e-07,,,,
wigner,2.2750000000000004,0.2625000000000002,1.0973760005015214e-07,,,,
wigner,2.304166666666667,0.2625000000000002,7.757940008855399e-08,,,,
wigner,2.333333333333333,0.2625000000000002,5.462597120677293e-08,,,,
wigner,2.3625,0.2625000000000002,3.831013845673001e-08,,,,
wigner,2.3916666666666666,0.2625000000000002,2.6760243892099078e-08,,,,
wigner,2.4208333333333334,0.2625000000000002,1.8617793480042736e-08,,,,
wigner,2.45,0.2625000000000002,1.2901141701367495e-08,,,,
