kind,rabi_MHz,detuning_MHz,excited_population,readout_phase_rad,rabi_squared_MHz2,resonant_population,analytic_fwhm_MHz
lineshape,0.1,-1.6916666666666667,0.002586888308702006,-0.782804571556762,,,
lineshape,0.1,-1.6875,0.0025995125913891156,-0.7827918816296969,,,
lineshape,0.1,-1.6833333333333333,0.0026122291021671833,-0.782779098671047,,,
lineshape,0.1,-1.6791666666666667,0.0026250387375508152,-0.7827662217724964,,,
lineshape,0.1,-1.675,0.00263794240492416,-0.782753250014658,,,
lineshape,0.1,-1.6708333333333334,0.002650941022698683,-0.782740182466911,,,
lineshape,0.1,-1.6666666666666665,0.0026640355204736077,-0.7827270181872367,,,
lineshape,0.1,-1.6625,0.0026772268391990635,-0.7827137562220513,,,
lineshape,0.1,-1.6583333333333332,0.0026905159313420205,-0.7827003956060354,,,
lineshape,0.1,-1.6541666666666668,0.002703903761055024,-0.7826869353619612,,,
lineshape,0.1,-1.65,0.0027173913043478273,-0.7826733745005167,,,
lineshape,0.1,-1.6458333333333335,0.0027309795492619403,-0.7826597120201257,,,
lineshape,0.1,-1.6416666666666666,0.002744669496048186,-0.7826459469067671,,,
lineshape,0.1,-1.6375000000000002,0.002758462157347279,-0.7826320781337882,,,
lineshape,0.1,-1.6333333333333333,0.002772358558373551,-0.7826181046617168,,,
lineshape,0.1,-1.6291666666666667,0.0027863597371018,-0.7826040254380694,,,
lineshape,0.1,-1.625,0.0028004667444574104,-0.7825898393971561,,,
lineshape,0.1,-1.6208333333333333,0.0028146806445097446,-0.7825755454598818,,,
lineshape,0.1,-1.6166666666666667,0.002829002514668903,-0.7825611425335444,,,
lineshape,0.1,-1.6125,0.002843433445885908,-0.7825466295116287,,,
lineshape,0.1,-1.6083333333333334,0.0028579745428563876,-0.7825320052735983,,,
lineshape,0.1,-1.6041666666666665,0.0028726269242278168,-0.7825172686846816,,,
lineshape,0.1,-1.6,0.0028873917228103953,-0.7825024185956555,,,
lineshape,0.1,-1.5958333333333332,0.0029022700857916427,-0.7824874538426253,,,
lineshape,0.1,-1.5916666666666668,0.0029172631749547558,-0.7824723732467996,,,
lineshape,0.1,-1.5875,0.0029323721669008503,-0.7824571756142626,,,
lineshape,0.1,-1.5833333333333335,0.0029475982532751097,-0.7824418597357411,,,
lineshape,0.1,-1.5791666666666666,0.0029629426409969765,-0.782426424386368,,,
lineshape,0.1,-1.5750000000000002,0.002978406552494416,-0.7824108683254415,,,
lineshape,0.1,-1.5708333333333333,0.002993991225942381,-0.7823951902961798,,,
lineshape,0.1,-1.5666666666666667,0.0030096979155055186,-0.7823793890254713,,,
lineshape,0.1,-1.5625,0.0030255278915852515,-0.7823634632236209,,,
lineshape,0.1,-1.5583333333333333,0.0030414824410712783,-0.7823474115840907,,,
lineshape,0.1,-1.5541666666666667,0.0030575628675976203,-0.7823312327832366,,,
lineshape,0.1,-1.55,0.003073770491803279,-0.7823149254800403,,,
lineshape,0.1,-1.5458333333333334,0.0030901066515976287,-0.7822984883158363,,,
lineshape,0.1,-1.5416666666666665,0.0031065727024306073,-0.7822819199140328,,,
lineshape,0.1,-1.5375,0.003123170017567832,-0.7822652188798297,,,
lineshape,0.1,-1.5333333333333332,0.0031398999883707423,-0.7822483837999288,,,
lineshape,0.1,-1.5291666666666668,0.003156764024581839,-0.7822314132422412,,,
lineshape,0.1,-1.525,0.003173763554615183,-0.7822143057555871,,,
lineshape,0.1,-1.5208333333333335,0.0031909000258521997,-0.7821970598693918,,,
lineshape,0.1,-1.5166666666666666,0.003208174904942967,-0.7821796740933745,,,
lineshape,0.1,-1.5125000000000002,0.0032255896781130306,-0.7821621469172325,,,
lineshape,0.1,-1.5083333333333333,0.0032431458514759334,-0.7821444768103191,,,
lineshape,0.1,-1.5041666666666667,0.0032608449513515155,-0.782126662221315,,,
lineshape,0.1,-1.5,0.0032786885245901652,-0.7821087015778945,,,
lineshape,0.1,-1.4958333333333333,0.003296678138903092,-0.7820905932863843,,,
lineshape,0.1,-1.4916666666666667,0.0033148153831987982,-0.7820723357314169,,,
lineshape,0.1,-1.4875,0.0033331018679258395,-0.7820539272755768,,,
lineshape,0.1,-1.4833333333333334,0.0033515392254220466,-0.7820353662590398,,,
lineshape,0.1,-1.4791666666666667,0.0033701291102703136,-0.7820166509992066,,,
lineshape,0.1,-1.475,0.0033888731996611133,-0.7819977797903274,,,
lineshape,0.1,-1.4708333333333334,0.003407773193761882,-0.781978750903122,,,
lineshape,0.1,-1.4666666666666668,0.0034268308160934134,-0.7819595625843897,,,
lineshape,0.1,-1.4625,0.003446047813913419,-0.7819402130566142,,,
lineshape,0.1,-1.4583333333333333,0.0034654259586074138,-0.7819207005175591,,,
lineshape,0.1,-1.4541666666666666,0.003484967046087077,-0.7819010231398569,,,
lineshape,0.1,-1.45,0.0035046728971962625,-0.781881179070589,,,
lineshape,0.1,-1.4458333333333333,0.003524545358124813,-0.7818611664308579,,,
lineshape,0.1,-1.4416666666666667,0.003544586300830353,-0.7818409833153518,,,
lineshape,0.1,-1.4375,0.0035647976234682525,-0.7818206277918994,,,
lineshape,0.1,-1.4333333333333333,0.0035851812508299044,-0.7818000979010169,,,
lineshape,0.1,-1.4291666666666667,0.0036057391347895412,-0.7817793916554455,,,
lineshape,0.1,-1.425,0.003626473254759747,-0.7817585070396808,,,
lineshape,0.1,-1.4208333333333334,0.0036473856181558763,-0.7817374420094915,,,
lineshape,0.1,-1.4166666666666667,0.003668478260869566,-0.7817161944914297,,,
lineshape,0.1,-1.4125,0.0036897532477515576,-0.7816947623823312,,,
lineshape,0.1,-1.4083333333333334,0.003711212673104018,-0.781673143548805,,,
lineshape,0.1,-1.4041666666666668,0.0037328586611825912,-0.7816513358267146,,,
lineshape,0.1,-1.4,0.003754693366708387,-0.7816293370206465,,,
lineshape,0.1,-1.3958333333333333,0.003776718975390132,-0.7816071449033696,,,
lineshape,0.1,-1.3916666666666666,0.0037989377044567183,-0.7815847572152834,,,
lineshape,0.1,-1.3875,0.0038213518032003835,-0.7815621716638554,,,
lineshape,0.1,-1.3833333333333333,0.003843963553530754,-0.7815393859230458,,,
lineshape,0.1,-1.3791666666666667,0.0038667752705400077,-0.781516397632722,,,
lineshape,0.1,-1.375,0.003889789303079418,-0.7814932043980605,,,
lineshape,0.1,-1.3708333333333333,0.003913008034347516,-0.7814698037889369,,,
lineshape,0.1,-1.3666666666666667,0.00393643388249016,-0.7814461933393032,,,
lineshape,0.1,-1.3625,0.003960069301212773,-0.7814223705465518,,,
lineshape,0.1,-1.3583333333333334,0.003983916780405033,-0.781398332870868,,,
lineshape,0.1,-1.3541666666666667,0.0040079788467783095,-0.7813740777345674,,,
lineshape,0.1,-1.35,0.00403225806451613,-0.78134960252142,,,
lineshape,0.1,-1.3458333333333334,0.004056757035937985,-0.781324904575962,,,
lineshape,0.1,-1.3416666666666668,0.00408147840217679,-0.7812999812027904,,,
lineshape,0.1,-1.3375,0.004106424843870308,-0.7812748296658449,,,
lineshape,0.1,-1.3333333333333333,0.004131599081866872,-0.7812494471876748,,,
lineshape,0.1,-1.3291666666666666,0.004157003877945749,-0.7812238309486886,,,
lineshape,0.1,-1.325,0.004182642035552459,-0.7811979780863911,,,
lineshape,0.1,-1.3208333333333333,0.004208516400549447,-0.7811718856946005,,,
lineshape,0.1,-1.3166666666666667,0.004234629861982436,-0.7811455508226522,,,
lineshape,0.1,-1.3125,0.004260985352862852,-0.781118970474584,,,
lineshape,0.1,-1.3083333333333333,0.004287585850966693,-0.7810921416083042,,,
lineshape,0.1,-1.3041666666666667,0.004314434379650252,-0.7810650611347425,,,
lineshape,0.1,-1.3,0.004341534008683069,-0.781037725916982,,,
lineshape,0.1,-1.2958333333333334,0.004368887855098554,-0.7810101327693729,,,
lineshape,0.1,-1.2916666666666667,0.0043964990840626925,-0.7809822784566275,,,
lineshape,0.1,-1.2875,0.004424370909761269,-0.780954159692895,,,
lineshape,0.1,-1.2833333333333334,0.00445250659630607,-0.7809257731408161,,,
lineshape,0.1,-1.2791666666666668,0.0044809094586605,-0.7808971154105586,,,
lineshape,0.1,-1.275,0.004509582863585121,-0.7808681830588299,,,
lineshape,0.1,-1.2708333333333333,0.004538530230603564,-0.7808389725878692,,,
lineshape,0.1,-1.2666666666666666,0.004567755032989344,-0.7808094804444176,,,
lineshape,0.1,-1.2625,0.004597260798774066,-0.7807797030186651,,,
lineshape,0.1,-1.2583333333333333,0.00462705111177756,-0.7807496366431744,,,
lineshape,0.1,-1.2541666666666667,0.0046571296126604956,-0.7807192775917818,,,
lineshape,0.1,-1.25,0.0046875000000000016,-0.7806886220784722,,,
lineshape,0.1,-1.2458333333333333,0.0047181660313889125,-0.7806576662562302,,,
lineshape,0.1,-1.2416666666666667,0.004749131524559168,-0.7806264062158658,,,
lineshape,0.1,-1.2375,0.004780400358530028,-0.7805948379848123,,,
lineshape,0.1,-1.2333333333333334,0.00481197647478168,-0.7805629575258993,,,
lineshape,0.1,-1.2291666666666667,0.004843863878454899,-0.7805307607360964,,,
lineshape,0.1,-1.225,0.0048760666395774085,-0.7804982434452294,,,
lineshape,0.1,-1.2208333333333334,0.004908588894317628,-0.7804654014146669,,,
lineshape,0.1,-1.2166666666666668,0.004941434846266472,-0.780432230335978,,,
lineshape,0.1,-1.2125,0.004974608767747955,-0.7803987258295577,,,
lineshape,0.1,-1.2083333333333333,0.005008115001159288,-0.7803648834432234,,,
lineshape,0.1,-1.2041666666666666,0.005041957960341269,-0.7803306986507765,,,
lineshape,0.1,-1.2,0.005076142131979698,-0.7802961668505333,,,
lineshape,0.1,-1.1958333333333333,0.005110672077038651,-0.7802612833638197,,,
lineshape,0.1,-1.1916666666666667,0.005145552432226406,-0.7802260434334338,,,
lineshape,0.1,-1.1875,0.0051807879114948744,-0.7801904422220703,,,
lineshape,0.1,-1.1833333333333333,0.005216383307573417,-0.7801544748107099,,,
lineshape,0.1,-1.1791666666666667,0.005252343493537917,-0.7801181361969695,,,
lineshape,0.1,-1.175,0.005288673424416043,-0.7800814212934162,,,
lineshape,0.1,-1.1708333333333334,0.0053253781388296504,-0.7800443249258391,,,
lineshape,0.1,-1.1666666666666667,0.005362462760675273,-0.7800068418314821,,,
lineshape,0.1,-1.1625,0.00539993250084374,-0.7799689666572337,,,
lineshape,0.1,-1.1583333333333334,0.005437792658979912,-0.7799306939577753,,,
lineshape,0.1,-1.1541666666666668,0.005476048625283628,-0.779892018193684,,,
lineshape,0.1,-1.15,0.005514705882352944,-0.779852933729491,,,
lineshape,0.1,-1.1458333333333333,0.005553770007070774,-0.7798134348316933,,,
lineshape,0.1,-1.1416666666666666,0.005593246672536125,-0.7797735156667175,,,
lineshape,0.1,-1.1375,0.005633141650041078,-0.7797331702988347,,,
lineshape,0.1,-1.1333333333333333,0.0056734608110947694,-0.7796923926880253,,,
lineshape,0.1,-1.1291666666666667,0.005714210129495643,-0.779651176687791,,,
lineshape,0.1,-1.125,0.005755395683453239,-0.7796095160429148,,,
lineshape,0.1,-1.1208333333333333,0.005797023657760901,-0.7795674043871659,,,
lineshape,0.1,-1.1166666666666667,0.005839100346020763,-0.7795248352409477,,,
lineshape,0.1,-1.1125,0.005881632152922437,-0.7794818020088893,,,
lineshape,0.1,-1.1083333333333334,0.0059246255965768845,-0.7794382979773765,,,
lineshape,0.1,-1.1041666666666667,0.005968087310906957,-0.7793943163120226,,,
lineshape,0.1,-1.1,0.006012024048096193,-0.7793498500550763,,,
lineshape,0.1,-1.0958333333333334,0.0060564426810974506,-0.7793048921227643,,,
lineshape,0.1,-1.0916666666666668,0.00610135020620304,-0.7792594353025687,,,
lineshape,0.1,-1.0875,0.006146753745678067,-0.7792134722504356,,,
lineshape,0.1,-1.0833333333333333,0.006192660550458718,-0.7791669954879137,,,
lineshape,0.1,-1.0791666666666666,0.00623907800291735,-0.7791199973992206,,,
lineshape,0.1,-1.075,0.006286013619696178,-0.7790724702282354,,,
lineshape,0.1,-1.0708333333333333,0.006333475054611563,-0.7790244060754145,,,
lineshape,0.1,-1.0666666666666667,0.006381470101630821,-0.7789757968946281,,,
lineshape,0.1,-1.0625,0.006430006697923645,-0.7789266344899187,,,
lineshape,0.1,-1.0583333333333333,0.006479092926990222,-0.7788769105121728,,,
lineshape,0.1,-1.0541666666666667,0.006528737021868247,-0.7788266164557094,,,
