kind,rabi_MHz,detuning_MHz,excited_population,readout_phase_rad,rabi_squared_MHz2,resonant_population,analytic_fwhm_MHz
lineshape,0.1,-2.5,0.001192842942345925,-0.7842038964493089,,,
lineshape,0.1,-2.495833333333333,0.0011968051950210696,-0.7841999247169309,,,
lineshape,0.1,-2.4916666666666667,0.001200787182708665,-0.784195933170615,,,
lineshape,0.1,-2.4875,0.0012047890364197693,-0.7841919216785608,,,
lineshape,0.1,-2.4833333333333334,0.0012088108882521494,-0.7841878901078726,,,
lineshape,0.1,-2.4791666666666665,0.0012128528714010984,-0.7841838383245475,,,
lineshape,0.1,-2.475,0.0012169151201703685,-0.784179766193465,,,
lineshape,0.1,-2.470833333333333,0.00122099776998324,-0.784175673578375,,,
lineshape,0.1,-2.466666666666667,0.0012251009573937114,-0.7841715603418876,,,
lineshape,0.1,-2.4625,0.0012292248200978264,-0.7841674263454604,,,
lineshape,0.1,-2.4583333333333335,0.001233369496945127,-0.7841632714493881,,,
lineshape,0.1,-2.4541666666666666,0.0012375351279502473,-0.7841590955127897,,,
lineshape,0.1,-2.45,0.001241721854304636,-0.7841548983935975,,,
lineshape,0.1,-2.4458333333333333,0.001245929818388425,-0.7841506799485446,,,
lineshape,0.1,-2.441666666666667,0.0012501591637824262,-0.7841464400331528,,,
lineshape,0.1,-2.4375,0.001254410035280283,-0.7841421785017205,,,
lineshape,0.1,-2.433333333333333,0.0012586825789007512,-0.7841378952073104,,,
lineshape,0.1,-2.4291666666666667,0.0012629769419001376,-0.7841335900017362,,,
lineshape,0.1,-2.425,0.0012672932727848774,-0.784129262735551,,,
lineshape,0.1,-2.4208333333333334,0.0012716317213242636,-0.784124913258033,,,
lineshape,0.1,-2.4166666666666665,0.0012759924385633277,-0.784120541417174,,,
lineshape,0.1,-2.4125,0.0012803755768358723,-0.784116147059665,,,
lineshape,0.1,-2.408333333333333,0.0012847812897776622,-0.7841117300308836,,,
lineshape,0.1,-2.404166666666667,0.0012892097323397667,-0.78410729017488,,,
lineshape,0.1,-2.4,0.0012936610608020704,-0.7841028273343635,,,
lineshape,0.1,-2.3958333333333335,0.001298135432786935,-0.784098341350689,,,
lineshape,0.1,-2.3916666666666666,0.0013026330072730347,-0.7840938320638424,,,
lineshape,0.1,-2.3875,0.0013071539446093518,-0.7840892993124268,,,
lineshape,0.1,-2.3833333333333333,0.0013116984065293436,-0.7840847429336483,,,
lineshape,0.1,-2.379166666666667,0.001316266556165277,-0.7840801627633008,,,
lineshape,0.1,-2.375,0.0013208585580627413,-0.7840755586357525,,,
lineshape,0.1,-2.3708333333333336,0.0013254745781953298,-0.7840709303839298,,,
lineshape,0.1,-2.3666666666666667,0.0013301147839795068,-0.7840662778393028,,,
lineshape,0.1,-2.3625,0.0013347793442896477,-0.7840616008318703,,,
lineshape,0.1,-2.3583333333333334,0.0013394684294732668,-0.7840568991901439,,,
lineshape,0.1,-2.3541666666666665,0.0013441822113664302,-0.7840521727411326,,,
lineshape,0.1,-2.35,0.0013489208633093526,-0.7840474213103275,,,
lineshape,0.1,-2.345833333333333,0.0013536845601621922,-0.7840426447216844,,,
lineshape,0.1,-2.341666666666667,0.0013584734783210278,-0.7840378427976096,,,
lineshape,0.1,-2.3375,0.0013632877957340458,-0.7840330153589418,,,
lineshape,0.1,-2.3333333333333335,0.0013681276919179125,-0.7840281622249362,,,
lineshape,0.1,-2.3291666666666666,0.0013729933479743584,-0.784023283213248,,,
lineshape,0.1,-2.325,0.0013778849466069586,-0.7840183781399147,,,
lineshape,0.1,-2.3208333333333333,0.001382802672138127,-0.7840134468193397,,,
lineshape,0.1,-2.316666666666667,0.0013877467105263162,-0.7840084890642739,,,
lineshape,0.1,-2.3125,0.001392717249383433,-0.7840035046857992,,,
lineshape,0.1,-2.3083333333333336,0.001397714477992468,-0.7839984934933094,,,
lineshape,0.1,-2.3041666666666667,0.001402738587325348,-0.7839934552944934,,,
lineshape,0.1,-2.3,0.001407789770061005,-0.7839883898953156,,,
lineshape,0.1,-2.2958333333333334,0.0014128682206036747,-0.7839832970999986,,,
lineshape,0.1,-2.2916666666666665,0.0014179741351014253,-0.7839781767110032,,,
lineshape,0.1,-2.2875,0.0014231077114649118,-0.7839730285290107,,,
lineshape,0.1,-2.283333333333333,0.001428269149386374,-0.7839678523529026,,,
lineshape,0.1,-2.279166666666667,0.0014334586503588626,-0.7839626479797412,,,
lineshape,0.1,-2.275,0.0014386764176957207,-0.7839574152047508,,,
lineshape,0.1,-2.2708333333333335,0.001443922656550295,-0.7839521538212966,,,
lineshape,0.1,-2.2666666666666666,0.0014491975739359137,-0.7839468636208649,,,
lineshape,0.1,-2.2625,0.0014545013787460987,-0.7839415443930429,,,
lineshape,0.1,-2.2583333333333333,0.0014598342817750507,-0.7839361959254975,,,
lineshape,0.1,-2.254166666666667,0.001465196495738381,-0.7839308180039543,,,
lineshape,0.1,-2.25,0.001470588235294118,-0.7839254104121767,,,
lineshape,0.1,-2.2458333333333336,0.0014760097170639708,-0.783919972931944,,,
lineshape,0.1,-2.2416666666666667,0.001481461159654875,-0.7839145053430296,,,
lineshape,0.1,-2.2375,0.0014869427836808036,-0.7839090074231789,,,
lineshape,0.1,-2.2333333333333334,0.001492454811784866,-0.783903478948087,,,
lineshape,0.1,-2.2291666666666665,0.0014979974686616857,-0.7838979196913759,,,
lineshape,0.1,-2.225,0.0015035709810800656,-0.7838923294245715,,,
lineshape,0.1,-2.220833333333333,0.0015091755779059496,-0.7838867079170805,,,
lineshape,0.1,-2.216666666666667,0.0015148114901256736,-0.7838810549361664,,,
lineshape,0.1,-2.2125,0.0015204789508695246,-0.7838753702469261,,,
lineshape,0.1,-2.2083333333333335,0.001526178195435597,-0.7838696536122653,,,
lineshape,0.1,-2.2041666666666666,0.0015319094613139676,-0.7838639047928746,,,
lineshape,0.1,-2.2,0.0015376729882111738,-0.7838581235472035,,,
lineshape,0.1,-2.1958333333333333,0.0015434690180750233,-0.7838523096314366,,,
lineshape,0.1,-2.1916666666666664,0.001549297795119713,-0.783846462799467,,,
lineshape,0.1,-2.1875,0.0015551595658512885,-0.7838405828028714,,,
lineshape,0.1,-2.1833333333333336,0.0015610545790934324,-0.7838346693908831,,,
lineshape,0.1,-2.1791666666666667,0.0015669830860135883,-0.783828722310366,,,
lineshape,0.1,-2.175,0.0015729453401494306,-0.7838227413057877,,,
lineshape,0.1,-2.1708333333333334,0.0015789415974356822,-0.783816726119192,,,
lineshape,0.1,-2.1666666666666665,0.0015849721162312892,-0.7838106764901716,,,
lineshape,0.1,-2.1625,0.001591037157346946,-0.78380459215584,,,
lineshape,0.1,-2.158333333333333,0.001597136984072996,-0.7837984728508035,,,
lineshape,0.1,-2.154166666666667,0.001603271862207691,-0.7837923183071321,,,
lineshape,0.1,-2.15,0.0016094420600858376,-0.7837861282543305,,,
lineshape,0.1,-2.1458333333333335,0.0016156478486078131,-0.783779902419309,,,
lineshape,0.1,-2.1416666666666666,0.0016218895012689789,-0.7837736405263529,,,
lineshape,0.1,-2.1375,0.0016281672941894784,-0.7837673422970932,,,
lineshape,0.1,-2.1333333333333333,0.00163448150614444,-0.7837610074504753,,,
lineshape,0.1,-2.1291666666666664,0.0016408324185945822,-0.783754635702728,,,
lineshape,0.1,-2.125,0.0016472203157172276,-0.7837482267673322,,,
lineshape,0.1,-2.1208333333333336,0.0016536454844377415,-0.7837417803549888,,,
lineshape,0.1,-2.1166666666666667,0.0016601082144613874,-0.7837352961735863,,,
lineshape,0.1,-2.1125,0.0016666087983056152,-0.7837287739281682,,,
lineshape,0.1,-2.1083333333333334,0.0016731475313327864,-0.7837222133208998,,,
lineshape,0.1,-2.1041666666666665,0.0016797247117833474,-0.7837156140510341,,,
lineshape,0.1,-2.1,0.0016863406408094439,-0.7837089758148781,,,
lineshape,0.1,-2.095833333333333,0.0016929956225090047,-0.783702298305758,,,
lineshape,0.1,-2.091666666666667,0.0016996899639602782,-0.7836955812139842,,,
lineshape,0.1,-2.0875,0.0017064239752568528,-0.7836888242268154,,,
lineshape,0.1,-2.0833333333333335,0.0017131979695431472,-0.7836820270284228,,,
lineshape,0.1,-2.0791666666666666,0.0017200122630503945,-0.7836751892998537,,,
lineshape,0.1,-2.075,0.0017268671751331126,-0.7836683107189942,,,
lineshape,0.1,-2.0708333333333333,0.0017337630283060898,-0.7836613909605314,,,
lineshape,0.1,-2.0666666666666664,0.0017407001482818657,-0.7836544296959158,,,
lineshape,0.1,-2.0625,0.001747678864008739,-0.7836474265933224,,,
lineshape,0.1,-2.0583333333333336,0.001754699507709305,-0.7836403813176115,,,
lineshape,0.1,-2.0541666666666667,0.0017617624149195178,-0.783633293530289,,,
lineshape,0.1,-2.05,0.0017688679245283026,-0.7836261628894663,,,
lineshape,0.1,-2.0458333333333334,0.001776016378817716,-0.7836189890498193,,,
lineshape,0.1,-2.0416666666666665,0.0017832081235036748,-0.7836117716625468,,,
lineshape,0.1,-2.0375,0.0017904435077772394,-0.7836045103753292,,,
lineshape,0.1,-2.033333333333333,0.0017977228843464952,-0.783597204832285,,,
lineshape,0.1,-2.029166666666667,0.001805046609479002,-0.7835898546739285,,,
lineshape,0.1,-2.025,0.001812415043044858,-0.7835824595371252,,,
lineshape,0.1,-2.0208333333333335,0.0018198285485603557,-0.7835750190550482,,,
lineshape,0.1,-2.0166666666666666,0.0018272874932322692,-0.7835675328571324,,,
lineshape,0.1,-2.0125,0.0018347922480027525,-0.7835600005690293,,,
lineshape,0.1,-2.0083333333333333,0.00184234318759489,-0.7835524218125605,,,
lineshape,0.1,-2.0041666666666664,0.00184994069055888,-0.7835447962056709,,,
lineshape,0.1,-2.0,0.001857585139318886,-0.7835371233623806,,,
lineshape,0.1,-1.9958333333333333,0.0018652769202205524,-0.7835294028927371,,,
lineshape,0.1,-1.9916666666666667,0.0018730164235791966,-0.7835216344027657,,,
lineshape,0.1,-1.9875,0.0018808040437286945,-0.7835138174944202,,,
lineshape,0.1,-1.9833333333333334,0.0018886401790710694,-0.7835059517655324,,,
lineshape,0.1,-1.9791666666666665,0.001896525232126787,-0.7834980368097604,,,
lineshape,0.1,-1.975,0.0019044596095857808,-0.7834900722165374,,,
lineshape,0.1,-1.9708333333333332,0.001912443722359213,-0.7834820575710184,,,
lineshape,0.1,-1.9666666666666668,0.0019204779856319798,-0.783473992454027,,,
lineshape,0.1,-1.9625,0.0019285628189159875,-0.7834658764420013,,,
lineshape,0.1,-1.9583333333333335,0.0019366986461041874,-0.7834577091069386,,,
lineshape,0.1,-1.9541666666666666,0.0019448858955254124,-0.7834494900163395,,,
lineshape,0.1,-1.95,0.001953125000000001,-0.7834412187331518,,,
lineshape,0.1,-1.9458333333333333,0.001961416396896241,-0.7834328948157124,,,
lineshape,0.1,-1.9416666666666667,0.0019697605281876387,-0.7834245178176893,,,
lineshape,0.1,-1.9375,0.001978157840511025,-0.7834160872880223,,,
lineshape,0.1,-1.9333333333333333,0.001986608785225518,-0.7834076027708629,,,
lineshape,0.1,-1.9291666666666667,0.0019951138184723526,-0.7833990638055134,,,
lineshape,0.1,-1.925,0.0020036734012355987,-0.7833904699263653,,,
lineshape,0.1,-1.9208333333333334,0.002012287999403767,-0.7833818206628359,,,
lineshape,0.1,-1.9166666666666665,0.0020209580838323363,-0.7833731155393053,,,
lineshape,0.1,-1.9125,0.0020296841304072053,-0.7833643540750511,,,
lineshape,0.1,-1.9083333333333332,0.0020384666201090965,-0.7833555357841833,,,
lineshape,0.1,-1.9041666666666668,0.002047306039078902,-0.783346660175577,,,
lineshape,0.1,-1.9,0.002056202878684031,-0.7833377267528058,,,
lineshape,0.1,-1.8958333333333335,0.002065157635585726,-0.7833287350140721,,,
lineshape,0.1,-1.8916666666666666,0.00207417081180741,-0.7833196844521382,,,
lineshape,0.1,-1.8875,0.0020832429148040454,-0.783310574554255,,,
lineshape,0.1,-1.8833333333333333,0.002092374457532549,-0.7833014048020908,,,
lineshape,0.1,-1.8791666666666667,0.0021015659585232617,-0.7832921746716579,,,
lineshape,0.1,-1.875,0.0021108179419525074,-0.7832828836332388,,,
lineshape,0.1,-1.8708333333333333,0.0021201309377162467,-0.783273531151311,,,
lineshape,0.1,-1.8666666666666667,0.002129505481504851,-0.7832641166844709,,,
lineshape,0.1,-1.8625,0.0021389421148790165,-0.7832546396853564,,,
lineshape,0.1,-1.8583333333333334,0.0021484413853468344,-0.7832450996005677,,,
lineshape,0.1,-1.8541666666666665,0.002158003846442042,-0.7832354958705879,,,
lineshape,0.1,-1.85,0.002167630057803469,-0.7832258279297024,,,
lineshape,0.1,-1.8458333333333332,0.00217732058525571,-0.7832160952059156,,,
lineshape,0.1,-1.8416666666666668,0.002187076000891031,-0.783206297120868,,,
lineshape,0.1,-1.8375,0.002196896883152548,-0.7831964330897508,,,
lineshape,0.1,-1.8333333333333335,0.0022067838169186763,-0.7831865025212204,,,
lineshape,0.1,-1.8291666666666666,0.0022167373935889087,-0.7831765048173098,,,
lineshape,0.1,-1.825,0.0022267582111709042,-0.7831664393733411,,,
lineshape,0.1,-1.8208333333333333,0.002236846874368946,-0.7831563055778334,,,
lineshape,0.1,-1.8166666666666667,0.0022470039946737687,-0.7831461028124127,,,
lineshape,0.1,-1.8125,0.002257230190453798,-0.7831358304517176,,,
lineshape,0.1,-1.8083333333333333,0.0022675260870478075,-0.7831254878633057,,,
lineshape,0.1,-1.8041666666666667,0.00227789231685904,-0.7831150744075562,,,
lineshape,0.1,-1.8,0.0022883295194508014,-0.7831045894375732,,,
lineshape,0.1,-1.7958333333333334,0.0022988383416435634,-0.7830940322990861,,,
lineshape,0.1,-1.7916666666666665,0.0023094194376136012,-0.783083402330349,,,
lineshape,0.1,-1.7875,0.0023200734689931856,-0.783072698862038,,,
lineshape,0.1,-1.7833333333333332,0.0023308011049723762,-0.7830619212171477,,,
lineshape,0.1,-1.7791666666666668,0.00234160302240242,-0.7830510687108848,,,
lineshape,0.1,-1.775,0.0023524799059008047,-0.7830401406505616,,,
lineshape,0.1,-1.7708333333333335,0.002363432447957984,-0.7830291363354858,,,
lineshape,0.1,-1.7666666666666666,0.002374461349045819,-0.7830180550568507,,,
lineshape,0.1,-1.7625,0.0023855673177277477,-0.7830068960976219,,,
lineshape,0.1,-1.7583333333333333,0.002396751070770734,-0.7829956587324228,,,
lineshape,0.1,-1.7541666666666667,0.002408013333259013,-0.782984342227419,,,
lineshape,0.1,-1.75,0.002419354838709678,-0.7829729458401989,,,
lineshape,0.1,-1.7458333333333333,0.002430776329190136,-0.7829614688196546,,,
lineshape,0.1,-1.7416666666666667,0.002442278555437462,-0.7829499104058592,,,
lineshape,0.1,-1.7375,0.0024538622769797055,-0.7829382698299426,,,
lineshape,0.1,-1.7333333333333334,0.0024655282622591547,-0.7829265463139662,,,
lineshape,0.1,-1.7291666666666665,0.002477277288757635,-0.7829147390707937,,,
lineshape,0.1,-1.725,0.0024891101431238336,-0.7829028473039611,,,
lineshape,0.1,-1.7208333333333332,0.0025010276213027357,-0.7828908702075444,,,
lineshape,0.1,-1.7166666666666668,0.0025130305286671633,-0.782878806966025,,,
lineshape,0.1,-1.7125,0.002525119680151508,-0.782866656754152,,,
lineshape,0.1,-1.7083333333333335,0.002537295900387643,-0.7828544187368041,,,
lineshape,0.1,-1.7041666666666666,0.0025495600238431082,-0.7828420920688475,,,
lineshape,0.1,-1.7,0.0025619128949615723,-0.782829675894992,,,
lineshape,0.1,-1.6958333333333333,0.002574355368305634,-0.7828171693496447,,,
