kind,two_chi_over_kappa,time_kappa,alpha_g_real,alpha_g_imag,alpha_e_real,alpha_e_imag,integration_kappa_time,snr
trajectory,1.0,16.34,0.706978762728686,-0.707359190520921,-0.706978762728686,-0.707359190520921,,
trajectory,1.0,16.36,0.7069825418073507,-0.707357933936699,-0.7069825418073507,-0.707357933936699,,
trajectory,1.0,16.38,0.7069862706558795,-0.7073566525037642,-0.7069862706558795,-0.7073566525037642,,
trajectory,1.0,16.4,0.7069899495305464,-0.7073553469678902,-0.7069899495305464,-0.7073553469678902,,
trajectory,1.0,16.42,0.7069935786924466,-0.7073540180648565,-0.7069935786924466,-0.7073540180648565,,
trajectory,1.0,16.44,0.7069971584073486,-0.7073526665204999,-0.7069971584073486,-0.7073526665204999,,
trajectory,1.0,16.46,0.707000688945549,-0.7073512930507678,-0.707000688945549,-0.7073512930507678,,
trajectory,1.0,16.48,0.7070041705817302,-0.7073498983617724,-0.7070041705817302,-0.7073498983617724,,
trajectory,1.0,16.5,0.7070076035948185,-0.7073484831498458,-0.7070076035948185,-0.7073484831498458,,
trajectory,1.0,16.52,0.7070109882678448,-0.7073470481015951,-0.7070109882678448,-0.7073470481015951,,
trajectory,1.0,16.54,0.7070143248878072,-0.7073455938939597,-0.7070143248878072,-0.7073455938939597,,
trajectory,1.0,16.56,0.7070176137455365,-0.7073441211942685,-0.7070176137455365,-0.7073441211942685,,
trajectory,1.0,16.580000000000002,0.7070208551355615,-0.7073426306602981,-0.7070208551355615,-0.7073426306602981,,
trajectory,1.0,16.6,0.707024049355978,-0.7073411229403312,-0.707024049355978,-0.7073411229403312,,
trajectory,1.0,16.62,0.7070271967083197,-0.7073395986732172,-0.7070271967083197,-0.7073395986732172,,
trajectory,1.0,16.64,0.7070302974974292,-0.7073380584884315,-0.7070302974974292,-0.7073380584884315,,
trajectory,1.0,16.66,0.7070333520313334,-0.7073365030061369,-0.7070333520313334,-0.7073365030061369,,
trajectory,1.0,16.68,0.7070363606211185,-0.7073349328372457,-0.7070363606211185,-0.7073349328372457,,
trajectory,1.0,16.7,0.7070393235808081,-0.7073333485834807,-0.7070393235808081,-0.7073333485834807,,
trajectory,1.0,16.72,0.7070422412272431,-0.7073317508374396,-0.7070422412272431,-0.7073317508374396,,
trajectory,1.0,16.740000000000002,0.7070451138799632,-0.7073301401826565,-0.7070451138799632,-0.7073301401826565,,
trajectory,1.0,16.76,0.7070479418610895,-0.7073285171936676,-0.7070479418610895,-0.7073285171936676,,
trajectory,1.0,16.78,0.7070507254952106,-0.7073268824360744,-0.7070507254952106,-0.7073268824360744,,
trajectory,1.0,16.8,0.7070534651092688,-0.7073252364666096,-0.7070534651092688,-0.7073252364666096,,
trajectory,1.0,16.82,0.7070561610324484,-0.7073235798332009,-0.7070561610324484,-0.7073235798332009,,
trajectory,1.0,16.84,0.7070588135960677,-0.7073219130750389,-0.7070588135960677,-0.7073219130750389,,
trajectory,1.0,16.86,0.707061423133469,-0.7073202367226414,-0.707061423133469,-0.7073202367226414,,
trajectory,1.0,16.88,0.7070639899799144,-0.707318551297922,-0.7070639899799144,-0.707318551297922,,
trajectory,1.0,16.9,0.70706651447248,-0.7073168573142553,-0.70706651447248,-0.7073168573142553,,
trajectory,1.0,16.92,0.7070689969499545,-0.7073151552765455,-0.7070689969499545,-0.7073151552765455,,
trajectory,1.0,16.94,0.7070714377527367,-0.7073134456812938,-0.7070714377527367,-0.7073134456812938,,
trajectory,1.0,16.96,0.7070738372227381,-0.7073117290166666,-0.7070738372227381,-0.7073117290166666,,
trajectory,1.0,16.98,0.707076195703283,-0.7073100057625633,-0.707076195703283,-0.7073100057625633,,
trajectory,1.0,17.0,0.7070785135390149,-0.707308276390686,-0.7070785135390149,-0.707308276390686,,
trajectory,1.0,17.02,0.7070807910758,-0.7073065413646077,-0.7070807910758,-0.7073065413646077,,
trajectory,1.0,17.04,0.7070830286606362,-0.7073048011398413,-0.7070830286606362,-0.7073048011398413,,
trajectory,1.0,17.06,0.7070852266415609,-0.7073030561639094,-0.7070852266415609,-0.7073030561639094,,
trajectory,1.0,17.080000000000002,0.707087385367562,-0.7073013068764146,-0.707087385367562,-0.7073013068764146,,
trajectory,1.0,17.1,0.7070895051884898,-0.7072995537091074,-0.7070895051884898,-0.7072995537091074,,
trajectory,1.0,17.12,0.7070915864549705,-0.707297797085958,-0.7070915864549705,-0.707297797085958,,
trajectory,1.0,17.14,0.7070936295183221,-0.7072960374232256,-0.7070936295183221,-0.7072960374232256,,
trajectory,1.0,17.16,0.7070956347304704,-0.7072942751295288,-0.7070956347304704,-0.7072942751295288,,
trajectory,1.0,17.18,0.707097602443867,-0.7072925106059156,-0.707097602443867,-0.7072925106059156,,
trajectory,1.0,17.2,0.7070995330114105,-0.7072907442459349,-0.7070995330114105,-0.7072907442459349,,
trajectory,1.0,17.22,0.7071014267863662,-0.707288976435706,-0.7071014267863662,-0.707288976435706,,
trajectory,1.0,17.240000000000002,0.70710328412229,-0.7072872075539898,-0.70710328412229,-0.7072872075539898,,
trajectory,1.0,17.26,0.7071051053729519,-0.7072854379722592,-0.7071051053729519,-0.7072854379722592,,
trajectory,1.0,17.28,0.7071068908922621,-0.7072836680547702,-0.7071068908922621,-0.7072836680547702,,
trajectory,1.0,17.3,0.7071086410341986,-0.707281898158633,-0.7071086410341986,-0.707281898158633,,
trajectory,1.0,17.32,0.7071103561527342,-0.7072801286338813,-0.7071103561527342,-0.7072801286338813,,
trajectory,1.0,17.34,0.7071120366017686,-0.7072783598235454,-0.7071120366017686,-0.7072783598235454,,
trajectory,1.0,17.36,0.707113682735058,-0.7072765920637204,-0.707113682735058,-0.7072765920637204,,
trajectory,1.0,17.38,0.707115294906149,-0.707274825683639,-0.707115294906149,-0.707274825683639,,
trajectory,1.0,17.400000000000002,0.7071168734683123,-0.7072730610057416,-0.7071168734683123,-0.7072730610057416,,
trajectory,1.0,17.42,0.7071184187744781,-0.7072712983457462,-0.7071184187744781,-0.7072712983457462,,
trajectory,1.0,17.44,0.7071199311771732,-0.70726953801272,-0.7071199311771732,-0.70726953801272,,
trajectory,1.0,17.46,0.7071214110284593,-0.7072677803091493,-0.7071214110284593,-0.7072677803091493,,
trajectory,1.0,17.48,0.7071228586798719,-0.7072660255310104,-0.7071228586798719,-0.7072660255310104,,
trajectory,1.0,17.5,0.7071242744823621,-0.7072642739678392,-0.7071242744823621,-0.7072642739678392,,
trajectory,1.0,17.52,0.7071256587862379,-0.7072625259028024,-0.7071256587862379,-0.7072625259028024,,
trajectory,1.0,17.54,0.7071270119411075,-0.7072607816127663,-0.7071270119411075,-0.7072607816127663,,
trajectory,1.0,17.56,0.7071283342958243,-0.7072590413683677,-0.7071283342958243,-0.7072590413683677,,
trajectory,1.0,17.580000000000002,0.707129626198433,-0.7072573054340835,-0.707129626198433,-0.7072573054340835,,
trajectory,1.0,17.6,0.707130887996116,-0.7072555740683,-0.707130887996116,-0.7072555740683,,
trajectory,1.0,17.62,0.7071321200351424,-0.7072538475233823,-0.7071321200351424,-0.7072538475233823,,
trajectory,1.0,17.64,0.7071333226608167,-0.7072521260457441,-0.7071333226608167,-0.7072521260457441,,
trajectory,1.0,17.66,0.7071344962174309,-0.7072504098759163,-0.7071344962174309,-0.7072504098759163,,
trajectory,1.0,17.68,0.7071356410482149,-0.7072486992486161,-0.7071356410482149,-0.7072486992486161,,
trajectory,1.0,17.7,0.7071367574952901,-0.7072469943928149,-0.7071367574952901,-0.7072469943928149,,
trajectory,1.0,17.72,0.7071378458996243,-0.7072452955318081,-0.7071378458996243,-0.7072452955318081,,
trajectory,1.0,17.740000000000002,0.7071389066009859,-0.7072436028832825,-0.7071389066009859,-0.7072436028832825,,
trajectory,1.0,17.76,0.7071399399379009,-0.7072419166593834,-0.7071399399379009,-0.7072419166593834,,
trajectory,1.0,17.78,0.707140946247611,-0.7072402370667843,-0.707140946247611,-0.7072402370667843,,
trajectory,1.0,17.8,0.7071419258660311,-0.7072385643067525,-0.7071419258660311,-0.7072385643067525,,
trajectory,1.0,17.82,0.7071428791277099,-0.7072368985752172,-0.7071428791277099,-0.7072368985752172,,
trajectory,1.0,17.84,0.7071438063657908,-0.7072352400628366,-0.7071438063657908,-0.7072352400628366,,
trajectory,1.0,17.86,0.707144707911973,-0.7072335889550635,-0.707144707911973,-0.7072335889550635,,
trajectory,1.0,17.88,0.7071455840964749,-0.7072319454322128,-0.7071455840964749,-0.7072319454322128,,
trajectory,1.0,17.900000000000002,0.7071464352479985,-0.7072303096695268,-0.7071464352479985,-0.7072303096695268,,
trajectory,1.0,17.92,0.7071472616936934,-0.7072286818372415,-0.7071472616936934,-0.7072286818372415,,
trajectory,1.0,17.94,0.7071480637591231,-0.7072270621006513,-0.7071480637591231,-0.7072270621006513,,
trajectory,1.0,17.96,0.7071488417682325,-0.7072254506201746,-0.7071488417682325,-0.7072254506201746,,
trajectory,1.0,17.98,0.7071495960433146,-0.7072238475514186,-0.7071495960433146,-0.7072238475514186,,
trajectory,1.0,18.0,0.7071503269049814,-0.7072222530452439,-0.7071503269049814,-0.7072222530452439,,
trajectory,1.0,18.02,0.7071510346721311,-0.7072206672478278,-0.7071510346721311,-0.7072206672478278,,
trajectory,1.0,18.04,0.7071517196619214,-0.7072190903007295,-0.7071517196619214,-0.7072190903007295,,
trajectory,1.0,18.06,0.7071523821897387,-0.7072175223409516,-0.7071523821897387,-0.7072175223409516,,
trajectory,1.0,18.080000000000002,0.7071530225691732,-0.7072159635010055,-0.7071530225691732,-0.7072159635010055,,
trajectory,1.0,18.1,0.7071536411119907,-0.7072144139089718,-0.7071536411119907,-0.7072144139089718,,
trajectory,1.0,18.12,0.7071542381281074,-0.7072128736885641,-0.7071542381281074,-0.7072128736885641,,
trajectory,1.0,18.14,0.7071548139255658,-0.7072113429591915,-0.7071548139255658,-0.7072113429591915,,
trajectory,1.0,18.16,0.7071553688105093,-0.707209821836018,-0.7071553688105093,-0.707209821836018,,
trajectory,1.0,18.18,0.7071559030871611,-0.7072083104300259,-0.7071559030871611,-0.7072083104300259,,
trajectory,1.0,18.2,0.7071564170578003,-0.7072068088480753,-0.7071564170578003,-0.7072068088480753,,
trajectory,1.0,18.22,0.7071569110227418,-0.7072053171929658,-0.7071569110227418,-0.7072053171929658,,
trajectory,1.0,18.240000000000002,0.7071573852803151,-0.707203835563495,-0.7071573852803151,-0.707203835563495,,
trajectory,1.0,18.26,0.7071578401268442,-0.7072023640545193,-0.7071578401268442,-0.7072023640545193,,
trajectory,1.0,18.28,0.7071582758566295,-0.7072009027570132,-0.7071582758566295,-0.7072009027570132,,
trajectory,1.0,18.3,0.707158692761929,-0.7071994517581272,-0.707158692761929,-0.7071994517581272,,
trajectory,1.0,18.32,0.7071590911329414,-0.7071980111412476,-0.7071590911329414,-0.7071980111412476,,
trajectory,1.0,18.34,0.7071594712577882,-0.7071965809860531,-0.7071594712577882,-0.7071965809860531,,
trajectory,1.0,18.36,0.7071598334224997,-0.7071951613685735,-0.7071598334224997,-0.7071951613685735,,
trajectory,1.0,18.38,0.7071601779109977,-0.7071937523612464,-0.7071601779109977,-0.7071937523612464,,
trajectory,1.0,18.400000000000002,0.7071605050050829,-0.7071923540329743,-0.7071605050050829,-0.7071923540329743,,
trajectory,1.0,18.42,0.7071608149844197,-0.7071909664491807,-0.7071608149844197,-0.7071909664491807,,
trajectory,1.0,18.44,0.707161108126524,-0.7071895896718662,-0.707161108126524,-0.7071895896718662,,
trajectory,1.0,18.46,0.70716138470675,-0.7071882237596635,-0.70716138470675,-0.7071882237596635,,
trajectory,1.0,18.48,0.7071616449982795,-0.7071868687678934,-0.7071616449982795,-0.7071868687678934,,
trajectory,1.0,18.5,0.7071618892721097,-0.7071855247486185,-0.7071618892721097,-0.7071855247486185,,
trajectory,1.0,18.52,0.7071621177970439,-0.7071841917506986,-0.7071621177970439,-0.7071841917506986,,
trajectory,1.0,18.54,0.7071623308396808,-0.7071828698198426,-0.7071623308396808,-0.7071828698198426,,
trajectory,1.0,18.56,0.7071625286644059,-0.7071815589986636,-0.7071625286644059,-0.7071815589986636,,
trajectory,1.0,18.580000000000002,0.7071627115333827,-0.7071802593267309,-0.7071627115333827,-0.7071802593267309,,
trajectory,1.0,18.6,0.7071628797065451,-0.7071789708406225,-0.7071628797065451,-0.7071789708406225,,
trajectory,1.0,18.62,0.7071630334415897,-0.7071776935739778,-0.7071630334415897,-0.7071776935739778,,
trajectory,1.0,18.64,0.707163172993969,-0.7071764275575473,-0.707163172993969,-0.7071764275575473,,
trajectory,1.0,18.66,0.7071632986168864,-0.7071751728192464,-0.7071632986168864,-0.7071751728192464,,
trajectory,1.0,18.68,0.7071634105612891,-0.7071739293842038,-0.7071634105612891,-0.7071739293842038,,
trajectory,1.0,18.7,0.7071635090758631,-0.7071726972748119,-0.7071635090758631,-0.7071726972748119,,
trajectory,1.0,18.72,0.7071635944070305,-0.7071714765107782,-0.7071635944070305,-0.7071714765107782,,
trajectory,1.0,18.740000000000002,0.7071636667989437,-0.7071702671091731,-0.7071636667989437,-0.7071702671091731,,
trajectory,1.0,18.76,0.7071637264934828,-0.7071690690844789,-0.7071637264934828,-0.7071690690844789,,
trajectory,1.0,18.78,0.7071637737302524,-0.7071678824486384,-0.7071637737302524,-0.7071678824486384,,
trajectory,1.0,18.8,0.7071638087465797,-0.7071667072111029,-0.7071638087465797,-0.7071667072111029,,
trajectory,1.0,18.82,0.7071638317775119,-0.7071655433788797,-0.7071638317775119,-0.7071655433788797,,
trajectory,1.0,18.84,0.7071638430558156,-0.7071643909565788,-0.7071638430558156,-0.7071643909565788,,
trajectory,1.0,18.86,0.707163842811975,-0.7071632499464598,-0.707163842811975,-0.7071632499464598,,
trajectory,1.0,18.88,0.7071638312741921,-0.7071621203484775,-0.7071638312741921,-0.7071621203484775,,
trajectory,1.0,18.900000000000002,0.7071638086683868,-0.7071610021603283,-0.7071638086683868,-0.7071610021603283,,
trajectory,1.0,18.92,0.7071637752181966,-0.7071598953774948,-0.7071637752181966,-0.7071598953774948,,
trajectory,1.0,18.94,0.7071637311449783,-0.7071587999932907,-0.7071637311449783,-0.7071587999932907,,
trajectory,1.0,18.96,0.7071636766678088,-0.7071577159989046,-0.7071636766678088,-0.7071577159989046,,
trajectory,1.0,18.98,0.7071636120034871,-0.7071566433834452,-0.7071636120034871,-0.7071566433834452,,
trajectory,1.0,19.0,0.7071635373665367,-0.7071555821339829,-0.7071635373665367,-0.7071555821339829,,
trajectory,1.0,19.02,0.7071634529692075,-0.7071545322355939,-0.7071634529692075,-0.7071545322355939,,
trajectory,1.0,19.04,0.7071633590214796,-0.7071534936714023,-0.7071633590214796,-0.7071534936714023,,
trajectory,1.0,19.06,0.7071632557310663,-0.7071524664226221,-0.7071632557310663,-0.7071524664226221,,
trajectory,1.0,19.080000000000002,0.7071631433034173,-0.7071514504685983,-0.7071631433034173,-0.7071514504685983,,
trajectory,1.0,19.1,0.7071630219417242,-0.7071504457868489,-0.7071630219417242,-0.7071504457868489,,
trajectory,1.0,19.12,0.7071628918469235,-0.7071494523531052,-0.7071628918469235,-0.7071494523531052,,
trajectory,1.0,19.14,0.7071627532177024,-0.7071484701413513,-0.7071627532177024,-0.7071484701413513,,
trajectory,1.0,19.16,0.707162606250504,-0.7071474991238648,-0.707162606250504,-0.7071474991238648,,
trajectory,1.0,19.18,0.7071624511395318,-0.707146539271255,-0.7071624511395318,-0.707146539271255,,
trajectory,1.0,19.2,0.7071622880767572,-0.7071455905525035,-0.7071622880767572,-0.7071455905525035,,
trajectory,1.0,19.22,0.7071621172519243,-0.7071446529350008,-0.7071621172519243,-0.7071446529350008,,
trajectory,1.0,19.240000000000002,0.7071619388525573,-0.7071437263845847,-0.7071619388525573,-0.7071437263845847,,
trajectory,1.0,19.26,0.7071617530639669,-0.7071428108655787,-0.7071617530639669,-0.7071428108655787,,
trajectory,1.0,19.28,0.7071615600692573,-0.7071419063408282,-0.7071615600692573,-0.7071419063408282,,
trajectory,1.0,19.3,0.7071613600493345,-0.707141012771737,-0.7071613600493345,-0.707141012771737,,
trajectory,1.0,19.32,0.7071611531829126,-0.7071401301183043,-0.7071611531829126,-0.7071401301183043,,
trajectory,1.0,19.34,0.707160939646523,-0.7071392583391598,-0.707160939646523,-0.7071392583391598,,
trajectory,1.0,19.36,0.7071607196145226,-0.7071383973915991,-0.7071607196145226,-0.7071383973915991,,
trajectory,1.0,19.38,0.7071604932591012,-0.7071375472316185,-0.7071604932591012,-0.7071375472316185,,
trajectory,1.0,19.400000000000002,0.7071602607502918,-0.7071367078139497,-0.7071602607502918,-0.7071367078139497,,
trajectory,1.0,19.42,0.7071600222559785,-0.707135879092094,-0.7071600222559785,-0.707135879092094,,
trajectory,1.0,19.44,0.707159777941907,-0.7071350610183553,-0.707159777941907,-0.7071350610183553,,
trajectory,1.0,19.46,0.7071595279716922,-0.7071342535438734,-0.7071595279716922,-0.7071342535438734,,
trajectory,1.0,19.48,0.7071592725068302,-0.7071334566186568,-0.7071592725068302,-0.7071334566186568,,
trajectory,1.0,19.5,0.7071590117067067,-0.7071326701916155,-0.7071590117067067,-0.7071326701916155,,
trajectory,1.0,19.52,0.7071587457286082,-0.7071318942105917,-0.7071587457286082,-0.7071318942105917,,
trajectory,1.0,19.54,0.7071584747277315,-0.7071311286223927,-0.7071584747277315,-0.7071311286223927,,
trajectory,1.0,19.56,0.7071581988571954,-0.7071303733728209,-0.7071581988571954,-0.7071303733728209,,
trajectory,1.0,19.580000000000002,0.7071579182680509,-0.7071296284067046,-0.7071579182680509,-0.7071296284067046,,
trajectory,1.0,19.6,0.7071576331092917,-0.7071288936679283,-0.7071576331092917,-0.7071288936679283,,
trajectory,1.0,19.62,0.7071573435278666,-0.7071281690994629,-0.7071573435278666,-0.7071281690994629,,
trajectory,1.0,19.64,0.7071570496686906,-0.7071274546433944,-0.7071570496686906,-0.7071274546433944,,
trajectory,1.0,19.66,0.7071567516746555,-0.7071267502409535,-0.7071567516746555,-0.7071267502409535,,
trajectory,1.0,19.68,0.707156449686643,-0.7071260558325437,-0.707156449686643,-0.7071260558325437,,
trajectory,1.0,19.7,0.7071561438435359,-0.7071253713577696,-0.7071561438435359,-0.7071253713577696,,
trajectory,1.0,19.72,0.70715583428223,-0.707124696755465,-0.70715583428223,-0.707124696755465,,
trajectory,1.0,19.740000000000002,0.7071555211376466,-0.7071240319637196,-0.7071555211376466,-0.7071240319637196,,
trajectory,1.0,19.76,0.7071552045427454,-0.7071233769199072,-0.7071552045427454,-0.7071233769199072,,
trajectory,1.0,19.78,0.7071548846285362,-0.7071227315607106,-0.7071548846285362,-0.7071227315607106,,
trajectory,1.0,19.8,0.7071545615240916,-0.7071220958221492,-0.7071545615240916,-0.7071220958221492,,
trajectory,1.0,19.82,0.7071542353565607,-0.7071214696396042,-0.7071542353565607,-0.7071214696396042,,
trajectory,1.0,19.84,0.7071539062511812,-0.7071208529478444,-0.7071539062511812,-0.7071208529478444,,
trajectory,1.0,19.86,0.7071535743312921,-0.7071202456810505,-0.7071535743312921,-0.7071202456810505,,
trajectory,1.0,19.88,0.7071532397183484,-0.7071196477728409,-0.7071532397183484,-0.7071196477728409,,
trajectory,1.0,19.900000000000002,0.7071529025319323,-0.7071190591562945,-0.7071529025319323,-0.7071190591562945,,
trajectory,1.0,19.92,0.7071525628897687,-0.7071184797639763,-0.7071525628897687,-0.7071184797639763,,
trajectory,1.0,19.94,0.7071522209077369,-0.7071179095279597,-0.7071522209077369,-0.7071179095279597,,
trajectory,1.0,19.96,0.7071518766998853,-0.7071173483798504,-0.7071518766998853,-0.7071173483798504,,
trajectory,1.0,19.98,0.707151530378445,-0.7071167962508085,-0.707151530378445,-0.7071167962508085,,
trajectory,1.0,20.0,0.7071511820538424,-0.7071162530715716,-0.7071511820538424,-0.7071162530715716,,
trajectory,10.0,0.0,0.0,0.0,0.0,-0.0,,
trajectory,10.0,0.02,0.004987410810186084,-0.09983176956103432,-0.004987410810186084,-0.09983176956103432,,
trajectory,10.0,0.04,0.019767905543791674,-0.19768346000154186,-0.019767905543791674,-0.19768346000154186,,
trajectory,10.0,0.06,0.043999892432925444,-0.2926166181788469,-0.043999892432925444,-0.2926166181788469,,
trajectory,10.0,0.08,0.07725411139764121,-0.38374053337192576,-0.07725411139764121,-0.38374053337192576,,
trajectory,10.0,0.1,0.11901965884238042,-0.4702201912373819,-0.11901965884238042,-0.4702201912373819,,
trajectory,10.0,0.12,0.16871070887475703,-0.5512835137897468,-0.16871070887475703,-0.5512835137897468,,
trajectory,10.0,0.14,0.2256738500031775,-0.6262278272072711,-0.2256738500031775,-0.6262278272072711,,
trajectory,10.0,0.16,0.2891959518231695,-0.6944255081317796,-0.2891959518231695,-0.6944255081317796,,
trajectory,10.0,0.18,0.35851247259986124,-0.755328768315869,-0.35851247259986124,-0.755328768315869,,
trajectory,10.0,0.2,0.4328161160130934,-0.8084735468746745,-0.4328161160130934,-0.8084735468746745,,
trajectory,10.0,0.22,0.5112657436595199,-0.8534824889243332,-0.5112657436595199,-0.8534824889243332,,
trajectory,10.0,0.24,0.5929954492002762,-0.8900669989375609,-0.5929954492002762,-0.8900669989375609,,
trajectory,10.0,0.26,0.6771237002912829,-0.9180283666225693,-0.6771237002912829,-0.9180283666225693,,
trajectory,10.0,0.28,0.7627624556146227,-0.9372579724416412,-0.7627624556146227,-0.9372579724416412,,
trajectory,10.0,0.3,0.8490261664134329,-0.9477365889403385,-0.8490261664134329,-0.9477365889403385,,
trajectory,10.0,0.32,0.9350405748806434,-0.9495328027720865,-0.9350405748806434,-0.9495328027720865,,
trajectory,10.0,0.34,1.0199512255171728,-0.942800590595489,-1.0199512255171728,-0.942800590595489,,
trajectory,10.0,0.36,1.1029316101039988,-0.9277760898186528,-1.1029316101039988,-0.9277760898186528,,
trajectory,10.0,0.38,1.183190872164539,-0.904773612397935,-1.183190872164539,-0.904773612397935,,
trajectory,10.0,0.4,1.259981002662743,-0.8741809565068045,-1.259981002662743,-0.8741809565068045,,
trajectory,10.0,0.42,1.3326034651170575,-0.8364540768202352,-1.3326034651170575,-0.8364540768202352,,
trajectory,10.0,0.44,1.4004151952353576,-0.7921111793654524,-1.4004151952353576,-0.7921111793654524,,
trajectory,10.0,0.46,1.4628339275122801,-0.741726311333242,-1.4628339275122801,-0.741726311333242,,
trajectory,10.0,0.48,1.5193428088965848,-0.6859225198961135,-1.5193428088965848,-0.6859225198961135,,
trajectory,10.0,0.5,1.569494267549181,-0.6253646569195533,-1.569494267549181,-0.6253646569195533,,
trajectory,10.0,0.52,1.6129131127882481,-0.5607519084681333,-1.6129131127882481,-0.5607519084681333,,
trajectory,10.0,0.54,1.649298850472626,-0.4928101291955186,-1.649298850472626,-0.4928101291955186,,
trajectory,10.0,0.56,1.6784272062252452,-0.42228406207101055,-1.6784272062252452,-0.42228406207101055,,
trajectory,10.0,0.58,1.7001508569635002,-0.34992952344782047,-1.7001508569635002,-0.34992952344782047,,
trajectory,10.0,0.6,1.7143993791042345,-0.27650563224033875,-1.7143993791042345,-0.27650563224033875,,
trajectory,10.0,0.62,1.721178429471708,-0.2027671599772715,-1.721178429471708,-0.2027671599772715,,
trajectory,10.0,0.64,1.7205681822858154,-0.12945707576971593,-1.7205681822858154,-0.12945707576971593,,
trajectory,10.0,0.66,1.7127210525775949,-0.057299356819741784,-1.7127210525775949,-0.057299356819741784,,
trajectory,10.0,0.68,1.6978587429076604,0.013007868956525314,-1.6978587429076604,0.013007868956525314,,
trajectory,10.0,0.7000000000000001,1.6762686562940476,0.08079878625381413,-1.6762686562940476,0.08079878625381413,,
trajectory,10.0,0.72,1.6482997237387254,0.1454459048766269,-1.6482997237387254,0.1454459048766269,,
trajectory,10.0,0.74,1.6143576996327513,0.20636557026670466,-1.6143576996327513,0.20636557026670466,,
trajectory,10.0,0.76,1.574899982581591,0.26302292694163626,-1.574899982581591,0.26302292694163626,,
trajectory,10.0,0.78,1.5304300227943757,0.31493629608672513,-1.5304300227943757,0.31493629608672513,,
trajectory,10.0,0.8,1.4814913801008904,0.36168093516299354,-1.4814913801008904,0.36168093516299354,,
trajectory,10.0,0.8200000000000001,1.428661498882197,0.4028921542050351,-1.428661498882197,0.4028921542050351,,
trajectory,10.0,0.84,1.3725452677166534,0.4382677704113639,-1.3725452677166534,0.4382677704113639,,
trajectory,10.0,0.86,1.3137684323514678,0.46756988960551704,-1.3137684323514678,0.46756988960551704,,
trajectory,10.0,0.88,1.2529709307168293,0.4906260100977191,-1.2529709307168293,0.4906260100977191,,
trajectory,10.0,0.9,1.1908002181178712,0.5073294513355143,-1.1908002181178712,0.5073294513355143,,
trajectory,10.0,0.92,1.1279046494886529,0.5176391164306872,-1.1279046494886529,0.5176391164306872,,
trajectory,10.0,0.9400000000000001,1.0649269836978839,0.5215786041252491,-1.0649269836978839,0.5215786041252491,,
trajectory,10.0,0.96,1.0024980723897245,0.5192346919510468,-1.0024980723897245,0.5192346919510468,,
trajectory,10.0,0.98,0.9412307927620545,0.5107552181893255,-0.9412307927620545,0.5107552181893255,,
trajectory,10.0,1.0,0.8817142800710809,0.49634639569669686,-0.8817142800710809,0.49634639569669686,,
trajectory,10.0,1.02,0.824508511551833,0.476269595685563,-0.824508511551833,0.476269595685563,,
trajectory,10.0,1.04,0.7701392889094888,0.45083764408867194,-0.7701392889094888,0.45083764408867194,,
trajectory,10.0,1.06,0.7190936616205127,0.4204106771632636,-0.7190936616205127,0.4204106771632636,,
trajectory,10.0,1.08,0.6718158280419577,0.3853916064701646,-0.6718158280419577,0.3853916064701646,,
trajectory,10.0,1.1,0.628703545820766,0.34622124627328404,-0.628703545820766,0.34622124627328404,,
trajectory,10.0,1.12,0.5901050773827744,0.3033731587274359,-0.5901050773827744,0.3033731587274359,,
trajectory,10.0,1.1400000000000001,0.5563166904245396,0.257348273945706,-0.5563166904245396,0.257348273945706,,
trajectory,10.0,1.16,0.5275807273914147,0.20866934315633043,-0.5275807273914147,0.20866934315633043,,
trajectory,10.0,1.18,0.504084251963537,0.15787528367406678,-0.504084251963537,0.15787528367406678,,
trajectory,10.0,1.2,0.48595827464751223,0.1055154743291227,-0.48595827464751223,0.1055154743291227,,
trajectory,10.0,1.22,0.47327755374404246,0.052144059330473856,-0.47327755374404246,0.052144059330473856,,
trajectory,10.0,1.24,0.4660609622868755,-0.0016856826918802876,-0.4660609622868755,-0.0016856826918802876,,
trajectory,10.0,1.26,0.464272406079913,-0.055426849495997514,-0.464272406079913,-0.055426849495997514,,
trajectory,10.0,1.28,0.4678222727476562,-0.10854425320762273,-0.4678222727476562,-0.10854425320762273,,
trajectory,10.0,1.3,0.4765693868063881,-0.16051953555947934,-0.4765693868063881,-0.16051953555947934,,
trajectory,10.0,1.32,0.4903234412025913,-0.21085601369312418,-0.4903234412025913,-0.21085601369312418,,
trajectory,10.0,1.34,0.5088478715897937,-0.2590832134429203,-0.5088478715897937,-0.2590832134429203,,
trajectory,10.0,1.36,0.5318631358593985,-0.30476105099720846,-0.5318631358593985,-0.30476105099720846,,
trajectory,10.0,1.3800000000000001,0.5590503581342956,-0.347483628119211,-0.5590503581342956,-0.347483628119211,,
trajectory,10.0,1.4000000000000001,0.5900552936003378,-0.3868826106606879,-0.5900552936003378,-0.3868826106606879,,
trajectory,10.0,1.42,0.6244925682090093,-0.422630164864089,-0.6244925682090093,-0.422630164864089,,
trajectory,10.0,1.44,0.6619501454485289,-0.4544414308722458,-0.6619501454485289,-0.4544414308722458,,
trajectory,10.0,1.46,0.701993971058461,-0.48207651789602113,-0.701993971058461,-0.48207651789602113,,
trajectory,10.0,1.48,0.7441727457577924,-0.5053420105775047,-0.7441727457577924,-0.5053420105775047,,
