EJ_over_EC,offset_charge,level,energy_GHz,EC_GHz,EJ_GHz
10.0,-0.9875,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.9875,1,4.41572142984684,0.5590169943749475,5.5901699437494745
10.0,-0.9875,2,7.40752465084954,0.5590169943749475,5.5901699437494745
10.0,-0.975,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.975,1,4.4150125372976925,0.5590169943749475,5.5901699437494745
10.0,-0.975,2,7.4105864487135875,0.5590169943749475,5.5901699437494745
10.0,-0.9625,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.9625,1,4.413837368404243,0.5590169943749475,5.5901699437494745
10.0,-0.9625,2,7.415681257164309,0.5590169943749475,5.5901699437494745
10.0,-0.95,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.95,1,4.412205310082964,0.5590169943749475,5.5901699437494745
10.0,-0.95,2,7.42279684879964,0.5590169943749475,5.5901699437494745
10.0,-0.9375,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.9375,1,4.410129324568025,0.5590169943749475,5.5901699437494745
10.0,-0.9375,2,7.431916210727698,0.5590169943749475,5.5901699437494745
10.0,-0.925,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.925,1,4.407625776302086,0.5590169943749475,5.5901699437494745
10.0,-0.925,2,7.443017641537779,0.5590169943749475,5.5901699437494745
10.0,-0.9125,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.9125,1,4.404714218037857,0.5590169943749475,5.5901699437494745
10.0,-0.9125,2,7.456074864119414,0.5590169943749475,5.5901699437494745
10.0,-0.9,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.9,1,4.4014171420132335,0.5590169943749475,5.5901699437494745
10.0,-0.9,2,7.471057145893306,0.5590169943749475,5.5901699437494745
10.0,-0.8875,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.8875,1,4.397759702720384,0.5590169943749475,5.5901699437494745
10.0,-0.8875,2,7.487929416573126,0.5590169943749475,5.5901699437494745
10.0,-0.875,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.875,1,4.393769418143329,0.5590169943749475,5.5901699437494745
10.0,-0.875,2,7.506652372288711,0.5590169943749475,5.5901699437494745
10.0,-0.8625,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.8625,1,4.389475856396546,0.5590169943749475,5.5901699437494745
10.0,-0.8625,2,7.527182553717999,0.5590169943749475,5.5901699437494745
10.0,-0.85,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.85,1,4.384910314484403,0.5590169943749475,5.5901699437494745
10.0,-0.85,2,7.549472384716069,0.5590169943749475,5.5901699437494745
10.0,-0.8375,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.8375,1,4.380105495457901,0.5590169943749475,5.5901699437494745
10.0,-0.8375,2,7.573470156687941,0.5590169943749475,5.5901699437494745
10.0,-0.825,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.825,1,4.37509518962017,0.5590169943749475,5.5901699437494745
10.0,-0.825,2,7.5991199424928695,0.5590169943749475,5.5901699437494745
10.0,-0.8125,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.8125,1,4.369913964678878,0.5590169943749475,5.5901699437494745
10.0,-0.8125,2,7.626361421833692,0.5590169943749475,5.5901699437494745
10.0,-0.8,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.8,1,4.364596868915157,0.5590169943749475,5.5901699437494745
10.0,-0.8,2,7.655129597691883,0.5590169943749475,5.5901699437494745
10.0,-0.7875,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.7875,1,4.359179150583989,0.5590169943749475,5.5901699437494745
10.0,-0.7875,2,7.685354380210976,0.5590169943749475,5.5901699437494745
10.0,-0.775,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.775,1,4.353695995922163,0.5590169943749475,5.5901699437494745
10.0,-0.775,2,7.716960010276191,0.5590169943749475,5.5901699437494745
10.0,-0.7625,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.7625,1,4.34818228735111,0.5590169943749475,5.5901699437494745
10.0,-0.7625,2,7.749864289637543,0.5590169943749475,5.5901699437494745
10.0,-0.75,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.75,1,4.342672382747742,0.5590169943749475,5.5901699437494745
10.0,-0.75,2,7.78397757751931,0.5590169943749475,5.5901699437494745
10.0,-0.7375,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.7375,1,4.337199916033149,0.5590169943749475,5.5901699437494745
10.0,-0.7375,2,7.8192015050175065,0.5590169943749475,5.5901699437494745
10.0,-0.725,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.725,1,4.331797618804939,0.5590169943749475,5.5901699437494745
10.0,-0.725,2,7.855427348063127,0.5590169943749475,5.5901699437494745
10.0,-0.7124999999999999,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.7124999999999999,1,4.326497162315716,0.5590169943749475,5.5901699437494745
10.0,-0.7124999999999999,2,7.892533987394918,0.5590169943749475,5.5901699437494745
10.0,-0.7,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.7,1,4.321329018774161,0.5590169943749475,5.5901699437494745
10.0,-0.7,2,7.930385370374844,0.5590169943749475,5.5901699437494745
10.0,-0.6875,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.6875,1,4.3163223407089895,0.5590169943749475,5.5901699437494745
10.0,-0.6875,2,7.968827376029417,0.5590169943749475,5.5901699437494745
10.0,-0.675,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.675,1,4.311504856980054,0.5590169943749475,5.5901699437494745
10.0,-0.675,2,8.007683974524703,0.5590169943749475,5.5901699437494745
10.0,-0.6625,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.6625,1,4.30690278393375,0.5590169943749475,5.5901699437494745
10.0,-0.6625,2,8.04675257147436,0.5590169943749475,5.5901699437494745
10.0,-0.6499999999999999,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.6499999999999999,1,4.302540750170321,0.5590169943749475,5.5901699437494745
10.0,-0.6499999999999999,2,8.085798447194923,0.5590169943749475,5.5901699437494745
10.0,-0.6375,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.6375,1,4.298441733407482,0.5590169943749475,5.5901699437494745
10.0,-0.6375,2,8.124548260587527,0.5590169943749475,5.5901699437494745
10.0,-0.625,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.625,1,4.294627007977531,0.5590169943749475,5.5901699437494745
10.0,-0.625,2,8.162682718301078,0.5590169943749475,5.5901699437494745
10.0,-0.6125,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.6125,1,4.291116101574799,0.5590169943749475,5.5901699437494745
10.0,-0.6125,2,8.19982875993486,0.5590169943749475,5.5901699437494745
10.0,-0.6,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.6,1,4.287926759968794,0.5590169943749475,5.5901699437494745
10.0,-0.6,2,8.235552043170701,0.5590169943749475,5.5901699437494745
10.0,-0.5874999999999999,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.5874999999999999,1,4.285074918509201,0.5590169943749475,5.5901699437494745
10.0,-0.5874999999999999,2,8.269351195882885,0.5590169943749475,5.5901699437494745
10.0,-0.575,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.575,1,4.282574679366938,0.5590169943749475,5.5901699437494745
10.0,-0.575,2,8.300656261583539,0.5590169943749475,5.5901699437494745
10.0,-0.5625,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.5625,1,4.28043829357625,0.5590169943749475,5.5901699437494745
10.0,-0.5625,2,8.328834886324216,0.5590169943749475,5.5901699437494745
10.0,-0.55,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.55,1,4.278676147063905,0.5590169943749475,5.5901699437494745
10.0,-0.55,2,8.35321066419347,0.5590169943749475,5.5901699437494745
10.0,-0.5375,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.5375,1,4.277296749970511,0.5590169943749475,5.5901699437494745
10.0,-0.5375,2,8.37309780746007,0.5590169943749475,5.5901699437494745
10.0,-0.5249999999999999,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.5249999999999999,1,4.276306728684784,0.5590169943749475,5.5901699437494745
10.0,-0.5249999999999999,2,8.387853725918983,0.5590169943749475,5.5901699437494745
10.0,-0.5125,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.5125,1,4.275710820123748,0.5590169943749475,5.5901699437494745
10.0,-0.5125,2,8.39694539271861,0.5590169943749475,5.5901699437494745
10.0,-0.5,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.5,1,4.27551186790018,0.5590169943749475,5.5901699437494745
10.0,-0.5,2,8.400017611010266,0.5590169943749475,5.5901699437494745
10.0,-0.48749999999999993,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.48749999999999993,1,4.275710820123747,0.5590169943749475,5.5901699437494745
10.0,-0.48749999999999993,2,8.396945392718607,0.5590169943749475,5.5901699437494745
10.0,-0.475,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.475,1,4.276306728684784,0.5590169943749475,5.5901699437494745
10.0,-0.475,2,8.387853725918983,0.5590169943749475,5.5901699437494745
10.0,-0.4625,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.4625,1,4.27729674997051,0.5590169943749475,5.5901699437494745
10.0,-0.4625,2,8.373097807460068,0.5590169943749475,5.5901699437494745
10.0,-0.44999999999999996,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.44999999999999996,1,4.278676147063904,0.5590169943749475,5.5901699437494745
10.0,-0.44999999999999996,2,8.35321066419347,0.5590169943749475,5.5901699437494745
10.0,-0.4375,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.4375,1,4.280438293576248,0.5590169943749475,5.5901699437494745
10.0,-0.4375,2,8.328834886324216,0.5590169943749475,5.5901699437494745
10.0,-0.42499999999999993,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.42499999999999993,1,4.282574679366938,0.5590169943749475,5.5901699437494745
10.0,-0.42499999999999993,2,8.300656261583539,0.5590169943749475,5.5901699437494745
10.0,-0.4125,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.4125,1,4.285074918509203,0.5590169943749475,5.5901699437494745
10.0,-0.4125,2,8.269351195882887,0.5590169943749475,5.5901699437494745
10.0,-0.3999999999999999,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.3999999999999999,1,4.287926759968794,0.5590169943749475,5.5901699437494745
10.0,-0.3999999999999999,2,8.235552043170703,0.5590169943749475,5.5901699437494745
10.0,-0.38749999999999996,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.38749999999999996,1,4.291116101574802,0.5590169943749475,5.5901699437494745
10.0,-0.38749999999999996,2,8.199828759934862,0.5590169943749475,5.5901699437494745
10.0,-0.375,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.375,1,4.294627007977532,0.5590169943749475,5.5901699437494745
10.0,-0.375,2,8.162682718301078,0.5590169943749475,5.5901699437494745
10.0,-0.36249999999999993,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.36249999999999993,1,4.298441733407482,0.5590169943749475,5.5901699437494745
10.0,-0.36249999999999993,2,8.124548260587527,0.5590169943749475,5.5901699437494745
10.0,-0.35,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.35,1,4.302540750170321,0.5590169943749475,5.5901699437494745
10.0,-0.35,2,8.085798447194922,0.5590169943749475,5.5901699437494745
10.0,-0.3374999999999999,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.3374999999999999,1,4.30690278393375,0.5590169943749475,5.5901699437494745
10.0,-0.3374999999999999,2,8.046752571474364,0.5590169943749475,5.5901699437494745
10.0,-0.32499999999999996,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.32499999999999996,1,4.3115048569800525,0.5590169943749475,5.5901699437494745
10.0,-0.32499999999999996,2,8.007683974524703,0.5590169943749475,5.5901699437494745
10.0,-0.3125,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.3125,1,4.316322340708989,0.5590169943749475,5.5901699437494745
10.0,-0.3125,2,7.968827376029417,0.5590169943749475,5.5901699437494745
10.0,-0.29999999999999993,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.29999999999999993,1,4.321329018774162,0.5590169943749475,5.5901699437494745
10.0,-0.29999999999999993,2,7.930385370374846,0.5590169943749475,5.5901699437494745
10.0,-0.2875,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.2875,1,4.326497162315716,0.5590169943749475,5.5901699437494745
10.0,-0.2875,2,7.892533987394918,0.5590169943749475,5.5901699437494745
10.0,-0.2749999999999999,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.2749999999999999,1,4.33179761880494,0.5590169943749475,5.5901699437494745
10.0,-0.2749999999999999,2,7.855427348063127,0.5590169943749475,5.5901699437494745
10.0,-0.26249999999999996,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.26249999999999996,1,4.337199916033149,0.5590169943749475,5.5901699437494745
10.0,-0.26249999999999996,2,7.8192015050175065,0.5590169943749475,5.5901699437494745
10.0,-0.25,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.25,1,4.342672382747742,0.5590169943749475,5.5901699437494745
10.0,-0.25,2,7.78397757751931,0.5590169943749475,5.5901699437494745
10.0,-0.23749999999999993,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.23749999999999993,1,4.348182287351108,0.5590169943749475,5.5901699437494745
10.0,-0.23749999999999993,2,7.749864289637541,0.5590169943749475,5.5901699437494745
10.0,-0.22499999999999998,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.22499999999999998,1,4.353695995922163,0.5590169943749475,5.5901699437494745
10.0,-0.22499999999999998,2,7.716960010276193,0.5590169943749475,5.5901699437494745
10.0,-0.2124999999999999,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.2124999999999999,1,4.359179150583991,0.5590169943749475,5.5901699437494745
10.0,-0.2124999999999999,2,7.685354380210975,0.5590169943749475,5.5901699437494745
10.0,-0.19999999999999996,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.19999999999999996,1,4.364596868915157,0.5590169943749475,5.5901699437494745
10.0,-0.19999999999999996,2,7.655129597691884,0.5590169943749475,5.5901699437494745
10.0,-0.1875,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.1875,1,4.369913964678877,0.5590169943749475,5.5901699437494745
10.0,-0.1875,2,7.626361421833691,0.5590169943749475,5.5901699437494745
10.0,-0.17499999999999993,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.17499999999999993,1,4.375095189620169,0.5590169943749475,5.5901699437494745
10.0,-0.17499999999999993,2,7.5991199424928695,0.5590169943749475,5.5901699437494745
10.0,-0.16249999999999998,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.16249999999999998,1,4.380105495457901,0.5590169943749475,5.5901699437494745
10.0,-0.16249999999999998,2,7.573470156687939,0.5590169943749475,5.5901699437494745
10.0,-0.1499999999999999,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.1499999999999999,1,4.384910314484403,0.5590169943749475,5.5901699437494745
10.0,-0.1499999999999999,2,7.549472384716067,0.5590169943749475,5.5901699437494745
10.0,-0.13749999999999996,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.13749999999999996,1,4.389475856396545,0.5590169943749475,5.5901699437494745
10.0,-0.13749999999999996,2,7.527182553717999,0.5590169943749475,5.5901699437494745
10.0,-0.125,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.125,1,4.393769418143329,0.5590169943749475,5.5901699437494745
10.0,-0.125,2,7.50665237228871,0.5590169943749475,5.5901699437494745
10.0,-0.11249999999999993,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.11249999999999993,1,4.397759702720383,0.5590169943749475,5.5901699437494745
10.0,-0.11249999999999993,2,7.487929416573124,0.5590169943749475,5.5901699437494745
10.0,-0.09999999999999998,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.09999999999999998,1,4.401417142013234,0.5590169943749475,5.5901699437494745
10.0,-0.09999999999999998,2,7.471057145893312,0.5590169943749475,5.5901699437494745
10.0,-0.08749999999999991,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.08749999999999991,1,4.404714218037855,0.5590169943749475,5.5901699437494745
10.0,-0.08749999999999991,2,7.456074864119412,0.5590169943749475,5.5901699437494745
10.0,-0.07499999999999996,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.07499999999999996,1,4.407625776302087,0.5590169943749475,5.5901699437494745
10.0,-0.07499999999999996,2,7.443017641537779,0.5590169943749475,5.5901699437494745
10.0,-0.0625,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.0625,1,4.410129324568029,0.5590169943749475,5.5901699437494745
10.0,-0.0625,2,7.431916210727699,0.5590169943749475,5.5901699437494745
10.0,-0.04999999999999993,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.04999999999999993,1,4.412205310082964,0.5590169943749475,5.5901699437494745
10.0,-0.04999999999999993,2,7.42279684879964,0.5590169943749475,5.5901699437494745
10.0,-0.03749999999999998,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.03749999999999998,1,4.413837368404245,0.5590169943749475,5.5901699437494745
10.0,-0.03749999999999998,2,7.4156812571643105,0.5590169943749475,5.5901699437494745
10.0,-0.02499999999999991,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.02499999999999991,1,4.415012537297692,0.5590169943749475,5.5901699437494745
10.0,-0.02499999999999991,2,7.410586448713586,0.5590169943749475,5.5901699437494745
10.0,-0.012499999999999956,0,0.0,0.5590169943749475,5.5901699437494745
10.0,-0.012499999999999956,1,4.415721429846842,0.5590169943749475,5.5901699437494745
10.0,-0.012499999999999956,2,7.40752465084954,0.5590169943749475,5.5901699437494745
10.0,0.0,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.0,1,4.415958361857828,0.5590169943749475,5.5901699437494745
10.0,0.0,2,7.406503231173533,0.5590169943749475,5.5901699437494745
10.0,0.012499999999999956,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.012499999999999956,1,4.41572142984684,0.5590169943749475,5.5901699437494745
10.0,0.012499999999999956,2,7.407524650849538,0.5590169943749475,5.5901699437494745
10.0,0.025000000000000133,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.025000000000000133,1,4.415012537297693,0.5590169943749475,5.5901699437494745
10.0,0.025000000000000133,2,7.410586448713586,0.5590169943749475,5.5901699437494745
10.0,0.03750000000000009,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.03750000000000009,1,4.413837368404245,0.5590169943749475,5.5901699437494745
10.0,0.03750000000000009,2,7.415681257164305,0.5590169943749475,5.5901699437494745
10.0,0.050000000000000044,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.050000000000000044,1,4.412205310082965,0.5590169943749475,5.5901699437494745
10.0,0.050000000000000044,2,7.422796848799644,0.5590169943749475,5.5901699437494745
10.0,0.0625,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.0625,1,4.410129324568029,0.5590169943749475,5.5901699437494745
10.0,0.0625,2,7.4319162107277,0.5590169943749475,5.5901699437494745
10.0,0.07499999999999996,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.07499999999999996,1,4.407625776302087,0.5590169943749475,5.5901699437494745
10.0,0.07499999999999996,2,7.44301764153778,0.5590169943749475,5.5901699437494745
10.0,0.08750000000000013,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.08750000000000013,1,4.404714218037855,0.5590169943749475,5.5901699437494745
10.0,0.08750000000000013,2,7.456074864119415,0.5590169943749475,5.5901699437494745
10.0,0.10000000000000009,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.10000000000000009,1,4.401417142013235,0.5590169943749475,5.5901699437494745
10.0,0.10000000000000009,2,7.47105714589331,0.5590169943749475,5.5901699437494745
10.0,0.11250000000000004,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.11250000000000004,1,4.397759702720384,0.5590169943749475,5.5901699437494745
10.0,0.11250000000000004,2,7.487929416573124,0.5590169943749475,5.5901699437494745
10.0,0.125,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.125,1,4.393769418143329,0.5590169943749475,5.5901699437494745
10.0,0.125,2,7.50665237228871,0.5590169943749475,5.5901699437494745
10.0,0.13749999999999996,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.13749999999999996,1,4.3894758563965475,0.5590169943749475,5.5901699437494745
10.0,0.13749999999999996,2,7.527182553718005,0.5590169943749475,5.5901699437494745
10.0,0.15000000000000013,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.15000000000000013,1,4.384910314484403,0.5590169943749475,5.5901699437494745
10.0,0.15000000000000013,2,7.549472384716072,0.5590169943749475,5.5901699437494745
10.0,0.1625000000000001,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.1625000000000001,1,4.3801054954579,0.5590169943749475,5.5901699437494745
10.0,0.1625000000000001,2,7.573470156687939,0.5590169943749475,5.5901699437494745
10.0,0.17500000000000004,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.17500000000000004,1,4.375095189620171,0.5590169943749475,5.5901699437494745
10.0,0.17500000000000004,2,7.59911994249287,0.5590169943749475,5.5901699437494745
10.0,0.1875,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.1875,1,4.369913964678878,0.5590169943749475,5.5901699437494745
10.0,0.1875,2,7.626361421833691,0.5590169943749475,5.5901699437494745
10.0,0.20000000000000018,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.20000000000000018,1,4.364596868915159,0.5590169943749475,5.5901699437494745
10.0,0.20000000000000018,2,7.655129597691882,0.5590169943749475,5.5901699437494745
10.0,0.21250000000000013,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.21250000000000013,1,4.359179150583991,0.5590169943749475,5.5901699437494745
10.0,0.21250000000000013,2,7.685354380210977,0.5590169943749475,5.5901699437494745
10.0,0.2250000000000001,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.2250000000000001,1,4.353695995922165,0.5590169943749475,5.5901699437494745
10.0,0.2250000000000001,2,7.716960010276195,0.5590169943749475,5.5901699437494745
10.0,0.23750000000000004,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.23750000000000004,1,4.3481822873511105,0.5590169943749475,5.5901699437494745
10.0,0.23750000000000004,2,7.749864289637544,0.5590169943749475,5.5901699437494745
10.0,0.25,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.25,1,4.342672382747741,0.5590169943749475,5.5901699437494745
10.0,0.25,2,7.783977577519312,0.5590169943749475,5.5901699437494745
10.0,0.2625000000000002,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.2625000000000002,1,4.337199916033152,0.5590169943749475,5.5901699437494745
10.0,0.2625000000000002,2,7.819201505017508,0.5590169943749475,5.5901699437494745
10.0,0.27500000000000013,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.27500000000000013,1,4.3317976188049405,0.5590169943749475,5.5901699437494745
10.0,0.27500000000000013,2,7.855427348063129,0.5590169943749475,5.5901699437494745
10.0,0.2875000000000001,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.2875000000000001,1,4.326497162315718,0.5590169943749475,5.5901699437494745
10.0,0.2875000000000001,2,7.892533987394918,0.5590169943749475,5.5901699437494745
10.0,0.30000000000000004,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.30000000000000004,1,4.321329018774162,0.5590169943749475,5.5901699437494745
10.0,0.30000000000000004,2,7.930385370374847,0.5590169943749475,5.5901699437494745
10.0,0.3125,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.3125,1,4.3163223407089895,0.5590169943749475,5.5901699437494745
10.0,0.3125,2,7.968827376029417,0.5590169943749475,5.5901699437494745
10.0,0.3250000000000002,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.3250000000000002,1,4.311504856980054,0.5590169943749475,5.5901699437494745
10.0,0.3250000000000002,2,8.007683974524705,0.5590169943749475,5.5901699437494745
10.0,0.33750000000000013,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.33750000000000013,1,4.306902783933749,0.5590169943749475,5.5901699437494745
10.0,0.33750000000000013,2,8.04675257147436,0.5590169943749475,5.5901699437494745
10.0,0.3500000000000001,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.3500000000000001,1,4.302540750170322,0.5590169943749475,5.5901699437494745
10.0,0.3500000000000001,2,8.085798447194922,0.5590169943749475,5.5901699437494745
10.0,0.36250000000000004,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.36250000000000004,1,4.298441733407483,0.5590169943749475,5.5901699437494745
10.0,0.36250000000000004,2,8.124548260587527,0.5590169943749475,5.5901699437494745
10.0,0.375,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.375,1,4.294627007977532,0.5590169943749475,5.5901699437494745
10.0,0.375,2,8.162682718301078,0.5590169943749475,5.5901699437494745
10.0,0.3875000000000002,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.3875000000000002,1,4.2911161015748025,0.5590169943749475,5.5901699437494745
10.0,0.3875000000000002,2,8.199828759934864,0.5590169943749475,5.5901699437494745
10.0,0.40000000000000013,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.40000000000000013,1,4.287926759968796,0.5590169943749475,5.5901699437494745
10.0,0.40000000000000013,2,8.235552043170703,0.5590169943749475,5.5901699437494745
10.0,0.4125000000000001,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.4125000000000001,1,4.285074918509201,0.5590169943749475,5.5901699437494745
10.0,0.4125000000000001,2,8.269351195882884,0.5590169943749475,5.5901699437494745
10.0,0.42500000000000004,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.42500000000000004,1,4.282574679366938,0.5590169943749475,5.5901699437494745
10.0,0.42500000000000004,2,8.300656261583537,0.5590169943749475,5.5901699437494745
10.0,0.4375,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.4375,1,4.280438293576249,0.5590169943749475,5.5901699437494745
10.0,0.4375,2,8.328834886324215,0.5590169943749475,5.5901699437494745
10.0,0.4500000000000002,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.4500000000000002,1,4.278676147063905,0.5590169943749475,5.5901699437494745
10.0,0.4500000000000002,2,8.353210664193469,0.5590169943749475,5.5901699437494745
10.0,0.46250000000000013,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.46250000000000013,1,4.27729674997051,0.5590169943749475,5.5901699437494745
10.0,0.46250000000000013,2,8.37309780746007,0.5590169943749475,5.5901699437494745
10.0,0.4750000000000001,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.4750000000000001,1,4.2763067286847845,0.5590169943749475,5.5901699437494745
10.0,0.4750000000000001,2,8.387853725918983,0.5590169943749475,5.5901699437494745
10.0,0.48750000000000004,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.48750000000000004,1,4.275710820123749,0.5590169943749475,5.5901699437494745
10.0,0.48750000000000004,2,8.396945392718607,0.5590169943749475,5.5901699437494745
10.0,0.5,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.5,1,4.27551186790018,0.5590169943749475,5.5901699437494745
10.0,0.5,2,8.400017611010266,0.5590169943749475,5.5901699437494745
10.0,0.5125000000000002,0,0.0,0.5590169943749475,5.5901699437494745
10.0,0.5125000000000002,1,4.275710820123749,0.5590169943749475,5.5901699437494745
10.0,0.5125000000000002,2,8.39694539271861,0.5590169943749475,5.5901699437494745
10.0,0.5250000000000001,0,0.0,0.5590169943749475,5.5901699437494745
