time,mean_photon_number,analytic_mean_photon_number,absolute_error,trace,hermiticity_error,minimum_density_eigenvalue
7.75,0.27839022683875403,0.2783902268216397,1.7114309969201713e-11,1.0000000000000004,0.0,1.1311371578849874e-12
7.800000000000001,0.27584792998243457,0.2758479299961246,1.3690049094350343e-11,1.0000000000000002,0.0,1.100767153948741e-12
7.8500000000000005,0.27335597400089173,0.27335597402060274,1.9711010601497492e-11,1.0000000000000002,0.0,1.071247677112917e-12
7.9,0.2709133620949197,0.27091336207945743,1.546224259740825e-11,1.0000000000000004,0.0,1.0425584100922875e-12
7.95,0.26851911709235815,0.2685191170953435,2.9853342020658147e-12,1.0000000000000004,0.0,1.0146792057210633e-12
8.0,0.26617228131293347,0.2661722813383437,2.541022947610827e-11,1.0000000000000004,0.0,9.875900845473124e-13
8.05,0.26387191605296684,0.26387191604286353,1.010330707984508e-11,1.0000000000000004,0.0,9.612712740137737e-13
8.1,0.26161710104362174,0.2616171010321131,1.1508627384415604e-11,1.0000000000000007,0.0,9.357032487932414e-13
8.15,0.25940693432231765,0.2594069343500234,2.7705726601823244e-11,1.0000000000000004,0.0,9.108667288529502e-13
8.200000000000001,0.2572405319001952,0.25724053190045215,2.569611190494925e-13,1.0000000000000004,0.0,8.86742694831812e-13
8.25,0.2551170271154682,0.255117027093534,2.1934176697158136e-11,1.0000000000000007,0.0,8.633124260025265e-13
8.3,0.2530355704775264,0.25303557049903225,2.150585265425775e-11,1.0000000000000004,0.0,8.405575022551355e-13
8.35,0.250995329492134,0.2509953295065561,1.4422130156788171e-11,1.0000000000000004,0.0,8.184598034294757e-13
8.4,0.248995488013114,0.24899548799250487,2.0609125517268012e-11,1.0000000000000004,0.0,7.970015378242049e-13
8.450000000000001,0.24703524599059146,0.24703524599360804,3.016586980209013e-12,1.0000000000000004,0.0,7.761652491873721e-13
8.5,0.24511381936045745,0.24511381938692928,2.6471824732254845e-11,1.0000000000000007,0.0,7.55933810866347e-13
8.55,0.24323043958610116,0.24323043957620644,9.89472392909363e-12,1.0000000000000004,0.0,7.362904385524175e-13
8.6,0.24138435320534543,0.24138435318440318,2.094224793580679e-11,1.0000000000000004,0.0,7.172187008136312e-13
8.65,0.23957482172666353,0.23957482175234793,2.5684399052039453e-11,1.0000000000000004,0.0,6.987025151172052e-13
8.700000000000001,0.23780112143346285,0.23780112144334054,9.877682005665633e-12,1.0000000000000007,0.0,6.807261469905173e-13
8.75,0.23606254277779296,0.23606254275360772,2.4185237146312488e-11,1.0000000000000002,0.0,6.632742184786744e-13
8.8,0.2343583902252081,0.23435839022849214,3.284039706841213e-12,1.0000000000000002,0.0,6.463317076625794e-13
8.85,0.23268798215708672,0.2326879821842616,2.7174873462598725e-11,1.0000000000000004,0.0,6.298839426667229e-13
8.9,0.23105065044499085,0.2310506504354258,9.56504320193119e-12,1.0000000000000002,0.0,6.139166034755825e-13
