detuning_over_kappa,cavity_real,cavity_imag,output_real,output_imag,output_magnitude,output_phase
-5.0,0.019801980198019806,0.19801980198019803,0.9801980198019802,-0.19801980198019803,0.9999999999999999,-0.19933730498232408
-4.975,0.01999950001249969,0.1989950251243719,0.9800004999875003,-0.1989950251243719,0.9999999999999999,-0.20033232977585025
-4.95,0.020199979800020203,0.1999798000202,0.9798000201999798,-0.1999798000202,1.0,-0.2013373043156578
-4.925,0.020403478793134228,0.20097426611237215,0.9795965212068658,-0.20097426611237215,1.0,-0.20235237807512124
-4.9,0.02061005770816158,0.2019785655399835,0.9793899422918384,-0.2019785655399835,1.0,-0.20337770352615406
-4.875,0.02081977878985036,0.202992843201041,0.9791802212101497,-0.202992843201041,1.0,-0.20441343621450705
-4.85,0.021032705857608584,0.20401724681880326,0.9789672941423914,-0.20401724681880326,0.9999999999999999,-0.205459734837339
-4.825,0.021248904353369277,0.20505192701001354,0.9787510956466308,-0.20505192701001354,1.0,-0.20651676132313912
-4.8,0.021468441391155006,0.20609703735508805,0.978531558608845,-0.20609703735508805,1.0,-0.2075846809140857
-4.775,0.02169138580841083,0.20715273447032345,0.9783086141915892,-0.20715273447032345,1.0,-0.20866366225092559
-4.75,0.021917808219178082,0.20821917808219179,0.9780821917808219,-0.20821917808219179,0.9999999999999999,-0.2097538774604678
-4.725,0.022147781069184132,0.20929653110379004,0.9778522189308159,-0.20929653110379004,1.0,-0.21085550224578156
-4.7,0.022381378692927483,0.21038495971351834,0.9776186213070726,-0.21038495971351834,1.0,-0.21196871597919975
-4.675,0.022618677372840623,0.21148463343605983,0.9773813226271594,-0.21148463343605983,1.0,-0.2130937017982277
-4.65,0.02285975540061721,0.21259572522574008,0.9771402445993828,-0.21259572522574008,1.0,-0.21423064670446348
-4.625,0.023104693140794223,0.21371841155234655,0.9768953068592058,-0.21371841155234655,1.0,-0.21537974166564136
-4.6,0.0233535730966838,0.21485287248949092,0.9766464269033162,-0.21485287248949092,0.9999999999999999,-0.2165411817209121
-4.575,0.023606479978754168,0.21599929180560065,0.9763935200212458,-0.21599929180560065,1.0,-0.2177151660894807
-4.55,0.02386350077556378,0.21715785705763038,0.9761364992244362,-0.21715785705763038,1.0,-0.21890189828272688
-4.525,0.024124724827357436,0.2183287596875848,0.9758752751726426,-0.2183287596875848,1.0,-0.22010158621993803
-4.5,0.024390243902439022,0.21951219512195122,0.975609756097561,-0.21951219512195122,0.9999999999999999,-0.2213144423477913
-4.475,0.024660152276440313,0.22070836287414078,0.9753398477235596,-0.22070836287414078,0.9999999999999999,-0.22254068376372552
-4.45,0.02493454681461164,0.2219174666500436,0.9750654531853884,-0.2219174666500436,1.0,-0.22378053234335218
-4.425,0.025213527057266222,0.22313971445680608,0.9747864729427338,-0.22313971445680608,1.0,-0.2250342148720595
-4.4,0.02549719530851606,0.22437531871494135,0.974502804691484,-0.22437531871494135,1.0,-0.226301963180969
-4.375,0.025785656728444805,0.22562449637389204,0.9742143432715552,-0.22562449637389204,1.0,-0.22758401428741615
-4.35,0.02607901942886948,0.22688746903116444,0.9739209805711305,-0.22688746903116444,1.0,-0.2288806105401269
-4.325,0.026377394572851067,0.22816446305516172,0.973622605427149,-0.22816446305516172,1.0,-0.2301919997692767
-4.3,0.026680896478121663,0.2294557097118463,0.9733191035218783,-0.2294557097118463,1.0,-0.23151843544162143
-4.275,0.02698964272460443,0.23076144529536788,0.9730103572753955,-0.23076144529536788,1.0,-0.23286017682090157
-4.25,0.027303754266211604,0.23208191126279865,0.9726962457337884,-0.23208191126279865,1.0,-0.23421748913372856
-4.225,0.02762335554711509,0.2334173543731225,0.972376644452885,-0.2334173543731225,1.0,-0.2355906437411718
-4.2,0.02794857462269424,0.23476802683063164,0.9720514253773057,-0.23476802683063164,0.9999999999999999,-0.23697991831627555
-4.175,0.028279543285375942,0.2361341864328891,0.971720456714624,-0.2361341864328891,1.0,-0.2383855970277444
-4.15,0.028616397195593068,0.2375160967234225,0.9713836028044069,-0.2375160967234225,1.0,-0.23980797073004778
-4.125,0.02895927601809955,0.23891402714932128,0.9710407239819004,-0.23891402714932128,0.9999999999999999,-0.24124733716020544
-4.1,0.029308323563892152,0.24032825322391563,0.9706916764361079,-0.24032825322391563,1.0,-0.24270400114152738
-4.075,0.029663687938002895,0.24175905669472358,0.9703363120619971,-0.24175905669472358,1.0,-0.24417827479459597
-4.05,0.030025521693439427,0.24320672571685933,0.9699744783065606,-0.24320672571685933,1.0,-0.24567047775578998
-4.025,0.030393981991565667,0.24467155503210364,0.9696060180084344,-0.24467155503210364,1.0,-0.24718093740366545
-4.0,0.03076923076923077,0.24615384615384617,0.9692307692307692,-0.24615384615384617,1.0,-0.24870998909352288
-3.9749999999999996,0.031151434912970677,0.2476539075581169,0.9688485650870293,-0.2476539075581169,1.0,-0.25025797640050623
-3.95,0.0315407664406245,0.24917205488093358,0.9684592335593755,-0.24917205488093358,1.0,-0.2518252513715964
-3.925,0.03193740269072618,0.2507086111222005,0.9680625973092738,-0.2507086111222005,1.0,-0.2534121747868777
-3.9,0.03234152652005175,0.2522639068564036,0.9676584734799483,-0.2522639068564036,1.0,-0.2550191164304765
