gate_time_ns,gaussian_error,gaussian_leakage,drag_error,drag_leakage,gaussian_norm_error,drag_norm_error
4.0,0.34181576953532833,0.25186933847722004,0.08143655291107688,0.011159881333244921,8.400369289063292e-10,8.105949245162947e-10
6.434782608695652,0.08240850063151994,0.02797472969958889,0.021391946331730027,0.001075843866479037,3.223019628961765e-10,2.5387703050938626e-10
8.869565217391305,0.03199878258659006,0.00019249253782557395,0.009553650269215286,8.273080694122094e-05,9.203837691984518e-11,7.641742794106676e-11
11.304347826086957,0.020260569359563996,0.0002900824186761549,0.005537620738759741,2.8595026892608364e-06,3.08664205306286e-11,3.044131613449963e-11
13.73913043478261,0.013723990708581435,0.00011234963448645927,0.003647410941247764,5.657040985014317e-08,1.548172701149042e-11,1.6453283180339895e-11
16.17391304347826,0.00992019218130713,6.35269474598533e-05,0.002590372104078642,4.749364754860404e-09,9.1283647307705e-12,1.0149103779610869e-11
18.608695652173914,0.007499394646842017,3.769907613206753e-05,0.001937082726922279,5.718603147388619e-10,5.898836974438382e-12,6.461720047923336e-12
21.043478260869566,0.0058651124390139975,2.228334437878226e-05,0.0015043825299666524,2.632396287911888e-10,4.051980972974434e-12,4.4536596632838155e-12
23.47826086956522,0.004712676797539173,1.4481595573508602e-05,0.001202671651738818,9.449982552990977e-11,2.934763543294139e-12,3.218758592993254e-12
25.91304347826087,0.003869297891055723,9.92407119316773e-06,0.000983764312719404,4.9738391366670906e-11,2.206457239140036e-12,2.434052959188193e-12
28.347826086956523,0.0032332715704631587,6.780818390971415e-06,0.0008198176649167888,2.3184256449573263e-11,1.6887602427573256e-12,1.8490764475131982e-12
30.782608695652176,0.0027422747916698853,4.961821419951602e-06,0.0006938094283500673,1.1579836347705157e-11,1.3382628338831637e-12,1.4483969579259792e-12
33.21739130434783,0.002355078164576918,3.6397495298846646e-06,0.0005948468555363462,6.915800520227006e-12,1.0825784713119901e-12,1.184385922670117e-12
35.652173913043484,0.0020444478284658008,2.7297956499596717e-06,0.0005156917738751154,3.585335786108478e-12,8.893996650272129e-13,9.666711875411238e-13
38.08695652173913,0.0017914836682898505,2.1190083035763345e-06,0.0004513795491377648,2.2308514979077763e-12,7.354117315117037e-13,7.812639424287227e-13
40.52173913043478,0.0015826804605514333,1.63645328577567e-06,0.000398411597981041,1.3700825555112082e-12,6.188383139260623e-13,6.508127370352668e-13
42.95652173913044,0.0014083847251485926,1.3038109641501517e-06,0.00035426418698680795,8.133981036210884e-13,5.297984273511247e-13,5.573319583618286e-13
45.39130434782609,0.0012613638356657741,1.0460655121053123e-06,0.0003170792941765699,5.629153351355735e-13,4.545253062815391e-13,4.799494135454552e-13
47.82608695652174,0.0011362121952425142,8.445051896537396e-07,0.0002854642168980126,3.5100502802084703e-13,3.8957725934096743e-13,4.197753256107717e-13
50.26086956521739,0.0010288110887100022,6.9721872138349e-07,0.00025835826050113475,2.3969657559862635e-13,3.3939517862791035e-13,3.4994229736184934e-13
52.69565217391305,0.0009359404764087698,5.739064315362292e-07,0.00023494199452422926,1.688628155888093e-13,3.0253577421035516e-13,3.1297187064183163e-13
55.1304347826087,0.000855103479515007,4.799928011097188e-07,0.00021457420764825486,1.1145673612482759e-13,2.682298827494378e-13,2.728928194528635e-13
57.56521739130435,0.0007843039213466518,4.0454429817902467e-07,0.0001967472957690175,8.325842600433405e-14,2.3658852654762086e-13,2.391420395042587e-13
60.0,0.0007219443141575077,3.4133955305093085e-07,0.0001810551661152182,5.802665402074763e-14,2.1027624086400465e-13,2.0949908474676704e-13
