field_g,m0_0,m2_0,m2_1,m4_0,m4_1,m4_2
450.0,-0.04784485280791895,1.952155147192081,2.0,3.952155147192081,4.0,4.0
451.27777777777777,-0.04748062390688581,1.952519376093114,2.0,3.952519376093114,4.0,4.0
452.55555555555554,-0.047114071951816,1.952885928048184,2.0,3.952885928048184,4.0,4.0
453.8333333333333,-0.046745176159806924,1.953254823840193,2.0,3.953254823840193,4.0,4.0
455.1111111111111,-0.04637391552618448,1.9536260844738156,2.0,3.9536260844738154,4.0,4.0
456.3888888888889,-0.04600026882216198,1.953999731177838,2.0,3.953999731177838,4.0,4.0
457.6666666666667,-0.045624214592488346,1.9543757854075117,2.0,3.9543757854075117,4.0,4.0
458.94444444444446,-0.045245731153086534,1.9547542688469135,2.0,3.9547542688469135,4.0,4.0
460.22222222222223,-0.04486479658868313,1.955135203411317,2.0,3.955135203411317,4.0,4.0
461.5,-0.044481388750429764,1.9555186112495702,2.0,3.95551861124957,4.0,4.0
462.77777777777777,-0.044095485253517495,1.9559045147464824,2.0,3.9559045147464826,4.0,4.0
464.05555555555554,-0.04370706347478532,1.9562929365252146,2.0,3.9562929365252146,4.0,4.0
465.3333333333333,-0.04331610055032337,1.9566838994496767,2.0,3.9566838994496765,4.0,4.0
466.6111111111111,-0.04292257337307269,1.9570774266269273,2.0,3.9570774266269275,4.0,4.0
467.8888888888889,-0.042526458590422166,1.9574735414095779,2.0,3.957473541409578,4.0,4.0
469.1666666666667,-0.04212773260180444,1.9578722673981956,2.0,3.9578722673981956,4.0,4.0
470.44444444444446,-0.04172637155629144,1.9582736284437086,2.0,3.958273628443709,4.0,4.0
471.72222222222223,-0.0413223513501923,1.9586776486498076,2.0,3.958677648649808,4.0,4.0
473.0,-0.04091564762465343,1.9590843523753465,2.0,3.9590843523753465,4.0,4.0
474.27777777777777,-0.04050623576326415,1.9594937642367358,2.0,3.959493764236736,4.0,4.0
475.55555555555554,-0.040094090889668144,1.959905909110332,2.0,3.959905909110332,4.0,4.0
476.8333333333333,-0.03967918786518371,1.9603208121348163,2.0,3.960320812134816,4.0,4.0
478.1111111111111,-0.0392615012864338,1.960738498713566,2.0,3.960738498713566,4.0,4.0
479.3888888888889,-0.03884100548298869,1.9611589945170114,2.0,3.961158994517011,4.0,4.0
480.6666666666667,-0.03841767451502251,1.9615823254849776,2.0,3.9615823254849776,4.0,4.0
481.94444444444446,-0.03799148217098699,1.962008517829013,2.0,3.962008517829013,4.0,4.0
483.22222222222223,-0.037562401965303756,1.9624375980346962,2.0,3.9624375980346964,4.0,4.0
484.5,-0.03713040713607836,1.9628695928639217,2.0,3.9628695928639215,4.0,4.0
485.77777777777777,-0.03669547064283835,1.9633045293571616,2.0,3.9633045293571616,4.0,4.0
487.05555555555554,-0.036257565164298386,1.9637424348357015,2.0,3.9637424348357015,4.0,4.0
488.3333333333333,-0.03581666309615506,1.9641833369038448,2.0,3.964183336903845,4.0,4.0
489.6111111111111,-0.035372736548914735,1.9646272634510853,2.0,3.964627263451085,4.0,4.0
490.8888888888889,-0.0349257573457574,1.9650742426542427,2.0,3.9650742426542425,4.0,4.0
492.1666666666667,-0.034475697020440337,1.9655243029795597,2.0,3.9655243029795595,4.0,4.0
493.44444444444446,-0.03402252681524465,1.9659774731847555,2.0,3.9659774731847555,4.0,4.0
494.72222222222223,-0.033566217678968585,1.9664337823210314,2.0,3.9664337823210314,4.0,4.0
496.0,-0.03310674026497199,1.966893259735028,2.0,3.966893259735028,4.0,4.0
497.27777777777777,-0.03264406492927555,1.9673559350707244,2.0,3.9673559350707244,4.0,4.0
498.55555555555554,-0.032178161728719165,1.9678218382712809,2.0,3.9678218382712807,4.0,4.0
499.8333333333333,-0.031709000419184424,1.9682909995808155,2.0,3.9682909995808155,4.0,4.0
501.1111111111111,-0.031236550453885514,1.9687634495461146,2.0,3.9687634495461146,4.0,4.0
502.3888888888889,-0.030760780981733786,1.9692392190182662,2.0,3.969239219018266,4.0,4.0
503.6666666666667,-0.030281660845781565,1.9697183391542183,2.0,3.9697183391542183,4.0,4.0
504.94444444444446,-0.029799158581749755,1.9702008414182501,2.0,3.9702008414182504,4.0,4.0
506.22222222222223,-0.029313242416646183,1.9706867575833538,2.0,3.970686757583354,4.0,4.0
507.5,-0.028823880267480027,1.97117611973252,2.0,3.97117611973252,4.0,4.0
508.77777777777777,-0.028331039740078882,1.971668960259921,2.0,3.971668960259921,4.0,4.0
510.05555555555554,-0.02783468812801493,1.972165311871985,2.0,3.972165311871985,4.0,4.0
511.3333333333333,-0.027334792411647633,1.9726652075883524,2.0,3.9726652075883524,4.0,4.0
512.6111111111111,-0.026831319257289748,1.9731686807427102,2.0,3.9731686807427105,4.0,4.0
513.8888888888889,-0.02632423501650459,1.9736757649834955,2.0,3.9736757649834953,4.0,4.0
515.1666666666666,-0.025813505725542512,1.9741864942744576,2.0,3.9741864942744574,4.0,4.0
516.4444444444445,-0.02529909710492458,1.9747009028950755,2.0,3.9747009028950755,4.0,4.0
517.7222222222222,-0.024780974559183086,1.9752190254408168,2.0,3.975219025440817,4.0,4.0
519.0,-0.02425910317676686,1.975740896823233,2.0,3.975740896823233,4.0,4.0
520.2777777777778,-0.023733447730122172,1.976266552269878,2.0,3.9762665522698777,4.0,4.0
521.5555555555555,-0.023203972675940043,1.97679602732406,2.0,3.97679602732406,4.0,4.0
522.8333333333334,-0.022670642155662005,1.977329357844338,2.0,3.977329357844338,4.0,4.0
524.1111111111111,-0.022133419996128098,1.977866580003872,2.0,3.9778665800038717,4.0,4.0
525.3888888888889,-0.021592269710579457,1.9784077302894205,2.0,3.9784077302894207,4.0,4.0
526.6666666666666,-0.021047154499226905,1.978952845500773,2.0,3.978952845500773,4.0,4.0
527.9444444444445,-0.02049803725145271,1.9795019627485473,2.0,3.9795019627485475,4.0,4.0
529.2222222222222,-0.019944880546860208,1.9800551194531397,2.0,3.98005511945314,4.0,4.0
530.5,-0.019387646657295463,1.9806123533427045,2.0,3.9806123533427047,4.0,4.0
531.7777777777778,-0.018826297549011953,1.9811737024509881,2.0,3.981173702450988,4.0,4.0
533.0555555555555,-0.018260794885132395,1.9817392051148677,2.0,3.9817392051148675,4.0,4.0
534.3333333333334,-0.01769110002842398,1.982308899971576,2.0,3.982308899971576,4.0,4.0
535.6111111111111,-0.01711717404440335,1.9828828259555966,2.0,3.982882825955597,4.0,4.0
536.8888888888889,-0.016538977704786895,1.9834610222952131,2.0,3.983461022295213,4.0,4.0
538.1666666666666,-0.015956471491305538,1.9840435285086944,2.0,3.9840435285086944,4.0,4.0
539.4444444444445,-0.01536961559990058,1.9846303844000994,2.0,3.9846303844000994,4.0,4.0
540.7222222222222,-0.014778369945321097,1.985221630054679,2.0,3.9852216300546788,4.0,4.0
542.0,-0.014182694166141471,1.9858173058338586,2.0,3.9858173058338586,4.0,4.0
543.2777777777778,-0.013582547630220538,1.9864174523697795,2.0,3.9864174523697793,4.0,4.0
544.5555555555555,-0.012977889440623338,1.9870221105593766,2.0,3.987022110559377,4.0,4.0
545.8333333333334,-0.01236867844202778,1.9876313215579722,2.0,3.987631321557972,4.0,4.0
547.1111111111111,-0.011754873227640118,1.98824512677236,2.0,3.9882451267723598,4.0,4.0
548.3888888888889,-0.01113643214664219,1.9888635678533577,2.0,3.988863567853358,4.0,4.0
549.6666666666666,-0.010513313312197077,1.989486686687803,2.0,3.989486686687803,4.0,4.0
550.9444444444445,-0.009885474610037725,1.9901145253899624,2.0,3.9901145253899624,4.0,4.0
552.2222222222222,-0.009252873707667206,1.9907471262923329,2.0,3.990747126292333,4.0,4.0
553.5,-0.008615468064197242,1.9913845319358028,2.0,3.9913845319358026,4.0,4.0
554.7777777777778,-0.007973214940855964,1.992026785059144,2.0,3.992026785059144,4.0,4.0
556.0555555555555,-0.007326071412193687,1.9926739285878063,2.0,3.992673928587806,4.0,4.0
557.3333333333334,-0.006673994378019111,1.9933260056219808,2.0,3.993326005621981,4.0,4.0
558.6111111111111,-0.006016940576098849,1.9939830594239012,2.0,3.993983059423901,4.0,4.0
559.8888888888889,-0.005354866595652982,1.9946451334043471,2.0,3.994645133404347,4.0,4.0
561.1666666666666,-0.004687728891730647,1.9953122711082694,2.0,3.9953122711082694,4.0,4.0
562.4444444444445,-0.004015483800182182,1.9959845161998178,2.0,3.995984516199818,4.0,4.0
563.7222222222222,-0.003338087554172889,1.9966619124458271,2.0,3.996661912445827,4.0,4.0
565.0,-0.002655496300871391,1.9973445036991286,2.0,3.9973445036991286,4.0,4.0
566.2777777777778,-0.001967666119614857,1.9980323338803851,2.0,3.998032333880385,4.0,4.0
567.5555555555555,-0.0012745530409607,1.9987254469590392,2.0,3.9987254469590394,4.0,4.0
568.8333333333334,-0.0005761130668076326,1.9994238869331924,2.0,3.9994238869331924,4.0,4.0
570.1111111111111,0.00012769780834800596,2.0,2.000127697808348,4.0,4.0,4.000127697808348
571.3888888888889,0.000836923575044503,2.0,2.0008369235750445,4.0,4.0,4.0008369235750445
572.6666666666666,0.0015516081852156914,2.0,2.0015516081852156,4.0,4.0,4.001551608185216
573.9444444444445,0.002271795527346087,2.0,2.002271795527346,4.0,4.0,4.002271795527346
575.2222222222222,0.002997529400301405,2.0,2.0029975294003015,4.0,4.0,4.002997529400301
576.5,0.003728853485807472,2.0,2.0037288534858075,4.0,4.0,4.003728853485807
577.7777777777778,0.004465811319520188,2.0,2.00446581131952,4.0,4.0,4.004465811319521
579.0555555555555,0.005208446260633729,2.0,2.005208446260634,4.0,4.0,4.005208446260633
580.3333333333333,0.005956801459971809,2.0,2.005956801459972,4.0,4.0,4.005956801459972
581.6111111111111,0.006710919826504492,2.0,2.0067109198265043,4.0,4.0,4.006710919826505
582.8888888888889,0.007470843992233563,2.0,2.0074708439922335,4.0,4.0,4.007470843992234
584.1666666666666,0.008236616275387897,2.0,2.0082366162753877,4.0,4.0,4.008236616275388
585.4444444444445,0.009008278641868199,2.0,2.0090082786418684,4.0,4.0,4.009008278641868
586.7222222222222,0.00978587266487967,2.0,2.00978587266488,4.0,4.0,4.00978587266488
588.0,0.010569439482692613,2.0,2.0105694394826927,4.0,4.0,4.010569439482692
589.2777777777778,0.011359019754325083,2.0,2.011359019754325,4.0,4.0,4.011359019754325
590.5555555555555,0.01215465361386353,2.0,2.0121546536138637,4.0,4.0,4.012154653613863
591.8333333333333,0.012956380621440054,2.0,2.01295638062144,4.0,4.0,4.01295638062144
593.1111111111111,0.013764239713476775,2.0,2.0137642397134767,4.0,4.0,4.013764239713477
594.3888888888889,0.01457826914986007,2.0,2.01457826914986,4.0,4.0,4.01457826914986
595.6666666666666,0.01539850645914739,2.0,2.0153985064591473,4.0,4.0,4.015398506459148
596.9444444444445,0.01622498838140508,2.0,2.016224988381405,4.0,4.0,4.016224988381405
598.2222222222222,0.01705775080865267,2.0,2.0170577508086525,4.0,4.0,4.017057750808653
599.5,0.017896828722850037,2.0,2.0178968287228503,4.0,4.0,4.01789682872285
600.7777777777778,0.018742256131361754,2.0,2.018742256131362,4.0,4.0,4.018742256131362
602.0555555555555,0.019594065999836572,2.0,2.0195940659998364,4.0,4.0,4.019594065999836
603.3333333333333,0.02045229018244009,2.0,2.02045229018244,4.0,4.0,4.02045229018244
604.6111111111111,0.021316959349379598,2.0,2.0213169593493796,4.0,4.0,4.021316959349379
605.8888888888889,0.02218810291166388,2.0,2.022188102911664,4.0,4.0,4.022188102911664
607.1666666666666,0.02306574894304256,2.0,2.0230657489430426,4.0,4.0,4.023065748943043
608.4444444444445,0.023949924099072022,2.0,2.023949924099072,4.0,4.0,4.023949924099072
609.7222222222222,0.024840653533398843,2.0,2.0248406535333987,4.0,4.0,4.024840653533399
611.0,0.025737960810373123,2.0,2.025737960810373,4.0,4.0,4.025737960810373
612.2777777777778,0.02664186781618326,2.0,2.026641867816183,4.0,4.0,4.026641867816183
613.5555555555555,0.027552394665141044,2.0,2.027552394665141,4.0,4.0,4.0275523946651415
614.8333333333333,0.028469559604114743,2.0,2.028469559604115,4.0,4.0,4.0284695596041145
616.1111111111111,0.02939337891342461,2.0,2.0293933789134244,4.0,4.0,4.029393378913425
617.3888888888889,0.030323866804697005,2.0,2.030323866804697,4.0,4.0,4.030323866804697
618.6666666666666,0.0312610353156026,2.0,2.0312610353156026,4.0,4.0,4.031261035315603
619.9444444444445,0.03220489420148042,2.0,2.0322048942014805,4.0,4.0,4.03220489420148
621.2222222222222,0.03315545082385882,2.0,2.033155450823859,4.0,4.0,4.033155450823859
622.5,0.03411271003589831,2.0,2.0341127100358984,4.0,4.0,4.034112710035898
623.7777777777778,0.03507667406478833,2.0,2.0350766740647885,4.0,4.0,4.035076674064788
625.0555555555555,0.03604734239114792,2.0,2.036047342391148,4.0,4.0,4.036047342391148
626.3333333333333,0.03702471162549092,2.0,2.0370247116254907,4.0,4.0,4.037024711625491
627.6111111111111,0.03800877538183252,2.0,2.0380087753818326,4.0,4.0,4.038008775381832
628.8888888888889,0.03899952414853072,2.0,2.038999524148531,4.0,4.0,4.03899952414853
630.1666666666666,0.03999694515647375,2.0,2.039996945156474,4.0,4.0,4.0399969451564735
631.4444444444445,0.04100102224474305,2.0,2.041001022244743,4.0,4.0,4.0410010222447434
632.7222222222222,0.04201173572390023,2.0,2.0420117357239,4.0,4.0,4.0420117357239
634.0,0.04302906223706976,2.0,2.04302906223707,4.0,4.0,4.0430290622370695
635.2777777777778,0.04405297461914698,2.0,2.044052974619147,4.0,4.0,4.044052974619147
636.5555555555555,0.045083441753698515,2.0,2.0450834417536985,4.0,4.0,4.0450834417536985
637.8333333333333,0.04612042842918021,2.0,2.0461204284291803,4.0,4.0,4.04612042842918
639.1111111111111,0.047163895193127456,2.0,2.0471638951931275,4.0,4.0,4.047163895193127
640.3888888888889,0.04821379820570787,2.0,2.048213798205708,4.0,4.0,4.048213798205708
641.6666666666666,0.049270089092560136,2.0,2.04927008909256,4.0,4.0,4.04927008909256
642.9444444444445,0.05033271479734388,2.0,2.050332714797344,4.0,4.0,4.050332714797344
644.2222222222222,0.05140161743438863,2.0,2.0514016174343888,4.0,4.0,4.051401617434388
645.5,0.05247673414186635,2.0,2.0524767341418664,4.0,4.0,4.052476734141866
646.7777777777778,0.05355799693594123,2.0,2.0535579969359414,4.0,4.0,4.053557996935941
648.0555555555555,0.054645332566389516,2.0,2.0546453325663894,4.0,4.0,4.054645332566389
649.3333333333333,0.055738662374212926,2.0,2.055738662374213,4.0,4.0,4.055738662374213
650.6111111111111,0.05683790215180626,2.0,2.0568379021518064,4.0,4.0,4.056837902151806
651.8888888888889,0.0579429620062749,2.0,2.057942962006275,4.0,4.0,4.057942962006275
653.1666666666666,0.0590537462265331,2.0,2.059053746226533,4.0,4.0,4.0590537462265335
654.4444444444445,0.06017015315484902,2.0,2.060170153154849,4.0,4.0,4.060170153154849
655.7222222222222,0.06129207506353442,2.0,2.0612920750635344,4.0,4.0,4.061292075063535
657.0,0.06241939803751461,2.0,2.0624193980375147,4.0,4.0,4.062419398037514
658.2777777777778,0.06355200186349443,2.0,2.0635520018634943,4.0,4.0,4.063552001863495
659.5555555555555,0.0646897599268268,2.0,2.064689759926827,4.0,4.0,4.064689759926827
660.8333333333333,0.06583253911601467,2.0,2.065832539116015,4.0,4.0,4.065832539116014
662.1111111111111,0.06698019973708749,2.0,2.0669801997370874,4.0,4.0,4.066980199737087
663.3888888888889,0.0681325954374501,2.0,2.06813259543745,4.0,4.0,4.06813259543745
