time_ms,ground_occupation
0.0,2.0
0.5,1.9856268006376052
1.0,1.9543488265929456
1.5,1.9069009436418138
2.0,1.8442896488987177
2.5,1.767772536023585
3.0,1.6788336466312277
3.5,1.5791551817809966
4.0,1.4705861050443305
4.5,1.355108216405213
5.0,1.2348003134285714
5.5,1.1118010822113438
6.0,0.9882713752855782
6.5,0.866356536749219
7.0,0.7481494265364407
7.5,0.6356547761813711
8.0,0.5307554781434944
8.5,0.4351813703969838
9.0,0.35048102835397177
9.5,0.27799701825873147
10.0,0.218845001054079
10.5,0.17389700459332735
11.0,0.14376910625111516
11.5,0.12881368884106248
12.0,0.12911635168611468
12.5,0.14449747713434435
13.0,0.17451837218685906
13.5,0.21849182659097222
14.0,0.27549685408074387
14.5,0.34439731366991677
15.0,0.42386404417161005
15.5,0.5124000884694916
16.0,0.6083685353966373
16.5,0.7100224671425645
17.0,0.8155364694977407
17.5,0.9230391413818666
18.0,1.0306460292371902
18.5,1.1364924110750643
19.0,1.2387653641414065
19.5,1.3357345690418994
20.0,1.425781331302828
20.5,1.5074253381455256
21.0,1.5793487129848331
21.5,1.6404169819597603
22.0,1.6896966246896197
22.5,1.726468944349484
23.0,1.750240058928115
23.5,1.7607468849690973
24.0,1.7579590559687175
24.5,1.7420767886684279
25.0,1.7135247805026088
25.5,1.6729422892430645
26.0,1.621169610272058
26.5,1.5592312268393393
27.0,1.4883159631288327
27.5,1.4097545180964568
28.0,1.3249947990807327
28.5,1.2355755075027006
29.0,1.1430984540726534
29.5,1.0492000974673708
30.0,0.9555228082442235
30.5,0.8636863587824243
31.0,0.7752601304041273
31.5,0.6917365107948834
32.0,0.6145059288223782
32.5,0.5448339403863575
33.0,0.4838407386858068
33.5,0.43248341603627805
34.0,0.3915412529804053
34.5,0.3616042548568713
35.0,0.3430650972375384
35.5,0.3361145807632364
36.0,0.3407406339841581
36.5,0.35673084092545093
37.0,0.3836784093236105
37.5,0.42099143685451623
38.0,0.4679052771901019
38.5,0.5234977563026445
39.0,0.5867069429275422
39.5,0.6563511362464898
40.0,0.7311506993059176
40.5,0.8097513389667136
41.0,0.8907484126925534
41.5,0.9727118294978624
42.0,1.0542111070316837
42.5,1.1338401490756305
43.0,1.210241317555671
43.5,1.2821283902523644
44.0,1.3483080193637782
44.5,1.4076993364356292
45.0,1.4593513853255364
45.5,1.502458106120346
46.0,1.536370638504569
46.5,1.560606762145274
47.0,1.57485734332476
47.5,1.5789897103924804
48.0,1.5730479346791064
48.5,1.557250047373647
49.0,1.5319822755787924
49.5,1.4977904314303623
50.0,1.4553686359397306
50.5,1.4055456032991696
51.0,1.3492687510579637
51.5,1.2875864361954488
52.0,1.2216286461438823
52.5,1.1525864968106256
53.0,1.0816909062860585
53.5,1.010190822985574
54.0,0.9393313903617557
54.5,0.8703324270541508
55.0,0.8043675915513994
55.5,0.7425445843681956
56.0,0.6858867187376652
56.5,0.6353161633370165
57.0,0.5916391281394122
57.5,0.5555332277358563
58.0,0.5275372160833747
58.5,0.5080432433509392
59.0,0.49729174013502586
59.5,0.495368987612982
60.0,0.5022073850180635
60.5,0.5175883789778353
61.0,0.5411479735648239
61.5,0.5723846961430957
62.0,0.6106698529926836
62.5,0.6552598709368291
63.0,0.7053104874005782
63.5,0.7598925220332431
64.0,0.818008938687738
64.5,0.8786128875314405
65.0,0.9406264036347961
65.5,1.0029594307138776
66.0,1.0645288368586139
66.5,1.1242770930248234
67.0,1.1811902946708885
67.5,1.234315221948058
68.0,1.2827751539846632
68.5,1.3257841776319859
69.0,1.3626597600795791
69.5,1.3928333874493415
70.0,1.4158591072325497
70.5,1.4314198505881452
71.0,1.4393314503857595
71.5,1.439544311743239
72.0,1.4321427329567429
72.5,1.4173419154358589
73.0,1.3954827408366304
73.5,1.3670244313593112
74.0,1.3325352445116045
74.5,1.292681385948033
75.0,1.248214352756983
75.5,1.1999569443213263
76.0,1.1487881982434258
76.5,1.0956275244983031
77.0,1.0414183217419657
77.5,0.9871113654250239
78.0,0.9336482580033955
78.5,0.8819452271448742
79.0,0.8328775485363835
79.5,0.7872648559188179
80.0,0.745857582609915
80.5,0.7093247563891053
81.0,0.6782433436450952
81.5,0.653089309618072
82.0,0.6342305299425357
82.5,0.6219216550908254
83.0,0.6163009943360476
83.5,0.6173894501178204
84.0,0.6250914978325126
84.5,0.6391981707039969
85.0,0.6593919751281117
85.5,0.6852536293048144
86.0,0.7162704876213721
86.5,0.7518464856279998
87.0,0.7913134160013383
87.5,0.8339433250080253
88.0,0.8789618019814475
88.5,0.9255619214593688
89.0,0.9729185890742746
89.5,1.020203038140716
90.0,1.066597224166204
90.5,1.111307869168792
91.0,1.1535799165846716
91.5,1.1927091704903783
92.0,1.228053909576178
92.5,1.2590452864573967
93.0,1.2851963461106064
93.5,1.3061095230350952
94.0,1.3214825046899183
94.5,1.331112378334755
95.0,1.3348980090778044
95.5,1.332840628162346
96.0,1.3250426417582488
96.5,1.3117047012245782
97.0,1.2931211054490381
97.5,1.2696736339480872
98.0,1.2418239354597769
98.5,1.2101046203517667
99.0,1.175109225919151
99.5,1.1374812412337156
100.0,1.0979023923596232
100.5,1.057080399264469
101.0,1.0157364224886345
101.5,0.9745924205165123
102.0,0.9343586378145758
102.5,0.8957214387245442
103.0,0.859331693951098
103.5,0.82579391445113
104.0,0.7956563123616494
104.5,0.7694019504961311
105.0,0.747441121241252
105.5,0.7301050727857821
106.0,0.7176411759325941
106.5,0.7102095987310735
107.0,0.7078815292864507
107.5,0.7106389598300987
108.0,0.718376017947471
108.5,0.7309018042279254
109.0,0.7479446699780918
109.5,0.7691578444598595
110.0,0.7941262987777682
110.5,0.8223747134143511
111.0,0.8533763988190568
111.5,0.8865630036724748
112.0,0.9213348336967285
112.5,0.9570715953337503
113.0,0.9931433733773639
113.5,1.0289216497753322
114.0,1.0637901723077685
114.5,1.0971554866343431
115.0,1.1284569531639612
115.5,1.157176081162913
116.0,1.182845026256769
116.5,1.2050541137277855
117.0,1.2234582684533732
117.5,1.2377822526276367
118.0,1.2478246341845713
118.5,1.253460431704057
119.0,1.2546424051220422
119.5,1.2514009853688086
120.0,1.2438428597087792
120.5,1.2321482526441305
121.0,1.2165669643790664
121.5,1.197413249649596
122.0,1.17505963885982
122.5,1.1499298206177717
123.0,1.122490719657491
123.5,1.093243916536951
124.0,1.0627165652276134
124.5,1.0314519716226545
125.0,0.9999999999999999
125.5,0.9689074755467763
126.0,0.9387087491988452
126.5,0.9099165863380358
127.0,0.8830135334350097
127.5,0.8584439066876648
128.0,0.8366065342869778
128.5,0.8178483693866314
129.0,0.8024590744358867
129.5,0.7906666595628136
130.0,0.782634238495994
130.5,0.7784579454337474
131.0,0.7781660356686296
131.5,0.7817191720140505
132.0,0.7890118785208199
132.5,0.7998751229679111
133.0,0.8140799705038642
133.5,0.8313422329236392
134.0,0.8513280216864112
134.5,0.873660098179051
135.0,0.8979249021404384
135.5,0.9236801287783939
136.0,0.9504627170883376
136.5,0.9777971063329897
137.0,1.0052036146331107
137.5,1.0322067931736945
138.0,1.0583436116265805
138.5,1.0831713349636152
139.0,1.106274958777061
139.5,1.12727407938826
140.0,1.1458290862278644
140.5,1.161646576993651
141.0,1.1744839106889238
141.5,1.1841528295448935
142.0,1.1905220977439508
142.5,1.1935191224830044
143.0,1.193130540933646
143.5,1.189401774752388
144.0,1.1824355716552497
144.5,1.1723895708899068
145.0,1.1594729459217812
145.5,1.1439421930218798
146.0,1.1260961484504417
146.5,1.1062703293445089
147.0,1.0848307040426894
147.5,1.062167006252965
148.0,1.0386857140616326
148.5,1.014802819202939
149.0,0.9909365142077943
149.5,0.9674999250137541
150.0,0.9448940143729827
150.5,0.9235007770047027
151.0,0.9036768410039853
151.5,0.8857475816744672
152.0,0.8700018438651883
152.5,0.856687357255575
153.0,0.8460069160671593
153.5,0.8381153806253683
154.0,0.833117543305737
154.5,0.8310668859434175
155.0,0.8319652400370576
155.5,0.8357633453140944
156.0,0.8423622867173731
156.5,0.8516157748884404
157.0,0.863333221014349
157.5,0.877283543709589
158.0,0.8931996336397124
158.5,0.9107833910515543
159.0,0.929711242422909
159.5,0.9496400352189832
160.0,0.9702132043493605
160.5,0.9910671004299321
161.0,1.0118373684080935
161.5,1.0321652655109022
162.0,1.0517038097956986
162.5,1.070123654758865
163.0,1.087118591397223
163.5,1.102410586695297
164.0,1.1157542765800823
164.5,1.1269408417691191
165.0,1.1358012064427199
165.5,1.1422085120849277
166.0,1.1460798319350718
166.5,1.1473771050377541
167.0,1.1461072826342154
167.5,1.142321693361597
168.0,1.13611464718136
168.5,1.127621310914103
169.0,1.117014900496574
169.5,1.1045032463940445
170.0,1.0903247988119176
170.5,1.0747441482903701
171.0,1.0580471447945528
171.5,1.0405357044163084
172.0,1.0225223971947932
172.5,1.004324912285353
173.0,0.9862604977303088
173.5,0.9686404714136917
174.0,0.9517648974454482
174.5,0.935917518278616
175.0,0.9213610274022053
175.5,0.9083327605848208
176.0,0.8970408755044588
176.5,0.8876610803439943
177.0,0.8803339617325441
177.5,0.8751629514577066
178.0,0.8722129598609021
178.5,0.8715096919634464
179.0,0.8730396503641138
179.5,0.8767508170092698
180.0,0.8825539942702572
180.5,0.8903247745684586
181.0,0.8999060972548485
181.5,0.9111113417526963
182.0,0.9237278972678792
182.5,0.9375211418003021
183.0,0.9522387568704087
183.5,0.9676152994018719
184.0,0.983376948645899
184.5,0.999246343939712
185.0,1.0149474284810156
185.5,1.030210215165462
186.0,1.0447753928432588
186.5,1.0583986950477393
187.0,1.070854958253058
187.5,1.0819418029284749
188.0,1.091482877951774
188.5,1.0993306171853334
189.0,1.105368466051822
189.5,1.1095125456068688
190.0,1.1117127317189128
190.5,1.11195313735146
191.0,1.110251996417223
191.5,1.1066609580546518
192.0,1.1012638102864984
192.5,1.0941746616853134
193.0,1.0855356187298422
193.5,1.0755140048392202
194.0,1.064299174483518
194.5,1.0520989821713544
195.0,1.0391359714087163
195.5,1.0256433528286948
196.0,1.011860843552149
196.5,0.998030441418979
197.0,0.9843922080159679
197.5,0.9711801334300207
198.0,0.9586181534067848
198.5,0.9469163861475622
199.0,0.9362676514053705
199.5,0.9268443289360189
200.0,0.9187956068311187
200.5,0.9122451629305002
201.0,0.9072893145178118
201.5,0.903995662991037
202.0,0.9024022513226566
202.5,0.9025172430401434
203.0,0.9043191223260144
203.5,0.9077574058165351
204.0,0.9127538479242561
204.5,0.9192041131704578
205.0,0.9269798812289242
205.5,0.9359313432807892
206.0,0.9458900419766139
206.5,0.9566720018964766
207.0,0.9680810929749768
207.5,0.979912565981081
208.0,0.9919566968592367
208.5,1.0040024755750951
209.0,1.0158412750739836
209.5,1.0272704370405548
210.0,1.0380967133124244
210.5,1.0481395049992264
211.0,1.0572338455240688
211.5,1.0652330788538082
212.0,1.0720111900201847
212.5,1.0774647515457392
213.0,1.0815144564560228
213.5,1.084106216054129
214.0,1.0852118084204418
214.5,1.0848290715414204
215.0,1.0829816429270092
215.5,1.0797182554088958
216.0,1.0751116063871147
216.5,1.0692568249821501
217.0,1.0622695682336425
217.5,1.05428378355506
218.0,1.045449180008209
218.5,1.0359284555176802
219.0,1.0258943308334083
219.5,1.0155264438156284
220.0,1.0050081594231395
220.5,0.9945233516127245
221.0,0.9842532132016691
221.5,0.9743731486204299
222.0,0.9650498024193289
222.5,0.9564382734379814
223.0,0.9486795607605067
223.5,0.9418982830384042
224.0,0.936200707553568
224.5,0.9316731196142041
225.0,0.928380556632881
225.5,0.9263659246421496
226.0,0.9256495081772034
226.5,0.9262288775178305
227.0,0.9280791903548419
227.5,0.9311538781490697
228.0,0.9353857009001652
228.5,0.9406881478484073
229.0,0.9469571558987636
229.5,0.9540731123765365
230.0,0.9619031041815072
230.5,0.9703033715738799
231.0,0.9791219217588482
231.5,0.9882012551816112
232.0,0.9973811560308755
232.5,1.0065014978912417
233.0,1.0154050157831895
233.5,1.0239399969687388
234.0,1.0319628448519336
234.5,1.0393404730229587
235.0,1.0459524899271555
235.5,1.0516931387177622
236.0,1.0564729614959787
236.5,1.0602201622669503
237.0,1.0628816484512653
237.5,1.0644237365887406
238.0,1.0648325138509034
238.5,1.0641138530350902
239.0,1.0622930847406584
239.5,1.0594143363224278
240.0,1.055539552877538
240.5,1.0507472208540938
241.0,1.045130819784651
241.5,1.038797032064459
242.0,1.0318637445426124
242.5,1.0244578789137075
243.0,1.0167130904397317
243.5,1.008767376360385
244.0,1.0007606364413895
244.5,0.9928322284540907
245.0,0.9851185609783596
245.5,0.9777507647899781
246.0,0.9708524822612021
246.5,0.964537811708864
247.0,0.9589094405188792
247.5,0.954056997220192
248.0,0.950055648544628
248.5,0.9469649629688782
249.0,0.944828057374279
249.5,0.9436710383668874
250.0,0.9435027445655374
250.5,0.944314790881325
251.0,0.9460819105703987
251.5,0.9487625857333133
252.0,0.9522999520454967
252.5,0.9566229589167101
253.0,0.9616477620687678
253.5,0.9672793217587262
254.0,0.9734131766194019
254.5,0.9799373603908783
255.0,0.986734426716134
255.5,0.9936835457004559
256.0,1.0006626351063856
256.5,1.007550488880426
257.0,1.014228866180287
257.5,1.0205845051764078
258.0,1.026511027612549
258.5,1.031910702390825
259.0,1.0366960392506153
259.5,1.0407911868838804
260.0,1.044133113509355
260.5,1.0466725519466655
261.0,1.048374695515009
261.5,1.0492196355525538
262.0,1.0492025359324864
262.5,1.0483335445591682
263.0,1.046637446383015
263.5,1.04415306689721
264.0,1.0409324392980717
264.5,1.0370397524331103
265.0,1.0325501002614148
265.5,1.0275480567515605
266.0,1.0221261028918684
266.5,1.0163829347441018
267.0,1.0104216832011284
267.5,1.0043480772878046
268.0,0.9982685834581343
268.5,0.9922885533866265
