angle_deg,p_ab,p_bc,p_ac,wigner,w_limit
0,0.005,0.005,0.005,0.005,-0.125
0.5,0.00503731468668415,0.00503731468668415,0.00514924738032155,0.00492538199304675,-0.125
1,0.00514924738032155,0.00514924738032155,0.00559680768634306,0.00470168707430004,-0.125
1.5,0.0053357639851294,0.00533576398512941,0.00634213563477304,0.00432939233548577,-0.125
2,0.00559680768634306,0.00559680768634306,0.00738432315831528,0.00380929221437085,-0.125
2.5,0.00593229896752235,0.00593229896752235,0.00872210051200903,0.00314249742303567,-0.125
3,0.00634213563477304,0.00634213563477304,0.0103538378202176,0.00233043344932845,-0.125
3.5,0.00682619284787611,0.00682619284787611,0.0122775470623809,0.00137483863337134,-0.125
4,0.00738432315831528,0.00738432315831528,0.0144908844951119,0.000277761821518667,-0.125
4.5,0.00801635655419126,0.00801635655419126,0.0169911535076874,-0.000958440399304858,-0.125
5,0.00872210051200903,0.00872210051200903,0.0197753079074525,-0.00233110688343439,-0.125
5.5,0.00950134005532234,0.00950134005532234,0.0228399556311371,-0.00383727552049242,-0.125
6,0.0103538378202176,0.0103538378202176,0.0261813628775628,-0.00547368723712754,-0.125
6.5,0.0112793341276174,0.0112793341276174,0.0297954586567041,-0.00723679040146935,-0.125
7,0.0122775470623809,0.0122775470623809,0.0336778397495629,-0.00912274562480117,-0.125
7.5,0.0133481725591783,0.0133481725591783,0.0378237760728125,-0.011127430954456,-0.125
8,0.0144908844951119,0.0144908844951119,0.0422282164416756,-0.0132464474514519,-0.125
8.5,0.0157053347890563,0.0157053347890563,0.0468857947240148,-0.0154751251459022,-0.125
9,0.0169911535076874,0.0169911535076874,0.0517908363781379,-0.0178085293627631,-0.125
9.5,0.0183479489781674,0.0183479489781674,0.0569373653663531,-0.0202414674100184,-0.125
10,0.0197753079074525,0.0197753079074525,0.0623191114358504,-0.0227684956209455,-0.125
10.5,0.0212727955081856,0.0212727955081856,0.0679295177580384,-0.0253839267416673,-0.125
11,0.0228399556311371,0.0228399556311371,0.0737617489170305,-0.0280818376547563,-0.125
11.5,0.0244763109041521,0.0244763109041521,0.0798086992375457,-0.0308560774292414,-0.125
12,0.0261813628775628,0.0261813628775628,0.0860630014420798,-0.0337002756869542,-0.125
12.5,0.0279545921760208,0.0279545921760208,0.0925170356267979,-0.0366078512747564,-0.125
13,0.0297954586567041,0.0297954586567041,0.0991629385452138,-0.0395720212318055,-0.125
13.5,0.0317034015738499,0.0317034015738499,0.105992613188344,-0.0425858100406444,-0.125
14,0.0336778397495629,0.0336778397495629,0.112997738649667,-0.0456420591505412,-0.125
14.5,0.035718171750848,0.035718171750848,0.120169780262865,-0.0487334367611687,-0.125
15,0.0378237760728125,0.0378237760728125,0.1275,-0.0518524478543749,-0.125
15.5,0.0399940113279825,0.0399940113279825,0.134979467117457,-0.0549914444614918,-0.125
16,0.0422282164416756,0.0422282164416757,0.142599069036676,-0.0581426361533248,-0.125
16.5,0.0445257108533711,0.0445257108533711,0.150349522446429,-0.0612981007396868,-0.125
17,0.0468857947240148,0.0468857947240148,0.158221384613102,-0.064449795165072,-0.125
17.5,0.049307749149197,0.049307749149197,0.166205064885211,-0.0675895665868172,-0.125
18,0.0517908363781379,0.0517908363781379,0.174290836378138,-0.0707091636218621,-0.125
18.5,0.0543343000384133,0.0543343000384133,0.182468847824835,-0.0738002477480087,-0.125
19,0.0569373653663531,0.0569373653663532,0.190729135578081,-0.0768544048453752,-0.125
19.5,0.0595992394430421,0.0595992394430421,0.199061635749649,-0.0798631568635647,-0.125
20,0.0623191114358504,0.0623191114358504,0.207456196471602,-0.0828179735999013,-0.125
20.5,0.0650961528454209,0.0650961528454209,0.215902590264784,-0.0857102845739423,-0.125
21,0.0679295177580384,0.0679295177580384,0.224390526499425,-0.0885314909833481,-0.125
21.5,0.0708183431033032,0.0708183431033032,0.232909663932689,-0.0912729777260829,-0.125
22,0.0737617489170305,0.0737617489170305,0.241449623307887,-0.0939261254738263,-0.125
22.5,0.0767588386092959,0.0767588386092958,0.25,-0.0964823227814083,-0.125
23,0.0798086992375457,0.0798086992375457,0.258550376692113,-0.0989329782170214,-0.125
23.5,0.0829104017846879,0.0829104017846879,0.267090336067311,-0.101269532497935,-0.125
24,0.0860630014420798,0.0860630014420797,0.275609473500575,-0.103483470616416,-0.125
24.5,0.0892655378973257,0.0892655378973257,0.284097409735216,-0.105566333940565,-0.125
25,0.0925170356267979,0.0925170356267979,0.292543803528398,-0.107509732274802,-0.125
25.5,0.0958165041927899,0.0958165041927899,0.300938364250351,-0.109305355864771,-0.125
26,0.0991629385452138,0.0991629385452138,0.309270864421919,-0.110944987331491,-0.125
26.5,0.102555319327748,0.102555319327748,0.317531152175165,-0.112420513519668,-0.125
27,0.105992613188344,0.105992613188344,0.325709163621862,-0.113723937245174,-0.125
27.5,0.109473773093994,0.109473773093994,0.333794935114789,-0.114847388926801,-0.125
28,0.112997738649667,0.112997738649667,0.341778615386899,-0.115783138087564,-0.125
28.5,0.116563436421318,0.116563436421318,0.349650477553571,-0.116523604710934,-0.125
29,0.120169780262865,0.120169780262865,0.357400930963324,-0.117061370437594,-0.125
29.5,0.123815671647037,0.123815671647037,0.365020532882543,-0.11738918958847,-0.125
30,0.1275,0.1275,0.3725,-0.1175,-0.125
30.5,0.131221643039647,0.131221643039648,0.379830219737135,-0.11738693365784,-0.125
31,0.134979467117457,0.134979467117457,0.387002261350333,-0.117043327115419,-0.125
31.5,0.138772327563811,0.138772327563811,0.394007386811656,-0.116462731684034,-0.125
32,0.142599069036676,0.142599069036676,0.400837061454786,-0.115638923381434,-0.125
32.5,0.146458525873529,0.146458525873529,0.407482964373202,-0.114565912626145,-0.125
33,0.150349522446429,0.150349522446429,0.41393699855792,-0.113237953665062,-0.125
33.5,0.154270873520128,0.154270873520128,0.420191300762454,-0.111649553722199,-0.125
34,0.158221384613102,0.158221384613102,0.42623825108297,-0.109795481856766,-0.125
34.5,0.162199852361401,0.162199852361401,0.432070482241962,-0.107670777519159,-0.125
35,0.166205064885211,0.166205064885211,0.43768088856415,-0.105270758793727,-0.125
35.5,0.170235802157997,0.170235802157997,0.443062634633647,-0.102591030317654,-0.125
36,0.174290836378138,0.174290836378138,0.448209163621862,-0.0996274908655864,-0.125
36.5,0.17836893234293,0.178368932342929,0.453114205275985,-0.0963763405901263,-0.125
37,0.182468847824835,0.182468847824835,0.457771783558325,-0.0928340879086539,-0.125
37.5,0.186589333949882,0.186589333949882,0.462176223927188,-0.0889975560274227,-0.125
38,0.190729135578081,0.190729135578081,0.466322160250437,-0.0848638890942743,-0.125
38.5,0.194886991685753,0.194886991685753,0.470204541343296,-0.0804305579717897,-0.125
39,0.199061635749649,0.199061635749649,0.473818637122437,-0.0756953656231394,-0.125
39.5,0.203251796132747,0.203251796132747,0.477160044368863,-0.0706564521033699,-0.125
40,0.207456196471602,0.207456196471602,0.480224692092548,-0.0653122991493435,-0.125
40.5,0.211673556065143,0.211673556065143,0.483008846492313,-0.0596617343620258,-0.125
41,0.215902590264784,0.215902590264784,0.485509115504888,-0.0537039349753203,-0.125
41.5,0.220142010865739,0.220142010865739,0.487722452937619,-0.0474384312061414,-0.125
42,0.224390526499425,0.224390526499425,0.489646162179782,-0.0408651091809326,-0.125
42.5,0.228646843026824,0.228646843026824,0.491277899487991,-0.0339842134343434,-0.125
43,0.232909663932689,0.232909663932689,0.492615676841685,-0.0267963489763061,-0.125
43.5,0.237177690720479,0.237177690720479,0.493657864365227,-0.0193024829242694,-0.125
44,0.241449623307887,0.241449623307887,0.494403192313657,-0.0115039456978824,-0.125
44.5,0.245724160422866,0.245724160422866,0.494850752619679,-0.00340243177394722,-0.125
45,0.25,0.25,0.495,0.005,-0.125
45.5,0.254275839577135,0.254275839577135,0.494850752619679,0.0137009265345905,-0.125
46,0.258550376692113,0.258550376692113,0.494403192313657,0.0226975610705685,-0.125
46.5,0.262822309279521,0.262822309279521,0.493657864365227,0.0319867541938155,-0.125
47,0.267090336067311,0.267090336067311,0.492615676841685,0.0415649952929366,-0.125
47.5,0.271353156973176,0.271353156973176,0.491277899487991,0.0514284144583617,-0.125
48,0.275609473500575,0.275609473500575,0.489646162179782,0.0615727848213679,-0.125
48.5,0.279857989134261,0.279857989134261,0.487722452937619,0.0719935253309031,-0.125
49,0.284097409735216,0.284097409735216,0.485509115504888,0.0826857039655439,-0.125
49.5,0.288326443934857,0.288326443934857,0.483008846492313,0.0936440413774005,-0.125
50,0.292543803528398,0.292543803528398,0.480224692092548,0.104862914964248,-0.125
50.5,0.296748203867254,0.296748203867254,0.477160044368863,0.116336363365644,-0.125
51,0.300938364250351,0.300938364250351,0.473818637122437,0.128058091378265,-0.125
51.5,0.305113008314247,0.305113008314247,0.470204541343296,0.140021475285198,-0.125
52,0.309270864421919,0.309270864421919,0.466322160250437,0.1522195685934,-0.125
52.5,0.313410666050118,0.313410666050118,0.462176223927188,0.164645108173048,-0.125
53,0.317531152175165,0.317531152175165,0.457771783558325,0.177290520792005,-0.125
53.5,0.321631067657071,0.321631067657071,0.453114205275985,0.190147930038156,-0.125
54,0.325709163621862,0.325709163621862,0.448209163621862,0.203209163621862,-0.125
54.5,0.329764197842003,0.329764197842004,0.443062634633647,0.21646576105036,-0.125
55,0.333794935114789,0.333794935114789,0.43768088856415,0.229908981665428,-0.125
55.5,0.337800147638599,0.337800147638599,0.432070482241962,0.243529813035236,-0.125
56,0.341778615386899,0.341778615386899,0.42623825108297,0.257318979690828,-0.125
56.5,0.345729126479872,0.345729126479872,0.420191300762454,0.27126695219729,-0.125
57,0.349650477553571,0.349650477553571,0.41393699855792,0.285363956549222,-0.125
57.5,0.353541474126471,0.353541474126471,0.407482964373202,0.299599983879741,-0.125
58,0.357400930963324,0.357400930963324,0.400837061454786,0.313964800471862,-0.125
58.5,0.361227672436189,0.361227672436189,0.394007386811656,0.328447958060722,-0.125
