n,field_v_per_cm,branch,spin_projection,magnetic_label,shift_khz
20,0.2713383458646617,lower_mf2,-0.5,2,-2505.609452830153
20,0.27334085213032583,lower_mf2,-0.5,2,-2505.671239281912
20,0.27534335839599,lower_mf2,-0.5,2,-2505.732228089588
20,0.2773458646616542,lower_mf2,-0.5,2,-2505.7924458416187
20,0.27934837092731835,lower_mf2,-0.5,2,-2505.851918188358
20,0.28135087719298246,lower_mf2,-0.5,2,-2505.910669881617
20,0.28335338345864663,lower_mf2,-0.5,2,-2505.9687248119517
20,0.2853558897243108,lower_mf2,-0.5,2,-2506.026106044183
20,0.287358395989975,lower_mf2,-0.5,2,-2506.0828358519116
20,0.28936090225563915,lower_mf2,-0.5,2,-2506.138935749016
20,0.29136340852130327,lower_mf2,-0.5,2,-2506.1944265211273
20,0.29336591478696744,lower_mf2,-0.5,2,-2506.249328254652
20,0.2953684210526316,lower_mf2,-0.5,2,-2506.3036603646415
20,0.2973709273182958,lower_mf2,-0.5,2,-2506.357441621939
20,0.29937343358395996,lower_mf2,-0.5,2,-2506.410690178186
20,0.3013759398496241,lower_mf2,-0.5,2,-2506.4634235903177
20,0.30337844611528825,lower_mf2,-0.5,2,-2506.5156588437803
20,0.3053809523809524,lower_mf2,-0.5,2,-2506.5674123744056
20,0.3073834586466166,lower_mf2,-0.5,2,-2506.6187000900177
20,0.30938596491228076,lower_mf2,-0.5,2,-2506.669537390341
20,0.3113884711779449,lower_mf2,-0.5,2,-2506.7199391861923
20,0.31339097744360905,lower_mf2,-0.5,2,-2506.7699199184954
20,0.3153934837092732,lower_mf2,-0.5,2,-2506.81949357512
20,0.3173959899749374,lower_mf2,-0.5,2,-2506.868673708642
20,0.3193984962406015,lower_mf2,-0.5,2,-2506.917473451872
20,0.3214010025062657,lower_mf2,-0.5,2,-2506.9659055334414
20,0.32340350877192986,lower_mf2,-0.5,2,-2507.013982292972
20,0.32540601503759403,lower_mf2,-0.5,2,-2507.0617156946364
20,0.3274085213032582,lower_mf2,-0.5,2,-2507.1091173414916
20,0.3294110275689223,lower_mf2,-0.5,2,-2507.1561984877585
20,0.3314135338345865,lower_mf2,-0.5,2,-2507.2029700518165
20,0.33341604010025067,lower_mf2,-0.5,2,-2507.249442627825
20,0.33541854636591484,lower_mf2,-0.5,2,-2507.2956264972267
20,0.337421052631579,lower_mf2,-0.5,2,-2507.341531640254
20,0.3394235588972431,lower_mf2,-0.5,2,-2507.387167745492
20,0.3414260651629073,lower_mf2,-0.5,2,-2507.4325442209097
20,0.34342857142857147,lower_mf2,-0.5,2,-2507.4776702032123
20,0.34543107769423564,lower_mf2,-0.5,2,-2507.5225545667568
20,0.3474335839598998,lower_mf2,-0.5,2,-2507.5672059334443
20,0.34943609022556393,lower_mf2,-0.5,2,-2507.61163268041
20,0.3514385964912281,lower_mf2,-0.5,2,-2507.655842948814
20,0.3534411027568923,lower_mf2,-0.5,2,-2507.699844651321
20,0.35544360902255645,lower_mf2,-0.5,2,-2507.7436454803596
20,0.35744611528822057,lower_mf2,-0.5,2,-2507.78725291485
20,0.35944862155388474,lower_mf2,-0.5,2,-2507.8306742276623
20,0.3614511278195489,lower_mf2,-0.5,2,-2507.8739164922586
20,0.3634536340852131,lower_mf2,-0.5,2,-2507.916986588863
20,0.36545614035087726,lower_mf2,-0.5,2,-2507.9598912114047
20,0.3674586466165414,lower_mf2,-0.5,2,-2508.002636872943
20,0.36946115288220555,lower_mf2,-0.5,2,-2508.0452299119843
20,0.3714636591478697,lower_mf2,-0.5,2,-2508.0876764976097
20,0.3734661654135339,lower_mf2,-0.5,2,-2508.1299826352856
20,0.37546867167919806,lower_mf2,-0.5,2,-2508.1721541716306
20,0.3774711779448622,lower_mf2,-0.5,2,-2508.214196799694
20,0.37947368421052635,lower_mf2,-0.5,2,-2508.2561160638697
20,0.3814761904761905,lower_mf2,-0.5,2,-2508.297917364129
20,0.3834786967418547,lower_mf2,-0.5,2,-2508.3396059607617
20,0.38548120300751887,lower_mf2,-0.5,2,-2508.381186978963
20,0.387483709273183,lower_mf2,-0.5,2,-2508.4226654121403
20,0.38948621553884716,lower_mf2,-0.5,2,-2508.464046126894
20,0.39148872180451133,lower_mf2,-0.5,2,-2508.5053338663247
20,0.3934912280701755,lower_mf2,-0.5,2,-2508.546533253963
20,0.3954937343358396,lower_mf2,-0.5,2,-2508.587648797173
20,0.3974962406015038,lower_mf2,-0.5,2,-2508.628684890694
20,0.39949874686716796,lower_mf2,-0.5,2,-2508.6696458202787
20,0.40150125313283214,lower_mf2,-0.5,2,-2508.7105357655837
20,0.4035037593984963,lower_mf2,-0.5,2,-2508.7513588033285
20,0.4055062656641604,lower_mf2,-0.5,2,-2508.7921189105728
20,0.4075087719298246,lower_mf2,-0.5,2,-2508.832819967401
20,0.40951127819548877,lower_mf2,-0.5,2,-2508.873465759661
20,0.41151378446115294,lower_mf2,-0.5,2,-2508.914059982186
20,0.4135162907268171,lower_mf2,-0.5,2,-2508.9546062405193
20,0.41551879699248123,lower_mf2,-0.5,2,-2508.9951080545547
20,0.4175213032581454,lower_mf2,-0.5,2,-2509.0355688600225
20,0.4195238095238096,lower_mf2,-0.5,2,-2509.0759920115916
20,0.42152631578947375,lower_mf2,-0.5,2,-2509.1163807846565
20,0.42352882205513787,lower_mf2,-0.5,2,-2509.1567383779593
20,0.42553132832080204,lower_mf2,-0.5,2,-2509.197067915381
20,0.4275338345864662,lower_mf2,-0.5,2,-2509.2373724483205
20,0.4295363408521304,lower_mf2,-0.5,2,-2509.277654957428
20,0.43153884711779456,lower_mf2,-0.5,2,-2509.3179183549855
20,0.43354135338345867,lower_mf2,-0.5,2,-2509.358165486102
20,0.43554385964912284,lower_mf2,-0.5,2,-2509.3983991313344
20,0.437546365914787,lower_mf2,-0.5,2,-2509.4386220079396
20,0.4395488721804512,lower_mf2,-0.5,2,-2509.47883677178
20,0.44155137844611536,lower_mf2,-0.5,2,-2509.5190460187587
20,0.4435538847117795,lower_mf2,-0.5,2,-2509.5592522867214
20,0.44555639097744365,lower_mf2,-0.5,2,-2509.5994580568304
20,0.4475588972431078,lower_mf2,-0.5,2,-2509.6396657552336
20,0.449561403508772,lower_mf2,-0.5,2,-2509.6798777543754
20,0.45156390977443617,lower_mf2,-0.5,2,-2509.7200963744244
20,0.4535664160401003,lower_mf2,-0.5,2,-2509.760323884531
20,0.45556892230576446,lower_mf2,-0.5,2,-2509.80056250461
20,0.45757142857142863,lower_mf2,-0.5,2,-2509.8408144062973
20,0.4595739348370928,lower_mf2,-0.5,2,-2509.8810817137824
20,0.4615764411027569,lower_mf2,-0.5,2,-2509.921366506255
20,0.4635789473684211,lower_mf2,-0.5,2,-2509.961670817544
20,0.46558145363408526,lower_mf2,-0.5,2,-2510.0019966385057
20,0.46758395989974944,lower_mf2,-0.5,2,-2510.0423459174353
20,0.4695864661654136,lower_mf2,-0.5,2,-2510.0827205614437
20,0.4715889724310777,lower_mf2,-0.5,2,-2510.1231224371704
20,0.4735914786967419,lower_mf2,-0.5,2,-2510.163553372569
20,0.47559398496240607,lower_mf2,-0.5,2,-2510.204015156972
20,0.47759649122807024,lower_mf2,-0.5,2,-2510.2445095421604
20,0.4795989974937344,lower_mf2,-0.5,2,-2510.28503824421
20,0.48160150375939853,lower_mf2,-0.5,2,-2510.325602943377
20,0.4836040100250627,lower_mf2,-0.5,2,-2510.366205285167
20,0.4856065162907269,lower_mf2,-0.5,2,-2510.406846882063
20,0.48760902255639105,lower_mf2,-0.5,2,-2510.447529312755
20,0.4896115288220552,lower_mf2,-0.5,2,-2510.48825412434
20,0.49161403508771934,lower_mf2,-0.5,2,-2510.529022832685
20,0.4936165413533835,lower_mf2,-0.5,2,-2510.569836922659
20,0.4956190476190477,lower_mf2,-0.5,2,-2510.610697849749
20,0.49762155388471185,lower_mf2,-0.5,2,-2510.6516070402345
20,0.49962406015037597,lower_mf2,-0.5,2,-2510.6925658916653
20,0.5016265664160402,lower_mf2,-0.5,2,-2510.7335757742926
20,0.5036290726817043,lower_mf2,-0.5,2,-2510.77463803089
20,0.5056315789473684,lower_mf2,-0.5,2,-2510.815753977885
20,0.5076340852130327,lower_mf2,-0.5,2,-2510.8569249064344
20,0.5096365914786968,lower_mf2,-0.5,2,-2510.898152081706
20,0.511639097744361,lower_mf2,-0.5,2,-2510.93943674443
20,0.5136416040100251,lower_mf2,-0.5,2,-2510.9807801117336
20,0.5156441102756892,lower_mf2,-0.5,2,-2511.0221833767223
20,0.5176466165413535,lower_mf2,-0.5,2,-2511.063647709853
20,0.5196491228070176,lower_mf2,-0.5,2,-2511.105174258992
20,0.5216516290726818,lower_mf2,-0.5,2,-2511.146764149951
20,0.5236541353383459,lower_mf2,-0.5,2,-2511.188418487742
20,0.52565664160401,lower_mf2,-0.5,2,-2511.230138355738
20,0.5276591478696743,lower_mf2,-0.5,2,-2511.2719248173457
20,0.5296616541353384,lower_mf2,-0.5,2,-2511.313778915586
20,0.5316641604010026,lower_mf2,-0.5,2,-2511.35570167423
20,0.5336666666666667,lower_mf2,-0.5,2,-2511.397694097913
20,0.5356691729323309,lower_mf2,-0.5,2,-2511.439757172496
20,0.5376716791979951,lower_mf2,-0.5,2,-2511.481891865719
20,0.5396741854636592,lower_mf2,-0.5,2,-2511.5240991270252
20,0.5416766917293234,lower_mf2,-0.5,2,-2511.56637988893
20,0.5436791979949875,lower_mf2,-0.5,2,-2511.6087350668404
20,0.5456817042606517,lower_mf2,-0.5,2,-2511.6511655590584
20,0.5476842105263159,lower_mf2,-0.5,2,-2511.6936722476144
20,0.54968671679198,lower_mf2,-0.5,2,-2511.7362559989792
20,0.5516892230576441,lower_mf2,-0.5,2,-2511.7789176636534
20,0.5536917293233083,lower_mf2,-0.5,2,-2511.821658076637
20,0.5556942355889725,lower_mf2,-0.5,2,-2511.8644780584486
20,0.5576967418546367,lower_mf2,-0.5,2,-2511.9073784144657
20,0.5596992481203008,lower_mf2,-0.5,2,-2511.950359936357
20,0.5617017543859649,lower_mf2,-0.5,2,-2511.9934234007715
20,0.5637042606516292,lower_mf2,-0.5,2,-2512.0365695716023
20,0.5657067669172933,lower_mf2,-0.5,2,-2512.079799198675
20,0.5677092731829575,lower_mf2,-0.5,2,-2512.1231130191213
20,0.5697117794486216,lower_mf2,-0.5,2,-2512.166511756541
20,0.5717142857142857,lower_mf2,-0.5,2,-2512.209996122673
20,0.57371679197995,lower_mf2,-0.5,2,-2512.253566816263
20,0.5757192982456141,lower_mf2,-0.5,2,-2512.2972245243145
20,0.5777218045112783,lower_mf2,-0.5,2,-2512.3409699219687
20,0.5797243107769424,lower_mf2,-0.5,2,-2512.384803672446
20,0.5817268170426065,lower_mf2,-0.5,2,-2512.4287264282398
20,0.5837293233082708,lower_mf2,-0.5,2,-2512.472738829801
20,0.5857318295739349,lower_mf2,-0.5,2,-2512.5168415075086
20,0.5877343358395991,lower_mf2,-0.5,2,-2512.5610350804754
20,0.5897368421052632,lower_mf2,-0.5,2,-2512.605320157802
20,0.5917393483709273,lower_mf2,-0.5,2,-2512.649697337979
20,0.5937418546365916,lower_mf2,-0.5,2,-2512.694167209721
20,0.5957443609022557,lower_mf2,-0.5,2,-2512.7387303515507
20,0.5977468671679199,lower_mf2,-0.5,2,-2512.783387332692
20,0.599749373433584,lower_mf2,-0.5,2,-2512.8281387128927
20,0.6017518796992481,lower_mf2,-0.5,2,-2512.872985042125
20,0.6037543859649124,lower_mf2,-0.5,2,-2512.917926862016
20,0.6057568922305765,lower_mf2,-0.5,2,-2512.9629647045367
20,0.6077593984962407,lower_mf2,-0.5,2,-2513.0080990938513
20,0.6097619047619048,lower_mf2,-0.5,2,-2513.0533305442873
20,0.611764411027569,lower_mf2,-0.5,2,-2513.0986595632003
20,0.6137669172932332,lower_mf2,-0.5,2,-2513.144086648825
20,0.6157694235588973,lower_mf2,-0.5,2,-2513.189612291171
20,0.6177719298245615,lower_mf2,-0.5,2,-2513.235236973037
20,0.6197744360902256,lower_mf2,-0.5,2,-2513.280961168994
20,0.6217769423558898,lower_mf2,-0.5,2,-2513.326785346045
20,0.623779448621554,lower_mf2,-0.5,2,-2513.3727099640396
20,0.6257819548872181,lower_mf2,-0.5,2,-2513.4187354749
20,0.6277844611528822,lower_mf2,-0.5,2,-2513.4648623240523
20,0.6297869674185465,lower_mf2,-0.5,2,-2513.511090949293
20,0.6317894736842106,lower_mf2,-0.5,2,-2513.5574217818007
20,0.6337919799498748,lower_mf2,-0.5,2,-2513.6038552463783
20,0.6357944862155389,lower_mf2,-0.5,2,-2513.6503917597815
20,0.637796992481203,lower_mf2,-0.5,2,-2513.6970317338787
20,0.6397994987468673,lower_mf2,-0.5,2,-2513.7437755733854
20,0.6418020050125314,lower_mf2,-0.5,2,-2513.7906236765793
20,0.6438045112781956,lower_mf2,-0.5,2,-2513.8375764358984
20,0.6458070175438597,lower_mf2,-0.5,2,-2513.8846342371025
20,0.6478095238095238,lower_mf2,-0.5,2,-2513.931797461246
20,0.6498120300751881,lower_mf2,-0.5,2,-2513.9790664821076
20,0.6518145363408522,lower_mf2,-0.5,2,-2514.02644166876
20,0.6538170426065164,lower_mf2,-0.5,2,-2514.073923384077
20,0.6558195488721805,lower_mf2,-0.5,2,-2514.121511985924
20,0.6578220551378446,lower_mf2,-0.5,2,-2514.1692078262076
20,0.6598245614035089,lower_mf2,-0.5,2,-2514.217011251826
20,0.661827067669173,lower_mf2,-0.5,2,-2514.2649226042554
20,0.6638295739348372,lower_mf2,-0.5,2,-2514.312942219962
20,0.6658320802005013,lower_mf2,-0.5,2,-2514.361070430529
20,0.6678345864661654,lower_mf2,-0.5,2,-2514.4093075625283
20,0.6698370927318297,lower_mf2,-0.5,2,-2514.4576539372893
20,0.6718395989974938,lower_mf2,-0.5,2,-2514.506109871729
20,0.673842105263158,lower_mf2,-0.5,2,-2514.5546756778194
20,0.6758446115288221,lower_mf2,-0.5,2,-2514.6033516634775
20,0.6778471177944863,lower_mf2,-0.5,2,-2514.652138131555
20,0.6798496240601505,lower_mf2,-0.5,2,-2514.7010353802534
20,0.6818521303258146,lower_mf2,-0.5,2,-2514.750043704437
20,0.6838546365914788,lower_mf2,-0.5,2,-2514.799163393426
20,0.6858571428571429,lower_mf2,-0.5,2,-2514.848394733205
20,0.6878596491228071,lower_mf2,-0.5,2,-2514.8977380052856
20,0.6898621553884713,lower_mf2,-0.5,2,-2514.947193486651
20,0.6918646616541354,lower_mf2,-0.5,2,-2514.996761451602
20,0.6938671679197996,lower_mf2,-0.5,2,-2515.046442169074
20,0.6958696741854637,lower_mf2,-0.5,2,-2515.0962359047853
20,0.6978721804511279,lower_mf2,-0.5,2,-2515.146142920817
20,0.6998746867167921,lower_mf2,-0.5,2,-2515.1961634751983
20,0.7018771929824562,lower_mf2,-0.5,2,-2515.2462978223803
20,0.7038796992481203,lower_mf2,-0.5,2,-2515.2965462132397
20,0.7058822055137846,lower_mf2,-0.5,2,-2515.3469088951956
20,0.7078847117794487,lower_mf2,-0.5,2,-2515.3973861117915
20,0.7098872180451129,lower_mf2,-0.5,2,-2515.4479781037126
20,0.711889724310777,lower_mf2,-0.5,2,-2515.4986851076474
20,0.7138922305764411,lower_mf2,-0.5,2,-2515.5495073579027
20,0.7158947368421054,lower_mf2,-0.5,2,-2515.600445084016
20,0.7178972431077695,lower_mf2,-0.5,2,-2515.651498514153
20,0.7198997493734337,lower_mf2,-0.5,2,-2515.7026678719512
20,0.7219022556390978,lower_mf2,-0.5,2,-2515.753953378484
20,0.7239047619047619,lower_mf2,-0.5,2,-2515.8053552515466
20,0.7259072681704262,lower_mf2,-0.5,2,-2515.856873706252
20,0.7279097744360903,lower_mf2,-0.5,2,-2515.9085089549126
20,0.7299122807017545,lower_mf2,-0.5,2,-2515.9602612060844
20,0.7319147869674186,lower_mf2,-0.5,2,-2516.0121306664164
20,0.7339172932330827,lower_mf2,-0.5,2,-2516.064117539162
20,0.735919799498747,lower_mf2,-0.5,2,-2516.116222025128
20,0.7379223057644111,lower_mf2,-0.5,2,-2516.1684443221425
20,0.7399248120300753,lower_mf2,-0.5,2,-2516.2207846257083
20,0.7419273182957394,lower_mf2,-0.5,2,-2516.2732431284685
20,0.7439298245614036,lower_mf2,-0.5,2,-2516.325820020382
20,0.7459323308270678,lower_mf2,-0.5,2,-2516.378515489085
20,0.7479348370927319,lower_mf2,-0.5,2,-2516.431329719531
20,0.7499373433583961,lower_mf2,-0.5,2,-2516.484262894765
20,0.7519398496240602,lower_mf2,-0.5,2,-2516.5373151943168
20,0.7539423558897244,lower_mf2,-0.5,2,-2516.5904867962845
20,0.7559448621553886,lower_mf2,-0.5,2,-2516.6437778759664
20,0.7579473684210527,lower_mf2,-0.5,2,-2516.6971886066917
20,0.7599498746867169,lower_mf2,-0.5,2,-2516.7507191592877
20,0.761952380952381,lower_mf2,-0.5,2,-2516.804369702257
20,0.7639548872180452,lower_mf2,-0.5,2,-2516.8581404017773
20,0.7659573934837094,lower_mf2,-0.5,2,-2516.9120314224165
20,0.7679598997493735,lower_mf2,-0.5,2,-2516.9660429262403
20,0.7699624060150377,lower_mf2,-0.5,2,-2517.020175073167
20,0.7719649122807019,lower_mf2,-0.5,2,-2517.0744280210906
20,0.773967418546366,lower_mf2,-0.5,2,-2517.1288019259364
20,0.7759699248120302,lower_mf2,-0.5,2,-2517.1832969414836
20,0.7779724310776943,lower_mf2,-0.5,2,-2517.237913219963
20,0.7799749373433584,lower_mf2,-0.5,2,-2517.2926509109234
20,0.7819774436090227,lower_mf2,-0.5,2,-2517.3475101628387
20,0.7839799498746868,lower_mf2,-0.5,2,-2517.402491121622
20,0.785982456140351,lower_mf2,-0.5,2,-2517.4575939314564
20,0.7879849624060151,lower_mf2,-0.5,2,-2517.5128187351547
20,0.7899874686716792,lower_mf2,-0.5,2,-2517.568165673026
20,0.7919899749373435,lower_mf2,-0.5,2,-2517.6236348844272
20,0.7939924812030076,lower_mf2,-0.5,2,-2517.6792265060903
20,0.7959949874686718,lower_mf2,-0.5,2,-2517.7349406736753
20,0.7979974937343359,lower_mf2,-0.5,2,-2517.7907775210547
20,0.8,lower_mf2,-0.5,2,-2517.8467371799547
20,0.001,upper_mf0,0.5,0,-800.8291069883192
20,0.0030025062656641606,upper_mf0,0.5,0,-1228.3407151043016
20,0.005005012531328321,upper_mf0,0.5,0,-1672.8366006947092
20,0.007007518796992482,upper_mf0,0.5,0,-1766.9618784455774
20,0.009010025062656642,upper_mf0,0.5,0,-1824.07833477865
20,0.011012531328320804,upper_mf0,0.5,0,-1857.7974725944698
20,0.013015037593984966,upper_mf0,0.5,0,-1877.4186092753057
20,0.015017543859649124,upper_mf0,0.5,0,-1888.8751455076765
20,0.017020050125313286,upper_mf0,0.5,0,-1895.6761393460938
20,0.019022556390977448,upper_mf0,0.5,0,-1899.8088983351308
20,0.021025062656641606,upper_mf0,0.5,0,-1902.3852524109197
20,0.023027568922305768,upper_mf0,0.5,0,-1904.0321232258552
20,0.02503007518796993,upper_mf0,0.5,0,-1905.109634037109
20,0.02703258145363409,upper_mf0,0.5,0,-1905.8295432952204
20,0.02903508771929825,upper_mf0,0.5,0,-1906.319497391135
20,0.03103759398496241,upper_mf0,0.5,0,-1906.6583470492828
20,0.03304010025062657,upper_mf0,0.5,0,-1906.8959463093854
20,0.03504260651629073,upper_mf0,0.5,0,-1907.0645053524142
20,0.037045112781954895,upper_mf0,0.5,0,-1907.1852533022973
20,0.03904761904761905,upper_mf0,0.5,0,-1907.2724387339058
20,0.04105012531328321,upper_mf0,0.5,0,-1907.335784649603
20,0.04305263157894738,upper_mf0,0.5,0,-1907.3820263145474
20,0.045055137844611536,upper_mf0,0.5,0,-1907.4158932752105
20,0.047057644110275694,upper_mf0,0.5,0,-1907.4407477618192
20,0.04906015037593986,upper_mf0,0.5,0,-1907.459006651297
20,0.05106265664160402,upper_mf0,0.5,0,-1907.4724246911387
20,0.053065162907268176,upper_mf0,0.5,0,-1907.4822873267476
20,0.055067669172932335,upper_mf0,0.5,0,-1907.4895437268653
20,0.0570701754385965,upper_mf0,0.5,0,-1907.4948996816058
20,0.05907268170426066,upper_mf0,0.5,0,-1907.498883216261
20,0.06107518796992482,upper_mf0,0.5,0,-1907.501891423627
20,0.06307769423558898,upper_mf0,0.5,0,-1907.5042242179081
20,0.06508020050125314,upper_mf0,0.5,0,-1907.5061088833197
20,0.0670827067669173,upper_mf0,0.5,0,-1907.5077180781484
20,0.06908521303258146,upper_mf0,0.5,0,-1907.5091831418551
20,0.07108771929824562,upper_mf0,0.5,0,-1907.5106040020214
20,0.07309022556390979,upper_mf0,0.5,0,-1907.5120565989735
20,0.07509273182957395,upper_mf0,0.5,0,-1907.51359848446
20,0.0770952380952381,upper_mf0,0.5,0,-1907.5152730677173
20,0.07909774436090226,upper_mf0,0.5,0,-1907.5171128524464
20,0.08110025062656642,upper_mf0,0.5,0,-1907.519141915989
20,0.08310275689223058,upper_mf0,0.5,0,-1907.5213778172022
20,0.08510526315789475,upper_mf0,0.5,0,-1907.5238330692994
20,0.08710776942355891,upper_mf0,0.5,0,-1907.5265162820447
20,0.08911027568922307,upper_mf0,0.5,0,-1907.5294330491474
20,0.09111278195488723,upper_mf0,0.5,0,-1907.5325866403252
20,0.09311528822055139,upper_mf0,0.5,0,-1907.5359785417897
20,0.09511779448621555,upper_mf0,0.5,0,-1907.5396088791729
20,0.09712030075187972,upper_mf0,0.5,0,-1907.543476749032
20,0.09912280701754388,upper_mf0,0.5,0,-1907.5475804782648
20,0.10112531328320803,upper_mf0,0.5,0,-1907.5519178282773
20,0.1031278195488722,upper_mf0,0.5,0,-1907.5564861542325
20,0.10513032581453635,upper_mf0,0.5,0,-1907.5612825298103
20,0.10713283208020051,upper_mf0,0.5,0,-1907.5663038449825
20,0.10913533834586467,upper_mf0,0.5,0,-1907.5715468815897
20,0.11113784461152884,upper_mf0,0.5,0,-1907.577008372016
20,0.113140350877193,upper_mf0,0.5,0,-1907.5826850443088
20,0.11514285714285716,upper_mf0,0.5,0,-1907.5885736564676
20,0.11714536340852132,upper_mf0,0.5,0,-1907.5946710223704
20,0.11914786967418547,upper_mf0,0.5,0,-1907.6009740308787
20,0.12115037593984963,upper_mf0,0.5,0,-1907.6074796595
20,0.1231528822055138,upper_mf0,0.5,0,-1907.6141849840608
20,0.12515538847117796,upper_mf0,0.5,0,-1907.6210871850822
20,0.1271578947368421,upper_mf0,0.5,0,-1907.628183551343
20,0.12916040100250628,upper_mf0,0.5,0,-1907.635471481532
20,0.13116290726817045,upper_mf0,0.5,0,-1907.6429484846526
20,0.1331654135338346,upper_mf0,0.5,0,-1907.6506121787386
20,0.13516791979949877,upper_mf0,0.5,0,-1907.6584602889495
20,0.13717042606516291,upper_mf0,0.5,0,-1907.66649064505
20,0.1391729323308271,upper_mf0,0.5,0,-1907.674701178208
20,0.14117543859649123,upper_mf0,0.5,0,-1907.6830899176548
20,0.1431779448621554,upper_mf0,0.5,0,-1907.6916549868433
20,0.14518045112781958,upper_mf0,0.5,0,-1907.7003946000625
20,0.14718295739348372,upper_mf0,0.5,0,-1907.7093070580438
20,0.1491854636591479,upper_mf0,0.5,0,-1907.7183907445922
20,0.15118796992481204,upper_mf0,0.5,0,-1907.7276441224592
20,0.1531904761904762,upper_mf0,0.5,0,-1907.7370657297815
20,0.15519298245614038,upper_mf0,0.5,0,-1907.7466541763404
20,0.15719548872180453,upper_mf0,0.5,0,-1907.7564081400749
20,0.1591979949874687,upper_mf0,0.5,0,-1907.7663263636696
20,0.16120050125313284,upper_mf0,0.5,0,-1907.7764076511576
20,0.16320300751879702,upper_mf0,0.5,0,-1907.7866508649242
20,0.16520551378446116,upper_mf0,0.5,0,-1907.7970549226839
20,0.16720802005012533,upper_mf0,0.5,0,-1907.8076187945273
20,0.1692105263157895,upper_mf0,0.5,0,-1907.8183415002266
20,0.17121303258145365,upper_mf0,0.5,0,-1907.8292221066263
20,0.17321553884711782,upper_mf0,0.5,0,-1907.8402597251852
20,0.17521804511278197,upper_mf0,0.5,0,-1907.851453509651
20,0.17722055137844614,upper_mf0,0.5,0,-1907.8628026538715
20,0.17922305764411028,upper_mf0,0.5,0,-1907.8743063896763
20,0.18122556390977446,upper_mf0,0.5,0,-1907.885963984704
20,0.18322807017543863,upper_mf0,0.5,0,-1907.8977747408492
20,0.18523057644110277,upper_mf0,0.5,0,-1907.9097379922985
20,0.18723308270676695,upper_mf0,0.5,0,-1907.9218531037116
20,0.1892355889724311,upper_mf0,0.5,0,-1907.9341194690871
20,0.19123809523809526,upper_mf0,0.5,0,-1907.9465365096498
20,0.19324060150375943,upper_mf0,0.5,0,-1907.9591036730283
20,0.19524310776942358,upper_mf0,0.5,0,-1907.9718204313192
20,0.19724561403508775,upper_mf0,0.5,0,-1907.984686280416
20,0.1992481203007519,upper_mf0,0.5,0,-1907.997700738505
20,0.20125062656641607,upper_mf0,0.5,0,-1908.0108633447378
20,0.2032531328320802,upper_mf0,0.5,0,-1908.0241736587252
20,0.20525563909774439,upper_mf0,0.5,0,-1908.037631258854
20,0.20725814536340856,upper_mf0,0.5,0,-1908.0512357420178
20,0.2092606516290727,upper_mf0,0.5,0,-1908.0649867219788
20,0.21126315789473687,upper_mf0,0.5,0,-1908.0788838293367
20,0.21326566416040102,upper_mf0,0.5,0,-1908.0929267100407
20,0.2152681704260652,upper_mf0,0.5,0,-1908.1071150248504
20,0.21727067669172934,upper_mf0,0.5,0,-1908.1214484488312
20,0.2192731829573935,upper_mf0,0.5,0,-1908.1359266704299
20,0.22127568922305768,upper_mf0,0.5,0,-1908.1505493907284
20,0.22327819548872183,upper_mf0,0.5,0,-1908.165316323327
20,0.225280701754386,upper_mf0,0.5,0,-1908.1802271931504
20,0.22728320802005014,upper_mf0,0.5,0,-1908.195281736299
20,0.22928571428571431,upper_mf0,0.5,0,-1908.2104796994527
20,0.23128822055137846,upper_mf0,0.5,0,-1908.2258208392757
20,0.23329072681704263,upper_mf0,0.5,0,-1908.241304922207
20,0.2352932330827068,upper_mf0,0.5,0,-1908.2569317235375
20,0.23729573934837095,upper_mf0,0.5,0,-1908.272701027528
20,0.23929824561403512,upper_mf0,0.5,0,-1908.2886126266947
20,0.24130075187969927,upper_mf0,0.5,0,-1908.3046663215407
20,0.24330325814536344,upper_mf0,0.5,0,-1908.3208619201694
20,0.2453057644110276,upper_mf0,0.5,0,-1908.3371992379546
20,0.24730827067669175,upper_mf0,0.5,0,-1908.3536780971558
20,0.24931077694235593,upper_mf0,0.5,0,-1908.3702983266778
20,0.2513132832080201,upper_mf0,0.5,0,-1908.3870597618927
20,0.2533157894736842,upper_mf0,0.5,0,-1908.4039622441924
20,0.2553182957393484,upper_mf0,0.5,0,-1908.4210056207205
20,0.25732080200501256,upper_mf0,0.5,0,-1908.4381897441942
20,0.25932330827067673,upper_mf0,0.5,0,-1908.4555144726949
20,0.2613258145363409,upper_mf0,0.5,0,-1908.472979669281
20,0.263328320802005,upper_mf0,0.5,0,-1908.4905852021066
20,0.2653308270676692,upper_mf0,0.5,0,-1908.5083309438564
20,0.26733333333333337,upper_mf0,0.5,0,-1908.5262167718047
20,0.26933583959899754,upper_mf0,0.5,0,-1908.5442425672484
20,0.2713383458646617,upper_mf0,0.5,0,-1908.5624082160748
20,0.27334085213032583,upper_mf0,0.5,0,-1908.5807136075682
20,0.27534335839599,upper_mf0,0.5,0,-1908.5991586353043
20,0.2773458646616542,upper_mf0,0.5,0,-1908.6177431961673
20,0.27934837092731835,upper_mf0,0.5,0,-1908.6364671906172
20,0.28135087719298246,upper_mf0,0.5,0,-1908.6553305227205
20,0.28335338345864663,upper_mf0,0.5,0,-1908.6743330992256
20,0.2853558897243108,upper_mf0,0.5,0,-1908.6934748305766
