n,field_v_per_cm,branch,spin_projection,magnetic_label,shift_khz
20,0.1231528822055138,lower_mf0,-0.5,0,-2496.123196569609
20,0.12515538847117796,lower_mf0,-0.5,0,-2496.5675668389026
20,0.1271578947368421,lower_mf0,-0.5,0,-2496.9924081528943
20,0.12916040100250628,lower_mf0,-0.5,0,-2497.398875167668
20,0.13116290726817045,lower_mf0,-0.5,0,-2497.7880397642034
20,0.1331654135338346,lower_mf0,-0.5,0,-2498.160898005898
20,0.13516791979949877,lower_mf0,-0.5,0,-2498.5183764302806
20,0.13717042606516291,lower_mf0,-0.5,0,-2498.8613377437428
20,0.1391729323308271,lower_mf0,-0.5,0,-2499.1905859850344
20,0.14117543859649123,lower_mf0,-0.5,0,-2499.5068712111065
20,0.1431779448621554,lower_mf0,-0.5,0,-2499.8108937557336
20,0.14518045112781958,lower_mf0,-0.5,0,-2500.103308104171
20,0.14718295739348372,lower_mf0,-0.5,0,-2500.384726422585
20,0.1491854636591479,lower_mf0,-0.5,0,-2500.6557217771656
20,0.15118796992481204,lower_mf0,-0.5,0,-2500.9168310722785
20,0.1531904761904762,lower_mf0,-0.5,0,-2501.1685577370367
20,0.15519298245614038,lower_mf0,-0.5,0,-2501.411374182463
20,0.15719548872180453,lower_mf0,-0.5,0,-2501.645724052694
20,0.1591979949874687,lower_mf0,-0.5,0,-2501.872024288894
20,0.16120050125313284,lower_mf0,-0.5,0,-2502.0906670233617
20,0.16320300751879702,lower_mf0,-0.5,0,-2502.3020213199056
20,0.16520551378446116,lower_mf0,-0.5,0,-2502.5064347739053
20,0.16720802005012533,lower_mf0,-0.5,0,-2502.7042349855265
20,0.1692105263157895,lower_mf0,-0.5,0,-2502.8957309168013
20,0.17121303258145365,lower_mf0,-0.5,0,-2503.0812141426554
20,0.17321553884711782,lower_mf0,-0.5,0,-2503.260960006462
20,0.17521804511278197,lower_mf0,-0.5,0,-2503.435228686399
20,0.17722055137844614,lower_mf0,-0.5,0,-2503.6042661822657
20,0.17922305764411028,lower_mf0,-0.5,0,-2503.768305227773
20,0.18122556390977446,lower_mf0,-0.5,0,-2503.9275661362017
20,0.18322807017543863,lower_mf0,-0.5,0,-2504.082257583413
20,0.18523057644110277,lower_mf0,-0.5,0,-2504.232577334669
20,0.18723308270676695,lower_mf0,-0.5,0,-2504.3787129187867
20,0.1892355889724311,lower_mf0,-0.5,0,-2504.5208422550068
20,0.19123809523809526,lower_mf0,-0.5,0,-2504.6591342350407
20,0.19324060150375943,lower_mf0,-0.5,0,-2504.7937492652704
20,0.19524310776942358,lower_mf0,-0.5,0,-2504.924839770746
20,0.19724561403508775,lower_mf0,-0.5,0,-2505.052550665633
20,0.1992481203007519,lower_mf0,-0.5,0,-2505.1770197906344
20,0.20125062656641607,lower_mf0,-0.5,0,-2505.2983783222817
20,0.2032531328320802,lower_mf0,-0.5,0,-2505.4167511540318
20,0.20525563909774439,lower_mf0,-0.5,0,-2505.5322572528503
20,0.20725814536340856,lower_mf0,-0.5,0,-2505.645009992137
20,0.2092606516290727,lower_mf0,-0.5,0,-2505.755117463336
20,0.21126315789473687,lower_mf0,-0.5,0,-2505.862682767462
20,0.21326566416040102,lower_mf0,-0.5,0,-2505.96780428812
20,0.2152681704260652,lower_mf0,-0.5,0,-2506.0705759472103
20,0.21727067669172934,lower_mf0,-0.5,0,-2506.1710874448654
20,0.2192731829573935,lower_mf0,-0.5,0,-2506.26942448428
20,0.22127568922305768,lower_mf0,-0.5,0,-2506.3656689830073
20,0.22327819548872183,lower_mf0,-0.5,0,-2506.4598992712067
20,0.225280701754386,lower_mf0,-0.5,0,-2506.552190277699
20,0.22728320802005014,lower_mf0,-0.5,0,-2506.6426137054405
20,0.22928571428571431,lower_mf0,-0.5,0,-2506.7312381961833
20,0.23128822055137846,lower_mf0,-0.5,0,-2506.8181294855667
20,0.23329072681704263,lower_mf0,-0.5,0,-2506.903350548787
20,0.2352932330827068,lower_mf0,-0.5,0,-2506.9869617385884
20,0.23729573934837095,lower_mf0,-0.5,0,-2507.0690209146887
20,0.23929824561403512,lower_mf0,-0.5,0,-2507.149583565794
20,0.24130075187969927,lower_mf0,-0.5,0,-2507.2287029252293
20,0.24330325814536344,lower_mf0,-0.5,0,-2507.3064300796595
20,0.2453057644110276,lower_mf0,-0.5,0,-2507.3828140718456
20,0.24730827067669175,lower_mf0,-0.5,0,-2507.4579019976227
20,0.24931077694235593,lower_mf0,-0.5,0,-2507.5317390980485
20,0.2513132832080201,lower_mf0,-0.5,0,-2507.6043688458903
20,0.2533157894736842,lower_mf0,-0.5,0,-2507.6758330275507
20,0.2553182957393484,lower_mf0,-0.5,0,-2507.746171821149
20,0.25732080200501256,lower_mf0,-0.5,0,-2507.8154238698376
20,0.25932330827067673,lower_mf0,-0.5,0,-2507.8836263515664
20,0.2613258145363409,lower_mf0,-0.5,0,-2507.950815044977
20,0.263328320802005,lower_mf0,-0.5,0,-2508.017024392106
20,0.2653308270676692,lower_mf0,-0.5,0,-2508.082287557605
20,0.26733333333333337,lower_mf0,-0.5,0,-2508.1466364853013
20,0.26933583959899754,lower_mf0,-0.5,0,-2508.210101951219
20,0.2713383458646617,lower_mf0,-0.5,0,-2508.2727136147178
20,0.27334085213032583,lower_mf0,-0.5,0,-2508.334500066477
20,0.27534335839599,lower_mf0,-0.5,0,-2508.3954888741528
20,0.2773458646616542,lower_mf0,-0.5,0,-2508.4557066261837
20,0.27934837092731835,lower_mf0,-0.5,0,-2508.5151789729234
20,0.28135087719298246,lower_mf0,-0.5,0,-2508.573930666182
20,0.28335338345864663,lower_mf0,-0.5,0,-2508.6319855965166
20,0.2853558897243108,lower_mf0,-0.5,0,-2508.689366828748
20,0.287358395989975,lower_mf0,-0.5,0,-2508.7460966364765
20,0.28936090225563915,lower_mf0,-0.5,0,-2508.802196533581
20,0.29136340852130327,lower_mf0,-0.5,0,-2508.8576873056923
20,0.29336591478696744,lower_mf0,-0.5,0,-2508.9125890392174
20,0.2953684210526316,lower_mf0,-0.5,0,-2508.9669211492064
20,0.2973709273182958,lower_mf0,-0.5,0,-2509.0207024065044
20,0.29937343358395996,lower_mf0,-0.5,0,-2509.073950962751
20,0.3013759398496241,lower_mf0,-0.5,0,-2509.1266843748826
20,0.30337844611528825,lower_mf0,-0.5,0,-2509.1789196283453
20,0.3053809523809524,lower_mf0,-0.5,0,-2509.2306731589706
20,0.3073834586466166,lower_mf0,-0.5,0,-2509.2819608745826
20,0.30938596491228076,lower_mf0,-0.5,0,-2509.3327981749057
20,0.3113884711779449,lower_mf0,-0.5,0,-2509.3831999707572
20,0.31339097744360905,lower_mf0,-0.5,0,-2509.4331807030603
20,0.3153934837092732,lower_mf0,-0.5,0,-2509.482754359685
20,0.3173959899749374,lower_mf0,-0.5,0,-2509.531934493207
20,0.3193984962406015,lower_mf0,-0.5,0,-2509.580734236437
20,0.3214010025062657,lower_mf0,-0.5,0,-2509.6291663180064
20,0.32340350877192986,lower_mf0,-0.5,0,-2509.6772430775372
20,0.32540601503759403,lower_mf0,-0.5,0,-2509.7249764792014
20,0.3274085213032582,lower_mf0,-0.5,0,-2509.7723781260565
20,0.3294110275689223,lower_mf0,-0.5,0,-2509.8194592723235
20,0.3314135338345865,lower_mf0,-0.5,0,-2509.866230836382
20,0.33341604010025067,lower_mf0,-0.5,0,-2509.91270341239
20,0.33541854636591484,lower_mf0,-0.5,0,-2509.9588872817917
20,0.337421052631579,lower_mf0,-0.5,0,-2510.004792424819
20,0.3394235588972431,lower_mf0,-0.5,0,-2510.0504285300576
20,0.3414260651629073,lower_mf0,-0.5,0,-2510.0958050054746
20,0.34342857142857147,lower_mf0,-0.5,0,-2510.140930987777
20,0.34543107769423564,lower_mf0,-0.5,0,-2510.1858153513217
20,0.3474335839598998,lower_mf0,-0.5,0,-2510.230466718009
20,0.34943609022556393,lower_mf0,-0.5,0,-2510.274893464975
20,0.3514385964912281,lower_mf0,-0.5,0,-2510.319103733379
20,0.3534411027568923,lower_mf0,-0.5,0,-2510.3631054358866
20,0.35544360902255645,lower_mf0,-0.5,0,-2510.4069062649246
20,0.35744611528822057,lower_mf0,-0.5,0,-2510.450513699415
20,0.35944862155388474,lower_mf0,-0.5,0,-2510.493935012227
20,0.3614511278195489,lower_mf0,-0.5,0,-2510.5371772768235
20,0.3634536340852131,lower_mf0,-0.5,0,-2510.5802473734284
20,0.36545614035087726,lower_mf0,-0.5,0,-2510.62315199597
20,0.3674586466165414,lower_mf0,-0.5,0,-2510.665897657508
20,0.36946115288220555,lower_mf0,-0.5,0,-2510.7084906965492
20,0.3714636591478697,lower_mf0,-0.5,0,-2510.7509372821746
20,0.3734661654135339,lower_mf0,-0.5,0,-2510.7932434198506
20,0.37546867167919806,lower_mf0,-0.5,0,-2510.8354149561956
20,0.3774711779448622,lower_mf0,-0.5,0,-2510.877457584259
20,0.37947368421052635,lower_mf0,-0.5,0,-2510.9193768484347
20,0.3814761904761905,lower_mf0,-0.5,0,-2510.9611781486938
20,0.3834786967418547,lower_mf0,-0.5,0,-2511.0028667453266
20,0.38548120300751887,lower_mf0,-0.5,0,-2511.044447763528
20,0.387483709273183,lower_mf0,-0.5,0,-2511.0859261967053
20,0.38948621553884716,lower_mf0,-0.5,0,-2511.127306911459
20,0.39148872180451133,lower_mf0,-0.5,0,-2511.1685946508896
20,0.3934912280701755,lower_mf0,-0.5,0,-2511.209794038528
20,0.3954937343358396,lower_mf0,-0.5,0,-2511.250909581738
20,0.3974962406015038,lower_mf0,-0.5,0,-2511.291945675259
20,0.39949874686716796,lower_mf0,-0.5,0,-2511.3329066048436
20,0.40150125313283214,lower_mf0,-0.5,0,-2511.3737965501487
20,0.4035037593984963,lower_mf0,-0.5,0,-2511.4146195878934
20,0.4055062656641604,lower_mf0,-0.5,0,-2511.455379695138
20,0.4075087719298246,lower_mf0,-0.5,0,-2511.496080751966
20,0.40951127819548877,lower_mf0,-0.5,0,-2511.536726544226
20,0.41151378446115294,lower_mf0,-0.5,0,-2511.5773207667507
20,0.4135162907268171,lower_mf0,-0.5,0,-2511.6178670250843
20,0.41551879699248123,lower_mf0,-0.5,0,-2511.6583688391197
20,0.4175213032581454,lower_mf0,-0.5,0,-2511.6988296445875
20,0.4195238095238096,lower_mf0,-0.5,0,-2511.7392527961565
20,0.42152631578947375,lower_mf0,-0.5,0,-2511.7796415692214
20,0.42352882205513787,lower_mf0,-0.5,0,-2511.8199991625243
20,0.42553132832080204,lower_mf0,-0.5,0,-2511.860328699946
20,0.4275338345864662,lower_mf0,-0.5,0,-2511.9006332328854
20,0.4295363408521304,lower_mf0,-0.5,0,-2511.9409157419927
20,0.43153884711779456,lower_mf0,-0.5,0,-2511.9811791395505
20,0.43354135338345867,lower_mf0,-0.5,0,-2512.021426270667
20,0.43554385964912284,lower_mf0,-0.5,0,-2512.0616599158993
20,0.437546365914787,lower_mf0,-0.5,0,-2512.1018827925045
20,0.4395488721804512,lower_mf0,-0.5,0,-2512.142097556345
20,0.44155137844611536,lower_mf0,-0.5,0,-2512.1823068033236
20,0.4435538847117795,lower_mf0,-0.5,0,-2512.2225130712864
20,0.44555639097744365,lower_mf0,-0.5,0,-2512.2627188413953
20,0.4475588972431078,lower_mf0,-0.5,0,-2512.3029265397986
20,0.449561403508772,lower_mf0,-0.5,0,-2512.3431385389404
20,0.45156390977443617,lower_mf0,-0.5,0,-2512.38335715899
20,0.4535664160401003,lower_mf0,-0.5,0,-2512.423584669096
20,0.45556892230576446,lower_mf0,-0.5,0,-2512.4638232891753
20,0.45757142857142863,lower_mf0,-0.5,0,-2512.5040751908623
20,0.4595739348370928,lower_mf0,-0.5,0,-2512.5443424983473
20,0.4615764411027569,lower_mf0,-0.5,0,-2512.5846272908198
20,0.4635789473684211,lower_mf0,-0.5,0,-2512.6249316021094
20,0.46558145363408526,lower_mf0,-0.5,0,-2512.6652574230707
20,0.46758395989974944,lower_mf0,-0.5,0,-2512.7056067020003
20,0.4695864661654136,lower_mf0,-0.5,0,-2512.7459813460086
20,0.4715889724310777,lower_mf0,-0.5,0,-2512.7863832217354
20,0.4735914786967419,lower_mf0,-0.5,0,-2512.826814157134
20,0.47559398496240607,lower_mf0,-0.5,0,-2512.867275941537
20,0.47759649122807024,lower_mf0,-0.5,0,-2512.9077703267253
20,0.4795989974937344,lower_mf0,-0.5,0,-2512.948299028775
20,0.48160150375939853,lower_mf0,-0.5,0,-2512.9888637279423
20,0.4836040100250627,lower_mf0,-0.5,0,-2513.029466069732
20,0.4856065162907269,lower_mf0,-0.5,0,-2513.070107666628
20,0.48760902255639105,lower_mf0,-0.5,0,-2513.11079009732
20,0.4896115288220552,lower_mf0,-0.5,0,-2513.151514908905
20,0.49161403508771934,lower_mf0,-0.5,0,-2513.19228361725
20,0.4936165413533835,lower_mf0,-0.5,0,-2513.2330977072243
20,0.4956190476190477,lower_mf0,-0.5,0,-2513.273958634314
20,0.49762155388471185,lower_mf0,-0.5,0,-2513.3148678247994
20,0.49962406015037597,lower_mf0,-0.5,0,-2513.35582667623
20,0.5016265664160402,lower_mf0,-0.5,0,-2513.3968365588576
20,0.5036290726817043,lower_mf0,-0.5,0,-2513.437898815455
20,0.5056315789473684,lower_mf0,-0.5,0,-2513.47901476245
20,0.5076340852130327,lower_mf0,-0.5,0,-2513.5201856909994
20,0.5096365914786968,lower_mf0,-0.5,0,-2513.561412866271
20,0.511639097744361,lower_mf0,-0.5,0,-2513.602697528995
20,0.5136416040100251,lower_mf0,-0.5,0,-2513.6440408962985
20,0.5156441102756892,lower_mf0,-0.5,0,-2513.6854441612877
20,0.5176466165413535,lower_mf0,-0.5,0,-2513.7269084944182
20,0.5196491228070176,lower_mf0,-0.5,0,-2513.768435043557
20,0.5216516290726818,lower_mf0,-0.5,0,-2513.810024934516
20,0.5236541353383459,lower_mf0,-0.5,0,-2513.851679272307
20,0.52565664160401,lower_mf0,-0.5,0,-2513.8933991403032
20,0.5276591478696743,lower_mf0,-0.5,0,-2513.9351856019107
20,0.5296616541353384,lower_mf0,-0.5,0,-2513.9770397001516
20,0.5316641604010026,lower_mf0,-0.5,0,-2514.0189624587956
20,0.5336666666666667,lower_mf0,-0.5,0,-2514.0609548824777
20,0.5356691729323309,lower_mf0,-0.5,0,-2514.1030179570607
20,0.5376716791979951,lower_mf0,-0.5,0,-2514.1451526502838
20,0.5396741854636592,lower_mf0,-0.5,0,-2514.18735991159
20,0.5416766917293234,lower_mf0,-0.5,0,-2514.229640673495
20,0.5436791979949875,lower_mf0,-0.5,0,-2514.2719958514053
20,0.5456817042606517,lower_mf0,-0.5,0,-2514.3144263436234
20,0.5476842105263159,lower_mf0,-0.5,0,-2514.3569330321793
20,0.54968671679198,lower_mf0,-0.5,0,-2514.399516783544
20,0.5516892230576441,lower_mf0,-0.5,0,-2514.4421784482183
20,0.5536917293233083,lower_mf0,-0.5,0,-2514.484918861202
20,0.5556942355889725,lower_mf0,-0.5,0,-2514.5277388430136
20,0.5576967418546367,lower_mf0,-0.5,0,-2514.5706391990307
20,0.5596992481203008,lower_mf0,-0.5,0,-2514.613620720922
20,0.5617017543859649,lower_mf0,-0.5,0,-2514.6566841853364
20,0.5637042606516292,lower_mf0,-0.5,0,-2514.6998303561672
20,0.5657067669172933,lower_mf0,-0.5,0,-2514.74305998324
20,0.5677092731829575,lower_mf0,-0.5,0,-2514.7863738036863
20,0.5697117794486216,lower_mf0,-0.5,0,-2514.8297725411057
20,0.5717142857142857,lower_mf0,-0.5,0,-2514.873256907238
20,0.57371679197995,lower_mf0,-0.5,0,-2514.9168276008286
20,0.5757192982456141,lower_mf0,-0.5,0,-2514.9604853088795
20,0.5777218045112783,lower_mf0,-0.5,0,-2515.0042307065337
20,0.5797243107769424,lower_mf0,-0.5,0,-2515.0480644570116
20,0.5817268170426065,lower_mf0,-0.5,0,-2515.0919872128047
20,0.5837293233082708,lower_mf0,-0.5,0,-2515.135999614366
20,0.5857318295739349,lower_mf0,-0.5,0,-2515.1801022920736
20,0.5877343358395991,lower_mf0,-0.5,0,-2515.2242958650404
20,0.5897368421052632,lower_mf0,-0.5,0,-2515.2685809423674
20,0.5917393483709273,lower_mf0,-0.5,0,-2515.312958122544
20,0.5937418546365916,lower_mf0,-0.5,0,-2515.3574279942864
20,0.5957443609022557,lower_mf0,-0.5,0,-2515.4019911361156
20,0.5977468671679199,lower_mf0,-0.5,0,-2515.446648117257
20,0.599749373433584,lower_mf0,-0.5,0,-2515.4913994974577
20,0.6017518796992481,lower_mf0,-0.5,0,-2515.53624582669
20,0.6037543859649124,lower_mf0,-0.5,0,-2515.581187646581
20,0.6057568922305765,lower_mf0,-0.5,0,-2515.6262254891017
20,0.6077593984962407,lower_mf0,-0.5,0,-2515.6713598784163
20,0.6097619047619048,lower_mf0,-0.5,0,-2515.7165913288522
20,0.611764411027569,lower_mf0,-0.5,0,-2515.761920347765
20,0.6137669172932332,lower_mf0,-0.5,0,-2515.80734743339
20,0.6157694235588973,lower_mf0,-0.5,0,-2515.852873075736
20,0.6177719298245615,lower_mf0,-0.5,0,-2515.898497757602
20,0.6197744360902256,lower_mf0,-0.5,0,-2515.944221953559
20,0.6217769423558898,lower_mf0,-0.5,0,-2515.99004613061
20,0.623779448621554,lower_mf0,-0.5,0,-2516.0359707486045
20,0.6257819548872181,lower_mf0,-0.5,0,-2516.0819962594655
20,0.6277844611528822,lower_mf0,-0.5,0,-2516.1281231086173
20,0.6297869674185465,lower_mf0,-0.5,0,-2516.1743517338577
20,0.6317894736842106,lower_mf0,-0.5,0,-2516.2206825663657
20,0.6337919799498748,lower_mf0,-0.5,0,-2516.2671160309433
20,0.6357944862155389,lower_mf0,-0.5,0,-2516.3136525443465
20,0.637796992481203,lower_mf0,-0.5,0,-2516.360292518444
20,0.6397994987468673,lower_mf0,-0.5,0,-2516.4070363579503
20,0.6418020050125314,lower_mf0,-0.5,0,-2516.4538844611443
20,0.6438045112781956,lower_mf0,-0.5,0,-2516.5008372204634
20,0.6458070175438597,lower_mf0,-0.5,0,-2516.5478950216675
20,0.6478095238095238,lower_mf0,-0.5,0,-2516.595058245811
20,0.6498120300751881,lower_mf0,-0.5,0,-2516.6423272666725
20,0.6518145363408522,lower_mf0,-0.5,0,-2516.689702453325
20,0.6538170426065164,lower_mf0,-0.5,0,-2516.7371841686418
20,0.6558195488721805,lower_mf0,-0.5,0,-2516.7847727704893
20,0.6578220551378446,lower_mf0,-0.5,0,-2516.832468610773
20,0.6598245614035089,lower_mf0,-0.5,0,-2516.8802720363915
20,0.661827067669173,lower_mf0,-0.5,0,-2516.9281833888203
20,0.6638295739348372,lower_mf0,-0.5,0,-2516.976203004527
20,0.6658320802005013,lower_mf0,-0.5,0,-2517.0243312150938
20,0.6678345864661654,lower_mf0,-0.5,0,-2517.0725683470932
20,0.6698370927318297,lower_mf0,-0.5,0,-2517.120914721854
20,0.6718395989974938,lower_mf0,-0.5,0,-2517.169370656294
20,0.673842105263158,lower_mf0,-0.5,0,-2517.217936462385
20,0.6758446115288221,lower_mf0,-0.5,0,-2517.266612448043
20,0.6778471177944863,lower_mf0,-0.5,0,-2517.31539891612
20,0.6798496240601505,lower_mf0,-0.5,0,-2517.3642961648184
20,0.6818521303258146,lower_mf0,-0.5,0,-2517.413304489002
20,0.6838546365914788,lower_mf0,-0.5,0,-2517.462424177991
20,0.6858571428571429,lower_mf0,-0.5,0,-2517.51165551777
20,0.6878596491228071,lower_mf0,-0.5,0,-2517.5609987898506
20,0.6898621553884713,lower_mf0,-0.5,0,-2517.610454271216
20,0.6918646616541354,lower_mf0,-0.5,0,-2517.660022236167
20,0.6938671679197996,lower_mf0,-0.5,0,-2517.709702953639
20,0.6958696741854637,lower_mf0,-0.5,0,-2517.7594966893503
20,0.6978721804511279,lower_mf0,-0.5,0,-2517.8094037053825
20,0.6998746867167921,lower_mf0,-0.5,0,-2517.8594242597633
20,0.7018771929824562,lower_mf0,-0.5,0,-2517.9095586069457
20,0.7038796992481203,lower_mf0,-0.5,0,-2517.959806997805
20,0.7058822055137846,lower_mf0,-0.5,0,-2518.0101696797606
20,0.7078847117794487,lower_mf0,-0.5,0,-2518.0606468963565
20,0.7098872180451129,lower_mf0,-0.5,0,-2518.1112388882775
20,0.711889724310777,lower_mf0,-0.5,0,-2518.1619458922123
20,0.7138922305764411,lower_mf0,-0.5,0,-2518.2127681424677
20,0.7158947368421054,lower_mf0,-0.5,0,-2518.263705868581
20,0.7178972431077695,lower_mf0,-0.5,0,-2518.314759298718
20,0.7198997493734337,lower_mf0,-0.5,0,-2518.365928656516
20,0.7219022556390978,lower_mf0,-0.5,0,-2518.417214163049
20,0.7239047619047619,lower_mf0,-0.5,0,-2518.4686160361116
20,0.7259072681704262,lower_mf0,-0.5,0,-2518.520134490817
20,0.7279097744360903,lower_mf0,-0.5,0,-2518.5717697394775
20,0.7299122807017545,lower_mf0,-0.5,0,-2518.6235219906494
20,0.7319147869674186,lower_mf0,-0.5,0,-2518.675391450982
20,0.7339172932330827,lower_mf0,-0.5,0,-2518.727378323727
20,0.735919799498747,lower_mf0,-0.5,0,-2518.779482809693
20,0.7379223057644111,lower_mf0,-0.5,0,-2518.8317051067074
20,0.7399248120300753,lower_mf0,-0.5,0,-2518.8840454102733
20,0.7419273182957394,lower_mf0,-0.5,0,-2518.9365039130334
20,0.7439298245614036,lower_mf0,-0.5,0,-2518.9890808049468
20,0.7459323308270678,lower_mf0,-0.5,0,-2519.04177627365
20,0.7479348370927319,lower_mf0,-0.5,0,-2519.094590504096
20,0.7499373433583961,lower_mf0,-0.5,0,-2519.14752367933
20,0.7519398496240602,lower_mf0,-0.5,0,-2519.2005759788817
20,0.7539423558897244,lower_mf0,-0.5,0,-2519.2537475808494
20,0.7559448621553886,lower_mf0,-0.5,0,-2519.3070386605314
20,0.7579473684210527,lower_mf0,-0.5,0,-2519.3604493912567
20,0.7599498746867169,lower_mf0,-0.5,0,-2519.413979943853
20,0.761952380952381,lower_mf0,-0.5,0,-2519.467630486822
20,0.7639548872180452,lower_mf0,-0.5,0,-2519.5214011863422
20,0.7659573934837094,lower_mf0,-0.5,0,-2519.575292206982
20,0.7679598997493735,lower_mf0,-0.5,0,-2519.6293037108053
20,0.7699624060150377,lower_mf0,-0.5,0,-2519.683435857732
20,0.7719649122807019,lower_mf0,-0.5,0,-2519.7376888056556
20,0.773967418546366,lower_mf0,-0.5,0,-2519.7920627105013
20,0.7759699248120302,lower_mf0,-0.5,0,-2519.8465577260486
20,0.7779724310776943,lower_mf0,-0.5,0,-2519.901174004528
20,0.7799749373433584,lower_mf0,-0.5,0,-2519.9559116954883
20,0.7819774436090227,lower_mf0,-0.5,0,-2520.0107709474037
20,0.7839799498746868,lower_mf0,-0.5,0,-2520.065751906187
20,0.785982456140351,lower_mf0,-0.5,0,-2520.1208547160218
20,0.7879849624060151,lower_mf0,-0.5,0,-2520.1760795197197
20,0.7899874686716792,lower_mf0,-0.5,0,-2520.231426457591
20,0.7919899749373435,lower_mf0,-0.5,0,-2520.286895668992
20,0.7939924812030076,lower_mf0,-0.5,0,-2520.3424872906553
20,0.7959949874686718,lower_mf0,-0.5,0,-2520.3982014582402
20,0.7979974937343359,lower_mf0,-0.5,0,-2520.4540383056196
20,0.8,lower_mf0,-0.5,0,-2520.5099979645197
20,0.001,lower_mf1,-0.5,1,-810.5835665433996
20,0.0030025062656641606,lower_mf1,-0.5,1,-1255.8854668971
20,0.005005012531328321,lower_mf1,-0.5,1,-1729.2402305747075
