frequency_mhz,intensity
-11.349999999999994,7.55736696605026e-06
-11.299999999999997,8.729937522688032e-06
-11.25,1.007555550531306e-05
-11.199999999999996,1.1618339254465426e-05
-11.149999999999999,1.3385550814769353e-05
-11.099999999999994,1.540797375236285e-05
-11.049999999999997,1.772033190844501e-05
-11.0,2.036175292834272e-05
-10.949999999999996,2.337628068958421e-05
-10.899999999999999,2.6813441048110992e-05
-10.849999999999994,3.072886562814354e-05
-10.799999999999997,3.518497869729863e-05
-10.75,4.0251752493139e-05
-10.699999999999996,4.600753669878144e-05
-10.649999999999999,5.2539968101772636e-05
-10.599999999999994,5.994696680995757e-05
-10.549999999999997,6.833782573800692e-05
-10.5,7.783440041590356e-05
-10.449999999999996,8.857240650259135e-05
-10.399999999999999,0.00010070283271071779
-10.349999999999994,0.00011439347715775915
-10.299999999999997,0.00012983061545025816
-10.25,0.00014722080907665272
-10.199999999999996,0.00016679286292446542
-10.149999999999999,0.0001887999409438303
-10.099999999999994,0.00021352184914489932
-10.049999999999997,0.00024126749523455183
-10.0,0.0002723775342610949
-9.949999999999996,0.00030722720963580137
-9.899999999999999,0.000346229398829537
-9.849999999999994,0.000389837872892332
-9.799999999999997,0.00043855077870429046
-9.75,0.0004929143525290123
-9.699999999999996,0.0005535268729949682
-9.649999999999999,0.0006210428610671117
-9.599999999999994,0.0006961775338799169
-9.549999999999997,0.0007797115184733882
-9.5,0.0008724958304968636
-9.449999999999996,0.000975457121809576
-9.399999999999999,0.001089603199604363
-9.349999999999994,0.0012160288182013217
-9.299999999999997,0.0013559217429924507
-9.25,0.0015105690841605679
-9.199999999999996,0.0016813638957359175
-9.149999999999999,0.0018698120332887988
-9.099999999999994,0.002077539261080077
-9.049999999999997,0.0023062985967992524
-9.0,0.0025579778791137535
-8.949999999999996,0.0028346075401282714
-8.899999999999999,0.0031383685615167783
-8.849999999999994,0.0034716005895434904
-8.799999999999997,0.0038368101804391354
-8.75,0.0042366791436596034
-8.699999999999996,0.00467407294643021
-8.649999999999999,0.005152049138694137
-8.599999999999994,0.005673865753151861
-8.549999999999997,0.006242989630520029
-8.5,0.006863104615487818
-8.449999999999996,0.007538119564121697
-8.399999999999999,0.008272176098712126
-8.349999999999994,0.00906965604129681
-8.299999999999997,0.0099351884523721
-8.25,0.010873656196674474
-8.199999999999996,0.01189020195340487
-8.149999999999999,0.012990233583949405
-8.099999999999994,0.014179428766066192
-8.049999999999997,0.015463738799708849
-8.0,0.016849391486225974
-7.949999999999996,0.018342892979641475
-7.899999999999999,0.019951028506177883
-7.849999999999994,0.021680861846182797
-7.799999999999997,0.023539733471215466
-7.75,0.025535257228344592
-7.699999999999996,0.027675315463719225
-7.649999999999999,0.029968052478312645
