ionization_2s_khz,transition_2s_1s_khz,hyperfine_1s_khz,assembled_khz,paper_khz,paper_minus_assembled_hz,this_work_vs_codata2018_combined_sigma,this_work_vs_codata2010_first_only_sigma,listed_stat_khz,listed_syst_khz,reported_stat_khz,reported_syst_khz,unlisted_statistical_component_khz,unlisted_systematic_component_khz
822025399526.6,2466061102474.796,1420405.7517667,3288087922407.1477667,3288087922407.2,52.2333000,1.402160875834261,4.6,2.8844410203711917,1.241168803990819,3.7,1.8,2.3173260452512934,1.303648725692623
