N,time,magnetization_z_over_N,fit_prediction,in_fit_window
4,5.5,-0.08394038938072573,-0.08393301336178058,True
4,5.6000000000000005,-0.08584431706098133,-0.08583791022446627,True
4,5.7,-0.08750463572421222,-0.08749992240953941,True
4,5.800000000000001,-0.08892131668287397,-0.0889186338217559,True
4,5.9,-0.09009815831125927,-0.09009754299112452,True
4,6.0,-0.09104231336094405,-0.09104358804414038,True
4,6.1000000000000005,-0.0917638179647135,-0.09176666785383207,True
4,6.2,-0.09227512838046467,-0.09227916739478835,True
4,6.300000000000001,-0.09259067081880788,-0.09259549440258899,True
4,6.4,-0.09272640906374639,-0.09273163349667954,True
4,6.5,-0.09269943400366179,-0.09270472298812168,True
4,6.6000000000000005,-0.0925275786158258,-0.09253265867343531,True
4,6.7,-0.0922290613758131,-0.0922337280257007,True
4,6.800000000000001,-0.0918221604854197,-0.09182627734513295,True
4,6.9,-0.09132492072794257,-0.09132841363257986,True
4,7.0,-0.09075489417250032,-0.0907577422081554,True
4,7.1000000000000005,-0.09012891536805001,-0.09013114041913149,True
4,7.2,-0.08946291110383855,-0.08946456717029373,True
4,7.300000000000001,-0.08877174427802206,-0.0887729074687404,True
4,7.4,-0.08806909092150933,-0.08806985070471376,True
4,7.5,-0.08736734897974921,-0.0873678009903906,True
4,7.6000000000000005,-0.08667757706911972,-0.08667781754840574,True
4,7.7,-0.08600946110229818,-0.08600958287904192,True
4,7.800000000000001,-0.0853713064214155,-0.08537139623646292,True
4,7.9,-0.08477005288937936,-0.08477018980636448,True
4,8.0,-0.08421131026671555,-0.08421156489567748,True
4,8.1,-0.08369941113997646,-0.08369984541475328,True
4,8.200000000000001,-0.08323747866308819,-0.08323814594875112,True
4,8.3,-0.0828275064188006,-0.08282845177249101,True
4,8.4,-0.08247044779686441,-0.08247170825650034,True
4,8.5,-0.0821663124116248,-0.08216791723602936,True
4,8.6,-0.0819142672373324,-0.08191623806419529,True
4,8.700000000000001,-0.08171274031785791,-0.08171509124004162,True
4,8.8,-0.08155952510231868,-0.08156226268730485,True
4,8.9,-0.08145188366362652,-0.08145500695547421,True
4,9.0,-0.08138664726800074,-0.08139014781703922,True
4,9.1,-0.08136031297561006,-0.0813641749397317,True
4,9.200000000000001,-0.08136913516186822,-0.08137333551654309,True
4,9.3,-0.0814092110523402,-0.08141371993619097,True
4,9.4,-0.08147655955907926,-0.08148134076977845,True
4,9.5,-0.08156719289042666,-0.08157220453329633,True
4,9.600000000000001,-0.08167718057821925,-0.08168237585841699,True
4,9.700000000000001,-0.08180270572475667,-0.08180803386416245,True
4,9.8,-0.0819401134159059,-0.08194552066830599,True
4,9.9,-0.08208595137582389,-0.08209138210894595,True
4,10.0,-0.08223700305267675,-0.08224240086305239,True
4,10.100000000000001,-0.08239031342340288,-0.08239562224971198,True
4,10.200000000000001,-0.08254320788917002,-0.08254837309133282,True
4,10.3,-0.08269330470208404,-0.08269827407650565,True
4,10.4,-0.08283852141843592,-0.08284324612404928,True
4,10.5,-0.08297707591499379,-0.08298151128967353,True
4,10.600000000000001,-0.08310748253334038,-0.0831115887854949,True
4,10.700000000000001,-0.08322854393391418,-0.083232286699288,True
4,10.8,-0.08333933924720385,-0.08334269000588343,True
4,10.9,-0.08343920910550946,-0.08344214545863596,True
4,11.0,-0.0835277381258977,-0.08353024393552874,True
4,11.100000000000001,-0.08360473539454527,-0.08360680079341255,True
4,11.200000000000001,-0.08367021347570865,-0.08367183475626566,True
4,11.3,-0.08372436643616926,-0.0837255458303396,True
4,11.4,-0.08376754733927372,-0.08376829270173296,True
4,11.5,-0.08380024562264587,-0.0838005700313659,True
4,11.600000000000001,-0.08382306473128429,-0.0838229860195028,True
4,11.700000000000001,-0.08383670033398738,-0.08383624056781462,True
4,11.8,-0.08384191940673047,-0.08384110432232922,True
4,11.9,-0.08383954042250036,-0.08383839883625106,True
4,12.0,-0.08383041484388493,-0.08382897804821562,True
4,12.100000000000001,-0.08381541007299009,-0.08381371122966919,True
4,12.200000000000001,-0.08379539397353518,-0.08379346751523077,True
4,12.3,-0.083771221042684,-0.08376910209251578,True
4,12.4,-0.08374372027563168,-0.08374144409331155,True
4,12.5,-0.08371368473444814,-0.08371128619644462,True
4,12.600000000000001,-0.08368186280435908,-0.08367937592434493,True
4,12.700000000000001,-0.08364895109562709,-0.08364640859029952,True
4,12.8,-0.08361558892753111,-0.0836130218317387,True
4,12.9,-0.08358235431260808,-0.08357979164659692,True
4,13.0,-0.08354976134425776,-0.08354722983476878,True
4,13.100000000000001,-0.08351825887890255,-0.08351578273482788,True
4,13.200000000000001,-0.08348823039499248,-0.08348583113733898,True
4,13.3,-0.08345999490506895,-0.08345769125009277,True
4,13.4,-0.0834338087936379,-0.083431616587215,True
4,13.5,-0.08340986845253842,-0.0834078006531257,True
4,13.600000000000001,-0.08338831358657295,-0.08338638029350225,True
4,13.700000000000001,-0.08336923106515148,-0.08336743958848757,True
4,13.8,-0.08335265920034196,-0.08335101416812478,True
4,13.9,-0.08333859233775723,-0.08333709583614135,True
4,14.0,-0.08332698565390412,-0.0833256373955009,True
4,14.100000000000001,-0.08331776006173233,-0.08331655757734968,True
4,14.200000000000001,-0.083310807134925,-0.08330974598387887,True
4,14.3,-0.08330599397074967,-0.08330506796498853,True
4,14.4,-0.08330316792085124,-0.083302369358275,True
4,14.5,-0.08330216112902253,-0.08330148103158735,True
4,14.600000000000001,-0.08330279482457786,-0.08330222317704869,True
4,14.700000000000001,-0.08330488332933633,-0.08330440931486502,True
4,14.8,-0.08330823774526153,-0.08330784997432676,True
4,14.9,-0.0833126692984019,-0.08331235602803382,True
4,15.0,-0.08331799232284078,-0.0833177416634593,True
4,15.100000000000001,-0.0833240268758208,-0.08332382698343754,True
4,15.200000000000001,-0.08333060098201402,-0.08333044023396545,True
4,15.3,-0.08333755251100763,-0.08333741966380759,True
4,15.4,-0.08334473069746812,-0.08334461502577067,True
4,15.5,-0.08335199731810436,-0.08335188873415586,True
4,15.600000000000001,-0.08335922754348485,-0.08335911669681227,True
4,15.700000000000001,-0.08336631048600054,-0.0833661888434171,True
4,15.8,-0.08337314946780122,-0.08337300937412291,True
4,15.9,-0.0833796620344347,-0.0833794967545747,True
4,16.0,-0.08338577974119804,-0.08338558348454751,True
4,16.1,-0.08339144773992761,-0.08339121566813724,True
4,16.2,-0.08339662419415458,-0.08339635241360142,True
4,16.3,-0.08340127955028817,-0.08340096509064589,True
4,16.400000000000002,-0.08340539569181207,-0.0834050364722436,True
4,16.5,-0.08340896500244893,-0.0834085597870063,True
4,16.6,-0.0834119893629133,-0.08341153770676507,True
4,16.7,-0.08341447910429162,-0.08341398129240488,True
4,16.8,-0.08341645193931108,-0.0834159089191935,True
4,16.900000000000002,-0.08341793189083312,-0.08341734520089579,True
4,17.0,-0.08341894823487928,-0.08341831992991695,True
4,17.1,-0.08341953447341738,-0.08341886704861605,True
4,17.2,-0.08341972735002925,-0.08341902366481332,True
4,17.3,-0.08341956591949791,-0.08341882912241645,True
4,17.400000000000002,-0.08341909068031231,-0.08341832413604373,True
4,17.5,-0.08341834277712844,-0.08341754999655343,True
4,17.6,-0.08341736327835678,-0.08341654785251978,True
4,17.7,-0.0834161925323047,-0.08341535807094902,True
4,17.8,-0.08341486960368485,-0.08341401967891458,True
4,17.900000000000002,-0.08341343179083155,-0.0834125698863245,True
4,18.0,-0.0834119142226492,-0.08341104368871996,True
4,18.1,-0.08341034953315699,-0.08340947354784935,True
4,18.2,-0.08340876761048654,-0.08340788914676645,True
4,18.3,-0.08340719541634911,-0.08340631721536461,True
4,18.400000000000002,-0.08340565687129273,-0.08340478142157574,True
4,18.5,-0.083404172800527,-0.08340330232293044,True
4,18.6,-0.08340276093469196,-0.08340189737278274,True
4,18.7,-0.08340143595967536,-0.08340058097524454,True
4,18.8,-0.08340020960943739,-0.08339936458273738,True
4,18.900000000000002,-0.08339909079576314,-0.0833982568300441,True
4,19.0,-0.08339808576893018,-0.0833972636988182,True
4,19.1,-0.08339719830342995,-0.08339638870667053,True
4,19.200000000000003,-0.08339642990311291,-0.08339563311519332,True
4,19.3,-0.08339578002041906,-0.08339499615158338,True
4,19.400000000000002,-0.0833952462847069,-0.08339447523888237,True
4,19.5,-0.08339482473508103,-0.08339406623024888,True
4,19.6,-0.08339451005353957,-0.08339376364310382,True
4,19.700000000000003,-0.08339429579470667,-0.08339356088943828,True
4,19.8,-0.08339417460886756,-0.08339345049903162,True
4,19.900000000000002,-0.08339413845548191,-0.08339342433278867,True
4,20.0,-0.08339417880480623,-0.08339347378386129,True
4,20.1,-0.08339428682569634,-0.08339358996466378,True
4,20.200000000000003,-0.0833944535580874,-0.08339376387831841,True
4,20.3,-0.08339467006905502,-0.08339398657347241,True
4,20.400000000000002,-0.08339492759173658,-0.08339424928180486,True
4,20.5,-0.08339521764674238,-0.08339454353789107,True
4,20.6,-0.08339553214600352,-0.08339486128140743,True
4,20.700000000000003,-0.08339586347928898,-0.08339519494194354,True
4,20.8,-0.08339620458387251,-0.0833955375069352,True
4,20.900000000000002,-0.08339654899804895,-0.08339588257344649,True
4,21.0,-0.0833968908993773,-0.08339622438470727,True
4,21.1,-0.08339722512868103,-0.08339655785245816,True
4,21.200000000000003,-0.08339754720094755,-0.0833968785662681,True
4,21.3,-0.08339785330435755,-0.08339718279107178,True
4,21.400000000000002,-0.08339814028872951,-0.0833974674542284,True
4,21.5,-0.08339840564469736,-0.08339773012342973,True
4,21.6,-0.08339864747494316,-0.08339796897678989,True
4,21.700000000000003,-0.08339886445879202,-0.08339818276642945,True
4,21.8,-0.08339905581144266,-0.08339837077683068,True
4,21.900000000000002,-0.08339922123905527,-0.08339853277918613,True
4,22.0,-0.08339936089085201,-0.08339866898289616,True
4,22.1,-0.08339947530931262,-0.08339877998529233,True
4,22.200000000000003,-0.08339956537945753,-0.08339886672057621,True
4,22.3,-0.08339963227812344,-0.08339893040887031,True
4,22.400000000000002,-0.08339967742403565,-0.08339897250617907,True
4,22.5,-0.083399702429386,-0.08339899465595867,True
4,22.6,-0.08339970905352356,-0.08339899864289345,True
4,22.700000000000003,-0.08339969915926634,-0.08339898634937806,True
4,22.8,-0.08339967467224833,-0.08339895971510736,True
4,22.900000000000002,-0.08339963754362148,-0.08339892070008408,True
4,23.0,-0.08339958971634578,-0.08339887125126667,True
4,23.1,-0.0833995330952182,-0.08339881327299747,True
4,23.200000000000003,-0.08339946952071711,-0.083398748601277,True
4,23.3,-0.08339940074666775,-0.08339867898188127,True
4,23.400000000000002,-0.08339932842167419,-0.08339860605225861,True
4,23.5,-0.0833992540742109,-0.08339853132708895,True
4,23.6,-0.08339917910121689,-0.08339845618734312,True
4,23.700000000000003,-0.08339910475999962,-0.08339838187264088,True
4,23.8,-0.08339903216322306,-0.0833983094766762,True
4,23.900000000000002,-0.0833989622767275,-0.08339823994545371,True
4,24.0,-0.08339889591991588,-0.0833981740780633,True
4,24.1,-0.08339883376842161,-0.08339811252970869,True
4,24.200000000000003,-0.08339877635877477,-0.08339805581670015,True
4,24.3,-0.08339872409477678,-0.08339800432312176,True
4,24.400000000000002,-0.08339867725529956,-0.08339795830888755,True
4,24.5,-0.08339863600323408,-0.08339791791890976,True
4,24.6,-0.08339860039532077,-0.08339788319311406,True
4,24.700000000000003,-0.08339857039261434,-0.08339785407705187,True
4,24.8,-0.08339854587134626,-0.08339783043287692,True
4,24.900000000000002,-0.08339852663397157,-0.08339781205047235,True
4,25.0,-0.08339851242020382,-0.08339779865853546,True
4,25.1,-0.08339850291786519,-0.08339778993544801,True
4,25.200000000000003,-0.08339849777339853,-0.08339778551978248,True
4,25.3,-0.08339849660191107,-0.08339778502031585,True
4,25.400000000000002,-0.08339849899663998,-0.08339778802544463,True
4,25.5,-0.08339850453775202,-0.08339779411191545,True
4,25.6,-0.08339851280040868,-0.08339780285280547,True
4,25.700000000000003,-0.08339852336204695,-0.08339781382470642,True
4,25.8,-0.08339853580884476,-0.08339782661408292,True
4,25.900000000000002,-0.08339854974135524,-0.08339784082279272,True
4,26.0,-0.08339856477930957,-0.08339785607277057,True
4,26.1,-0.08339858056560123,-0.0833978720098911,True
4,26.200000000000003,-0.08339859676947568,-0.08339788830703687,True
4,26.3,-0.08339861308896049,-0.08339790466640833,True
4,26.400000000000002,-0.08339862925257807,-0.08339792082111984,True
4,26.5,-0.08339864502039093,-0.08339793653613302,True
4,26.6,-0.08339866018443456,-0.08339795160858356,True
4,26.700000000000003,-0.08339867456859557,-0.08339796586756117,True
4,26.8,-0.08339868802799805,-0.08339797917340486,True
4,26.900000000000002,-0.08339870044795944,-0.08339799141657675,True
4,27.0,-0.0833987117425782,-0.08339800251617721,True
4,27.1,-0.08339872185301674,-0.08339801241816364,True
4,27.200000000000003,-0.08339873074553779,-0.0833980210933329,True
4,27.3,-0.08339873840935247,-0.0833980285351247,True
4,27.400000000000002,-0.08339874485433518,-0.0833980347573002,True
4,27.5,-0.08339875010865395,-0.0833980397915461,True
4,27.6,-0.08339875421636489,-0.0833980436850501,True
4,27.700000000000003,-0.08339875723501189,-0.08339804649808985,True
4,27.8,-0.08339875923326846,-0.0833980483016716,True
4,27.900000000000002,-0.08339876028865637,-0.08339804917525158,True
4,28.0,-0.08339876048536704,-0.08339804920456668,True
4,28.1,-0.08339875991221112,-0.08339804847959796,True
4,28.200000000000003,-0.0833987586607138,-0.08339804709268465,True
4,28.3,-0.08339875682337108,-0.08339804513680268,True
4,28.400000000000002,-0.08339875449207705,-0.08339804270401766,True
4,28.5,-0.08339875175672996,-0.08339803988411781,True
4,28.6,-0.0833987487040177,-0.08339803676342993,True
4,28.700000000000003,-0.08339874541638623,-0.08339803342381688,True
4,28.8,-0.08339874197118385,-0.08339802994185379,True
4,28.900000000000002,-0.08339873843997958,-0.08339802638817645,True
4,29.0,-0.08339873488804525,-0.08339802282699407,True
4,29.1,-0.08339873137399367,-0.0833980193157564,True
4,29.200000000000003,-0.08339872794956057,-0.08339801590496405,True
4,29.3,-0.0833987246595202,-0.08339801263810975,True
4,29.400000000000002,-0.08339872154171904,-0.08339800955173718,True
4,29.5,-0.08339871862721707,-0.08339800667560426,True
4,29.6,-0.08339871594052103,-0.08339800403293675,True
4,29.700000000000003,-0.08339871349989726,-0.08339800164075856,True
4,29.8,-0.08339871131774931,-0.08339799951028544,True
4,29.900000000000002,-0.08339870940104929,-0.08339799764736876,True
4,30.0,-0.08339870775180805,-0.08339799605297717,True
6,0.0,-4.625929269271485e-18,,False
6,0.1,-0.05634957811027926,,False
6,0.2,-0.10764839084286826,,False
6,0.30000000000000004,-0.1526966811607925,,False
6,0.4,-0.19083620506630214,,False
6,0.5,-0.2218744501778462,,False
6,0.6000000000000001,-0.24598158604340478,,False
6,0.7000000000000001,-0.26358358911618746,,False
6,0.8,-0.27526625807327965,,False
6,0.9,-0.281697154163897,,False
6,1.0,-0.28356705018867806,,False
6,1.1,-0.28154927790306766,,False
6,1.2000000000000002,-0.2762739154498022,,False
6,1.3,-0.2683134310994337,,False
6,1.4000000000000001,-0.25817667728998583,,False
6,1.5,-0.2463086550106798,,False
6,1.6,-0.23309403676620266,,False
6,1.7000000000000002,-0.2188629459745477,,False
6,1.8,-0.20389790490766732,,False
6,1.9000000000000001,-0.1884411791945175,,False
6,2.0,-0.1727019769934036,,False
6,2.1,-0.15686312351892318,,False
6,2.2,-0.1410869459960262,,False
6,2.3000000000000003,-0.12552018811482346,,False
6,2.4000000000000004,-0.11029784131529274,,False
6,2.5,-0.0955458430129524,,False
6,2.6,-0.08138265445421879,,False
6,2.7,-0.06791979369706391,,False
6,2.8000000000000003,-0.05526145887071727,,False
6,2.9000000000000004,-0.043503427856070996,,False
6,3.0,-0.03273145707940752,,False
6,3.1,-0.023019419882334854,,False
6,3.2,-0.014427422086183661,,False
6,3.3000000000000003,-0.007000109936908208,,False
6,3.4000000000000004,-0.0007653471574574957,,False
6,3.5,0.004266611360338258,,False
6,3.6,0.008103375611666479,,False
6,3.7,0.010770085548262247,,False
6,3.8000000000000003,0.012308511492072476,,False
6,3.9000000000000004,0.01277565413330431,,False
6,4.0,0.012241935331315843,,False
6,4.1000000000000005,0.010789086652721483,,False
6,4.2,0.008507847865762147,,False
6,4.3,0.0054955840947943325,,False
6,4.4,0.0018539200902472491,,False
6,4.5,-0.0023135247285315428,,False
6,4.6000000000000005,-0.00690323408921472,,False
6,4.7,-0.011813677181091962,,False
6,4.800000000000001,-0.016946944434131906,,False
6,4.9,-0.022210121364034652,,False
6,5.0,-0.027516398394215724,-0.027639979971768047,True
6,5.1000000000000005,-0.032785925235379994,-0.03285533266872553,True
6,5.2,-0.03794642638000987,-0.03797107377348502,True
6,5.300000000000001,-0.04293359969389902,-0.04292386991829168,True
6,5.4,-0.04769132323410356,-0.04765770174891188,True
6,5.5,-0.05217169664641754,-0.052124061814152106,True
6,5.6000000000000005,-0.05633494318588358,-0.05628203204756215,True
6,5.7,-0.060149196953302626,-0.060098249351554736,True
6,5.800000000000001,-0.06359019771887502,-0.06354676867522528,True
6,5.9,-0.06664091304067402,-0.066608833657208,True
6,6.0,-0.06929110455957162,-0.06927256539049546,True
6,6.1000000000000005,-0.07153685258614277,-0.07153258016599603,True
6,6.2,-0.07338005055409191,-0.07338954717632805,True
6,6.300000000000001,-0.07482787870855774,-0.07484969712315803,True
6,6.4,-0.07589226458542526,-0.07592429248378965,True
6,6.5,-0.07658933643491395,-0.07662906987021645,True
6,6.6000000000000005,-0.07693887472909648,-0.07698366447169566,True
6,6.7,-0.07696376622185387,-0.07701102602577756,True
6,6.800000000000001,-0.0766894646366182,-0.07673683512851867,True
6,6.9,-0.0761434618684666,-0.07618892798817106,True
6,7.0,-0.07535477352745949,-0.07539673696356615,True
6,7.1000000000000005,-0.07435344264899232,-0.07439075342384142,True
6,7.2,-0.07317006539320059,-0.07320201863460593,True
6,7.300000000000001,-0.07183534250056221,-0.07186164753083703,True
6,7.4,-0.07037966013041112,-0.07040038939157392,True
6,7.5,-0.0688327034631863,-0.06884822859762675,True
6,7.6000000000000005,-0.06722310608947753,-0.06723402784176885,True
6,7.7,-0.06557813774460518,-0.06558521538076803,True
6,7.800000000000001,-0.06392343239128782,-0.06392751717849057,True
6,7.9,-0.06228275802636752,-0.06228473409630591,True
6,8.0,-0.06067782891612462,-0.060678563647027534,True
6,8.1,-0.05912816027560857,-0.059128465246347385,True
6,8.200000000000001,-0.05765096472728439,-0.05765156737466402,True
6,8.3,-0.05626108922753217,-0.05626261460475908,True
6,8.4,-0.05497099055700399,-0.05497395205824287,True
6,8.5,-0.053790746949063606,-0.05379554452637191,True
6,8.6,-0.052728102991328775,-0.05273502722809957,True
6,8.700000000000001,-0.051788544585803835,-0.05179778497857734,True
6,8.8,-0.05097540049590831,-0.05098705640253235,True
6,8.9,-0.05028996684264533,-0.05030405974609303,True
6,9.0,-0.04973165083270764,-0.04974813681423352,True
6,9.1,-0.0492981300014666,-0.049316911585087775,True
6,9.200000000000001,-0.0489855233246996,-0.049006460122590426,True
6,9.3,-0.048788570684658646,-0.04881148852058331,True
6,9.4,-0.04870081735826839,-0.048725515759822785,True
6,9.5,-0.048714800417515684,-0.048741058539253805,True
6,9.600000000000001,-0.04882223418458959,-0.04884981534945421,True
6,9.700000000000001,-0.049014192157951754,-0.04904284728430203,True
6,9.8,-0.04928128311214924,-0.04931075333177939,True
6,9.9,-0.049613819366804014,-0.04964383814165712,True
6,10.0,-0.05000197551289243,-0.05003227053207285,True
6,10.100000000000001,-0.050435936172325106,-0.05046623126444922,True
6,10.200000000000001,-0.05090603164607297,-0.05093604888281886,True
6,10.3,-0.05140286057365834,-0.05143232267578094,True
6,10.4,-0.05191739898047637,-0.05194603207371237,True
6,10.5,-0.05244109532746827,-0.052468632037570295,True
6,10.600000000000001,-0.0529659513989458,-0.052992134226106255,True
6,10.700000000000001,-0.053484589068060896,-0.053509173943409885,True
6,10.8,-0.05399030316498323,-0.054013063066639465,True
6,10.9,-0.05447710083996423,-0.05449782933318765,True
6,11.0,-0.05493972796196178,-0.05495824252635126,True
6,11.100000000000001,-0.055373683223318364,-0.0553898282381563,True
6,11.200000000000001,-0.055775220732202126,-0.05578887000700048,True
6,11.3,-0.05614134196728519,-0.05615240072619661,True
6,11.4,-0.05646977804373197,-0.056478184297599064,True
6,11.5,-0.056758963296386335,-0.05676468856280347,True
6,11.600000000000001,-0.057008001225596176,-0.057011050583690256,True
6,11.700000000000001,-0.0572166238740523,-0.05721703536530416,True
6,11.8,-0.05738514571013489,-0.05738298911836682,True
6,11.9,-0.057514413085487916,-0.057509788147395234,True
6,12.0,-0.05760575031294962,-0.0575987844248482,True
6,12.100000000000001,-0.0576609033767494,-0.05765174887343419,True
6,12.200000000000001,-0.0576819822413366,-0.05767081332923599,True
6,12.3,-0.05767140266973338,-0.05765841209921953,True
6,12.4,-0.057631828398350626,-0.057617223959586114,True
6,12.5,-0.0575661144442749,-0.057550115367871246,True
6,12.600000000000001,-0.057477252244629295,-0.05746008558322869,True
6,12.700000000000001,-0.05736831724722829,-0.05735021430744855,True
6,12.8,-0.057242419488837036,-0.057223612375357134,True
6,12.9,-0.05710265761330408,-0.057083375938662737,True
6,13.0,-0.05695207669796459,-0.05693254450327818,True
6,13.100000000000001,-0.05679363017421879,-0.05677406309779496,True
6,13.200000000000001,-0.056630146048169815,-0.05661074877111835,True
6,13.3,-0.05646429755061993,-0.05644526154119388,True
6,13.4,-0.05629857827341286,-0.05628007984503708,True
6,13.5,-0.056135281781774383,-0.056117480473572526,True
6,13.600000000000001,-0.055976485630514196,-0.055959522913624236,True
6,13.700000000000001,-0.055824039656139045,-0.05580803796418914,True
6,13.8,-0.0556795583674091,-0.05566462044516284,True
6,13.9,-0.05554441721383276,-0.05553062577415692,True
6,14.0,-0.05541975247511879,-0.05540717015102997,True
6,14.100000000000001,-0.05530646448466747,-0.05529513406023317,True
6,14.200000000000001,-0.05520522387667124,-0.05519516877793939,True
6,14.3,-0.055116480529106726,-0.05510770555399664,True
6,14.4,-0.05504047486357396,-0.0550329671277625,True
6,14.5,-0.054977251157243584,-0.05497098123151713,True
6,14.600000000000001,-0.054926672521722196,-0.05492159573504421,True
6,14.700000000000001,-0.054888437208031236,-0.05488449508969542,True
6,14.8,-0.054862095905655106,-0.05485921773936372,True
6,14.9,-0.05484706971627482,-0.05484517417880814,True
6,15.0,-0.05484266849888179,-0.0548416653562051,True
6,15.100000000000001,-0.05484810930195932,-0.054847901136147396,True
6,15.200000000000001,-0.054862534619834945,-0.0548630185610712,True
6,15.3,-0.05488503023365782,-0.054886099672767155,True
6,15.4,-0.054914642422262315,-0.05491618868074262,True
6,15.5,-0.054950394353989795,-0.0549523082902836,True
6,15.600000000000001,-0.0549913014969135,-0.05499347502967598,True
6,15.700000000000001,-0.055036385911444476,-0.0550387134427745,True
6,15.8,-0.055084689315610114,-0.05508706903957152,True
6,15.9,-0.05513528483903798,-0.05513761992326931,True
6,16.0,-0.05518728740655063,-0.05518948703728765,True
6,16.1,-0.05523986271598968,-0.05524184299936932,True
6,16.2,-0.05529223479721784,-0.05529391951224424,True
6,16.3,-0.05534369215998572,-0.05534501336098205,True
6,16.400000000000002,-0.055393592557340304,-0.055394491026045156,True
6,16.5,-0.05544136640836514,-0.055441791958027745,True
6,16.6,-0.05548651893919335,-0.05548643057504802,True
6,16.7,-0.05552863111436027,-0.05552799705669969,True
6,16.8,-0.055567359441654196,-0.05556615701934788,True
6,16.900000000000002,-0.05560243474267106,-0.05560065016638549,True
6,17.0,-0.05563365998833314,-0.05563128801389043,True
6,17.1,-0.05566090730374351,-0.05565795079700483,True
6,17.2,-0.05568411425000284,-0.05568058366538271,True
6,17.3,-0.05570327949211559,-0.05569919227732747,True
6,17.400000000000002,-0.05571845796197683,-0.055713837901886616,True
6,17.5,-0.05572975562378759,-0.055724632136323705,True
6,17.6,-0.05573732394624518,-0.05573173134318987,True
6,17.7,-0.05574135418163717,-0.05573533090682346,True
6,17.8,-0.05574207154669467,-0.0557356594036709,True
6,17.900000000000002,-0.05573972939388705,-0.05573297277450481,True
6,18.0,-0.05573460345492462,-0.05572754857957435,True
6,18.1,-0.05572698623073256,-0.0557196804101135,True
6,18.2,-0.05571718159422173,-0.05570967252160722,True
6,18.3,-0.05570549966394996,-0.0556978347459171,True
6,18.400000000000002,-0.055692251998387766,-0.05568447773093603,True
6,18.5,-0.05567774715209232,-0.055669908548002134,True
6,18.6,-0.0556622866267818,-0.05565442669897533,True
6,18.7,-0.05564616124219182,-0.05563832054677092,True
6,18.8,-0.05562964794378362,-0.05562186418535079,True
6,18.900000000000002,-0.05561300705694652,-0.055605314757776345,True
6,19.0,-0.05559647999036595,-0.05558891022399996,True
6,19.1,-0.055580287384774274,-0.05557286757367332,True
6,19.200000000000003,-0.05556462769741342,-0.055557381473427175,True
6,19.3,-0.05554967620725195,-0.05554262333286469,True
6,19.400000000000002,-0.05553558442134262,-0.05552874076893233,True
6,19.5,-0.05552247985868941,-0.05551585744440207,True
6,19.6,-0.05551046618462671,-0.05550407325291988,True
6,19.700000000000003,-0.05549962366598795,-0.055493464820440944,True
6,19.8,-0.05549000991524585,-0.055484086290868304,True
6,19.900000000000002,-0.05548166089031873,-0.05547597036231556,True
6,20.0,-0.05547459211583352,-0.0554691295395971,True
6,20.1,-0.05546880009127384,-0.05546355756827672,True
