N,time,magnetization_z_over_N,fit_prediction,in_fit_window
40,12.9,-0.11304016173363211,-0.11535023194094575,True
40,13.0,-0.10992749845960292,-0.11267634737351001,True
40,13.100000000000001,-0.10568465124568434,-0.10876130966185571,True
40,13.200000000000001,-0.10038925188834895,-0.10367055204731075,True
40,13.3,-0.09412608697722283,-0.09748277721709009,True
40,13.4,-0.0869859304683666,-0.09028881202661775,True
40,13.5,-0.07906452963655879,-0.08219033223765496,True
40,13.600000000000001,-0.07046173663150891,-0.07329847459156802,True
40,13.700000000000001,-0.06128076903756393,-0.0637323546477314,True
40,13.8,-0.051627575576890426,-0.0536175096886,True
40,13.9,-0.04161027762168623,-0.043084286618359495,True
40,14.0,-0.03133865366179485,-0.03226619515726486,True
40,14.100000000000001,-0.020923632423029935,-0.021298246757942833,True
40,14.200000000000001,-0.010476760993684293,-0.010315299545190865,True
40,14.3,-0.00010961705825445686,0.0005495707877013305,True
40,14.4,0.010066860964109452,0.011166654797339167,True
40,14.5,0.019943145640426634,0.02141112932383127,True
40,14.600000000000001,0.029412006000792267,0.031164496281111856,True
40,14.700000000000001,0.03836950977072867,0.040315923982482925,True
40,14.8,0.04671613590103198,0.04876347619511228,True
40,14.9,0.0543579814397289,0.05641521569093947,True
40,15.0,0.061208037793431244,0.06319017077232544,True
40,15.100000000000001,0.06718750345599847,0.06901915507611286,True
40,15.200000000000001,0.07222709382218961,0.07384543287581241,True
40,15.3,0.07626830415484973,0.07762522408389348,True
40,15.4,0.0792645794308164,0.08032804517968502,True
40,15.5,0.08118234481968792,0.08193688432811816,True
40,15.600000000000001,0.08200185297744376,0.08244821098554517,True
40,15.700000000000001,0.08171780904851923,0.08187182228671236,True
40,15.8,0.08033974101692203,0.08023053044796613,True
40,15.9,0.07789209146549783,0.0775596972832733,True
40,16.0,0.07441401643874357,0.07390662369028539,True
40,16.1,0.06995888744596193,0.06932980360363701,True
40,16.2,0.0645935031503525,0.06389805341386384,True
40,16.3,0.058397027437169166,0.05768952919661389,True
40,16.400000000000002,0.05145967985236531,0.050790645274184774,True
40,16.5,0.04388121243203373,0.043294908628051444,True
40,16.6,0.03576921337102875,0.03530168448754887,True
40,16.7,0.027237282577538224,0.02691490902924607,True
40,16.8,0.01840312680888277,0.01824176552927595,True
40,16.900000000000002,0.009386622769919134,0.009391340515014916,True
40,17.0,0.0003078953666237658,0.0004732764634772981,True
40,17.1,-0.008714544581644872,-0.008403562605399935,True
40,17.2,-0.017565563212175127,-0.017132396686458974,True
40,17.3,-0.026135032616145977,-0.0256097911252079,True
40,17.400000000000002,-0.03431929784466693,-0.03373685911787699,True
40,17.5,-0.04202246063659616,-0.041420391686180155,True
40,17.6,-0.049157465576236334,-0.04857390251397521,True
40,17.7,-0.05564698123943461,-0.05511857624657911,True
40,17.8,-0.06142407531925281,-0.06098411018728831,True
40,17.900000000000002,-0.06643268850885642,-0.06610944076175577,True
40,18.0,-0.07062791688206867,-0.07044334764048449,True
40,18.1,-0.07397611652744457,-0.07394492999315358,True
40,18.2,-0.07645484719002607,-0.07658395097575343,True
40,18.3,-0.07805267363820162,-0.0783410482022354,True
40,18.400000000000002,-0.07876884443096051,-0.07920780960625988,True
40,18.5,-0.07861286778488905,-0.07918671573562196,True
40,18.6,-0.07760400343729364,-0.07829095112247007,True
40,18.7,-0.07577068790642258,-0.07654408891769297,True
40,18.8,-0.07314990851644779,-0.07397965444994085,True
40,18.900000000000002,-0.06978653915027329,-0.07064057475192784,True
40,19.0,-0.06573264808823492,-0.06657852237352056,True
40,19.1,-0.06104678565297707,-0.0618531629587463,True
40,19.200000000000003,-0.055793256867591824,-0.05653131708998251,True
40,19.3,-0.05004138208619437,-0.05068604778671613,True
40,19.400000000000002,-0.04386474669198862,-0.044395685779766714,True
40,19.5,-0.037340439569296224,-0.03774280525807345,True
40,19.6,-0.030548279204583823,-0.030813163199351394,True
40,19.700000000000003,-0.023570025986613348,-0.023694615645517912,True
40,19.8,-0.016488579554013134,-0.016476024368101517,True
40,19.900000000000002,-0.009387160844409412,-0.009246167289307166,True
40,20.0,-0.0023484797677984586,-0.0020926657843438924,True
40,20.1,0.004546108932631967,0.0048990584047359405,True
40,20.200000000000003,0.011217457167821623,0.01164678445700913,True
40,20.3,0.017589475837791906,0.018072440458888735,True
40,20.400000000000002,0.023589979476061503,0.024102987397278043,True
40,20.5,0.029151512759728316,0.029671229398175923,True
40,20.6,0.03421214679451538,0.034716541483585855,True
40,20.700000000000003,0.03871623180881671,0.039185507244412034,True
40,20.8,0.04261509208038035,0.043032460027463706,True
40,20.900000000000002,0.04586764864242905,0.04621992249506897,True
40,21.0,0.04844095561353641,0.04871894072002772,True
40,21.1,0.05031063687854147,0.0505093103102909,True
40,21.200000000000003,0.051461211297483156,0.05157969340031699,True
40,21.3,0.051886296588938244,0.05192762668315174,True
40,21.400000000000002,0.05158868445093705,0.051559421972783584,True
40,21.5,0.05058028225347984,0.05048996206466697,True
40,21.6,0.04888191965251311,0.04874239588854115,True
40,21.700000000000003,0.046523021617146956,0.0463477381077394,True
40,21.8,0.04354115250736702,0.04334437940000481,True
40,21.900000000000002,0.039981438868454254,0.039777514644490024,True
40,22.0,0.035895881408897455,0.03569849712747417,True
40,22.1,0.03134256910206762,0.031164127656115294,True
40,22.200000000000003,0.02638481041687024,0.026235888127510536,True
40,22.3,0.021090198277778534,0.020979129633203572,True
40,22.400000000000002,0.01552962644086579,0.01546222558246215,True
40,22.5,0.009776275533112817,0.00975570059814364,True
40,22.6,0.0039045870428515055,0.00393134607542882,True
40,22.700000000000003,-0.0020107569042940175,-0.0019386667035399341,True
40,22.8,-0.007895831053146105,-0.007782665135154058,True
40,22.900000000000002,-0.01367842617419332,-0.013530335033392155,True
40,23.0,-0.01928895584553823,-0.019113551416594262,True
40,23.1,-0.02466129869941394,-0.024467170713812283,True
40,23.200000000000003,-0.0297335659916935,-0.0295297753694833,True
40,23.3,-0.034448786454566595,-0.03424436253238026,True
40,23.400000000000002,-0.038755502498483016,-0.03855896931225379,True
40,23.5,-0.04260827386948131,-0.042427227964361394,True
40,23.6,-0.04596808678146782,-0.04580884530641721,True
40,23.700000000000003,-0.04880266828055598,-0.048670001671964586,True
40,23.8,-0.05108670712344743,-0.05098366574590911,True
40,23.900000000000002,-0.052801983740419486,-0.05272982269870769,True
40,24.0,-0.05393741289523518,-0.05389561412213048,True
40,24.1,-0.05448900345108558,-0.0544753893582257,True
40,24.200000000000003,-0.054459740216607676,-0.05447066889090874,True
40,24.3,-0.053859393201770946,-0.053890021523603136,True
40,24.400000000000002,-0.05270425979028692,-0.05274885808416375,True
40,24.5,-0.051016845368853495,-0.051069145368139245,True
40,24.6,-0.048825487882760164,-0.04887904494223829,True
40,24.700000000000003,-0.046163931651636,-0.046212482271503354,True
40,24.8,-0.043070855616406785,-0.043108652396983256,True
40,24.900000000000002,-0.039589361033286107,-0.03961146906754902,True
40,25.0,-0.03576642351202493,-0.03576896481298126,True
40,25.1,-0.03165231423619455,-0.031632649929870825,True
40,25.200000000000003,-0.027299995217862492,-0.027256838732814523,True
40,25.3,-0.022764493534385984,-0.02269795169772757,True
40,25.400000000000002,-0.01810225966974265,-0.018013802290100606,True
40,25.5,-0.013370515327581906,-0.013262877328241229,True
40,25.6,-0.008626596381748553,-0.008503619680864367,True
40,25.700000000000003,-0.003927296960285923,-0.003793721942024416,True
40,25.8,0.0006717790056480334,0.0008105605322785356,True
40,25.900000000000002,0.005116852125187965,0.005255069197789605,True
40,26.0,0.009356580883749382,0.009488366926191058,True
40,26.1,0.013342646898689386,0.01346232059339981,True
40,26.200000000000003,0.01703030495934036,0.017132635216433288,True
40,26.3,0.02037889078742577,0.020459333883133264,True
40,26.400000000000002,0.023352279676463254,0.023407178458576386,True
40,26.5,0.025919289553887715,0.02594602684145462,True
40,26.6,0.028054022561538782,0.028051123372798636,True
40,26.700000000000003,0.029736139965816664,0.029703319857525064,True
40,26.8,0.030951066077984972,0.03088922553562995,True
40,26.900000000000002,0.03169011787078148,0.03160128522354164,True
40,27.0,0.03195055809668763,0.03183778572640107,True
40,27.1,0.031735570917917934,0.031602791488255906,True
40,27.200000000000003,0.031054160316712383,0.030906011289057518,True
40,27.3,0.029920972832790105,0.02976259860511514,True
40,27.400000000000002,0.02835604743790074,0.028192889014007808,True
40,27.5,0.02638449657090286,0.02622207873727337,True
40,27.6,0.02403612348825032,0.023879849066621495,True
40,27.700000000000003,0.021344982104898724,0.021199942004940013,True
40,27.8,0.018348886384403955,0.018219692965864467,True
40,27.900000000000002,0.015088877064374378,0.014979526810031429,True
40,28.0,0.011608654060077054,0.011522423848217072,True
40,28.1,0.007953983266429144,0.007893362708307459,True
40,28.200000000000003,0.004172086674324368,0.004138747142487383,True
40,28.3,0.0003110247344791348,0.00030582394224906197,True
40,28.400000000000002,-0.0035809202507528655,-0.0035579008679862446,True
40,28.5,-0.007455851236703346,-0.007405240471441867,True
40,28.6,-0.011266846025340758,-0.011189893414682597,True
40,28.700000000000003,-0.014968521881629376,-0.014866990808720395,True
40,28.8,-0.018517568392382867,-0.01839361823223907,True
40,28.900000000000002,-0.021873242525147347,-0.021729306392033902,True
40,29.0,-0.02499782063932778,-0.024836485060273555,True
40,29.1,-0.027857003026604443,-0.02768089533222933,True
40,29.200000000000003,-0.030420267392195423,-0.030231955824473196,True
40,29.3,-0.03266116851446231,-0.03246307905450273,True
40,29.400000000000002,-0.03455758212218628,-0.03435193490012794,True
40,29.5,-0.036091891794032306,-0.03588065872228336,True
40,29.6,-0.03725111840389022,-0.03703600243950754,True
40,29.700000000000003,-0.03802699230268189,-0.03780942755735229,True
40,29.8,-0.03841596903855197,-0.038197139872654995,True
40,29.900000000000002,-0.03841918997246576,-0.03820006628222453,True
40,30.0,-0.038042389646703735,-0.037823774819582025,True
40,30.1,-0.037295752212901045,-0.037078339713786435,True
40,30.200000000000003,-0.0361937196286785,-0.0359781539033008,True
40,30.3,-0.034754754692753374,-0.034541692038044226,True
40,30.400000000000002,-0.03300106231303784,-0.032791227557533706,True
40,30.5,-0.030958272695590306,-0.03075250793629985,True
40,30.6,-0.028655090408546312,-0.028454392634216313,True
40,30.700000000000003,-0.026122913517348068,-0.025928458674456104,True
40,30.8,-0.023395427207364226,-0.023208579091694034,True
40,30.900000000000002,-0.020508176507486063,-0.02033047974501244,True
40,31.0,-0.01749812290211695,-0.0173312801716701,True
40,31.1,-0.014403189766315588,-0.014249024268284704,True
40,31.200000000000003,-0.011261801675639376,-0.011122206624772348,True
40,31.3,-0.008112422723414182,-0.007989300304138434,True
40,31.400000000000002,-0.004993099018052218,-0.0048882917593656644,True
40,31.5,-0.0019410105257214815,-0.0018562284094311762,True
40,31.6,0.0010079626366243377,0.001071215837066545,True
40,31.700000000000003,0.0038196544713045635,0.0038601521163050077,True
40,31.8,0.006462003127352558,0.0064788605575507655,True
40,31.900000000000002,0.008905412125772803,0.008898142402606215,True
40,32.0,0.011123078535792304,0.011091636500417565,True
40,32.1,0.013091284234129775,0.013036096867095536,True
40,32.2,0.01478964682180583,0.014711628520773559,True
40,32.300000000000004,0.016201327274746317,0.01610187934610617,True
40,32.4,0.017313191959031332,0.017194186307799432,True
40,32.5,0.018115927240972114,0.017979674909264692,True
40,32.6,0.01860410555653739,0.01845331137414182,True
40,32.7,0.018776202462997847,0.0186139076079411,True
40,32.800000000000004,0.01863456486606338,0.018464079567421625,True
40,32.9,0.01818533128573342,0.018010160219797643,True
40,33.0,0.01743830568087671,0.017262068805961983,True
40,33.1,0.016406786983739544,0.01623313862553063,True
40,33.2,0.015107357089299323,0.014939906030962706,True
40,33.300000000000004,0.013559630589746675,0.013401863748120196,True
40,33.4,0.011785970031781603,0.011641182026766487,True
40,33.5,0.009811170895763121,0.009682401462633593,True
40,33.6,0.007662120844688819,0.007552101619427213,True
40,33.7,0.005367438062974761,0.005278549811755712,True
40,33.800000000000004,0.0029570936974179754,0.002891334586453572,True
40,33.9,0.00046202352478842863,0.0004209885587902638,True
40,34.0,-0.0020862659967566437,-0.0021013946789866286,True
40,34.1,-0.004656092179135897,-0.004644544856309645,True
40,34.2,-0.007215986061768004,-0.00717739586383758,True
40,34.300000000000004,-0.009735073061518168,-0.009669458577360592,True
40,34.4,-0.012183439745912778,-0.012091181272860166,True
40,34.5,-0.014532482458128887,-0.014414293453599533,True
40,34.6,-0.01675523386600432,-0.01661212917163543,True
40,34.7,-0.01882666388920869,-0.018659926231247105,True
40,34.800000000000004,-0.020723951870957727,-0.02053509800612891,True
40,34.9,-0.022426727295653016,-0.022217474981071114,True
40,35.0,-0.023917276804384442,-0.023689513537161512,True
40,35.1,-0.02518071571966605,-0.024936469931912397,True
40,35.2,-0.02620512275302541,-0.025946537876579676,True
40,35.300000000000004,-0.026981637028735617,-0.026710948576557654,True
40,35.4,-0.0275045170093564,-0.027224032571323095,True
40,35.5,-0.0277711613497873,-0.027483243182163074,True
40,35.6,-0.027782092132790436,-0.027489141843131983,True
40,35.7,-0.02754090134752083,-0.02724534604775935,True
40,35.800000000000004,-0.02705416186106186,-0.02675844108558751,True
40,35.9,-0.026331304499215703,-0.026037857163544238,True
40,36.0,-0.025384463195017658,-0.02509571390265674,True
40,36.1,-0.024228290479969963,-0.02394663456627786,True
40,36.2,-0.02287974588225291,-0.022607532707830454,True
40,36.300000000000004,-0.021357860056628812,-0.021097374220566175,True
40,36.4,-0.019683477700843128,-0.01943691802595523,True
40,36.5,-0.017878982511453066,-0.017648438848592407,True
40,36.6,-0.01596800759654715,-0.015755435691990678,True
40,36.7,-0.013975134892123936,-0.013782329749967518,True
40,36.800000000000004,-0.011925587221382237,-0.011754155561741027,True
40,36.9,-0.009844916690349268,-0.00969624924512353,True
40,37.0,-0.007758693127832822,-0.007633937621707597,True
40,37.1,-0.0056921962515972865,-0.005592231981612182,True
40,37.2,-0.003670115175253922,-0.003595530124654655,True
40,37.300000000000004,-0.0017162587613998269,-0.0016673301617402565,True
40,37.4,0.00014671982366590373,0.00017004063273462315,True
40,37.5,0.0018975811888799353,0.0018956788566582231,True
40,37.6,0.003516737495616687,0.0034903371070148827,True
40,37.7,0.004986467263749763,0.004936632694255037,True
40,37.800000000000004,0.006291104836869557,0.006219230760413381,True
40,37.9,0.007417202466812461,0.007324999958596919,True
40,38.0,0.008353663333492347,0.00824313921021213,True
40,38.1,0.009091844193091472,0.008965274427767103,True
40,38.2,0.009625626740744294,0.009485524470599931,True
40,38.300000000000004,0.009951457177333192,0.009800535983731257,True
40,38.400000000000006,0.01006835387805165,0.009909487151545148,True
40,38.5,0.009977883466980881,0.009814060773568114,True
40,38.6,0.009684106001073663,0.009518387434786125,True
40,38.7,0.009193490352771453,0.009028959893447994,True
40,38.800000000000004,0.008514801247384,0.008354520141123468,True
40,38.900000000000006,0.007658959754094995,0.007505920899174694,True
40,39.0,0.006638879343265759,0.006495963599343894,True
40,39.1,0.005469279903409398,0.005339215150804254,True
40,39.2,0.00416648235526774,0.004051806019108314,True
40,39.300000000000004,0.0027481867050114547,0.0026512123317529845,True
40,39.400000000000006,0.001233236541606728,0.001156024878775027,True
40,39.5,-0.000358626896494001,-0.0004142920064551603,True
40,39.6,-0.0020070178835745658,-0.0020396486221291657,True
40,39.7,-0.003691163362814269,-0.0036995820237417446,True
40,39.800000000000004,-0.0053901608707891836,-0.005373508993259397,True
40,39.900000000000006,-0.007083234055280776,-0.0070409767793436235,True
40,40.0,-0.008749982701120975,-0.008681908607962306,True
40,40.1,-0.010370624305313412,-0.010276841069680864,True
40,40.2,-0.011926224403064538,-0.011807150630327537,True
40,40.300000000000004,-0.013398913037448053,-0.013255266683396313,True
40,40.400000000000006,-0.014772084983775377,-0.01460486876294467,True
40,40.5,-0.016030581581746813,-0.015841065762024424,True
40,40.6,-0.01716085229039969,-0.016950555250742176,True
40,40.7,-0.018151094358998456,-0.017921761256525375,True
40,40.800000000000004,-0.018991369297586283,-0.018744949153554555,True
40,40.900000000000006,-0.019673695130252328,-0.019412316604926066,True
40,41.0,-0.020192113718671256,-0.01991805980617828,True
40,41.1,-0.020542732749669324,-0.020258414588527434,True
40,41.2,-0.02072374228513068,-0.020431672250704275,True
40,41.300000000000004,-0.020735406072300736,-0.02043817029589353,True
40,41.400000000000006,-0.02058002810445283,-0.020280258551271628,True
40,41.5,-0.02026189520310918,-0.019962241438474422,True
40,41.6,-0.019787196660869734,-0.01949029744063236,True
40,41.7,-0.019163922235892656,-0.01887237707222958,True
40,41.800000000000004,-0.01840174002285779,-0.01811808089906531,True
40,41.900000000000006,-0.017511855938673805,-0.01723851937439201,True
40,42.0,-0.016506856752296455,-0.016246156451549844,True
40,42.1,-0.015400538755036667,-0.015154639101120478,True
40,42.2,-0.014207724309092734,-0.013978615000143786,True
40,42.300000000000004,-0.012944068626402665,-0.012733540770996633,True
40,42.400000000000006,-0.011625859216186932,-0.011435483227229155,True
40,42.5,-0.010269810496904536,-0.010100916132461167,True
40,42.6,-0.008892856096229895,-0.008746514996223108,True
40,42.7,-0.0075119413608229196,-0.007388952417620264,True
40,42.800000000000004,-0.006143818566186357,-0.006044696444504444,True
40,42.900000000000006,-0.0048048472561885965,-0.004729814343427186,True
40,43.0,-0.003510802052632665,-0.003459784075313092,True
40,43.1,-0.0022766901586777923,-0.0022493156451583573,True
40,43.2,-0.001116580637427255,-0.0011121843430422391,True
40,43.300000000000004,-4.344738038455989e-05,-6.107772051425382e-05,True
40,43.400000000000006,0.0009309725081186202,0.000892542046583995,True
40,43.5,0.0017963033925712363,0.0017385589679734092,True
40,43.6,0.0025436375610452325,0.002468306005117077,True
40,43.7,0.0031656223989810937,0.003074648813354456,True
40,43.800000000000004,0.003656527477508507,0.003552049724025662,True
40,43.900000000000006,0.0040122910088432094,0.003896611480368427,True
40,44.0,0.004230545382354044,0.004106100492962901,True
40,44.1,0.004310621756523836,0.004179949631657083,True
40,44.2,0.004253533940798067,0.004119240818198764,True
40,44.300000000000004,0.004061942053859358,0.003926667924297404,True
40,44.400000000000006,0.0037400966879333115,0.003606480710727873,True
40,44.5,0.0032937645392527816,0.003164410761716495,True
40,44.6,0.0027301366799255787,0.0026075805727509734,True
40,44.7,0.002057720843575412,0.0019443971368786617,True
40,44.800000000000004,0.0012862192739659189,0.0011844315424861546,True
40,44.900000000000006,0.00042639384040722564,0.00033828624273597296,True
40,45.0,-0.0005100797455299649,-0.0005825482182085602,True
40,45.1,-0.0015107666718521498,-0.0015658451354974264,True
40,45.2,-0.0025626347067651016,-0.0025988002665319936,True
40,45.300000000000004,-0.003652220745171317,-0.003668195130255178,True
40,45.400000000000006,-0.0047658001216135575,-0.004760562939313142,True
40,45.5,-0.005889556590111369,-0.005862355119518306,True
40,45.6,-0.007009750897048891,-0.00696010639372767,True
40,45.7,-0.008112885923938768,-0.00804059645407307,True
40,45.800000000000004,-0.009185866451339175,-0.00909100631652844,True
40,45.900000000000006,-0.01021615169200402,-0.010099067543879105,True
40,46.0,-0.011191898858832436,-0.011053202635843619,True
40,46.1,-0.012102096169485349,-0.011942655016721135,True
40,46.2,-0.012936683842612508,-0.012757607199629324,True
40,46.300000000000004,-0.013686661808305425,-0.013489285870116274,True
40,46.400000000000006,-0.014344183035375315,-0.01413005280846812,True
40,46.5,-0.01490263156798403,-0.014673480757077684,True
40,46.6,-0.015356684561617723,-0.015114413534367531,True
40,46.7,-0.01570235781095034,-0.015449009897496688,True
40,46.800000000000004,-0.015937034467362218,-0.015674770859916212,True
40,46.900000000000006,-0.01605947684935023,-0.01579055037425936,True
40,47.0,-0.01606982145242959,-0.01579654949358091,True
40,47.1,-0.01596955746409254,-0.015694294322171197,True
40,47.2,-0.0157614892817523,-0.015486598258730893,True
40,47.300000000000004,-0.015449683715267703,-0.015177509217381096,True
40,47.400000000000006,-0.015039402728640652,-0.014772242683719267,True
40,47.5,-0.014537022735977078,-0.014277101621997938,True
40,47.6,-0.01394994161312486,-0.013699384393763801,True
40,47.7,-0.013286474717049268,-0.013047281976419797,True
40,47.800000000000004,-0.012555741318656239,-0.012329765880844038,True
40,47.900000000000006,-0.0117675429503093,-0.011556468259336193,True
40,48.0,-0.01093223524579276,-0.010737555767915958,True
40,48.1,-0.010060594907263127,-0.009883598799773668,True
40,48.2,-0.00916368347033689,-0.009005437739123321,True
40,48.300000000000004,-0.008252709554656146,-0.008114047896732514,True
40,48.400000000000006,-0.007338891283063443,-0.0072204047801607135,True
40,48.5,-0.006433320528149318,-0.00633535132361518,True
40,48.6,-0.005546830600898183,-0.005469468654966246,True
40,48.7,-0.004689868933168858,-0.00463295191170395,True
40,48.800000000000004,-0.0038723762247512656,-0.003835492534525352,True
40,48.900000000000006,-0.003103673427902451,-0.003086168368080668,True
40,49.0,-0.0023923578289457488,-0.002393342784603285,True
40,49.1,-0.0017462093592646821,-0.0017645739192978273,True
40,49.2,-0.001172108128549607,-0.0012065349681858557,True
40,49.300000000000004,-0.0006759640233153886,-0.0007249463514435788,True
40,49.400000000000006,-0.00026265905547297327,-0.00032452039004028394,True
40,49.5,6.3997018831893e-05,-8.918982681978445e-06,True
40,49.6,0.00030129745868051996,0.0002192753942875606,True
40,49.7,0.00044765549554766674,0.00035857520723813364,True
40,49.800000000000004,0.0005026074783103668,0.000408589914410863,True
40,49.900000000000006,0.00046680236473809546,0.0003700147152678147,True
40,50.0,0.0003419778822945318,0.0002446063298073651,True
40,50.1,0.0001309238389732525,3.514628971094773e-05,True
40,50.2,-0.00016256678540123442,-0.00025460763276455734,True
40,50.300000000000004,-0.0005337581971951485,-0.0006199810978557612,True
40,50.400000000000006,-0.0009770426978410094,-0.0010554530898044994,True
40,50.5,-0.0014860211297807661,-0.0015547350325508715,True
40,50.6,-0.002053591744543448,-0.002110858038243137,True
40,50.7,-0.002672046292072103,-0.0027162671147121656,True
40,50.800000000000004,-0.003333172060474126,-0.0033629210909731054,True
40,50.900000000000006,-0.004028358542036764,-0.004042396968717413,True
40,51.0,-0.004748707365002154,-0.004745997373035349,True
40,51.1,-0.005485144111394302,-0.005464859757438153,True
