excess_ratio,samples,mean_energy_es,median_energy_es,q10_energy_es,q90_energy_es
0.0,6000,0.2697217789025491,0.24032198901794144,0.101899804037365,0.4706538338682602
0.2,6000,0.8133041173684123,0.7023859382034358,0.21354674660371714,1.5698386657823247
0.45,6000,1.4766358812730165,1.306740407793353,0.28499224272670787,2.963738936518808
0.8,6000,2.4317754515624523,2.1670301950928152,0.3370587552628217,4.976436287834609
1.26,6000,3.8580789143768053,3.560302347603799,0.47350830052925236,7.636289863788322
1.81,6000,5.195502095390798,4.803026637329284,0.5258524109791616,10.602580781125795
3.21,6000,9.094031003187375,8.202873551604899,0.791182442027203,18.70954647814798
