magnetic_field_g,loss_rate_s,survival,excess_ratio,partial_wave,parameter_status
319.8,0.01265849269058765,0.9974715035078514,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
319.82,0.013305628933206585,0.9973424118698394,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
319.84000000000003,0.014011956731924584,0.9972015316867638,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
319.86,0.01478628990899906,0.9970471103983822,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
319.88,0.015639473839375948,0.9968769919985394,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
319.90000000000003,0.016585080422165433,0.9966884791358287,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
319.92,0.017640439636693084,0.9964781284620678,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
319.94,0.01882822476540448,0.9962414361967216,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
319.96000000000004,0.020178976744021013,0.9959723375286895,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
319.98,0.021735240230408272,0.9956623866912394,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.0,0.023558343123012283,0.9952994138734934,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.02000000000004,0.0257386891213989,0.9948654890721428,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.04,0.02840761560528826,0.9943345862084814,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.06,0.03174092458055575,0.9936719222392743,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.08,0.035941741823016626,0.9928374260161156,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.1,0.04122009928846787,0.9917898688835852,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.12,0.047784878480192076,0.9904885470608062,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.14,0.055819538703369025,0.9888981774248804,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.16,0.0654862969370522,0.9869881364904477,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.18,0.07699106471483597,0.9847197333744223,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.2,0.09036944657687265,0.9820884638330846,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.22,0.10554828238689463,0.9791115927543373,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.24,0.12281431427456756,0.9757363494178721,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.26,0.1421011734572848,0.9719798213244514,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.28000000000003,0.16194740615757958,0.96812944039245,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.3,0.18185381281554783,0.9642827072693193,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.32,0.20235861551088014,0.9603363194594643,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.34000000000003,0.2241081094991764,0.9561680260578967,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.36,0.2482415452570569,0.9515640221133692,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.38,0.2755476495339226,0.946381485200645,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.40000000000003,0.3052357055068266,0.9407788893776681,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.42,0.3352469045677839,0.9351490216835867,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.44,0.3634913429949238,0.929881362107162,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.46000000000004,0.3894989831214403,0.9250571157453003,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.48,0.4140398939965941,0.9205278911212071,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.5,0.4380563412642332,0.9161169312492743,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.52,0.4625670206937937,0.9116369911738368,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.54,0.48710128858479235,0.907174678851602,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.56,0.5085225476690777,0.9032964277198003,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.58,0.5261536638457308,0.9001168121797593,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.6,0.542261848197743,0.8972216287888296,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.62,0.5582694392688311,0.8943537506337254,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.64,0.5733665323406425,0.8916573950329141,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.66,0.5853359388449756,0.8895254259267877,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.68,0.5923365977479087,0.8882808446005619,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.7,0.595397204766536,0.8877372752652474,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.72,0.5955493907585245,0.8877102554408811,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.74,0.5932355771720813,0.888121149716797,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.76,0.5885121320896497,0.8889605444333026,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.78000000000003,0.5799665903821173,0.8904811734047405,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.8,0.5674417995382981,0.8927145876309411,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.82,0.552958830789194,0.8953041677961044,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.84000000000003,0.5381678655959383,0.897956571579714,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.86,0.5228016770197742,0.900720450435149,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.88,0.5058356799498577,0.9037819657682725,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.90000000000003,0.48692464936138957,0.9072067279438639,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.92,0.4663202574774858,0.9109529300525642,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.94,0.4444642853357676,0.9149435980635282,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.96000000000004,0.4221963366141584,0.9190274686805331,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
320.98,0.4005039192728027,0.9230233158511059,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
321.0,0.3798360473398675,0.9268465978541568,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
321.02,0.3600273152964728,0.9305258122796323,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
321.04,0.3407171502115827,0.9341264821673801,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
321.06,0.32160499919260915,0.9377039483986149,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
321.08,0.3024703152784832,0.9412993574436744,0.2,3,printed_energy_and_delta_mu_reconstructed_gamma_m
