excess_ratio,target_id,model_position_g,printed_linear_position_g,model_peak_rate_s,minimum_survival,mean_energy_es
3.21,T008,321.15930743113216,322.75418,0.2936917782380988,0.9429534605839853,9.094031003187375
1.81,T009,321.07086248922855,321.55298,0.44622942962450907,0.9146356967433132,5.195502095390798
1.26,T010,321.0694534447339,321.08108,0.5484913795080502,0.8961408956935385,3.8580789143768053
0.8,T011,321.2777857583444,320.6864,0.7950157498125918,0.8529944194187554,2.4317754515624523
0.45,T012,320.97115635240306,320.3861,0.9576766109094024,0.8257286275610269,1.4766358812730165
0.2,T013,320.7112342742197,320.1716,0.595786243560724,0.8877102554408811,0.8133041173684123
0.0,T014,320.23369215655725,320.0,0.061514653876656666,0.9877900662976056,0.2697217789025491
