field_v_m,field_mv_m,declared_excess_ratio,median_temperature_k,median_temperature_uk,quadratic_fit_temperature_uk,stationary_relative_drift,radial_kurtosis,axial_kurtosis,parameter_status
0.003,3.0,0.0,2.2893431534942204e-06,2.2893431534942206,2.5760961855622444,0.001729737142907237,2.9493083989631237,3.0521275383763884,printed_scale_reconstructed_dynamics
0.06245,62.449999999999996,0.2,3.925965225311947e-05,39.25965225311947,40.06177171251916,0.02212663516816135,1.6213870748170227,3.0639109697420035,printed_scale_reconstructed_dynamics
0.09367,93.67,0.45,8.778758941400819e-05,87.7875894140082,87.01822356965444,0.004158706960729751,1.5960513283979425,3.099689476379479,printed_scale_reconstructed_dynamics
0.1249,124.89999999999999,0.8,0.0001521432187236864,152.1432187236864,152.77891461025885,0.029198327984376545,1.6126806812914827,2.981882090047039,printed_scale_reconstructed_dynamics
0.15675,156.75,1.26,0.00024245994498436278,242.45994498436278,239.20065818727585,0.00031425171357326345,1.5844467532372997,3.067646754410327,printed_scale_reconstructed_dynamics
0.18788,187.88,1.81,0.0003399762428532377,339.9762428532377,342.5567389271111,0.008070756920929791,1.5863130651829342,3.1496258974416786,printed_scale_reconstructed_dynamics
0.2502,250.2,3.21,0.0006058506855440533,605.8506855440532,605.57427373358,0.018557968928687905,1.5946971004825803,2.991751007919815,printed_scale_reconstructed_dynamics
