displacement_um,field_v_m,excess_energy_mk,density_cm3,density_over_peak,classical_rate_s,classical_survival,parameter_status
-16.6,-4.195056848122028,169.5428708140568,5144147786.916617,0.03215092366822886,7.173757225139992e-05,0.9999856525884748,printed_shape_reconstructed_peak_density
-16.4,-4.144513994530196,165.4821110979413,5482231928.305056,0.0342639495519066,8.293242700343012e-05,0.9999834136521543,printed_shape_reconstructed_peak_density
-16.2,-4.093971140938364,161.47057271171818,5839061068.52174,0.03649413167826088,9.577996968042792e-05,0.9999808441895388,printed_shape_reconstructed_peak_density
-16.0,-4.043428287346533,157.50825565538736,6215417057.669203,0.038846356610432516,0.00011050951453595586,0.9999778983413381,printed_shape_reconstructed_peak_density
-15.799999999999999,-3.9928854337547004,153.59515992894876,6612096426.938295,0.041325602668364346,0.00012738004738112094,0.9999745243150345,printed_shape_reconstructed_peak_density
-15.6,-3.9423425801628693,149.73128553240258,7029909379.745187,0.04393693362340742,0.00014668377370528213,0.9999706636755773,printed_shape_reconstructed_peak_density
-15.399999999999999,-3.8917997265710373,145.91663246574865,7469678676.243628,0.04668549172652267,0.00016875005540055793,0.9999662505584451,printed_shape_reconstructed_peak_density
-15.2,-3.841256872979206,142.15120072898708,7932238408.5143,0.04957649005321438,0.0001939497749322461,0.9999612107973341,printed_shape_reconstructed_peak_density
-15.0,-3.790714019387374,138.43499032211776,8418432664.030872,0.052615204150192954,0.00022270016941143474,0.9999554609580102,printed_shape_reconstructed_peak_density
-14.799999999999999,-3.7401711657955428,134.7680012451408,8929114075.33057,0.05580696297081606,0.00025547018098183216,0.9999489072690817,printed_shape_reconstructed_peak_density
-14.6,-3.689628312203711,131.1502334980561,9465142254.176928,0.0591571390886058,0.0002927863742691435,0.9999414444395899,printed_shape_reconstructed_peak_density
-14.399999999999999,-3.6390854586118784,127.58168708086367,10027382108.891405,0.06267113818057128,0.00033523947640266556,0.9999329543523794,printed_shape_reconstructed_peak_density
-14.2,-3.5885426050200477,124.0623619935637,10616702043.95115,0.0663543877746947,0.00038349160035652645,0.9999233046211696,printed_shape_reconstructed_peak_density
-14.0,-3.5379997514282153,120.59225823615589,11233972041.400576,0.0702123252587536,0.00043828421813108675,0.9999123469981226,printed_shape_reconstructed_peak_density
-13.799999999999999,-3.487456897836384,117.17137580864045,11880061624.102682,0.07425038515064177,0.0005004469566712218,0.9998999156174417,printed_shape_reconstructed_peak_density
-13.6,-3.4369140442445523,113.79971471101733,12555837701.365149,0.07847398563353218,0.0005709072964761215,0.9998858250591595,printed_shape_reconstructed_peak_density
-13.399999999999999,-3.3863711906527207,110.4772749432865,13262162298.00953,0.08288851436255956,0.0006507012606847697,0.9998698682157383,printed_shape_reconstructed_peak_density
-13.2,-3.335828337060889,107.204056505448,13999890168.513739,0.08749931355321086,0.0007409851911271218,0.9998518139424132,printed_shape_reconstructed_peak_density
-13.0,-3.2852854834690577,103.98005939750179,14769866298.442507,0.09231166436526567,0.0008430487175332212,0.9998314044703173,printed_shape_reconstructed_peak_density
-12.799999999999999,-3.2347426298772257,100.80528361944788,15572923295.987633,0.0973307705999227,0.0009583290369302455,0.9998083525593313,printed_shape_reconstructed_peak_density
