field_mv_m,velocity_m_s,density,gaussian_density,kurtosis
3.0,-0.2775,0.0,4.165154606949853e-97,3.0521275383763884
3.0,-0.2725,0.0,1.3017402134119945e-93,3.0521275383763884
3.0,-0.2675,0.0,3.5145846125847863e-90,3.0521275383763884
3.0,-0.2625,0.0,8.197476354947797e-87,3.0521275383763884
3.0,-0.2575,0.0,1.651744347941618e-83,3.0521275383763884
3.0,-0.2525,0.0,2.875159706718754e-80,3.0521275383763884
3.0,-0.2475,0.0,4.323521320624606e-77,3.0521275383763884
3.0,-0.24250000000000002,0.0,5.616551220327336e-74,3.0521275383763884
3.0,-0.23750000000000004,0.0,6.3031599793597435e-71,3.0521275383763884
3.0,-0.23250000000000004,0.0,6.110875329653153e-68,3.0521275383763884
3.0,-0.22750000000000004,0.0,5.118055659150291e-65,3.0521275383763884
3.0,-0.22250000000000003,0.0,3.7030798157247995e-62,3.0521275383763884
3.0,-0.21750000000000003,0.0,2.314608952559333e-59,3.0521275383763884
3.0,-0.21250000000000002,0.0,1.2498234578259836e-56,3.0521275383763884
3.0,-0.20750000000000002,0.0,5.830102659081608e-54,3.0521275383763884
3.0,-0.2025,0.0,2.34941761116635e-51,3.0521275383763884
3.0,-0.1975,0.0,8.179009734229853e-49,3.0521275383763884
3.0,-0.1925,0.0,2.45978822161662e-46,3.0521275383763884
3.0,-0.18750000000000003,0.0,6.390740712272265e-44,3.0521275383763884
3.0,-0.18250000000000002,0.0,1.4343699058370578e-41,3.0521275383763884
3.0,-0.17750000000000005,0.0,2.7811705341147345e-39,3.0521275383763884
3.0,-0.17250000000000004,0.0,4.658547858979414e-37,3.0521275383763884
3.0,-0.16750000000000004,0.0,6.741087912182457e-35,3.0521275383763884
3.0,-0.16250000000000003,0.0,8.426862500684418e-33,3.0521275383763884
3.0,-0.15750000000000003,0.0,9.100354530276075e-31,3.0521275383763884
3.0,-0.15250000000000002,0.0,8.489990481633566e-29,3.0521275383763884
3.0,-0.14750000000000002,0.0,6.842464962295217e-27,3.0521275383763884
3.0,-0.14250000000000002,0.0,4.764029570303851e-25,3.0521275383763884
3.0,-0.1375,0.0,2.865449784691841e-23,3.0521275383763884
3.0,-0.13250000000000003,0.0,1.488907244691638e-21,3.0521275383763884
3.0,-0.12750000000000003,0.0,6.683423347439079e-20,3.0521275383763884
3.0,-0.12250000000000003,0.0,2.591712284236826e-18,3.0521275383763884
3.0,-0.11750000000000002,0.0,8.68222607784075e-17,3.0521275383763884
3.0,-0.11250000000000002,0.0,2.5126493236985385e-15,3.0521275383763884
3.0,-0.10750000000000001,0.0,6.281873095094078e-14,3.0521275383763884
3.0,-0.10250000000000002,0.0,1.3567596645544307e-12,3.0521275383763884
3.0,-0.09750000000000003,0.0,2.5314722816648306e-11,3.0521275383763884
3.0,-0.09250000000000003,0.0,4.0803734814844233e-10,3.0521275383763884
