model,L,samples,J_z,epsilon,var_h,mean_h
nearest_iteration2,10,18,0.030000000000,0.005000000000,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.030000000000,0.006879899392,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.030000000000,0.009466603130,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.030000000000,0.013025855423,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.030000000000,0.017923314962,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.030000000000,0.024662120743,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.030000000000,0.033934581903,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.030000000000,0.046693301882,0.004462314881,0.983798484310
nearest_iteration2,10,18,0.030000000000,0.064249043848,0.125097344500,0.739134685029
nearest_iteration2,10,18,0.030000000000,0.088405391544,0.091560084439,0.714568017595
nearest_iteration2,10,18,0.030000000000,0.121644039911,0.097089401844,0.685997366096
nearest_iteration2,10,18,0.030000000000,0.167379751252,0.079252710350,0.548925358868
nearest_iteration2,10,18,0.030000000000,0.230311169782,0.095888384267,0.273152081306
nearest_iteration2,10,18,0.030000000000,0.316903535403,0.131572865671,0.331806532798
nearest_iteration2,10,18,0.030000000000,0.436052888125,0.056903668896,0.198487488524
nearest_iteration2,10,18,0.030000000000,0.600000000000,0.018416632601,0.106165275725
nearest_iteration2,10,18,0.050000000000,0.005000000000,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.050000000000,0.006879899392,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.050000000000,0.009466603130,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.050000000000,0.013025855423,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.050000000000,0.017923314962,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.050000000000,0.024662120743,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.050000000000,0.033934581903,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.050000000000,0.046693301882,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.050000000000,0.064249043848,0.003193450924,0.986294159844
nearest_iteration2,10,18,0.050000000000,0.088405391544,0.037249995702,0.923095327131
nearest_iteration2,10,18,0.050000000000,0.121644039911,0.079502185994,0.756665238455
nearest_iteration2,10,18,0.050000000000,0.167379751252,0.097478123389,0.662558205665
nearest_iteration2,10,18,0.050000000000,0.230311169782,0.135732049144,0.493424676051
nearest_iteration2,10,18,0.050000000000,0.316903535403,0.088684713933,0.282713691120
nearest_iteration2,10,18,0.050000000000,0.436052888125,0.030930975115,0.181467497975
nearest_iteration2,10,18,0.050000000000,0.600000000000,0.065659642518,0.207854839410
nearest_iteration2,10,18,0.080000000000,0.005000000000,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.080000000000,0.006879899392,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.080000000000,0.009466603130,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.080000000000,0.013025855423,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.080000000000,0.017923314962,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.080000000000,0.024662120743,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.080000000000,0.033934581903,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.080000000000,0.046693301882,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.080000000000,0.064249043848,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.080000000000,0.088405391544,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.080000000000,0.121644039911,0.099933813312,0.829276067377
nearest_iteration2,10,18,0.080000000000,0.167379751252,0.111952540532,0.749071766142
nearest_iteration2,10,18,0.080000000000,0.230311169782,0.100352345882,0.378185357239
nearest_iteration2,10,18,0.080000000000,0.316903535403,0.084779575365,0.236375646813
nearest_iteration2,10,18,0.080000000000,0.436052888125,0.032167257654,0.223053140863
nearest_iteration2,10,18,0.080000000000,0.600000000000,0.047866210839,0.163373966908
nearest_iteration2,10,18,0.100000000000,0.005000000000,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.100000000000,0.006879899392,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.100000000000,0.009466603130,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.100000000000,0.013025855423,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.100000000000,0.017923314962,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.100000000000,0.024662120743,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.100000000000,0.033934581903,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.100000000000,0.046693301882,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.100000000000,0.064249043848,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.100000000000,0.088405391544,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.100000000000,0.121644039911,0.012626369163,0.972746970850
nearest_iteration2,10,18,0.100000000000,0.167379751252,0.124198379494,0.712787343919
