J_z,epsilon_peak,var_h_peak,mean_h_at_peak
0.030000000000,0.316903535403,0.131572865671,0.331806532798
0.050000000000,0.230311169782,0.135732049144,0.493424676051
0.080000000000,0.167379751252,0.111952540532,0.749071766142
0.100000000000,0.230311169782,0.146930556539,0.610556283738
0.150000000000,0.316903535403,0.163406306577,0.628032212110
