convention,hopping_pi,delta_difference_pi,sigma_z_coefficient_pi,gap_zero_pi,gap_pi_pi,coarse_winding_zero_raw,coarse_winding_pi_raw,winding_zero_raw,winding_pi_raw,chern_upper_raw,winding_zero,winding_pi,chern_upper,quantization_residual,bulk_edge_relation_residual,winding_momentum_points_used,winding_time_points_used,adaptive_refinement_used,status
onsite_difference,0.55,0.8,0.4,0.35404767084887373,0.40958241908543125,0.0008825628558673622,0.00042217888350360003,0.0008825628558673622,0.00042217888350360003,8.834874115176436e-18,0,0,0,0.0008825628558673622,0,11,23,False,gapped_quantized
onsite_difference,0.6000000000000001,0.8,0.4,0.3458530812401222,0.3801630548089057,0.0012782547563729761,0.0006593107721102904,0.0012782547563729761,0.0006593107721102904,8.834874115176436e-18,0,0,0,0.0012782547563729761,0,11,23,False,gapped_quantized
onsite_difference,0.65,0.8,0.4,0.33712431612259575,0.34979048974972027,0.001775581402543556,0.001020549796706882,0.001775581402543556,0.001020549796706882,1.766974823035287e-17,0,0,0,0.001775581402543556,0,11,23,False,gapped_quantized
onsite_difference,0.7,0.8,0.4,0.32789830735708225,0.31863797728140364,0.0023746771895632817,0.0015863909320674968,0.0023746771895632817,0.0015863909320674968,-8.834874115176436e-18,0,0,0,0.0023746771895632817,0,11,23,False,gapped_quantized
onsite_difference,0.75,0.8,0.4,0.31821259732724094,0.28687214615486384,0.0030672279244239238,0.002507896585000512,0.0030672279244239238,0.002507896585000512,-0.0,0,0,0,0.0030672279244239238,0,11,23,False,gapped_quantized
onsite_difference,0.8,0.8,0.4,0.308105092191854,0.25466578306354376,0.0038355920387397966,0.004076933189591607,0.0038355920387397966,0.004076933189591607,-0.0,0,0,0,0.004076933189591607,0,11,23,False,gapped_quantized
onsite_difference,0.8500000000000001,0.8,0.4,0.2976138603987992,0.22221886733522694,0.004652911761098507,0.006873309800447649,0.004652911761098507,0.006873309800447649,3.533949646070574e-17,0,0,0,0.006873309800447649,0,11,23,False,gapped_quantized
onsite_difference,0.9000000000000001,0.8,0.4,0.2867769773321037,0.18979786135009605,0.005484414934844149,0.012088609360488008,0.005484414934844149,0.012088609360488008,3.533949646070574e-17,0,0,0,0.012088609360488008,0,11,23,False,gapped_quantized
onsite_difference,0.95,0.8,0.4,0.2756324163106601,0.15781841392544954,0.006290006371686804,0.022286943109217132,0.006290006371686804,0.022286943109217132,-0.0,0,0,0,0.022286943109217132,0,11,23,False,gapped_quantized
onsite_difference,1.0,0.8,0.4,0.2642179860557616,0.1270394696580411,0.007028127786197529,0.043331722766091214,0.007028127786197529,0.043331722766091214,-1.766974823035287e-17,0,0,0,0.043331722766091214,0,11,23,False,gapped_quantized
onsite_difference,1.05,0.8,0.4,0.25257131524742155,0.09905723918477582,0.007660745605868064,0.08935643503531925,0.007660745605868064,0.08935643503531925,1.766974823035287e-17,0,0,0,0.08935643503531925,0,11,23,False,gapped_quantized
onsite_difference,1.1,0.8,0.4,0.24072988598235853,0.07749468307496601,0.008159228202584991,0.19108355761681367,0.008159228202584991,0.19108355761681367,-0.0,0,0,0,0.19108355761681367,0,11,23,False,gapped_quantized
onsite_difference,1.1500000000000001,0.8,0.4,0.22873111997994056,0.06918087203822303,0.008510821967921913,0.3739698226323535,0.0023779815088743935,0.44464329442051354,-3.533949646070574e-17,0,0,0,0.44464329442051354,0,21,49,True,gap_closing_neighborhood
onsite_difference,1.2,0.8,0.4,0.2166125245147582,0.0788177093572203,0.008725452565878642,0.5700522820478392,0.0024933188984008433,0.7614491793007602,1.0,0,1,1,0.23855082069923983,0,21,49,True,gapped_quantized
onsite_difference,1.25,0.8,0.4,0.20441190971721557,0.1016571457276583,0.008842685762677119,0.6971015577166092,0.0026068936104228185,0.8807791928001194,1.0000000000000002,0,1,1,0.1192208071998806,0,21,49,True,gapped_quantized
onsite_difference,1.3,0.8,0.4,0.19216769578204476,0.13112894058749916,0.008938903016413256,0.765032739898376,0.008938903016413256,0.765032739898376,1.0,0,1,1,0.23496726010162405,0,11,23,False,gapped_quantized
onsite_difference,1.35,0.8,0.4,0.17991933890037481,0.16380141187318673,0.009135105220441558,0.8014492207331018,0.009135105220441558,0.8014492207331018,1.0,0,1,1,0.19855077926689824,0,11,23,False,gapped_quantized
onsite_difference,1.4000000000000001,0.8,0.4,0.1677079202218011,0.19817621894758702,0.009606289554052617,0.8214734765617392,0.009606289554052617,0.8214734765617392,1.0000000000000002,0,1,1,0.1785265234382608,0,11,23,False,gapped_quantized
onsite_difference,1.4500000000000002,0.8,0.4,0.15557696580734795,0.23355925794052554,0.010594110191713281,0.8323231244960957,0.010594110191713281,0.8323231244960957,1.0,0,1,1,0.1676768755039043,0,11,23,False,gapped_quantized
onsite_difference,1.5000000000000002,0.8,0.4,0.14357360204248926,0.2695943010412048,0.012425638877589575,0.837658455386753,0.012425638877589575,0.837658455386753,1.0,0,1,1,0.162341544613247,0,11,23,False,gapped_quantized
onsite_difference,1.55,0.8,0.4,0.1317502076367118,0.30607976565081624,0.015542653475131635,0.8394945995483494,0.015542653475131635,0.8394945995483494,1.0,0,1,1,0.16050540045165063,0,11,23,False,gapped_quantized
onsite_difference,1.6,0.8,0.4,0.12016681087647713,0.34289126332983094,0.020548213894306173,0.8390238942510733,0.020548213894306173,0.8390238942510733,1.0000000000000002,0,1,1,0.16097610574892673,0,11,23,False,gapped_quantized
onsite_difference,1.6500000000000001,0.8,0.4,0.10889461286900887,0.3799457857504422,0.028280419043363477,0.8369956081575434,0.028280419043363477,0.8369956081575434,1.0,0,1,1,0.16300439184245663,0,11,23,False,gapped_quantized
onsite_difference,1.7000000000000002,0.8,0.4,0.09802120386357115,0.4171836441498965,0.0399264149052934,0.8339035732140685,0.0399264149052934,0.8339035732140685,1.0,0,1,1,0.1660964267859315,0,11,23,False,gapped_quantized
onsite_difference,1.7500000000000002,0.8,0.4,0.08765825709942986,0.4545585436627077,0.057188984869436355,0.8300840700827118,0.057188984869436355,0.8300840700827118,1.0,0,1,1,0.1699159299172882,0,11,23,False,gapped_quantized
onsite_difference,1.8,0.8,0.4,0.07795257863637314,0.49203156638432466,0.08249968774485117,0.8257694447083895,0.08249968774485117,0.8257694447083895,1.0,0,1,1,0.17423055529161047,0,11,23,False,gapped_quantized
onsite_difference,1.85,0.8,0.4,0.06910079627718307,0.5295670131668954,0.11919881135283826,0.8211190712145782,0.11919881135283826,0.8211190712145782,1.0,0,1,1,0.17888092878542183,0,11,23,False,gapped_quantized
onsite_difference,1.9000000000000001,0.8,0.4,0.061365086399292626,0.5671289547624022,0.17139824350728536,0.8162384103023721,0.17139824350728536,0.8162384103023721,1.0,0,1,1,0.1837615896976279,0,11,23,False,gapped_quantized
onsite_difference,1.9500000000000002,0.8,0.4,0.055078968676345604,0.6046776618321867,0.24286486762416035,0.8111916458857998,0.21712850669017497,0.9484635143125904,1.0000000000000002,0,1,1,0.21712850669017497,0,21,49,True,gapped_quantized
onsite_difference,2.0,0.8,0.4,0.05061675169596649,0.642165044788719,0.33409644729622484,0.8060107195829213,0.420541198042479,0.9471522766950854,1.0,0,1,1,0.420541198042479,0,21,49,True,gap_closing_neighborhood
onsite_difference,2.05,0.8,0.4,0.048293724080843724,0.6795278206782714,0.43825690319011246,0.8007022119420003,0.6528661335100967,0.945795400650883,8.834874115176436e-17,1,1,0,0.3471338664899033,0,21,49,True,gap_closing_neighborhood
onsite_difference,2.1,0.8,0.4,0.0482135143694106,0.7166760647803997,0.5404625521818645,0.7952528277603491,0.7958662301755648,0.944389090835885,-5.300924469105861e-17,1,1,0,0.2041337698244352,0,21,49,True,gapped_quantized
onsite_difference,2.15,0.8,0.4,0.050178206007968774,0.7441924466682842,0.6249095305530273,0.7896339222378328,0.866158885512905,0.9429260421931046,4.417437057588218e-17,1,1,0,0.13384111448709501,0,21,49,True,gapped_quantized
onsite_difference,2.2,0.8,0.4,0.053761545390619794,0.750033074854644,0.6843802269033686,0.7838053850796074,0.9009522178770617,0.941396638652388,5.300924469105861e-17,1,1,0,0.0990477821229383,0,21,49,True,gapped_quantized
onsite_difference,2.25,0.8,0.4,0.058474681331185656,0.7559300561162007,0.7216307460620481,0.7777191770825731,0.9187263251068905,0.9397899258489124,-3.533949646070574e-17,1,1,0,0.08127367489310955,0,21,49,True,gapped_quantized
onsite_difference,2.3,0.8,0.4,0.06388842214917786,0.7618790819770832,0.7432811029553458,0.7713228192962082,0.9280019896353247,0.9380944511178009,-8.834874115176436e-18,1,1,0,0.07199801036467535,0,21,49,True,gapped_quantized
onsite_difference,2.35,0.8,0.4,0.06967300039418625,0.7678758077841404,0.7543073813793308,0.7645631224543554,0.9326060387417677,0.9362990693804244,-0.0,1,1,0,0.06739396125823227,0,21,49,True,gapped_quantized
onsite_difference,2.4,0.8,0.4,0.07558961686438688,0.7739158501080398,0.755892316545134,0.7573903866709902,0.9337513712851838,0.9343938069517048,3.533949646070574e-17,1,1,0,0.06624862871481618,0,21,49,True,gapped_quantized
onsite_difference,2.4499999999999997,0.8,0.4,0.07809451073036604,0.7799947833316077,0.746456073406177,0.7497631884416067,0.9312313794914395,0.93237085144699,3.533949646070574e-17,1,1,0,0.06876862050856047,0,21,49,True,gapped_quantized
onsite_difference,2.5,0.8,0.4,0.0719813877078298,0.7861081352991769,0.7304179514961671,0.7416537100049295,0.9265230129878075,0.9302256946931056,-7.067899292141149e-17,1,1,0,0.07347698701219252,0,21,49,True,gapped_quantized
onsite_difference,2.55,0.8,0.4,0.06612501588217656,0.7922513818712582,0.7146677945226645,0.7330533749219432,0.9218107572342955,0.9279584012451938,-0.0,1,1,0,0.07818924276570449,0,21,49,True,gapped_quantized
onsite_difference,2.6,0.8,0.4,0.060533135955226906,0.7984199401921349,0.6986542761163924,0.7239783625561516,0.9168542509491076,0.9255749156533094,-0.0,1,1,0,0.08314574905089245,0,21,49,True,gapped_quantized
onsite_difference,2.65,0.8,0.4,0.055212830805776505,0.8046091604319696,0.6804474838231108,0.714474416029732,0.9108531107898366,0.9230882668208523,2.6504622345529306e-17,1,1,0,0.08914688921016345,0,21,49,True,gapped_quantized
onsite_difference,2.7,0.8,0.4,0.050170506222207936,0.7911914130679379,0.6594283244541985,0.7046202637022237,0.9031746536620607,0.9205194875292996,2.8713340874323413e-17,1,1,0,0.09682534633793927,0,21,49,True,gapped_quantized
onsite_difference,2.75,0.8,0.4,0.04541187229720308,0.75469633263613,0.636095036805949,0.6945289651313531,0.8933103581606583,0.917898049468856,3.975693351829396e-17,1,1,0,0.10668964183934171,0,21,49,True,gapped_quantized
onsite_difference,2.8,0.8,0.4,0.04094192577333784,0.7175425047127524,0.6114701355295149,0.6843465770025595,0.8809694829472211,0.915261623272831,-4.417437057588218e-17,1,1,0,0.1190305170527789,0,21,49,True,gapped_quantized
onsite_difference,2.85,0.8,0.4,0.03676493361809689,0.6799627138745192,0.5865809283884069,0.6742477039175852,0.8662400978298446,0.9126550084846138,-0.0,1,1,0,0.13375990217015543,0,21,49,True,gapped_quantized
onsite_difference,2.9,0.8,0.4,0.032884418086568126,0.6420971899872584,0.5622236287330626,0.6644277264316041,0.8496085336625301,0.9101281336701534,-7.951386703658792e-17,1,1,0,0.15039146633746991,0,21,49,True,gapped_quantized
onsite_difference,2.95,0.8,0.4,0.029303143499675145,0.6040367448645868,0.5389445739041637,0.6550917401061659,0.8318020104490421,0.9077330894057974,5.300924469105861e-17,1,1,0,0.16819798955095788,0,21,49,True,gapped_quantized
onsite_difference,3.0,0.8,0.4,0.026023104927670408,0.5658446119763534,0.5171040645865516,0.6464404341090642,0.8135815818154433,0.9055202073866995,-3.533949646070574e-17,1,1,0,0.18641841818455673,0,21,49,True,gapped_quantized
onsite_difference,0.3,0.9,0.45,0.43269616274685413,0.4914419036732039,5.504798206578872e-05,2.2633143727095673e-05,5.504798206578872e-05,2.2633143727095673e-05,-0.0,0,0,0,5.504798206578872e-05,0,11,23,False,gapped_quantized
onsite_difference,0.35,0.9,0.45,0.4266172170000555,0.4719238482645048,0.00010933358632937948,4.650142257500687e-05,0.00010933358632937948,4.650142257500687e-05,-4.417437057588218e-18,0,0,0,0.00010933358632937948,0,11,23,False,gapped_quantized
onsite_difference,0.4,0.9,0.45,0.4197092634761411,0.4502883071856714,0.00019854213928826848,8.822577001973122e-05,0.00019854213928826848,8.822577001973122e-05,-0.0,0,0,0,0.00019854213928826848,0,11,23,False,gapped_quantized
onsite_difference,0.45,0.9,0.45,0.4120131186351488,0.4267882561870434,0.00033530995674809595,0.0001577121242792543,0.00033530995674809595,0.0001577121242792543,-4.417437057588218e-18,0,0,0,0.00033530995674809595,0,11,23,False,gapped_quantized
onsite_difference,0.5,0.9,0.45,0.4035723460341442,0.40166030299222644,0.0005328108642650382,0.00026983271193085895,0.0005328108642650382,0.00026983271193085895,-8.834874115176436e-18,0,0,0,0.0005328108642650382,0,11,23,False,gapped_quantized
onsite_difference,0.55,0.9,0.45,0.3944325679427729,0.37512276232007175,0.0008032230655323847,0.00044789801767339146,0.0008032230655323847,0.00044789801767339146,8.834874115176436e-18,0,0,0,0.0008032230655323847,0,11,23,False,gapped_quantized
onsite_difference,0.6000000000000001,0.9,0.45,0.38464083127387544,0.34737650812895404,0.0011558662858152963,0.0007304390877133945,0.0011558662858152963,0.0007304390877133945,-0.0,0,0,0,0.0011558662858152963,0,11,23,False,gapped_quantized
onsite_difference,0.65,0.9,0.45,0.3742450431346715,0.3186082383391944,0.0015952041635561502,0.0011844648185858613,0.0015952041635561502,0.0011844648185858613,-0.0,0,0,0,0.0015952041635561502,0,11,23,False,gapped_quantized
onsite_difference,0.7,0.9,0.45,0.36329348538478395,0.2889962904264268,0.002118966038064959,0.0019315062906862703,0.002118966038064959,0.0019315062906862703,-3.533949646070574e-17,0,0,0,0.002118966038064959,0,11,23,False,gapped_quantized
onsite_difference,0.75,0.9,0.45,0.3518344124429327,0.25872003830681334,0.0027166763128716794,0.0031995967516006943,0.0027166763128716794,0.0031995967516006943,-0.0,0,0,0,0.0031995967516006943,0,11,23,False,gapped_quantized
onsite_difference,0.8,0.9,0.45,0.3399157324930779,0.22797564643368115,0.003368880876766602,0.0054299812111420626,0.003368880876766602,0.0054299812111420626,-0.0,0,0,0,0.0054299812111420626,0,11,23,False,gapped_quantized
onsite_difference,0.8500000000000001,0.9,0.45,0.3275847693172369,0.19700485866190678,0.00404732471938233,0.0095053685283325,0.00404732471938233,0.0095053685283325,-1.766974823035287e-17,0,0,0,0.0095053685283325,0,11,23,False,gapped_quantized
onsite_difference,0.9000000000000001,0.9,0.45,0.31488810022150376,0.1661532568389222,0.004716264028736033,0.017266663218103214,0.004716264028736033,0.017266663218103214,-0.0,0,0,0,0.017266663218103214,0,11,23,False,gapped_quantized
onsite_difference,0.95,0.9,0.45,0.3018714648524028,0.13600105720921296,0.0053349967203864136,0.03277556942965899,0.0053349967203864136,0.03277556942965899,1.766974823035287e-17,0,0,0,0.03277556942965899,0,11,23,False,gapped_quantized
onsite_difference,1.0,0.9,0.45,0.2885797400344342,0.1076851512946412,0.005861580446233331,0.06563055261210185,0.005861580446233331,0.06563055261210185,3.533949646070574e-17,0,0,0,0.06563055261210185,0,11,23,False,gapped_quantized
onsite_difference,1.05,0.9,0.45,0.2750569770380054,0.08371099151912448,0.00625759471822535,0.1387398172033068,0.00625759471822535,0.1387398172033068,3.533949646070574e-17,0,0,0,0.1387398172033068,0,11,23,False,gapped_quantized
onsite_difference,1.1,0.9,0.45,0.2613464999253415,0.06941326907922261,0.00649371559289284,0.2889281461146408,0.001769975506749143,0.2900253587396026,-1.0601848938211722e-16,0,0,0,0.2900253587396026,0,21,49,True,gap_closing_neighborhood
onsite_difference,1.1500000000000001,0.9,0.45,0.24749106695896617,0.07144201971298945,0.006555831073241006,0.4955466207446162,0.0018186846388824698,0.6492277266263758,1.0,0,1,1,0.35077227337362415,0,21,49,True,gap_closing_neighborhood
onsite_difference,1.2,0.9,0.45,0.23353310182008016,0.08905331791478349,0.0064514572018207015,0.6554359270315671,0.0018383076226420835,0.8446586204384332,1.0,0,1,1,0.1553413795615668,0,21,49,True,gapped_quantized
onsite_difference,1.25,0.9,0.45,0.21951500818956465,0.11556218200815205,0.0062163433001938264,0.7442314791256348,0.0018448921460414397,0.9089522200293981,1.0000000000000002,0,1,1,0.09104777997060187,0,21,49,True,gapped_quantized
onsite_difference,1.3,0.9,0.45,0.2054795911672881,0.14637411248202548,0.005921407184014255,0.7913061943610904,0.005921407184014255,0.7913061943610904,1.0000000000000002,0,1,1,0.2086938056389096,0,11,23,False,gapped_quantized
onsite_difference,1.35,0.9,0.45,0.1914706238672559,0.17940159034907438,0.005680553961118628,0.8170821876616983,0.005680553961118628,0.8170821876616983,1.0,0,1,1,0.18291781233830173,0,11,23,False,gapped_quantized
onsite_difference,1.4000000000000001,0.9,0.45,0.1775336203950318,0.21370357039560992,0.005660564461917738,0.8312943802837267,0.005660564461917738,0.8312943802837267,1.0,0,1,1,0.1687056197162733,0,11,23,False,gapped_quantized
onsite_difference,1.4500000000000002,0.9,0.45,0.16371691247118103,0.24881421023908948,0.006095197174102581,0.8387096581469852,0.006095197174102581,0.8387096581469852,1.0,0,1,1,0.16129034185301483,0,11,23,False,gapped_quantized
onsite_difference,1.5000000000000002,0.9,0.45,0.15007318498287978,0.28447807341724746,0.0073071196823126985,0.8418740105078333,0.0073071196823126985,0.8418740105078333,1.0,0,1,1,0.15812598949216672,0,11,23,False,gapped_quantized
onsite_difference,1.55,0.9,0.45,0.13666172049694483,0.3205414658071251,0.00974358822764469,0.8422583368699442,0.00974358822764469,0.8422583368699442,1.0,0,1,1,0.15774166313005578,0,11,23,False,gapped_quantized
onsite_difference,1.6,0.9,0.45,0.12355175847930336,0.35690386402007185,0.014035375844663852,0.8407698306680111,0.014035375844663852,0.8407698306680111,1.0,0,1,1,0.15923016933198886,0,11,23,False,gapped_quantized
onsite_difference,1.6500000000000001,0.9,0.45,0.11082762838892311,0.39349420625642295,0.02109366209374086,0.8379990762498055,0.02109366209374086,0.8379990762498055,0.9999999999999999,0,1,1,0.16200092375019448,0,11,23,False,gapped_quantized
onsite_difference,1.7000000000000002,0.9,0.45,0.09859671040123058,0.43025827835311187,0.03226554202935635,0.834346785384112,0.03226554202935635,0.834346785384112,1.0000000000000002,0,1,1,0.165653214615888,0,11,23,False,gapped_quantized
onsite_difference,1.7500000000000002,0.9,0.45,0.08700181320406888,0.46715134825971383,0.049569183643292276,0.8300918941433433,0.049569183643292276,0.8300918941433433,1.0,0,1,1,0.16990810585665672,0,11,23,False,gapped_quantized
onsite_difference,1.8,0.9,0.45,0.07623996999182173,0.5041333282794448,0.07600053915130185,0.8254298427357558,0.07600053915130185,0.8254298427357558,1.0000000000000002,0,1,1,0.17457015726424419,0,11,23,False,gapped_quantized
onsite_difference,1.85,0.9,0.45,0.06658864162487267,0.5411650386447865,0.11577683318040291,0.820495297561799,0.11577683318040291,0.820495297561799,0.9999999999999999,0,1,1,0.17950470243820105,0,11,23,False,gapped_quantized
onsite_difference,1.9000000000000001,0.9,0.45,0.058433544910113766,0.578204660384256,0.1740288551821676,0.8153766123312703,0.1740288551821676,0.8153766123312703,1.0,0,1,1,0.18462338766872965,0,11,23,False,gapped_quantized
onsite_difference,1.9500000000000002,0.9,0.45,0.0522705415235878,0.6152035732586456,0.2548680042402403,0.8101258113906884,0.2425564669768355,0.9482624827531136,1.0000000000000002,0,1,1,0.2425564669768355,0,21,49,True,gapped_quantized
onsite_difference,2.0,0.9,0.45,0.04861697881544015,0.652100560067095,0.3568887249974519,0.8047660461275946,0.4783087655356856,0.9468976857433793,1.0000000000000002,0,1,1,0.4783087655356856,0,21,49,True,gap_closing_neighborhood
onsite_difference,2.05,0.9,0.45,0.0477837953790398,0.6888127061190968,0.46851158664955733,0.7992975156885924,0.7037751555168993,0.9454927660201389,5.300924469105861e-17,1,1,0,0.2962248444831007,0,21,49,True,gap_closing_neighborhood
onsite_difference,2.1,0.9,0.45,0.0496422445082298,0.7063480308462379,0.5706455504024083,0.79370236159731,0.8241910834920466,0.944042701695884,1.766974823035287e-17,1,1,0,0.17580891650795338,0,21,49,True,gapped_quantized
onsite_difference,2.15,0.9,0.45,0.05365313238424448,0.7128656569737725,0.6485405070244099,0.7879488340469273,0.881073028094585,0.9425394039594396,3.975693351829396e-17,1,1,0,0.11892697190541501,0,21,49,True,gapped_quantized
onsite_difference,2.2,0.9,0.45,0.059136436454543445,0.7194508039655215,0.6998880669420225,0.7819949640361715,0.9087679648360144,0.9409728263231384,-4.1965652047088066e-17,1,1,0,0.09123203516398559,0,21,49,True,gapped_quantized
onsite_difference,2.25,0.9,0.45,0.06549792245196939,0.7260986290915079,0.7307953571086282,0.7757919807899547,0.9228018677594549,0.9393318809144472,-0.0,1,1,0,0.07719813224054506,0,21,49,True,gapped_quantized
onsite_difference,2.3,0.9,0.45,0.0722988760151322,0.7328042523942274,0.7480627781545409,0.7692877325511716,0.9300313817230119,0.937605242533309,-0.0,1,1,0,0.06996861827698808,0,21,49,True,gapped_quantized
onsite_difference,2.35,0.9,0.45,0.0792364327666116,0.7395627545454719,0.755507465790348,0.7624303625862643,0.9332684664445283,0.9357821290337914,1.766974823035287e-17,1,1,0,0.06673153355547168,0,21,49,True,gapped_quantized
onsite_difference,2.4,0.9,0.45,0.08610430742502831,0.7463691738928259,0.7534835294690276,0.7551724385424503,0.9331930626026382,0.9338531412202039,3.533949646070574e-17,1,1,0,0.06680693739736177,0,21,49,True,gapped_quantized
onsite_difference,2.4499999999999997,0.9,0.45,0.08551964518050036,0.753218502577464,0.7418987114366,0.7474756250737148,0.929956394291903,0.9318112226332173,3.533949646070574e-17,1,1,0,0.07004360570809698,0,21,49,True,gapped_quantized
onsite_difference,2.5,0.9,0.45,0.07877221434599445,0.7601056815775808,0.7260273700849553,0.7393158346149606,0.9252778583383003,0.929652759791739,-0.0,1,1,0,0.07472214166169966,0,21,49,True,gapped_quantized
onsite_difference,2.55,0.9,0.45,0.07231344072650343,0.7670255944978891,0.7102692011093994,0.7306886095023007,0.9205432890693422,0.9273787912964826,-1.766974823035287e-17,1,1,0,0.07945671093065776,0,21,49,True,gapped_quantized
onsite_difference,2.6,0.9,0.45,0.06615162598484071,0.7739730598833645,0.6939685478178862,0.7216143089598022,0.9154801265441636,0.9249962375254633,-0.0,1,1,0,0.08451987345583645,0,21,49,True,gapped_quantized
onsite_difference,2.65,0.9,0.45,0.060294374195139416,0.7809428217824717,0.6757098411725175,0.7121425285368448,0.9094692578064334,0.9225190109961953,1.766974823035287e-17,1,1,0,0.0905307421935666,0,21,49,True,gapped_quantized
onsite_difference,2.7,0.9,0.45,0.054748567585624644,0.7791268777949435,0.654956630696851,0.7023550961595174,0.9019650523764197,0.9199688302736658,2.208718528794109e-17,1,1,0,0.09803494762358034,0,21,49,True,gapped_quantized
onsite_difference,2.75,0.9,0.45,0.049520341915415086,0.7431608421536909,0.6320599118053042,0.692366988028335,0.8924908355742485,0.9173755450374844,-2.926552050652194e-17,1,1,0,0.10750916442575154,0,21,49,True,gapped_quantized
onsite_difference,2.8,0.9,0.45,0.04461506140677362,0.7064798335053583,0.6078850368218838,0.6823245955876114,0.8807214739941274,0.9147767904060969,8.834874115176436e-17,1,1,0,0.11927852600587263,0,21,49,True,gapped_quantized
onsite_difference,2.85,0.9,0.45,0.040037292919319914,0.6693243472803653,0.5833937266563766,0.6724009416002731,0.8666371882179719,0.9122168237372351,4.8591807633470396e-17,1,1,0,0.13336281178202813,0,21,49,True,gapped_quantized
onsite_difference,2.9,0.9,0.45,0.0357907787245442,0.6318435987544907,0.559400519301218,0.6627876612814179,0.8505892092427997,0.9097444500321684,2.6504622345529306e-17,1,1,0,0.14941079075720032,0,21,49,True,gapped_quantized
onsite_difference,2.95,0.9,0.45,0.03187840682357967,0.5941363484319321,0.536511079785221,0.6536837886447883,0.8332046863496092,0.9074099997215546,2.6504622345529306e-17,1,1,0,0.1667953136503908,0,21,49,True,gapped_quantized
onsite_difference,3.0,0.9,0.45,0.028302177317334674,0.5562724436989525,0.5151529263820105,0.6452815574134539,0.8152073112615642,0.9052613651422886,-3.533949646070574e-17,1,1,0,0.1847926887384358,0,21,49,True,gapped_quantized
onsite_difference,0.3,1.0,0.5,0.47926714998137027,0.4469124953267383,5.200169568352901e-05,2.0513790275288136e-05,5.200169568352901e-05,2.0513790275288136e-05,-2.208718528794109e-18,0,0,0,5.200169568352901e-05,0,11,23,False,gapped_quantized
onsite_difference,0.35,1.0,0.5,0.4720275815131798,0.42899214868993896,0.00010231907290426742,4.4069987562245896e-05,0.00010231907290426742,4.4069987562245896e-05,-0.0,0,0,0,0.00010231907290426742,0,11,23,False,gapped_quantized
onsite_difference,0.4,1.0,0.5,0.4638265627959389,0.40901770207894883,0.00018421470716321298,8.754865065231148e-05,0.00018421470716321298,8.754865065231148e-05,-0.0,0,0,0,0.00018421470716321298,0,11,23,False,gapped_quantized
onsite_difference,0.45,1.0,0.5,0.4547206653643307,0.38720526465023264,0.0003086708359627657,0.00016411886761573183,0.0003086708359627657,0.00016411886761573183,-4.417437057588218e-18,0,0,0,0.0003086708359627657,0,11,23,False,gapped_quantized
onsite_difference,0.5,1.0,0.5,0.4447692106477491,0.36376370472748276,0.00048689148281899137,0.0002949244632150214,0.00048689148281899137,0.0002949244632150214,-1.766974823035287e-17,0,0,0,0.00048689148281899137,0,11,23,False,gapped_quantized
onsite_difference,0.55,1.0,0.5,0.43403317904544186,0.3388924642580399,0.000728852265367761,0.0005148341454136134,0.000728852265367761,0.0005148341454136134,-0.0,0,0,0,0.000728852265367761,0,11,23,False,gapped_quantized
onsite_difference,0.6000000000000001,1.0,0.5,0.42257425930708925,0.31278193155551265,0.0010415529153487695,0.0008833416447491342,0.0010415529153487695,0.0008833416447491342,-8.834874115176436e-18,0,0,0,0.0010415529153487695,0,11,23,False,gapped_quantized
onsite_difference,0.65,1.0,0.5,0.4104540544178566,0.28561653335645104,0.0014271592793957608,0.0015055968533099035,0.0014271592793957608,0.0015055968533099035,-8.834874115176436e-18,0,0,0,0.0015055968533099035,0,11,23,False,gapped_quantized
onsite_difference,0.7,1.0,0.5,0.3977334476138577,0.2575813065314142,0.001881277795056397,0.0025738230581775203,0.001881277795056397,0.0025738230581775203,-1.766974823035287e-17,0,0,0,0.0025738230581775203,0,11,23,False,gapped_quantized
onsite_difference,0.75,1.0,0.5,0.3844721226935055,0.22887400026346538,0.0023916365316525496,0.004451192692504364,0.0023916365316525496,0.004451192692504364,-3.533949646070574e-17,0,0,0,0.004451192692504364,0,11,23,False,gapped_quantized
onsite_difference,0.8,1.0,0.5,0.3707282265179451,0.19972763984829425,0.0029374457255580857,0.007848229323397926,0.0029374457255580857,0.007848229323397926,-0.0,0,0,0,0.007848229323397926,0,11,23,False,gapped_quantized
onsite_difference,0.8500000000000001,1.0,0.5,0.3565581582039146,0.17045546051126673,0.00348967401101803,0.014213172295353673,0.00348967401101803,0.014213172295353673,1.766974823035287e-17,0,0,0,0.014213172295353673,0,11,23,False,gapped_quantized
onsite_difference,0.9000000000000001,1.0,0.5,0.34201646850998685,0.14154844584642273,0.004012405958938045,0.026658178753550112,0.004012405958938045,0.026658178753550112,1.766974823035287e-17,0,0,0,0.026658178753550112,0,11,23,False,gapped_quantized
onsite_difference,0.95,1.0,0.5,0.32715585377272044,0.11390632422296718,0.004465349479780631,0.05234329425904429,0.004465349479780631,0.05234329425904429,-3.533949646070574e-17,0,0,0,0.05234329425904429,0,11,23,False,gapped_quantized
onsite_difference,1.0,1.0,0.5,0.31202723100755747,0.08941092621910768,0.0048074511502063455,0.10856151939951658,0.0048074511502063455,0.10856151939951658,-3.533949646070574e-17,0,0,0,0.10856151939951658,0,11,23,False,gapped_quantized
