convention,energy_mev,energy_over_resonance,amplitude_real,amplitude_imag,amplitude_abs
logarithmic,0.05,0.01,0.13885854636734382,0.0018477338878770165,0.1388708393427943
logarithmic,0.08316666666666667,0.016633333333333333,0.13962929451952658,0.0018724620376407996,0.13964184903567806
logarithmic,0.11633333333333333,0.023266666666666665,0.14041038770261358,0.0018976946084457167,0.1404232111142071
logarithmic,0.1495,0.0299,0.14120203751584326,0.0019234454324126413,0.14121513743560596
logarithmic,0.18266666666666664,0.03653333333333333,0.14200446137567813,0.0019497288191549721,0.14201784568519799
logarithmic,0.21583333333333332,0.043166666666666666,0.14281788271709683,0.001976559575695478,0.14283155957823432
logarithmic,0.249,0.0498,0.14364253120330048,0.0020039530273590605,0.14365650907016714
logarithmic,0.2821666666666666,0.05643333333333332,0.14447864294424698,0.002031925039696468,0.14449293057578336
logarithmic,0.3153333333333333,0.06306666666666666,0.14532646072444988,0.0020604920414975187,0.1453410671976374
logarithmic,0.3485,0.0697,0.14618623424050245,0.0020896710489561204,0.14620116896424562
logarithmic,0.38166666666666665,0.07633333333333334,0.14705822034881558,0.0021194796910534693,0.14707349307853398
logarithmic,0.4148333333333333,0.08296666666666666,0.14794268332408492,0.002149936236230086,0.14795830417705633
logarithmic,0.44799999999999995,0.08959999999999999,0.14883989512903287,0.0021810596204220253,0.1488558746005321
logarithmic,0.48116666666666663,0.09623333333333332,0.14975013569600457,0.002212869476541593,0.14976648467628526
logarithmic,0.5143333333333333,0.10286666666666666,0.1506736932210279,0.0022453861654882206,0.15069042301319813
logarithmic,0.5475,0.1095,0.15161086447098768,0.0022786308087809526,0.1516279868098331
logarithmic,0.5806666666666667,0.11613333333333334,0.15256195510460005,0.0023126253229101682,0.15257948217641246
logarithmic,0.6138333333333333,0.12276666666666666,0.15352728000791593,0.0023473924555128373,0.15354522447138896
logarithmic,0.647,0.12940000000000002,0.15450716364512643,0.0023829558234827446,0.15452553865338423
logarithmic,0.6801666666666667,0.13603333333333334,0.15550194042549065,0.00241933995313491,0.15552075964932038
logarithmic,0.7133333333333334,0.14266666666666666,0.15651195508725624,0.002456570322551675,0.15653123273961958
logarithmic,0.7464999999999999,0.1493,0.15753756309949754,0.0024946734062469265,0.15755731396140263
logarithmic,0.7796666666666666,0.1559333333333333,0.15857913108285535,0.00253367672229467,0.15859937053067555
logarithmic,0.8128333333333333,0.16256666666666666,0.1596370372502214,0.0025736088820784773,0.15965778128455402
logarithmic,0.846,0.1692,0.16071167186848112,0.002614499642829769,0.16073293714464595
logarithmic,0.8791666666666667,0.17583333333333334,0.16180343774249614,0.00265637996313498,0.16182524160278078
logarithmic,0.9123333333333333,0.18246666666666667,0.1629127507225863,0.0026992820616048704,0.16293511123035342
logarithmic,0.9455,0.1891,0.16404004023685298,0.002743239478913558,0.1640629762126331
logarithmic,0.9786666666666666,0.19573333333333331,0.1651857498497734,0.0027882871434302247,0.16520928090947595
logarithmic,1.0118333333333331,0.20236666666666664,0.16635033784858985,0.0028344614406832463,0.16637448444397568
logarithmic,1.045,0.209,0.16753427785912087,0.0028818002869145857,0.16755906132069007
logarithmic,1.0781666666666667,0.21563333333333334,0.16873805949273052,0.0029303432070020494,0.16876350207519125
logarithmic,1.1113333333333333,0.22226666666666667,0.16996218902630927,0.0029801314170482722,0.16998831395680636
logarithmic,1.1444999999999999,0.22889999999999996,0.1712071901172483,0.0030312079119585904,0.17123402164654408
logarithmic,1.1776666666666666,0.23553333333333332,0.17247360455552432,0.003083617558355135,0.17250116801234008
logarithmic,1.2108333333333332,0.24216666666666664,0.1737619930551627,0.003137407193201976,0.17379031490390473
logarithmic,1.244,0.2488,0.17507293608750277,0.0031926257285459616,0.17510204398961596
logarithmic,1.2771666666666666,0.2554333333333333,0.1764070347588626,0.0032493242628104458,0.1764369576380738
logarithmic,1.3103333333333333,0.26206666666666667,0.17776491173538847,0.0033075561991146403,0.17779567984712327
logarithmic,1.3435,0.2687,0.1791472122180724,0.003367377371129946,0.17917885722335286
logarithmic,1.3766666666666667,0.2753333333333333,0.18055460497113957,0.0034288461770268746,0.18058716001529557
logarithmic,1.4098333333333333,0.28196666666666664,0.18198778340724597,0.003492023722112453,0.1820212832038014
logarithmic,1.4429999999999998,0.28859999999999997,0.18344746673317697,0.0035569739708083198,0.18348194765330206
logarithmic,1.4761666666666666,0.29523333333333335,0.18493440116001794,0.003623763908675076,0.18496990132797353
logarithmic,1.5093333333333332,0.3018666666666666,0.18644936118206817,0.003692463715248997,0.18648592057710348
logarithmic,1.5425,0.3085,0.18799315092909355,0.0037631469485234145,0.1880308114943004
logarithmic,1.5756666666666665,0.3151333333333333,0.18956660559687036,0.0038358907419800345,0.1896054113555407
logarithmic,1.6088333333333333,0.32176666666666665,0.19117059296135566,0.003910776015155187,0.19121059014143812
logarithmic,1.642,0.32839999999999997,0.19280601498224187,0.0039878876988140065,0.19284725214954665
logarithmic,1.6751666666666665,0.3350333333333333,0.19447380950210744,0.004067314975902021,0.1945163377029682
logarithmic,1.7083333333333333,0.3416666666666667,0.19617495204787688,0.004149151539550147,0.19621882496204318
logarithmic,1.7414999999999998,0.34829999999999994,0.19791045774184343,0.004233495869526166,0.19795573184644918
logarithmic,1.7746666666666666,0.3549333333333333,0.1996813833301052,0.004320451528655294,0.1997281180756377
logarithmic,1.8078333333333332,0.36156666666666665,0.20148882933691126,0.004410127480875074,0.20153708733619358
logarithmic,1.841,0.36819999999999997,0.2033339423541248,0.004502638432747769,0.2033837895854205
logarithmic,1.8741666666666665,0.3748333333333333,0.20521791747578916,0.004598105200428095,0.20526942350124633
logarithmic,1.907333333333333,0.3814666666666666,0.207142000888632,0.004696655104277515,0.20719523908940224
logarithmic,1.9405,0.3881,0.20910749263027784,0.004798422393530765,0.2091625404597784
logarithmic,1.9736666666666665,0.39473333333333327,0.21111574952796547,0.004903548703658389,0.21117268878489898
logarithmic,2.0068333333333332,0.40136666666666665,0.213168188331693,0.005012183549333467,0.21322710545460288
logarithmic,2.0399999999999996,0.4079999999999999,0.21526628905695377,0.005124484856204955,0.2153272754422752
logarithmic,2.0731666666666664,0.4146333333333333,0.21741159855359296,0.005240619535007744,0.21747475089936158
logarithmic,2.106333333333333,0.4212666666666666,0.21960573431881808,0.005360764101904766,0.21967115499642548
logarithmic,2.1394999999999995,0.4278999999999999,0.22185038857406014,0.005485105349364326,0.22191818603069713
logarithmic,2.1726666666666663,0.43453333333333327,0.22414733262721773,0.005613841072331702,0.22421762182192992
logarithmic,2.205833333333333,0.4411666666666666,0.2264984215438432,0.005747180854963799,0.22657132442043973
logarithmic,2.2389999999999994,0.44779999999999986,0.22890559915308265,0.005885346923767468,0.22898124515349472
logarithmic,2.2721666666666662,0.45443333333333324,0.23137090341666836,0.006028575073623028,0.23144943003875293
logarithmic,2.305333333333333,0.4610666666666666,0.23389647219203127,0.006177115673894917,0.2339780255962648
logarithmic,2.3385,0.46769999999999995,0.23648454942367192,0.006331234762641815,0.23656928509368416
logarithmic,2.371666666666666,0.4743333333333332,0.2391374918003469,0.006491215237851344,0.2392255752628157
logarithmic,2.404833333333333,0.4809666666666666,0.24185777591943589,0.006657358155654425,0.2419493835295075
logarithmic,2.4379999999999997,0.4875999999999999,0.24464800600410386,0.006829984146638104,0.2447433258032328
logarithmic,2.471166666666666,0.4942333333333332,0.24751092222361476,0.007009434962692189,0.24761015487754232
logarithmic,2.504333333333333,0.5008666666666666,0.250449409672461,0.007196075168317361,0.2505527694979887
logarithmic,2.5374999999999996,0.5075,0.2534665080699125,0.007390293992016024,0.25357422416019226
logarithmic,2.5706666666666664,0.5141333333333333,0.2565654222482622,0.007592507355313184,0.2566777397075359
logarithmic,2.6038333333333328,0.5207666666666666,0.259749533505519,0.007803160099147056,0.2598667148056243
logarithmic,2.6369999999999996,0.5273999999999999,0.26302241190673414,0.00802272842987132,0.2631447383792714
logarithmic,2.6701666666666664,0.5340333333333332,0.26638782962762475,0.008251722609969371,0.26651560310748845
logarithmic,2.703333333333333,0.5406666666666666,0.2698497754448769,0.008490689921854123,0.26998332008292586
logarithmic,2.7364999999999995,0.5472999999999999,0.27341247048960005,0.008740217936880115,0.2735521347546215
logarithmic,2.7696666666666663,0.5539333333333333,0.27708038539411806,0.009000938126008743,0.2772265442869806
logarithmic,2.802833333333333,0.5605666666666667,0.2808582589778181,0.00927352985353361,0.281011316483866
logarithmic,2.8359999999999994,0.5671999999999999,0.28475111863543145,0.009558724801002595,0.28491151044482366
logarithmic,2.869166666666666,0.5738333333333332,0.28876430261122027,0.009857311875097535,0.28893249914114427
logarithmic,2.902333333333333,0.5804666666666666,0.29290348436545416,0.01017014266090613,0.29307999412305
logarithmic,2.9354999999999998,0.5871,0.29717469926574486,0.010498137490931144,0.2973600725962791
logarithmic,2.968666666666666,0.5937333333333332,0.30158437386577286,0.010842292210550603,0.3017792071372533
logarithmic,3.001833333333333,0.6003666666666666,0.3061393580683208,0.011203685732737003,0.3063442983515141
logarithmic,3.0349999999999997,0.607,0.31084696050903904,0.011583488488983856,0.31106271082095727
logarithmic,3.068166666666666,0.6136333333333333,0.31571498754290106,0.01198297189996297,0.31594231273251366
logarithmic,3.101333333333333,0.6202666666666665,0.32075178626784834,0.012403519008911098,0.3209915196353634
logarithmic,3.1344999999999996,0.6268999999999999,0.3259662920809521,0.012846636443692749,0.3262193428368726
logarithmic,3.1676666666666664,0.6335333333333333,0.3313680813329574,0.013313967900595358,0.33163544302071146
logarithmic,3.2008333333333328,0.6401666666666666,0.3369674297290975,0.013807309375031421,0.3372501897559319
logarithmic,3.2339999999999995,0.6467999999999999,0.3427753772196815,0.014328626402484947,0.34307472766538333
logarithmic,3.2671666666666663,0.6534333333333333,0.3488038002357027,0.014880073618520959,0.3491210501384306
logarithmic,3.3003333333333327,0.6600666666666666,0.35506549225567396,0.015464017001050531,0.3554020816097914
logarithmic,3.3334999999999995,0.6666999999999998,0.3615742538437726,0.016083059223255817,0.36193176958739015
logarithmic,3.3666666666666663,0.6733333333333332,0.3683449934807541,0.016740068624058267,0.36872518780234553
logarithmic,3.399833333333333,0.6799666666666666,0.37539384072346144,0.017438212397778846,0.3757986520794634
logarithmic,3.4329999999999994,0.6865999999999999,0.38273827348296396,0.01818099471949254,0.38316985079427934
logarithmic,3.466166666666666,0.6932333333333333,0.3903972615137044,0.018972300662293613,0.39085799210176086
logarithmic,3.499333333333333,0.6998666666666666,0.39839142856691134,0.01981644693331501,0.3988839705035103
logarithmic,3.5324999999999993,0.7064999999999999,0.40674323609368107,0.02071824066456287,0.40727055577858157
logarithmic,3.565666666666666,0.7131333333333332,0.4154771919025306,0.02168304775225244,0.41604260785529973
logarithmic,3.598833333333333,0.7197666666666666,0.42462008780278465,0.022716872556958197,0.425227321869625
logarithmic,3.6319999999999997,0.7263999999999999,0.4342012710239171,0.02382645117277423,0.4348545084672271
logarithmic,3.665166666666666,0.7330333333333332,0.4442529551235237,0.02501936096790964,0.44495691539656523
logarithmic,3.698333333333333,0.7396666666666666,0.45481057722294177,0.026304149719232207,0.4555705976534452
logarithmic,3.7314999999999996,0.7463,0.46591320979076994,0.027690488445358912,0.46673534493102253
logarithmic,3.764666666666666,0.7529333333333332,0.4776040368958797,0.029189353034681925,0.4784951769765544
