target_id,frequency_mev,kinetic_real,kinetic_imag,hydro_real,hydro_imag,hydro_closed_real,hydro_closed_imag,printed_closed_real,printed_closed_imag
T008,-0.8,-0.004774559552560488,0.014084768746370373,-0.0004851882315856553,0.00019754099184876497,-0.00048518823158565495,0.0001975409918487648,-0.00048406160290240816,0.00019967008508355347
T008,-0.78,-0.004776896235876171,0.014556343622887786,-0.0005072265516582705,0.00021215390046752896,-0.0005072265516582705,0.00021215390046752896,-0.0005059867443866728,0.00021443025616299256
T008,-0.76,-0.004774792300372843,0.015052613490953408,-0.0005307082164041493,0.00022821824708477834,-0.0005307082164041494,0.00022821824708477842,-0.0005293408454476446,0.0002306550982946359
T008,-0.74,-0.004767658305749062,0.015575514545724733,-0.0005557509177151061,0.00024591524795480234,-0.0005557509177151062,0.00024591524795480234,-0.0005542393788658984,0.00024852724571813856
T008,-0.7200000000000001,-0.004754815944040758,0.01612719117089841,-0.0005824827711813002,0.000265453366966796,-0.0005824827711812999,0.00026545336696679595,-0.0005808078375886131,0.0002682567462546866
T008,-0.7000000000000001,-0.004735481826308497,0.01671002417465571,-0.0006110430423740871,0.0002870730987369629,-0.0006110430423740871,0.00028707309873696294,-0.0006091823764033171,0.00029008586228877525
T008,-0.68,-0.004708747815139136,0.017326663594513333,-0.0006415828079109599,0.0003110527079165862,-0.0006415828079109599,0.0003110527079165864,-0.0006395103683004539,0.00031429482843301534
T008,-0.66,-0.0046735570658733554,0.017980066925665606,-0.0006742654875264642,0.00033771513765764737,-0.0006742654875264641,0.00033771513765764737,-0.000671950806426795,0.00034120877793021495
T008,-0.64,-0.0046286747111920325,0.018673543808832155,-0.0007092671539469307,0.00036743635181552887,-0.0007092671539469305,0.00036743635181552876,-0.000706674451556495,0.0003712061009072063
T008,-0.6200000000000001,-0.0045726518255750324,0.01941080843817675,-0.0007467764856181402,0.00040065544036421214,-0.0007467764856181401,0.000400655440364212,-0.0007438635812206399,0.0004047285616125625
T008,-0.6000000000000001,-0.004503780914226499,0.02019604122883613,-0.0007869941680874447,0.0004378868990988337,-0.0007869941680874443,0.00043788689909883354,-0.0007837111347001349,0.00044229358203912085
T008,-0.5800000000000001,-0.004420040652167475,0.02103396163146713,-0.0008301314656730298,0.00047973559726749047,-0.0008301314656730298,0.0004797355972674905,-0.000826418960358844,0.00048450919988527835
