target_id,frequency_mev,kinetic_real,kinetic_imag,hydro_real,hydro_imag,hydro_closed_real,hydro_closed_imag,printed_closed_real,printed_closed_imag
T007,-0.8,0.0007501843468191657,-0.004109116132750258,0.00015768484124757505,-3.1032086623465356e-05,0.000157684841247575,-3.103208662346535e-05,0.00015511756356178277,-3.5686102855636975e-05
T007,-0.78,0.0007192640967289007,-0.004239739755555451,0.00016562029404837766,-3.344176881056874e-05,0.00016562029404837764,-3.344176881056874e-05,0.00016279694472355735,-3.841374182141633e-05
T007,-0.76,0.0006845767222906951,-0.00437676954185544,0.0001741629376074949,-3.6106460718216456e-05,0.0001741629376074949,-3.610646071821645e-05,0.00017105125159465426,-4.142445845440541e-05
T007,-0.74,0.0006456755498886499,-0.0045206461569318014,0.00018337549817148215,-3.906065783062063e-05,0.00018337549817148212,-3.906065783062063e-05,0.00017993828425609033,-4.4755675699795217e-05
T007,-0.7200000000000001,0.000602050348596327,-0.004671846344763638,0.00019332889042454322,-4.234458411622559e-05,0.00019332889042454317,-4.2344584116225576e-05,0.00018952314616466228,-4.8450871670157324e-05
T007,-0.7000000000000001,0.0005531167214620567,-0.0048308855679849525,0.00020410351085659972,-4.600532794346319e-05,0.00020410351085659972,-4.600532794346318e-05,0.00019987935450101353,-5.256074664466518e-05
T007,-0.68,0.000498203491898254,-0.004998320576590705,0.00021579077044414053,-5.00982415759012e-05,0.00021579077044414053,-5.009824157590119e-05,0.00021109014704503531,-5.7144652801423466e-05
T007,-0.66,0.0004365376685935666,-0.0051747517687051915,0.00022849491710587785,-5.4688674726828665e-05,0.00022849491710587788,-5.468867472682867e-05,0.00022325002490789577,-6.227235478698716e-05
T007,-0.64,0.0003672264798351679,-0.0053608251438975185,0.0002423352101863115,-5.9854134109784855e-05,0.00024233521018631143,-5.985413410978484e-05,0.00023646657906419805,-6.8026209329121e-05
T007,-0.6200000000000001,0.00028923585444302273,-0.0055572335615790575,0.0002574485239553001,-6.568698974213191e-05,0.00025744852395530006,-6.56869897421319e-05,0.00025086265920722984,-7.450387889860856e-05
T007,-0.6000000000000001,0.00020136458707643523,-0.0057647168939676825,0.0002739924755259574,-7.229788776956621e-05,0.0002739924755259574,-7.22978877695662e-05,0.00026657895641115536,-8.182173042476912e-05
T007,-0.5800000000000001,0.00010221325516257899,-0.005984060490878076,0.00029214919557309034,-7.982008281057687e-05,0.00029214919557309034,-7.982008281057688e-05,0.00028377708688684676,-9.011911880923485e-05
T007,-0.56,-9.853252762552149e-06,-0.006216091132258033,0.00031212988881247237,-8.841497607131273e-05,0.00031212988881247237,-8.84149760713127e-05,0.00030264328322804026,-9.956382152563018e-05
T007,-0.54,-0.0001367509879466365,-0.006461669305572824,0.00033418036650752756,-9.827924718040153e-05,0.0003341803665075276,-9.827924718040151e-05,0.00032339282233964303,-0.00011035898224445992
T007,-0.52,-0.00028073166084860034,-0.0067216761683118265,0.00035858777639114284,-0.00010965411020707025,0.0003585877763911427,-0.00010965411020707024,0.00034627534581845064,-0.0001227520488330216
T007,-0.5,-0.00044444886784333583,-0.006996992882875794,0.00038568880704020894,-0.00012283742599191851,0.00038568880704020894,-0.00012283742599191854,0.00037158125835127695,-0.000137046369941792
T007,-0.48000000000000004,-0.0006310382604282673,-0.007288469058034394,0.0004158797035557345,-0.0001381996912213884,0.00041587970355573436,-0.00013819969122138835,0.0003996494207232695,-0.00015361636807979478
T007,-0.46,-0.0008442145188472222,-0.007596875676650105,0.00044962849649775544,-0.00015620534126450944,0.0004496284964977553,-0.00015620534126450933,0.0004308763814421362,-0.00017292757083223924
T007,-0.44000000000000006,-0.0010883884065644566,-0.007922835957222927,0.0004874899081023791,-0.00017744141250545208,0.0004874899081023792,-0.00017744141250545197,0.0004657274042876164,-0.00019556330940570928
T007,-0.42000000000000004,-0.0013688074937381535,-0.008266724830638096,0.0005301234394032491,-0.00020265650974372616,0.000530123439403249,-0.00020265650974372608,0.0005047495267908716,-0.00022226066790936356
T007,-0.4,-0.001691724166702624,-0.00862852374024614,0.0005783151169549606,-0.00023281437049636842,0.0005783151169549606,-0.00023281437049636836,0.0005485867838491044,-0.00025395941720866215
T007,-0.38000000000000006,-0.002064593942321883,-0.009007611751895486,0.0006330032010864396,-0.0002691683571416896,0.0006330032010864394,-0.0002691683571416896,0.0005979974667929204,-0.00029186939854426963
T007,-0.36000000000000004,-0.0024963052371762507,-0.009402465712014165,0.0006953076507756658,-0.00031336633500425636,0.0006953076507756657,-0.0003133663350042563,0.0006538726946905531,-0.00033756446162025005
T007,-0.34,-0.00299743741218102,-0.009810230314142677,0.0007665619416097737,-0.0003676002495060325,0.0007665619416097734,-0.00036760024950603236,0.0007172543220603991,-0.0003931151376309395
T007,-0.32000000000000006,-0.0035805349390587884,-0.010226101916963803,0.00084834320702905,-0.00043482234124301764,0.00084834320702905,-0.00043482234124301753,0.0007893476378839378,-0.0004612785978393496
T007,-0.30000000000000004,-0.004260367919449884,-0.010642445857613076,0.0009424911106015682,-0.0005190620375699767,0.0009424911106015678,-0.0005190620375699765,0.000871519095582972,-0.0005457745096607431
T007,-0.28,-0.005054115634368093,-0.011047533660190205,0.0010510942295988402,-0.0006258968962601152,0.0010510942295988404,-0.0006258968962601153,0.00096525872429905,-0.0006516914108231402
T007,-0.26,-0.00598134702935292,-0.011423742467212564,0.0011763984547202668,-0.0007631619265920112,0.0011763984547202668,-0.0007631619265920112,0.0010720652140482876,-0.0007860937259177061
T007,-0.24,-0.007063555999593573,-0.011745006141426493,0.001320540918227147,-0.000942030677442902,0.0013205409182271467,-0.0009420306774429016,0.0011931668455854288,-0.0009589397511705375
T007,-0.22000000000000008,-0.008322796954740443,-0.01197325846006104,0.0014849047187483707,-0.0011786767468829045,0.0014849047187483705,-0.0011786767468829045,0.0013288973280504164,-0.0011844820787467996
T007,-0.20000000000000007,-0.009778581917256687,-0.012053605777962694,0.0016686571387834052,-0.0014968298876201491,0.0016686571387834043,-0.0014968298876201491,0.0014773450684410644,-0.0014834062223097956
T007,-0.18000000000000005,-0.01144151769689217,-0.011908127537855933,0.001865529290853181,-0.001931651555594824,0.001865529290853181,-0.001931651555594824,0.0016314619468545603,-0.0018860467853651184
