temperature_k,detuning_over_ef,many_body_rho_over_rho0,rho_over_rho0,sigma_h_real,sigma_h_imag,sigma_x_real,sigma_x_imag,sigma_t_real,sigma_t_imag,event_count,momentum_residual,collision_min_eigenvalue,condition_number
9.27,0.8,1.7532863383334458,2.753286338333446,0.3632023251912463,0.0,0.08120431935596864,0.0,0.15823144860325433,0.0,571,8.259960579092678e-19,-2.075342105248326e-18,10578443592665.912
9.875,0.8,1.7431823262399746,2.7431823262399746,0.36454011475448667,0.0,0.08124082861352289,0.0,0.1578184190062153,0.0,571,7.591620096261311e-19,-1.8936370257196813e-18,26132606717531.367
10.48,0.8,1.7306873018136733,2.7306873018136733,0.36620817013204626,0.0,0.08117944593474699,0.0,0.1573810759570331,0.0,571,7.742465454601327e-19,-1.3296145985062055e-18,6177819967282.466
11.085,0.8,1.7161481169595652,2.716148116959565,0.36816843446645026,0.0,0.08103771827800778,0.0,0.15692392421335102,0.0,571,7.815631651177923e-19,-1.778858821200217e-18,11283963941163.666
11.690000000000001,0.8,1.6998359938245056,2.6998359938245056,0.370392869154778,0.0,0.08082975388224688,0.0,0.15645026451517893,0.0,571,7.244764049178716e-19,-2.5544494586978774e-18,28767201635368.934
12.295,0.8,1.6819730372365216,2.6819730372365216,0.37285982599973866,0.0,0.08056700777848753,0.0,0.15596280334167967,0.0,571,7.928580856414124e-19,-1.863431508746607e-18,6212643561471.762
12.9,0.8,1.6627483885217043,2.6627483885217043,0.3755518186812899,0.0,0.0802588695052011,0.0,0.15546395068691685,0.0,571,7.342501445613557e-19,-1.5479392737698836e-18,16148818694474.965
13.505,0.8,1.6423280255384554,2.6423280255384554,0.37845414737870003,0.0,0.07991310680431356,0.0,0.1549559494655147,0.0,571,7.497746783750921e-19,-1.62700255011397e-18,41678442473212.125
14.11,0.8,1.6208606978261475,2.6208606978261475,0.381554044756916,0.0,0.07953620244506622,0.0,0.15444091914239225,0.0,571,6.845614462273173e-19,-1.3569758819829218e-18,10731829520621.246
14.715,0.8,1.5984815341725946,2.5984815341725946,0.3848401410012016,0.0,0.07913361109553817,0.0,0.15392085973558856,0.0,571,7.771789579124372e-19,-3.1129810558714973e-18,27950591067749.938
15.32,0.8,1.5753142654878531,2.575314265487853,0.38830212428872857,0.0,0.07870995619996718,0.0,0.1533976409408238,0.0,571,6.15128290608002e-19,-3.816222439882134e-18,27713278551298.355
15.925,0.8,1.5514726358437492,2.551472635843749,0.39193052120243843,0.0,0.07826918180242148,0.0,0.15287298881738015,0.0,571,6.298598444511876e-19,-1.7238908829130446e-18,21217502300310.59
16.53,0.8,1.5270613461003713,2.5270613461003713,0.3957165509824871,0.0,0.07781467051678342,0.0,0.1523484755931385,0.0,571,6.62914813347046e-19,-2.2934915073482825e-18,55116282362806.125
17.135,0.8,1.5021767341188008,2.502176734118801,0.39965202552016094,0.0,0.07734933603303665,0.0,0.15182551446264594,0.0,571,6.387288368687405e-19,-1.8308597049855068e-18,37122367565723.71
17.74,0.8,1.4769073106700996,2.4769073106700996,0.4037292779153133,0.0,0.07687569641910871,0.0,0.15130535940609574,0.0,571,6.953328788691136e-19,-2.0571268390927285e-18,46159557165826.1
18.345,0.8,1.4513342184223208,2.451334218422321,0.40794110916609333,0.0,0.07639593289322424,0.0,0.15078910925991373,0.0,571,6.96156134183901e-19,-2.8535688135795168e-18,32255903275737.293
18.95,0.8,1.425531651415604,2.425531651415604,0.4122807465391654,0.0,0.07591193752833587,0.0,0.15027771500213435,0.0,571,6.160817389679964e-19,-2.793331091395949e-18,41786470358241.81
19.555,0.8,1.399567254346612,2.399567254346612,0.4167418096694665,0.0,0.075425352465322,0.0,0.14977198924244317,0.0,571,6.271929636404096e-19,-1.5380543157328132e-18,15626088611787.387
20.16,0.8,1.3735025107083616,2.3735025107083616,0.4213182819434028,0.0,0.07493760254968297,0.0,0.1492726170442982,0.0,571,5.993918642077467e-19,-2.0648728531327237e-18,40764843688142.945
20.765,0.8,1.3473931233634913,2.3473931233634913,0.42600448559171783,0.0,0.07444992280643367,0.0,0.14878016737766153,0.0,571,4.85418324188219e-19,-1.1272025038942837e-18,16412136061011.967
21.37,0.8,1.3212893877411398,2.32128938774114,0.4307950595393476,0.0,0.07396338182309314,0.0,0.14829510467869628,0.0,571,5.0521860053952825e-19,-1.0669467969550893e-18,13287828603276.19
21.975,0.8,1.2952365566328536,2.2952365566328536,0.43568493936285807,0.0,0.07347890183190692,0.0,0.14781780013520734,0.0,571,5.447596000986564e-19,-1.5213075963361226e-18,5744250188347.982
22.580000000000002,0.8,1.269275194861779,2.269275194861779,0.4406693389432258,0.0,0.07299727609775003,0.0,0.1473485424417812,0.0,571,5.123312944227295e-19,-2.322008663974071e-18,10233375775864.123
23.185,0.8,1.2434415220739043,2.2434415220739043,0.4457437335275716,0.0,0.07251918406979241,0.0,0.14688754786042585,0.0,571,5.06755032296428e-19,-1.8672130703458005e-18,12942611452462.828
23.79,0.8,1.2177677419654414,2.2177677419654414,0.450903844021906,0.0,0.0720452046599496,0.0,0.1464349694987276,0.0,571,5.159514664450908e-19,-1.0967377757434464e-18,23328066342208.152
24.395,0.8,1.192282356707369,2.192282356707369,0.4561456223649581,0.0,0.07157582792540255,0.0,0.14599090576489976,0.0,571,5.965101936347428e-19,-1.01672329907086e-18,10893869492422.934
25.0,0.8,1.1670104655806135,2.1670104655806135,0.46146523788571875,0.0,0.07111146538254386,0.0,0.14555540800002584,0.0,571,5.136486252057708e-19,-9.767539850656453e-19,10923987220036.656
