r,ergotropy_a_over_E0,ergotropy_b_over_E0,ergotropy_c_over_E0
0.0,1.0,1.0,1.0
0.002002002002002002,1.0000002969355537,1.0000929340543203,1.0000935304772554
0.004004004004004004,1.0000011879480046,1.0003717234715992,1.0003741228454148
0.006006006006006006,1.0000026733914726,1.00083635144859,1.0008417799136746
0.008008008008008008,1.000004753680512,1.001486804268387,1.0014965063640267
0.01001001001001001,1.000007429290276,1.0023230712996272,1.0023383087512727
0.012012012012012012,1.0000107007563848,1.003345144995689,1.003367195503024
0.014014014014014014,1.0000145686751158,1.0045530208939992,1.0045831769197144
0.016016016016016016,1.0000190337033388,1.0059466976153901,1.00598626517461
0.018018018018018018,1.0000240965585911,1.0075261768634862,1.0075764743138274
0.02002002002002002,1.0000297580191146,1.0092914634241534,1.0093538202563468
0.022022022022022022,1.0000360189239184,1.0112425651650088,1.0113183207940357
0.024024024024024024,1.0000428801728238,1.0133794930350033,1.01346999559165
0.026026026026026026,1.0000503427264757,1.0157022610639808,1.015808866186891
0.028028028028028028,1.0000584076064643,1.0182108863624189,1.0183349559903987
0.03003003003003003,1.000067075895371,1.0209053891210935,1.0210482902858027
0.03203203203203203,1.0000763487367752,1.0237857926108918,1.0239488962297336
0.03403403403403403,1.0000862273354043,1.026852123182631,1.027036802851876
0.036036036036036036,1.0000967129571572,1.0301044102669348,1.0303120410549822
0.03803803803803804,1.000107806929179,1.0335426863741919,1.033774643614928
0.04004004004004004,1.0001195106399363,1.037166987094533,1.0374246451807556
0.04204204204204204,1.000131825539356,1.0409773510979048,1.0412620822746952
0.044044044044044044,1.0001447531388283,1.0449738201341325,1.045286993292233
0.04604604604604605,1.000158295011314,1.0491564390331074,1.049499418502162
0.04804804804804805,1.0001724527914906,1.0535252557049821,1.053899400046614
0.050050050050050046,1.000187228175796,1.0580803211404552,1.0584869819411373
0.05205205205205205,1.0002026229225334,1.0628216894110591,1.0632622100747469
0.05405405405405406,1.000218638851992,1.0677494176695548,1.068225132209987
0.056056056056056056,1.0002352778465178,1.0728635661503547,1.0733757979829996
0.058058058058058054,1.0002525418506856,1.0781641981700114,1.0787142589035994
0.06006006006006006,1.0002704328713328,1.0836513801277357,1.0842405683553293
0.062062062062062065,1.000288952977728,1.089325181505996,1.0899547815955672
0.06406406406406406,1.0003081043016735,1.0951856748711684,1.0958569557555713
0.06606606606606606,1.0003278890376472,1.1012329358742237,1.1019471498406073
0.06806806806806806,1.0003483094428693,1.1074670432514915,1.1082254247299992
0.07007007007007007,1.000369367837527,1.1138880788254604,1.1146918431772492
