r,Ea_over_E0,Eb_over_E0,Ec_over_E0
0.0,1.0,1.0,1.0
0.002002002002002002,1.0000083366761312,1.000104375185162,1.0001127118612931
0.004004004004004004,1.0000333468381786,1.0004175024139979,1.0004508492521769
0.006006006006006006,1.0000750308871074,1.0009393867065857,1.0010144175936933
0.008008008008008008,1.000133389491199,1.0016700364298101,1.0018034259210091
0.01001001001001001,1.0002084235860622,1.0026094632974984,1.0028178868835607
0.012012012012012012,1.0003001343746492,1.0037576823706078,1.0040578167452567
0.014014014014014014,1.0004085233272737,1.0051147120574657,1.0055232353847394
0.016016016016016016,1.0005335921816345,1.0066805741140668,1.0072141662957013
0.018018018018018018,1.000675342942845,1.0084552936444198,1.0091306365872648
0.02002002002002002,1.0008337778834626,1.010438899100952,1.0112726769844147
0.022022022022022022,1.0010088995435273,1.012631422284964,1.0136403218284913
0.024024024024024024,1.001200710730602,1.0150328983471395,1.0162336090777415
0.026026026026026026,1.001409214519817,1.0176433657881097,1.0190525803079267
0.028028028028028028,1.0016344142539193,1.02046286645907,1.0220972807129893
0.03003003003003003,1.0018763135433268,1.023491445562451,1.025367759105778
0.03203203203203203,1.0021349162661857,1.0267291516526436,1.028864067918829
0.03403403403403403,1.0024102265684325,1.0301760366367765,1.032586263205209
0.036036036036036036,1.0027022488638617,1.0338321557755492,1.0365344046394112
0.03803803803803804,1.0030109878341946,1.037697567684118,1.0407085555183129
0.04004004004004004,1.0033364484291563,1.0417723343330354,1.0451087827621917
0.04204204204204204,1.0036786358665528,1.046056521049243,1.049735156915796
0.044044044044044044,1.0040375556323577,1.05055019651712,1.0545877521494778
0.04604604604604605,1.0044132134807975,1.055253432779584,1.0596666462603812
0.04804804804804805,1.0048056154344445,1.0601663052392452,1.0649719206736896
0.050050050050050046,1.0052147677843144,1.0652888926596165,1.0705036604439309
0.05205205205205205,1.005640677089966,1.0706212771663752,1.0762619542563412
0.05405405405405406,1.0060833501796071,1.0761635442486803,1.0822468944282875
0.056056056056056056,1.0065427941502032,1.0819157827605428,1.088458576910746
0.058058058058058054,1.0070190163675918,1.0878780849222502,1.0948971012898419
0.06006006006006006,1.0075120244666012,1.0940505463218448,1.101562570788446
0.062062062062062065,1.0080218263511707,1.1004332659166571,1.1084550922678278
0.06406406406406406,1.00854843019448,1.1070263460348906,1.1155747762293706
0.06606606606606606,1.0090918444390786,1.1138298923772643,1.122921736816343
0.06806806806806806,1.0096520777970213,1.1208440140187055,1.130496091815727
0.07007007007007007,1.010229139250008,1.1280688234101002,1.1382979626601082
0.07207207207207207,1.0108230380495284,1.1355044363800941,1.1463274744296224
0.07407407407407407,1.0114337837170089,1.1431509721369513,1.1545847558539601
0.07607607607607608,1.012061386043967,1.1510085532704641,1.163069939314431
0.07807807807807808,1.0127058550921662,1.1590773057539194,1.1717831608460856
0.08008008008008008,1.0133672011937793,1.1673573589461175,1.180724560139897
0.08208208208208208,1.0140454349515533,1.1758488455934468,1.1898942805450001
0.08408408408408408,1.0147405672389784,1.184551901832011,1.1992924690709894
0.08608608608608609,1.0154526092004643,1.1934666671898124,1.2089192763902767
0.08808808808808809,1.0161815722515166,1.2025932845889886,1.2187748568405055
0.09009009009009009,1.016927468078922,1.2119319003481042,1.2288593684270264
0.0920920920920921,1.0176903086409343,1.2214826641844956,1.23917297282543
