delta_theta,delta_r,G
0.0,0.0,1.0000000000000002
0.008726646259971648,0.0,1.0001252092730022
0.017453292519943295,0.0,1.000500733543923
0.026179938779914945,0.0,1.0011262625575916
0.03490658503988659,0.0,1.0020012805155292
0.04363323129985824,0.0,1.0031250680040826
0.05235987755982989,0.0,1.0044967046698488
0.061086523819801536,0.0,1.0061150726188868
0.06981317007977318,0.0,1.0079788605101518
0.07853981633974483,0.0,1.0100865683079598
0.08726646259971647,0.0,1.012436512653225
0.09599310885968812,0.0,1.0150268328087555
0.10471975511965978,0.0,1.0178554971300602
0.11344640137963143,0.0,1.0209203100100241
0.12217304763960307,0.0,1.0242189192433984
0.1308996938995747,0.0,1.027748823755371
0.13962634015954636,0.0,1.0315073816375329
0.14835298641951802,0.0,1.035491818434278
0.15707963267948966,0.0,1.0396992356230779
0.16580627893946132,0.0,1.044126619233082
0.17453292519943295,0.0,1.0487708485480873
0.1832595714594046,0.0,1.0536287048419977
0.19198621771937624,0.0,1.0586968800974472
0.2007128639793479,0.0,1.0639719856611618
0.20943951023931956,0.0,1.0694505607928584
0.2181661564992912,0.0,1.0751290810679515
0.22689280275926285,0.0,1.0810039665979552
0.23561944901923448,0.0,1.0870715900362307
0.24434609527920614,0.0,1.0933282843405099
0.2530727415391778,0.0,1.0997703502674174
0.2617993877991494,0.0,1.1063940635779441
0.27052603405912107,0.0,1.1131956819364626
0.2792526803190927,0.0,1.1201714514893593
0.2879793265790644,0.0,1.127317613112701
0.29670597283903605,0.0,1.1346304083214744
0.30543261909900765,0.0,1.1421060848358686
0.3141592653589793,0.0,1.1497409018027585
0.32288591161895097,0.0,1.1575311346730135
0.33161255787892263,0.0,1.1654730797374733
0.34033920413889424,0.0,1.1735630583264045
0.3490658503988659,0.0,1.1817974206790118
0.35779249665883756,0.0,1.190172549491075
0.3665191429188092,0.0,1.1986848631500826
0.3752457891787809,0.0,1.2073308186683123
0.3839724354387525,0.0,1.2161069143251957
0.39269908169872414,0.0,1.2250096920309952
0.4014257279586958,0.0,1.2340357394243544
0.41015237421866746,0.0,1.243181691716666
0.4188790204786391,0.0,1.2524442332964076
0.4276056667386107,0.0,1.261820099106735
0.4363323129985824,0.0,1.2713060758095842
0.44505895925855404,0.0,1.2808990027494562
0.4537856055185257,0.0,1.2905957727298483
0.4625122517784973,0.0,1.3003933326150436
0.47123889803846897,0.0,1.3102886837696446
0.4799655442984406,0.0,1.3202788823478595
0.4886921905584123,0.0,1.330361039444138
0.49741883681838395,0.0,1.3405323211162954
0.5061454830783556,0.0,1.350789948291805
0.5148721293383273,0.0,1.3611311965674395
0.5235987755982988,0.0,1.3715533959119384
0.5323254218582705,0.0,1.3820539302808899
0.5410520681182421,0.0,1.3926302371524863
0.5497787143782138,0.0,1.4032798069923245
0.5585053606381855,0.0,1.4140001826549329
0.5672320068981571,0.0,1.424788958729196
0.5759586531581288,0.0,1.435643780834411
0.5846852994181004,0.0,1.4465623448732179
0.5934119456780721,0.0,1.4575423962472358
0.6021385919380436,0.0,1.4685817290407823
0.6108652381980153,0.0,1.4796781851776757
0.619591884457987,0.0,1.4908296535557126
0.6283185307179586,0.0,1.5020340691630574
0.6370451769779303,0.0,1.513289412180423
0.6457718232379019,0.0,1.5245937070726028
0.6544984694978736,0.0,1.53594502167259
0.6632251157578453,0.0,1.5473414662612475
0.6719517620178169,0.0,1.5587811926451922
0.6806784082777885,0.0,1.5702623932353315
0.6894050545377601,0.0,1.581783300128223
0.6981317007977318,0.0,1.5933421841922268
0.7068583470577035,0.0,1.6049373541601968
0.7155849933176751,0.0,1.6165671557302792
0.7243116395776468,0.0,1.6282299706761991
0.7330382858376184,0.0,1.6399242159682534
0.7417649320975901,0.0,1.6516483429060795
0.7504915783575618,0.0,1.6634008362641295
0.7592182246175333,0.0,1.6751802134506464
0.767944870877505,0.0,1.68698502368083
0.7766715171374766,0.0,1.6988138471647602
0.7853981633974483,0.0,1.7106652943105665
0.7941248096574199,0.0,1.722538004943214
0.8028514559173916,0.0,1.7344306475392286
0.8115781021773633,0.0,1.7463419184775837
0.8203047484373349,0.0,1.7582705413069164
0.8290313946973066,0.0,1.7702152660291754
0.8377580409572782,0.0,1.7821748683997558
0.8464846872172498,0.0,1.7941481492441194
0.8552113334772214,0.0,1.806133933790856
0.8639379797371931,0.0,1.8181310710211136
0.8726646259971648,0.0,1.8301384330342692
0.8813912722571364,0.0,1.8421549144297071
0.8901179185171081,0.0,1.8541794317045222
0.8988445647770797,0.0,1.866210922666955
0.9075712110370514,0.0,1.878248345865347
