x,y,aggregate_density,density_over_max
-1,-8,5.294994857372302e-07,1.6299628196517493e-09
0,-8,1.041162993118718e-06,3.2050209937749084e-09
1,-8,1.7855113155855668e-06,5.496354834830248e-09
2,-8,3.481184459405992e-06,1.0716160053075339e-08
3,-8,6.029365000237213e-06,1.8560246121510474e-08
4,-8,1.1596365486010052e-05,3.569719158267382e-08
5,-8,2.050647462158078e-05,6.312525714500175e-08
6,-8,3.956016812843728e-05,1.2177840569334298e-07
7,-8,7.020698629697703e-05,2.1611876956696782e-07
8,-8,0.0001391277139687727,4.2827803814861754e-07
9,-8,0.00024768414351012145,7.624482285883361e-07
10,-8,0.0004917472061525997,1.5137496528072725e-06
11,-8,0.0009103660790459067,2.802387728575352e-06
12,-8,0.00184121058096598,5.667814362360448e-06
13,-8,0.0035351232194219657,1.0882200201805126e-05
14,-8,0.007383591162350887,2.2728972160161224e-05
15,-8,0.014885103408580918,4.582094180672874e-05
16,-8,0.03261928169972701,0.00010041221532118172
17,-8,0.06931763329155835,0.00021338106656361235
18,-8,0.15974373577916917,0.0004917405153468518
19,-8,0.3590269669549689,0.0011051957993389791
20,-8,0.8799204105600943,0.0027086665654995784
21,-8,1.730337964727131,0.005326514234494934
22,-8,6.419694302514699,0.019761800168814393
-23,-7,1.6830919711176916e-12,5.1810764861396745e-15
-22,-7,2.0467610245930852e-13,6.300562060327752e-16
-21,-7,4.998241674456155e-12,1.5386130322023476e-14
-20,-7,2.3317008236394833e-12,7.17769469368248e-15
-19,-7,1.3891416871263227e-11,4.2762067995054996e-14
-18,-7,1.298699580055015e-11,3.997798083674657e-14
-17,-7,4.0562050637998016e-11,1.2486250923684256e-13
-16,-7,5.3316411337559786e-11,1.641243674419891e-13
-15,-7,1.2672785797272956e-10,3.901074548203908e-13
-14,-7,1.9106156257359366e-10,5.881464508429589e-13
-13,-7,4.14100777138135e-10,1.2747299827577466e-12
-12,-7,6.566940822887647e-10,2.0215070398523557e-12
-11,-7,1.3689344819360417e-09,4.214002786024026e-12
-10,-7,2.2230358863189196e-09,6.843190482813038e-12
-9,-7,4.550490471013168e-09,1.4007813942640674e-11
-8,-7,7.521064261614865e-09,2.3152156783637472e-11
-7,-7,1.501549440943375e-08,4.622232554577314e-11
-6,-7,2.5357250554604292e-08,7.805744240724313e-11
-5,-7,5.002561006495223e-08,1.539942655897753e-10
-4,-7,8.485438218262013e-08,2.6120797426199623e-10
-3,-7,1.6577193924206224e-07,5.102971858979688e-10
-2,-7,2.8267410019408894e-07,8.701581130968833e-10
-1,-7,5.526162317487708e-07,1.701123297659924e-09
0,-7,9.412708692170755e-07,2.897522209882747e-09
1,-7,1.8490284970773681e-06,5.691880320745614e-09
2,-7,3.172011434596332e-06,9.764430072493074e-09
3,-7,6.185139049326683e-06,1.9039766716188534e-08
4,-7,1.071126281094362e-05,3.297257240778659e-08
5,-7,2.0610518812282676e-05,6.344553727182517e-08
6,-7,3.642360957803118e-05,1.121231105390813e-07
7,-7,7.037441750743101e-05,2.1663417450170408e-07
8,-7,0.00012481379695447465,3.842153843305461e-07
9,-7,0.00024722519580856745,7.610354459325492e-07
10,-7,0.0004410090836279659,1.3575620539865827e-06
11,-7,0.0008734294503567634,2.6886853868955276e-06
12,-7,0.001618340820260679,4.981752461717547e-06
13,-7,0.0032679384788129495,1.0059723117498541e-05
14,-7,0.0062752682455813735,1.9317212195962134e-05
15,-7,0.013075582021158496,4.025067656132131e-05
16,-7,0.026313650239724665,8.100153578120055e-05
17,-7,0.05749559681951087,0.00017698919004427042
18,-7,0.12159925617005307,0.000374320035794813
19,-7,0.27966288666149225,0.0008608886685886775
20,-7,0.6241491696554656,0.0019213237554677942
21,-7,1.530160005213945,0.0047103047005688375
22,-7,2.994717669360291,0.009218665150571652
23,-7,10.817690721421817,0.03330019035969292
-24,-6,8.618190658661069e-13,2.6529450404903133e-15
-23,-6,1.0036694924900584e-13,3.0896044284156126e-16
-22,-6,2.652819285490495e-12,8.16619641581759e-15
-21,-6,1.1604990556304528e-12,3.572374221072081e-15
-20,-6,7.375189109845158e-12,2.2703108049690875e-14
-19,-6,6.621725931308918e-12,2.0383715868826385e-14
-18,-6,2.1183438445352196e-11,6.520916070434209e-14
-17,-6,2.7602325552640955e-11,8.49684760771521e-14
-16,-6,6.69277425505956e-11,2.06024245347109e-13
-15,-6,1.0053784682575288e-10,3.094865183214617e-13
-14,-6,2.1944163224891553e-10,6.755090633401068e-13
-13,-6,3.4604207404873714e-10,1.065224291859894e-12
-12,-6,7.284032692781013e-10,2.2422500467267345e-12
-11,-6,1.1771755227697526e-09,3.6237095332534646e-12
-10,-6,2.4193174420471414e-09,7.447405683466084e-12
-9,-6,3.973075671158108e-09,1.2230352999557783e-11
-8,-6,8.055379701009501e-09,2.4796944594841025e-11
-7,-6,1.3431155984378322e-08,4.134524294957302e-11
-6,-6,2.6619052047463e-08,8.194165679184674e-11
-5,-6,4.5238420313962185e-08,1.3925781821841e-10
-4,-6,8.878743906167178e-08,2.733151370697258e-10
-3,-6,1.5115092190585569e-07,4.652891825184772e-10
-2,-6,2.9430832599637254e-07,9.0597185041667e-10
-1,-6,5.027592594888456e-07,1.5476481512753338e-09
0,-6,9.812722498278452e-07,3.0206588037540573e-09
1,-6,1.672959424474418e-06,5.149885380686705e-09
2,-6,3.2852696142278864e-06,1.0113073700661744e-08
3,-6,5.6334791429008995e-06,1.7341587282992975e-08
4,-6,1.100059960191407e-05,3.3863240339187045e-08
5,-6,1.9029189014348085e-05,5.857771615835969e-08
6,-6,3.663764112309894e-05,1.1278196568453501e-07
7,-6,6.475292199892794e-05,1.993294765435148e-07
8,-6,0.00012502503082928754,3.8486562738359957e-07
9,-6,0.00022214809531044576,6.838403918529439e-07
10,-6,0.0004392106123937554,1.3520258045228181e-06
11,-6,0.0007849731946415936,2.4163897343688973e-06
12,-6,0.0015529599216710622,4.780489879435488e-06
13,-6,0.0028742289694237153,8.847763749579061e-06
14,-6,0.005798987052284371,1.7851071703507077e-05
15,-6,0.011118707664385937,3.422681340340298e-05
16,-6,0.023133775562504472,7.121290022132925e-05
17,-6,0.0465246111656851,0.00014321711057610823
18,-6,0.10128939889201248,0.000311800027508973
19,-6,0.21404549220312796,0.0006588980790404309
20,-6,0.48967059475017044,0.001507357202072194
21,-6,1.0832137455036597,0.0033344661863994227
22,-6,2.6483031480006805,0.008152294350952344
23,-6,5.154916190329747,0.01586842283134543
24,-6,18.41426542231787,0.05668479157781846
-25,-5,4.4277975287706146e-13,1.3630127203605226e-15
-24,-5,4.8874903020974365e-14,1.504520342023664e-16
-23,-5,1.3659698005706272e-12,4.204876581886147e-15
-22,-5,5.768252244447376e-13,1.7756460480280502e-15
-21,-5,3.949307887906376e-12,1.215718842801542e-14
-20,-5,3.3492591981320365e-12,1.0310053386984821e-14
-19,-5,1.1235234717739223e-11,3.458551963365547e-14
-18,-5,1.4275791015306943e-11,4.394529022756466e-14
-17,-5,3.4723503524753264e-11,1.0688965945753847e-13
-16,-5,5.241287900283e-11,1.6134301608729952e-13
-15,-5,1.1553317883346447e-10,3.556467777726545e-13
-14,-5,1.8276604028909634e-10,5.626102732685895e-13
-13,-5,3.8587373388708486e-10,1.187838432818176e-12
-12,-5,6.208687502463972e-10,1.9112256121953774e-12
-11,-5,1.2865429215740492e-09,3.960376137348137e-12
-10,-5,2.1047893806528625e-09,6.47919124772207e-12
-9,-5,4.281602779658685e-09,1.3180094650412123e-11
-8,-5,7.093156952910603e-09,2.1834926036049327e-11
-7,-5,1.4273965940261094e-08,4.393967208335879e-11
-6,-5,2.396357471817172e-08,7.376727809694297e-11
-5,-5,4.72131967135045e-08,1.4533678938851062e-10
-4,-5,8.064570346361448e-08,2.4825236237450313e-10
-3,-5,1.576417931904629e-07,4.852700874032561e-10
-2,-5,2.6911708769025105e-07,8.284254449413269e-10
-1,-5,5.227603242175201e-07,1.609217600801421e-09
0,-5,8.938903079461881e-07,2.7516702207382223e-09
1,-5,1.7435441357305166e-06,5.3671669042430656e-09
2,-5,2.9726486163798023e-06,9.150729795029168e-09
3,-5,5.8389251002291615e-06,1.7974013339888163e-08
4,-5,1.0006443571553876e-05,3.08029212830438e-08
5,-5,1.956425419058487e-05,6.022481189093076e-08
6,-5,3.383001491841867e-05,1.0413922579832512e-07
7,-5,6.513903456528846e-05,2.0051805017638947e-07
8,-5,0.00011521882186964106,3.54679090028034e-07
9,-5,0.00022209427874378697,6.83674727853076e-07
10,-5,0.0003954867065937733,1.2174301293547898e-06
11,-5,0.000780063507730396,2.4012762029360185e-06
12,-5,0.0013960392636793721,4.2974396687150305e-06
13,-5,0.002765036025112743,8.511634170251172e-06
14,-5,0.005102172633662988,1.5706061887362048e-05
15,-5,0.010297353979940027,3.169843329446518e-05
16,-5,0.01973473858372873,6.074961546419295e-05
17,-5,0.0408721492932367,0.0001258170885935332
18,-5,0.08212722750632917,0.00025281295057353204
19,-5,0.17804975106258925,0.0005480920795913522
20,-5,0.37373808893891164,0.001150481172630329
21,-5,0.855190791119554,0.0026325411653472137
22,-5,1.8731772351243765,0.005766217588709773
23,-5,4.5724765343423295,0.014075493830425922
24,-5,8.854089218542416,0.027255618970073003
25,-5,31.142464921856746,0.09586611753599708
-26,-4,2.250012433240089e-13,6.926232619148403e-16
-25,-4,2.3700336390712383e-14,7.295694929016684e-17
-24,-4,7.063786460386772e-13,2.1744514596381824e-15
-23,-4,2.8446009902656886e-13,8.756559686591612e-16
-22,-4,2.043267486281961e-12,6.289807871306713e-15
-21,-4,1.693327646963319e-12,5.212585055102968e-15
-20,-4,6.027799514773398e-12,1.855542707414696e-14
-19,-4,7.317353127026289e-12,2.2525071046498094e-14
-18,-4,1.8323539909794034e-11,5.640551045254633e-14
-17,-4,2.734513071240729e-11,8.417675098906544e-14
-16,-4,5.970842700847294e-11,1.8380096424115992e-13
-15,-4,9.55447082712649e-11,2.941160969775136e-13
-14,-4,2.029878891756496e-10,6.248593645662063e-13
-13,-4,3.2855410830239214e-10,1.0113909365390703e-12
-12,-4,6.818803828741885e-10,2.09903824549962e-12
-11,-4,1.1107062528030056e-09,3.4190966080032248e-12
-10,-4,2.2761860979732038e-09,7.006803236340993e-12
-9,-4,3.758630627012003e-09,1.1570224976335884e-11
-8,-4,7.583716845612684e-09,2.334502077165319e-11
-7,-4,1.2653417595317395e-08,3.8951124179428905e-11
-6,-4,2.5313520226747577e-08,7.792282696300264e-11
-5,-4,4.272454216862262e-08,1.3151932550895337e-10
-4,-4,8.378069763598026e-08,2.5790284189039255e-10
-3,-4,1.436782298181334e-07,4.4228593021364363e-10
-2,-4,2.7996108706285715e-07,8.618066214481657e-10
-1,-4,4.789125718976611e-07,1.4742406878264066e-09
0,-4,9.288972300417872e-07,2.859432330019266e-09
1,-4,1.5887117422399038e-06,4.89054501609145e-09
2,-4,3.1001334736634296e-06,9.543167527337075e-09
3,-4,5.282200833184705e-06,1.6260244241856096e-08
4,-4,1.0379551695902238e-05,3.1951463230258526e-08
5,-4,1.7789243791565594e-05,5.476078211785481e-08
6,-4,3.476755953592751e-05,1.0702527745553558e-07
7,-4,6.018228760989087e-05,1.8525965340482104e-07
8,-4,0.0001158336657553083,3.565717692477928e-07
9,-4,0.00020497720115281493,6.309830807298826e-07
10,-4,0.00039503319189292856,1.2160340711517999e-06
11,-4,0.0007038632544822046,2.1667083081822226e-06
12,-4,0.0013863970547211548,4.267757973973958e-06
13,-4,0.00248338081391206,7.644612511903233e-06
14,-4,0.004915636026065738,1.5131844644328932e-05
15,-4,0.009059304228775213,2.7887334100538507e-05
16,-4,0.01828432797686381,5.628480402225783e-05
17,-4,0.034962934736365095,0.0001076267026149045
18,-4,0.07218335348870916,0.00022220263768634417
19,-4,0.14482709712708836,0.0004458224983289132
20,-4,0.3125009046429138,0.0009619742216865231
21,-4,0.6535486322376327,0.002011824373914959
22,-4,1.488321021625983,0.004581511397652882
23,-4,3.229036614667173,0.009939971174615208
24,-4,7.841281846630816,0.024137885328865356
25,-4,15.105421153715113,0.046499147815896535
26,-4,52.17948429222856,0.16062455514289642
-27,-3,1.1197680750123947e-13,3.4469916932251374e-16
-26,-3,1.138039448227443e-14,3.5032366184927115e-17
-25,-3,3.6128756299671815e-13,1.1121546115712006e-15
-24,-3,1.3973121662071974e-13,4.3013580555110197e-16
-23,-3,1.0638757901463147e-12,3.2749379921526017e-15
-22,-3,8.486875508975904e-13,2.612522185056221e-15
-21,-3,3.1142769524931444e-12,9.586705519826094e-15
-20,-3,3.757496440759739e-12,1.1566733601043656e-14
-19,-3,9.797545259293836e-12,3.0159867812278317e-14
-18,-3,1.4132310850916881e-11,4.3503614003861244e-14
-17,-3,3.1389077550653886e-11,9.662526731163142e-14
-16,-3,5.007349823349187e-11,1.541416801507397e-13
-15,-3,1.0476272149376022e-10,3.224919863380217e-13
-14,-3,1.7192146589884958e-10,5.292273266800034e-13
-13,-3,3.5874302444384245e-10,1.1043217366656032e-12
-12,-3,5.885088759723086e-10,1.811611932982958e-12
-11,-3,1.2071995811275137e-09,3.716132850246998e-12
-10,-3,1.984524519521197e-09,6.10897889164723e-12
-9,-3,4.031579728889952e-09,1.2410446543499368e-11
-8,-3,6.705904947821775e-09,2.0642844859140267e-11
-7,-3,1.3441581565608265e-08,4.137733610591368e-11
-6,-3,2.2557924262434416e-08,6.944025221307772e-11
-5,-3,4.491443242072628e-08,1.3826048350097103e-10
-4,-3,7.612985726487257e-08,2.3435119419307107e-10
-3,-3,1.4874010439152923e-07,4.5786794223559717e-10
-2,-3,2.558167963746445e-07,7.874830438268258e-10
-1,-3,4.974320539804426e-07,1.531249368754797e-09
0,-3,8.517762511787779e-07,2.6220301576888555e-09
1,-3,1.6509970124467221e-06,5.082278298906116e-09
2,-3,2.823407451993857e-06,8.69131943550458e-09
3,-3,5.512472662347029e-06,1.6969091993474217e-08
4,-3,9.39057451230839e-06,2.8907086262644538e-08
5,-3,1.8453938654508325e-05,5.680691802958604e-08
6,-3,3.165251357187089e-05,9.743620468080159e-08
7,-3,6.178135096327466e-05,1.9018206387450127e-07
8,-3,0.0001070686905031536,3.295904705666648e-07
9,-3,0.00020605787151253678,6.343097175899615e-07
10,-3,0.0003644274492267927,1.1218201503503977e-06
11,-3,0.0007033945961234648,2.1652656331269275e-06
12,-3,0.0012524142998532536,3.855317707662594e-06
13,-3,0.002465187372719979,7.58860748545203e-06
14,-3,0.004421463302175853,1.3610628499416051e-05
15,-3,0.0087346643679179,2.6887992425564845e-05
16,-3,0.01607945120538968,4.949751289880597e-05
17,-3,0.032488022447775294,0.00010000815883731428
18,-3,0.061807427911026516,0.00019026233676697888
19,-3,0.1276704816883743,0.0003930091415090638
20,-3,0.25503127355462507,0.0007850649621759305
21,-3,0.5471068948449402,0.001684163858498853
22,-3,1.1404291581573525,0.0035105928831169948
23,-3,2.5773025517503716,0.007933732605042472
24,-3,5.551319095730625,0.01708867330336573
25,-3,13.373238960526589,0.04116695647707198
26,-3,25.598749134335637,0.07880084956166696
27,-3,88.05948959251883,0.2710742839598262
-28,-2,5.5716075623219686e-14,1.7151127464516792e-16
-27,-2,5.423035142361984e-15,1.669377570670859e-17
-26,-2,1.808249725901207e-13,5.566350678812752e-16
-25,-2,6.794593998254815e-14,2.0915857125648517e-16
-24,-2,5.482197776366867e-13,1.6875896551654e-15
-23,-2,4.241168484835459e-13,1.3055625412998355e-15
-22,-2,1.6231272654107967e-12,4.996486616977644e-15
-21,-2,1.9120549798806437e-12,5.8858952846689984e-15
-20,-2,5.0354902809732535e-12,1.5500793027733522e-14
-19,-2,7.34085780350547e-12,2.2597425694200284e-14
-18,-2,1.672501603909319e-11,5.148476067704759e-14
-17,-2,2.5987315207361452e-11,7.999697584520497e-14
-16,-2,5.498097768588811e-11,1.6924841634421053e-13
-15,-2,9.03159169955022e-11,2.780202638354921e-13
-14,-2,1.851190294005908e-10,5.698534998818155e-13
-13,-2,3.080692499005181e-10,9.483322207890508e-13
-12,-2,6.354242721795449e-10,1.956032000512495e-12
-11,-2,1.052442840940766e-09,3.2397438463111467e-12
-10,-2,2.139328910566597e-09,6.58551457963098e-12
-9,-2,3.5429702794540437e-09,1.0906355874171936e-11
-8,-2,7.146925633166266e-09,2.2000442626790582e-11
-7,-2,1.1955958968838032e-08,3.6804131292695674e-11
-6,-2,2.3838958922502672e-08,7.33836722216718e-11
-5,-2,4.0193001870013155e-08,1.2372646324122448e-10
-4,-2,7.972692978315486e-08,2.4542409345420624e-10
-3,-2,1.355703992132694e-07,4.1732752555048744e-10
-2,-2,2.64182667347029e-07,8.132357763719856e-10
-1,-2,4.5517404531490994e-07,1.4011661773397224e-09
0,-2,8.842851652324295e-07,2.7221026273361673e-09
1,-2,1.5143740748471575e-06,4.661710735391231e-09
2,-2,2.9349171783779625e-06,9.034580785008193e-09
3,-2,5.019391200611706e-06,1.545123509023454e-08
4,-2,9.79795219720446e-06,3.0161120492747494e-08
5,-2,1.6702300394204967e-05,5.141483491207604e-08
6,-2,3.2815579719388166e-05,1.0101648120290107e-07
7,-2,5.632793555762279e-05,1.733947683420939e-07
8,-2,0.0001098982763560777,3.3830080902687564e-07
9,-2,0.0001904075483844865,5.861331933413295e-07
10,-2,0.0003667150151249129,1.1288619841233761e-06
11,-2,0.0006479111913428445,1.994470591137068e-06
12,-2,0.0012519862342447803,3.853999989619466e-06
13,-2,0.0022281800722946986,6.859025874732673e-06
14,-2,0.00438802399544778,1.3507691993999428e-05
15,-2,0.007867407847781173,2.4218309222841327e-05
16,-2,0.015537472717949752,4.78291358609167e-05
17,-2,0.028539424064334594,8.785315448299596e-05
18,-2,0.05771435413062982,0.00017766259255599226
19,-2,0.10910097038769437,0.00033584645520905876
20,-2,0.22597234227127802,0.0006956126041538566
21,-2,0.44878105510153987,0.0013814865805981272
22,-2,0.9561549703855365,0.0029433400664850974
23,-2,1.992286616277942,0.006132873020833057
24,-2,4.440025461002453,0.01366776855253188
25,-2,9.515177407174631,0.029290652425263512
26,-2,22.758100587330816,0.0700564567151489
27,-2,43.208270674311116,0.13300839112717613
28,-2,146.23921595465404,0.4501694358573937
-29,-1,2.687482076639668e-14,8.272899183847367e-17
-28,-1,2.5756981796196026e-15,7.928793852517721e-18
-27,-1,9.071361026524771e-14,2.792444864471692e-16
-26,-1,3.280487058296547e-14,1.009835151761725e-16
-25,-1,2.76155851026618e-13,8.500929306398863e-16
-24,-1,2.0975770680575563e-13,6.456989523847519e-16
-23,-1,8.385387039905989e-13,2.5812809023612968e-15
-22,-1,9.720095347776213e-13,2.9921453083729002e-15
-21,-1,2.613593344580901e-12,8.045446864645743e-15
-20,-1,3.7789518023468515e-12,1.163277982509331e-14
-19,-1,8.559006474177677e-12,2.634726322093444e-14
-18,-1,1.3603132200842427e-11,4.18746388153888e-14
-17,-1,2.924028877555333e-11,9.001063234966838e-14
-16,-1,4.6971207727170366e-11,1.4459187261122484e-13
-15,-1,9.709396563918349e-11,2.9888518925389775e-13
-14,-1,1.6207315996392454e-10,4.989112018434825e-13
-13,-1,3.2797969241689225e-10,1.009622707179832e-12
-12,-1,5.511147824726338e-10,1.6965013734435315e-12
-11,-1,1.1268258933010258e-09,3.468717835947088e-12
-10,-1,1.8800905614438184e-09,5.787498940560608e-12
-9,-1,3.793828092403098e-09,1.1678573636681768e-11
-8,-1,6.321131587487704e-09,1.9458393715691493e-11
-7,-1,1.2677663104000793e-08,3.902575933727511e-11
-6,-1,2.1304247713378966e-08,6.558104891284302e-11
-5,-1,4.2303835692557e-08,1.3022426114639046e-10
-4,-1,7.157331495923771e-08,2.2032475083587998e-10
-3,-1,1.416008375477839e-07,4.3589107572613235e-10
-2,-1,2.412524499855149e-07,7.426494911109855e-10
-1,-1,4.694116692625902e-07,1.4449939775548464e-09
0,-1,8.094603953881224e-07,2.491768894971138e-09
1,-1,1.572180001046771e-06,4.8396552150345246e-09
2,-1,2.692221781414872e-06,8.287489457809488e-09
3,-1,5.217960929502738e-06,1.6062493994008682e-08
4,-1,8.92642555902179e-06,2.7478292548928116e-08
5,-1,1.741578436348962e-05,5.361115874935482e-08
6,-1,2.9707943617179188e-05,9.145021826960364e-08
7,-1,5.8372485662437705e-05,1.796885245090587e-07
8,-1,0.00010020801287630896,3.0847118763893244e-07
9,-1,0.00019566471991624762,6.023163896694081e-07
10,-1,0.000338528190454634,1.0420942393867981e-06
11,-1,0.0006530367521419732,2.0102486490152775e-06
12,-1,0.0011523885258318024,3.547407507457484e-06
13,-1,0.0022278652858424763,6.858056864890221e-06
14,-1,0.003962283751004449,1.2197132138958413e-05
15,-1,0.007818125558615713,2.4066603128367632e-05
16,-1,0.013974178640003733,4.3016834259365565e-05
17,-1,0.027697821215030866,8.526244119577133e-05
18,-1,0.05064888272886765,0.00015591289119008722
19,-1,0.10249342219729732,0.0003155063828019835
20,-1,0.19302852161936127,0.0005942013577857201
21,-1,0.3984177606383522,0.0012264528182218087
22,-1,0.7889720070547974,0.0024286993130027824
23,-1,1.6689602164090989,0.005137574584113512
24,-1,3.474904688568708,0.010696828980512624
25,-1,7.617838836026823,0.023450058788130435
26,-1,16.27821934206889,0.0501093825629804
27,-1,38.32297689507383,0.1179699492821459
28,-1,72.25595524502872,0.22242612829706218
29,-1,239.74528037291645,0.7380099579336794
-30,0,1.2589761400814758e-14,3.8755170768567034e-17
-29,0,1.1949535391036712e-15,3.67843575379191e-18
-28,0,4.4110719403824925e-14,1.3578640681061242e-16
-27,0,1.5786870050666334e-14,4.859685781456951e-17
-26,0,1.4011314843564412e-13,4.3131150954088406e-16
-25,0,1.030867191070605e-13,3.17332733780553e-16
-24,0,4.231463296101692e-13,1.30257498470727e-15
-23,0,4.889898875502016e-13,1.5052617752457191e-15
-22,0,1.3468534079921068e-12,4.146030426246408e-15
-21,0,1.9482898350976178e-12,5.9974373510355026e-15
-20,0,4.421500312272661e-12,1.3610742427915273e-14
-19,0,7.058320761023342e-12,2.1727689487036572e-14
-18,0,1.4931357295469343e-11,4.596332554443443e-14
-17,0,2.4719182400766334e-11,7.609327172308908e-14
-16,0,5.159860572368418e-11,1.5883643165087525e-13
-15,0,8.440228691286984e-11,2.5981628550594883e-13
-14,0,1.7199032456304501e-10,5.294392948980522e-13
-13,0,2.9021120627828797e-10,8.933596515609114e-13
-12,0,5.81816794827606e-10,1.7910116420558184e-12
-11,0,9.849344772100392e-10,3.0319322697929825e-12
-10,0,1.99977775184435e-09,6.1559330478569085e-12
-9,0,3.35575403355239e-09,1.0330046494702752e-11
-8,0,6.73170913617318e-09,2.0722278114010233e-11
-7,0,1.1270682605842529e-08,3.4694639172389527e-11
-6,0,2.2500556970661653e-08,6.926365798556202e-11
-5,0,3.793938928347081e-08,1.1678914823921114e-10
-4,0,7.511306152456916e-08,2.312211831231504e-10
-3,0,1.2737429334937983e-07,3.9209738239847045e-10
-2,0,2.516347749213023e-07,7.746094912294273e-10
-1,0,4.290638645712234e-07,1.3207909834576337e-09
0,0,8.343688609385207e-07,2.5684448386412205e-09
1,0,1.4390408725295556e-06,4.429811890972088e-09
2,0,2.794777625194122e-06,8.603187993503906e-09
3,0,4.78583648718537e-06,1.4732281607759837e-08
4,0,9.278498295710187e-06,2.8562081081444108e-08
5,0,1.5873456193420207e-05,4.8863396682287904e-08
6,0,3.0978047117310115e-05,9.535998879457508e-08
7,0,5.2827075969012786e-05,1.6261804216962047e-07
8,0,0.00010388172716565967,3.197800139229236e-07
9,0,0.00017824501801397757,5.48693171526742e-07
10,0,0.0003484162541418235,1.0725327508539571e-06
11,0,0.0006017572787342488,1.852394605116563e-06
12,0,0.0011636313849897203,3.5820164974708976e-06
13,0,0.0020487708328561665,6.306748870384594e-06
14,0,0.003969201827475436,1.221842811324159e-05
15,0,0.00703930637401279,2.1669157336013767e-05
16,0,0.013938605824624185,4.290733015592291e-05
17,0,0.02479336903214957,7.63216410683426e-05
18,0,0.04934694719201989,0.00015190513183279425
19,0,0.08991476671799042,0.0002767853994870843
20,0,0.18183359617085126,0.0005597399225221175
21,0,0.34216847684870144,0.0010533001642933214
22,0,0.7017446172741428,0.0021601864890483224
23,0,1.3865038695216179,0.004268086782892631
24,0,2.9158413742222073,0.008975859573059238
25,0,6.033243186862753,0.01857218437674504
26,0,13.109565191514505,0.040355287246820026
27,0,27.877526088188908,0.08581562825194008
28,0,64.2322739712047,0.19772676124317354
29,0,121.88016345863947,0.37518475511654664
30,0,324.85372019121314,1.0
-29,1,2.108487191044382e-14,6.490574249244549e-17
-28,1,7.483383481441238e-15,2.303616371404465e-17
-27,1,6.878052622419313e-14,2.1172768526002415e-16
-26,1,5.0478552240999126e-14,1.553885613847574e-16
-25,1,2.1632236556310202e-13,6.659069978812982e-16
-24,1,2.44634336989115e-13,7.530599829520809e-16
-23,1,6.774185207448418e-13,2.0853032569431695e-15
-22,1,9.938633174707063e-13,3.059417995538747e-15
-21,1,2.2700300430084564e-12,6.987852999412434e-15
-20,1,3.676846195175686e-12,1.1318467256620754e-14
-19,1,7.688500454768184e-12,2.366757705665994e-14
-18,1,1.2897113923401442e-11,3.970129668150339e-14
-17,1,2.6323701280608486e-11,8.103247598677341e-14
-16,1,4.459858264385932e-11,1.3728820041712318e-13
-15,1,9.138028341836835e-11,2.8129671214656466e-13
-14,1,1.5130079196730587e-10,4.657505288172419e-13
-13,1,3.0509022181231227e-10,9.391618530110482e-13
-12,1,5.189560300350516e-10,1.597506809309702e-12
-11,1,1.0328654008971292e-09,3.179478444295393e-12
-10,1,1.7588265495434393e-09,5.414210890083608e-12
-9,1,3.5507658090890697e-09,1.0930352920074434e-11
-8,1,5.985120685959962e-09,1.842404846845233e-11
-7,1,1.1950623645121647e-08,3.6787707519825705e-11
-6,1,2.0082080759588065e-08,6.181884187063485e-11
-5,1,3.9957584241060117e-08,1.2300177512986633e-10
-4,1,6.751949631745111e-08,2.0784584605559773e-10
-3,1,1.334377796955801e-07,4.107626645526389e-10
-2,1,2.2655041378002056e-07,6.973920866495543e-10
-1,1,4.473157142902918e-07,1.3769758093796678e-09
0,1,7.62780180042069e-07,2.3480727867086963e-09
1,1,1.483572905210736e-06,4.566895230066892e-09
2,1,2.557466002232385e-06,7.872669584103969e-09
3,1,4.968710623650322e-06,1.529522463441599e-08
4,1,8.504399205459637e-06,2.6179165196119155e-08
5,1,1.6503187837087655e-05,5.080190501550563e-08
6,1,2.821646150310339e-05,8.6858976053883e-08
7,1,5.513711059309032e-05,1.6972904161490255e-07
8,1,9.392120115910428e-05,2.8911844107501995e-07
9,1,0.00018498121854105718,5.694292755279971e-07
10,1,0.00031701487038058457,9.758696012284713e-07
11,1,0.0006205983440143338,1.910393218366228e-06
12,1,0.0010690372613217389,3.2908265932509243e-06
13,1,0.0020746100496707286,6.386289953673875e-06
14,1,0.0036377983052637477,1.1198265801365894e-05
15,1,0.007080801987265751,2.1796893639075146e-05
16,1,0.012500212811258777,3.8479512575386204e-05
17,1,0.024849632682369314,7.649483794657637e-05
18,1,0.04402116564091034,0.00013551073269223732
19,1,0.08779512165326267,0.0002702604778593433
20,1,0.15957122739018764,0.0004912094812898
21,1,0.32268627078029105,0.000993327921842341
22,1,0.6049731554292012,0.0018622940659971696
23,1,1.2404187024680657,0.003818391557092032
24,1,2.4266948770748975,0.00747011570514419
25,1,5.117943420088478,0.015754609234814948
26,1,10.380745070286531,0.031955136804886486
27,1,22.574982133436695,0.06949276160404987
28,1,47.094545135137665,0.14497154321464195
29,1,109.71282394863253,0.3377299292864928
-28,2,3.374482150640301e-14,1.0387697418561305e-16
-27,2,2.461550981582743e-14,7.577413551348102e-17
-26,2,1.0646210058746032e-13,3.277231996136456e-16
-25,2,1.2182712451611444e-13,3.75021484883736e-16
-24,2,3.466231955385131e-13,1.0670131631384308e-15
