radius,site_count,edge_coordinate,x_over_L,probability_over_max,gaussian_fit
52,5513,32.0,0.3592286185609571,5.2623103120894537e-11,2.5884250585401003e-08
52,5513,34.0,0.3784593877917264,8.212677852551467e-12,3.783702937310139e-09
52,5513,36.0,0.3976901570224956,2.1757542782188812e-12,5.003306414826282e-10
52,5513,38.0,0.4169209262532648,7.928677103786579e-14,5.984884893246629e-11
52,5513,40.0,0.43615169548403404,2.9257070139478715e-15,6.476093874595668e-12
52,5513,42.0,0.4553824647148033,4.2685038758016587e-16,6.339121869256682e-13
52,5513,44.0,0.47461323394557253,6.411230593462988e-18,5.613111886044661e-14
52,5513,46.0,0.49384400317634175,4.608756121143735e-19,4.496110014026997e-15
52,5513,48.0,0.513074772407111,6.4073483692692995e-21,3.2578328025811005e-16
52,5513,50.0,0.5323055416378802,1.6814147456882587e-22,2.1354002371262823e-17
52,5513,52.0,0.5515363108686494,9.32410396615156e-36,1.2661594878410997e-18
56,6385,-56.0,-0.4492552984919307,8.076571897916185e-30,5.721727306909533e-14
56,6385,-54.0,-0.43139815563478784,5.632599354287365e-13,6.193773719108717e-13
56,6385,-52.0,-0.413541012777645,1.0175834602217799e-11,6.087416285640169e-12
56,6385,-50.0,-0.39568386992050214,1.2618269026326335e-10,5.432004942318029e-11
56,6385,-48.0,-0.37782672706335924,1.214682063376482e-09,4.4008523564180576e-10
56,6385,-46.0,-0.3599695842062164,9.390899034930683e-09,3.237150782301529e-09
56,6385,-44.0,-0.34211244134907354,6.096257427113966e-08,2.1619146599969282e-08
56,6385,-42.0,-0.3242552984919307,3.410708294092449e-07,1.3108821565131344e-07
56,6385,-40.0,-0.30639815563478784,1.6727425494624505e-06,7.216693240408843e-07
56,6385,-38.0,-0.288541012777645,7.287665877304424e-06,3.6071344154267824e-06
56,6385,-36.0,-0.27068386992050214,2.8491493668048367e-05,1.6369518108963235e-05
56,6385,-34.0,-0.25282672706335924,0.00010075057549810284,6.744642752075491e-05
56,6385,-32.0,-0.23496958420621641,0.0003243075472260994,0.0002523082754328945
56,6385,-30.0,-0.21711244134907354,0.0009551666728777116,0.0008569461400547851
56,6385,-28.0,-0.1992552984919307,0.0025847640687764774,0.0026425611535717225
56,6385,-26.0,-0.18139815563478784,0.006448174598173235,0.007398540469028539
