real_E,imag_E,normalized_residual
-1.998473609941401,0.9989439076552538,7.618994629617823e-15
-1.9972627249999486,0.9967843479446011,6.556736859467525e-15
-1.9960731803964364,0.9939609023979373,5.785147865276298e-15
-1.9949032712708332,0.9903544644583453,5.705803542674777e-15
-1.9902018659298089,0.9967002444308353,5.716075906864251e-15
-1.9937118744970972,0.9859882859783958,5.817721577323272e-15
-1.9925086765314175,0.9808703209370584,5.5954836735352976e-15
-1.9912942081623541,0.975003917805201,6.580997205547321e-15
-1.990070594327695,0.9683941880484092,5.829098896126739e-15
-1.9888394142827237,0.9610461593468868,7.64791697033008e-15
-1.9876022151762347,0.9529654769741963,6.636051404135749e-15
-1.9858474544924531,0.991649293408689,7.210175163545333e-15
-1.9951124846054034,0.9979000821534767,6.455643902218465e-15
-1.975925543281829,0.994022843725542,6.371849566256556e-15
-1.9815643853177234,0.9863909917866878,6.3304597786131525e-15
-1.9826186371682808,0.913445660229376,7.045128066297448e-15
-1.9838674909379594,0.9243909214490889,7.264833925102216e-15
-1.985115070994432,0.9346309917924522,6.502819587277964e-15
-1.9863603531960436,0.9441582174564275,7.355061058177028e-15
-1.981369444751417,0.9018033917464727,7.648542024602361e-15
-1.9801207710103272,0.8894728338473595,7.830656247502949e-15
-1.9557159380718028,0.9912182366959341,6.282460938230526e-15
-1.9923772503960389,0.9943593343204038,6.769510625837088e-15
-1.929555230405037,0.988335586509994,7.903099783533722e-15
-1.977600871946535,0.9805244848412716,7.492800200509071e-15
-1.9681768878455788,0.9854568618257628,6.824130704625196e-15
-1.9737000631380603,0.973799979766992,6.509167902948437e-15
-1.960415310407429,0.977364441784032,7.096109264878229e-15
-1.9697823757933095,0.9663050379474611,7.570417457005314e-15
-1.9896938692548443,0.9903476545622538,6.9260243712752746e-15
-1.983800484386615,0.9953898325716509,6.738708794892149e-15
-1.9788734038080764,0.8764632371018468,8.103422893953623e-15
-1.9447616886738786,0.9786162018045191,8.03122317290811e-15
-1.9333384800241031,0.9670859595962812,7.076289515409098e-15
-1.953170151268058,0.969278214008691,7.181285684021663e-15
-1.9658516786426177,0.9580516357446297,7.184008640304212e-15
-1.9619053573625853,0.9490496678882995,7.403785373391252e-15
-1.9579446794555975,0.9393077383476242,7.971661439563192e-15
-1.9464852143190716,0.9604274196036022,6.841414668751071e-15
-1.9871519025817266,0.9855763683876673,7.220012679207074e-15
-1.9665667966051796,0.9926300794402824,6.836088919601368e-15
-1.9777548027334808,0.9886679116856092,7.859477427533503e-15
-1.9845888406343255,0.9800059777434461,7.24455664442277e-15
-1.9820043975363493,0.9736785867948999,7.453600897601919e-15
-1.9539718667266028,0.9288348119180448,7.402249015586158e-15
-1.9794001015011333,0.9665976745139628,7.021624434498094e-15
1.9984736099414229,0.9989439076552826,6.398753643064912e-15
1.9714535491448826,-0.7847303571378371,8.274124362602362e-15
-1.967808573611969,-0.7306062411152003,8.412838569239651e-15
-1.9984736099413973,-0.9989439076552645,8.071293045020874e-15
-1.9702327400546644,-0.7672706361320444,8.214829394027561e-15
-1.9972627249999237,-0.996784347944611,6.407527389757606e-15
-1.9714535491448297,-0.7847303571378305,8.486494717321797e-15
1.9984736099413825,-0.998943907655249,1.1597624379087038e-14
1.9972627249999344,-0.9967843479445916,7.29522922852578e-15
1.977628068836545,-0.8627843835530851,8.019130682040952e-15
1.9960731803964382,-0.9939609023979287,7.397941424527492e-15
1.9902018659297913,-0.9967002444308177,7.434334396628685e-15
1.9949032712708337,-0.9903544644583585,6.573709249094278e-15
1.9937118744971103,-0.9859882859784055,6.368691955015808e-15
-1.996073180396444,-0.9939609023979554,7.284493721859197e-15
-1.9726796778266704,-0.801590436971269,8.483323634299598e-15
-1.9949032712708146,-0.9903544644583466,7.179801193061658e-15
1.980120771010304,-0.8894728338473425,7.387799492704776e-15
1.9813694447514005,-0.901803391746485,8.793492322071221e-15
1.9826186371682797,-0.9134456602293767,7.15726434371068e-15
1.9838674909379483,-0.9243909214490982,7.550431919407728e-15
1.9951124846053772,-0.9979000821534518,7.473243378768487e-15
1.9925086765314195,-0.9808703209370487,6.379739409839433e-15
1.985115070994433,-0.934630991792445,6.765957268442179e-15
1.9912942081623046,-0.9750039178051967,7.098221995199015e-15
1.9863603531960246,-0.9441582174564314,7.303451712729706e-15
1.98584745449242,-0.9916492934086844,6.747330631746049e-15
1.990070594327694,-0.9683941880484096,6.2704699616395026e-15
-1.975146120854201,-0.8334606709736249,9.09594811874035e-15
-1.9902018659297989,-0.9967002444308243,7.187649391315854e-15
-1.993711874497087,-0.9859882859784078,7.28192410683693e-15
1.9759255432818348,-0.9940228437255507,6.397400043518407e-15
1.9888394142827064,-0.9610461593468589,6.907322828157706e-15
1.9876022151761943,-0.9529654769741915,6.298490563409578e-15
-1.9925086765314306,-0.9808703209370474,6.640318638535726e-15
-1.9858474544924287,-0.9916492934086638,7.392698535438102e-15
-1.9951124846053963,-0.997900082153458,6.173549295139742e-15
-1.9912942081623353,-0.975003917805186,6.384339667173287e-15
1.9295552304049828,-0.9883355865099912,9.202396261462372e-15
1.9557159380717948,-0.9912182366959353,6.807511260032514e-15
1.9815643853177496,-0.9863909917866946,6.5405089040204435e-15
1.9923772503960342,-0.9943593343203879,6.23372370133221e-15
-1.9838674909379652,-0.924390921449104,7.458572437315226e-15
-1.9900705943276749,-0.9683941880484067,6.3716276689984e-15
-1.977628068836604,-0.8627843835531057,8.557079794110009e-15
-1.9813694447514199,-0.9018033917464885,8.32001131795366e-15
-1.98261863716827,-0.913445660229379,7.31596933277865e-15
