delta,radius,site_count,inverse_boundary_length,realization,seed,probe_index,real_E,imag_E,finite_potential,geometry_potential,amoeba_potential,absolute_difference
0.0,30,1861,0.03333333333333333,0,3648006565,23,0.07999999999999999,0.18,0.1310351443971533,0.08502077710574574,0.3143482937743255,0.046014367291407565
0.0,30,1861,0.03333333333333333,0,3648006565,24,0.16,0.18,0.13477330359935594,0.0851502624705345,0.31522304919731536,0.04962304112882143
0.0,34,2381,0.029411764705882353,0,1018994742,0,-0.16,-0.14,0.12688661731357415,0.06625056070992372,0.31301879122762066,0.06063605660365043
0.0,34,2381,0.029411764705882353,0,1018994742,1,-0.08,-0.14,0.12223019718430772,0.06614970249029017,0.3121849580039453,0.056080494694017546
0.0,34,2381,0.029411764705882353,0,1018994742,2,0.0,-0.14,0.11944234559778283,0.06611613254671064,0.312906981203851,0.053326213051072185
0.0,34,2381,0.029411764705882353,0,1018994742,3,0.07999999999999999,-0.14,0.12223019718433473,0.06614970249029024,0.31218338365071446,0.05608049469404448
0.0,34,2381,0.029411764705882353,0,1018994742,4,0.16,-0.14,0.12688661731357415,0.06625056070992372,0.31301879122765136,0.06063605660365043
0.0,34,2381,0.029411764705882353,0,1018994742,5,-0.16,-0.06000000000000001,0.10651154805616847,0.03149805697907505,0.3110250093502154,0.07501349107709343
0.0,34,2381,0.029411764705882353,0,1018994742,6,-0.08,-0.06000000000000001,0.09817193732966306,0.028361901098260117,0.31018502348809524,0.06981003623140294
0.0,34,2381,0.029411764705882353,0,1018994742,7,0.0,-0.06000000000000001,0.08594471676422234,0.028347487609051127,0.3108631341486675,0.057597229155171216
0.0,34,2381,0.029411764705882353,0,1018994742,8,0.07999999999999999,-0.06000000000000001,0.09817193732968511,0.028361901098260114,0.3100553111750942,0.069810036231425
0.0,34,2381,0.029411764705882353,0,1018994742,9,0.16,-0.06000000000000001,0.10651154805616847,0.03149805697907504,0.31102500935021676,0.07501349107709343
0.0,34,2381,0.029411764705882353,0,1018994742,10,-0.16,0.01999999999999999,0.09849925056028055,0.025533102161761113,0.31053033970976895,0.07296614839851945
0.0,34,2381,0.029411764705882353,0,1018994742,11,-0.08,0.01999999999999999,0.08961494595570701,0.01381153579883153,0.3102205615316422,0.07580341015687549
0.0,34,2381,0.029411764705882353,0,1018994742,12,0.0,0.01999999999999999,0.05190092971365121,0.009449963212444772,0.31041296635172294,0.042450966501206444
