case_id,hbar,mean_energy,energy_variance,energy_standard_deviation,operator_speed,hilbert_schmidt_speed,trace_speed,expected_hilbert_schmidt_speed,hilbert_schmidt_identity_error
qubit_equal_superposition,1.0,0.9999999999999998,1.0,1.0,0.9999999999999998,1.4142135623730947,1.9999999999999996,1.4142135623730951,4.440892098500626e-16
qutrit_complex_superposition,1.0,1.333333333333334,1.7222222222222219,1.3123346456686351,1.3123346456686358,1.8559214542766744,2.6246692913372716,1.855921454276674,4.440892098500626e-16
