phase_fraction_of_first_orthogonalization,duration,bures_angle,endpoint_overlap,mean_energy,energy_standard_deviation,equation_21_operator,equation_21_hilbert_schmidt,equation_21_trace,standard_mt_geometric,standard_mt_orthogonal,standard_ml_orthogonal,operator_gap_to_geometric_mt
0.25,0.7853981633974483,0.3926990816987242,0.9238795325112867,0.4999999999999999,0.5,0.29289321881345265,0.20710678118654766,0.14644660940672632,0.7853981633974484,3.141592653589793,3.141592653589794,0.49250494458399574
0.5,1.5707963267948966,0.7853981633974483,0.7071067811865476,0.4999999999999999,0.5,1.0,0.7071067811865476,0.5,1.5707963267948966,3.141592653589793,3.141592653589794,0.5707963267948966
1.0,3.141592653589793,1.5707963267948966,6.123233995736766e-17,0.4999999999999999,0.5,2.0000000000000004,1.4142135623730954,1.0000000000000002,3.141592653589793,3.141592653589793,3.141592653589794,1.1415926535897927
