epsilon,epsilon_out,success_probability,identity
0.20350000000000001,0.3425272329274731,0.0768353672478217,0.20350000000000001
0.20375000000000001,0.34325871430424915,0.07673895488042395,0.20375000000000001
0.20400000000000001,0.34398847891794854,0.07664311035855871,0.20400000000000001
0.20425000000000001,0.34471651829553474,0.07654783081311939,0.20425000000000001
0.20450000000000002,0.34544282406255733,0.07645311338708997,0.20450000000000002
0.20475000000000002,0.3461673879432739,0.07635895523550423,0.20475000000000002
0.20500000000000002,0.3468902017607601,0.07626535352540509,0.20500000000000002
0.20525000000000002,0.34761125743701105,0.07617230543580397,0.20525000000000002
0.20550000000000002,0.34833054699303206,0.07607980815764041,0.20550000000000002
0.20575000000000002,0.3490480625489203,0.07598785889374153,0.20575000000000002
0.20600000000000002,0.34976379632393534,0.07589645485878183,0.20600000000000002
0.20625000000000002,0.35047774063656023,0.07580559327924306,0.20625000000000002
0.20650000000000002,0.35118988790455374,0.07571527139337411,0.20650000000000002
0.20675000000000002,0.3519002306449917,0.075625486451151,0.20675000000000002
0.20700000000000002,0.3526087614743,0.07553623571423697,0.20700000000000002
0.20725000000000002,0.35331547310827516,0.07544751645594289,0.20725000000000002
0.20750000000000002,0.35402035836209905,0.07535932596118744,0.20750000000000002
0.20775000000000002,0.35472341015034237,0.07527166152645753,0.20775000000000002
0.20800000000000002,0.3554246214869576,0.07518452045976891,0.20800000000000002
0.20825,0.3561239854852638,0.07509790008062683,0.20825
0.2085,0.35682149535792307,0.07501179771998666,0.2085
0.20875,0.3575171444169051,0.07492621072021484,0.20875
0.209,0.35821092607344507,0.07484113643504975,0.209
0.20925,0.3589028338379912,0.07475657222956275,0.20925
0.2095,0.3595928613201431,0.07467251548011941,0.2095
0.20975,0.36028100222858156,0.07458896357434062,0.20975
0.21,0.3609672503709898,0.07450591391106401,0.21
0.21025,0.3616515996539651,0.07442336390030532,0.21025
0.2105,0.3623340440829216,0.07434131096322005,0.2105
0.21075,0.3630145777619851,0.07425975253206502,0.21075
0.211,0.363693194893879,0.07417868605016006,0.211
0.21125,0.3643698897798017,0.07409810897184993,0.21125
0.2115,0.36504465681929454,0.07401801876246622,0.2115
0.21175,0.36571749051010255,0.07393841289828945,0.21175
0.212,0.3663883854480272,0.07385928886651105,0.212
0.21225,0.36705733632676946,0.07378064416519568,0.21225
0.2125,0.3677243379377651,0.07370247630324363,0.2125
0.21275,0.36838938517001274,0.07362478280035312,0.21275
0.213,0.3690524730098933,0.07354756118698288,0.213
0.21325,0.36971359654098146,0.07347080900431474,0.21325
0.2135,0.3703727509438491,0.07339452380421642,0.2135
0.21375,0.371029931495861,0.0733187031492043,0.21375
0.214,0.3716851335709642,0.07324334461240628,0.214
0.21425,0.3723383526394676,0.07316844577752485,0.21425
0.2145,0.3729895842678144,0.07309400423880025,0.2145
0.21475,0.3736388241183494,0.07302001760097358,0.21475
0.215,0.3742860679490762,0.0729464834792501,0.215
0.21525,0.37493131161340837,0.07287339949926268,0.21525
0.2155,0.37557455105991333,0.07280076329703526,0.2155
0.21575,0.3762157823320484,0.0727285725189465,0.21575
0.216,0.3768550015678921,0.07265682482169333,0.216
0.21625,0.3774922049998653,0.07258551787225487,0.21625
0.2165,0.3781273889544478,0.07251464934785619,0.2165
0.21675,0.3787605498518871,0.07244421693593243,0.21675
