x,y,aggregate_density,density_over_max
0,-7,0.3966952109714655,0.01781794801354421
-1,-6,0.128087749979475,0.005753184831037193
0,-6,0.24770185303959363,0.01112576763785413
1,-6,0.8737907735168782,0.03924715536421794
-2,-5,0.052466748236960896,0.002356594601272174
-1,-5,0.08904010762486624,0.0039993223132062635
0,-5,0.22676408917615382,0.010185327779442354
1,-5,0.45351577859510656,0.020370098611830447
2,-5,1.652946632141468,0.07424369225061851
-3,-4,0.022794686209043395,0.0010238453165672405
-2,-4,0.028432718059127594,0.0012770829549987586
-1,-4,0.0770344664060357,0.003460077358414578
0,-4,0.16514380785096702,0.007417593410924545
1,-4,0.4178890898347578,0.01876989152419743
2,-4,0.8271587855892645,0.037152634649869794
3,-4,3.015712552159368,0.13545363793674198
-4,-3,0.0101837305733092,0.0004574120809142215
-3,-3,0.009364283127084604,0.000420605808509507
-2,-3,0.03017471102109717,0.0013553262490388434
-1,-3,0.05734176381265597,0.0025755606278098655
0,-3,0.1362330926136804,0.006119040751640219
1,-3,0.2961230903198683,0.01330065421260908
2,-3,0.7558609812419412,0.033950225000836165
3,-3,1.4838965607892005,0.06665064524693963
4,-3,5.361266759394566,0.24080646744310286
-5,-2,0.004633757513144258,0.0002081296879646807
-4,-2,0.0032206003070105434,0.0001446563690602408
-3,-2,0.01289052000569056,0.0005789901389696062
-2,-2,0.02131712825639629,0.0009574793760185944
-1,-2,0.05116348751535252,0.0022980573889654124
0,-2,0.10344314014947147,0.004646248410782123
1,-2,0.24346022748333657,0.010935250934944537
2,-2,0.5279372174550984,0.02371280931774788
3,-2,1.3437528555413476,0.060355955557047404
4,-2,2.614230235936454,0.11742067247366315
5,-2,9.287338004455611,0.4171497441130104
-6,-1,0.0020913610424035485,9.393549833849257e-05
-5,-1,0.0011348007329786615,5.0970669437701075e-05
-4,-1,0.00588266168359624,0.00026422542334932753
-3,-1,0.008603676810958713,0.00038644244221547997
-2,-1,0.02099080048695336,0.0009428220495107426
-1,-1,0.03912627160793276,0.0017573942265819366
0,-1,0.08989273175928661,0.004037618748560227
1,-1,0.18418553902592227,0.008272871132408412
2,-1,0.4328181821926231,0.019440446106569177
3,-1,0.9358951990356128,0.042036635536146304
4,-1,2.347974913529672,0.10546155786434981
5,-1,4.53004268648196,0.2034712364921332
6,-1,15.516537691255394,0.69694025611233
-7,0,0.0008286784343320404,3.722089113885367e-05
-6,0,0.0004136326604693786,1.8578709893922835e-05
-5,0,0.0027253629302234498,0.00012241230462511161
-4,0,0.0036074152268206587,0.0001620305342667264
-3,0,0.009206676485662679,0.0004135267541983443
-2,0,0.016610382070268437,0.0007460713314092381
-1,0,0.03674886690187512,0.0016506108012011413
0,0,0.06977560118343207,0.0031340384257616226
1,0,0.15980930090540027,0.007177988886329374
2,0,0.3269314059044978,0.014684439421730948
3,0,0.7654468413520108,0.03438078315324757
4,0,1.6495754597347516,0.07409227279047309
5,0,4.026814705955668,0.18086826638311598
6,0,7.819772076383926,0.35123260498548275
7,0,22.263798876835867,1.0
-6,1,0.0012136871252221946,5.451392783129039e-05
-5,1,0.0016421189099637145,7.375735466566038e-05
-4,1,0.004165333443799167,0.00018708996909475964
-3,1,0.007458062715680559,0.000334986080180603
-2,1,0.016034041254994764,0.0007201844278101709
-1,1,0.030073921694057454,0.0013507991992034903
0,1,0.06533131893666547,0.0029344192021352987
1,1,0.12365833989667574,0.005554233604999672
2,1,0.2874700203880432,0.012911993230730194
3,1,0.5727708936482566,0.02572655712607025
4,1,1.3679569958199895,0.061443107862569936
5,1,2.8109331389292382,0.12625577308164798
6,1,7.188692540920764,0.32288705897357717
-5,2,0.0017617073208625789,7.912878348427449e-05
-4,2,0.00361978205795467,0.0001625860024149263
-3,2,0.007219115246316213,0.00032425352412913076
-2,2,0.013776261088132057,0.0006187740539852532
-1,2,0.0285049622311018,0.0012803278716625257
0,2,0.05249700999986083,0.0023579538375403126
1,2,0.11794008065097265,0.005297392475714563
2,2,0.2129308516096896,0.009563994571978965
3,2,0.5358342695669224,0.024067513030061796
4,2,0.8976007728893738,0.04031660445079177
5,2,2.9446010391926887,0.1322595957447481
-4,3,0.002809870002740414,0.00012620802129433147
-3,3,0.006713738768323914,0.0003015540521842008
-2,3,0.012833982660117755,0.000576450709562901
-1,3,0.023571161175484127,0.0010587214385954812
0,3,0.05172914524728959,0.002323464451572576
1,3,0.08593972923075459,0.0038600658273179812
2,3,0.22890633042874822,0.01028154861149556
3,3,0.29562378647536297,0.013278227498854276
4,3,1.2793104004858937,0.05746146053344645
-3,4,0.004995324449316309,0.0002243698156343678
-2,4,0.011440298849832008,0.0005138520570150742
-1,4,0.023403574466119913,0.0010511941199069091
0,4,0.03603346506705003,0.0016184778377844882
1,4,0.10446269805650643,0.004692042837540791
2,4,0.10167207084207189,0.004566699124642898
3,4,0.5715433991371037,0.025671423026182652
-2,5,0.009898426867288314,0.0004445973897827036
-1,5,0.016402668020634257,0.0007367416545295978
0,5,0.048396249892834316,0.002173764242147717
1,5,0.03582485546681767,0.0016091079363859714
2,5,0.2600612320578082,0.011680901067085461
-1,6,0.02155232418867363,0.0009680434281634441
0,6,0.013058090153656481,0.0005865167137870004
1,6,0.11737384354325367,0.005271959389885346
0,7,0.04650807341575663,0.0020889549745324665
