panel,basis,fixed_momentum,reference_energy_real,reference_energy_imag,winding
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-1.165007275706215,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-1.1388273369263002,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-1.1126473981463851,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-1.08646745936647,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-1.0602875205865554,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-1.0341075818066403,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-1.0079276430267252,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.9817477042468106,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.9555677654668955,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.9293878266869804,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.9032078879070657,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.8770279491271507,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.8508480103472356,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.8246680715673209,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.7984881327874058,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.7723081940074907,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.7461282552275761,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.719948316447661,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.6937683776677459,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.6675884388878313,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.6414085001079162,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.6152285613280011,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.5890486225480864,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.5628686837681713,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.5366887449882562,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.5105088062083416,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.4843288674284265,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.4581489286485114,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.4319689898685968,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.4057890510886817,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.3796091123087666,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.35342917352885195,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.32724923474893686,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.30106929596902177,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.2748893571891071,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.24870941840919203,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.22252947962927694,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.1963495408493623,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.1701696020694472,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.1439896632895321,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.11780972450961746,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.09162978572970237,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.06544984694978728,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.039269908169872636,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,-0.013089969389957545,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.013089969389957545,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.03926990816987219,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.06544984694978728,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.09162978572970237,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.11780972450961702,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.1439896632895321,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.1701696020694472,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.19634954084936185,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.22252947962927694,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.24870941840919158,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.2748893571891067,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.30106929596902177,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.3272492347489364,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.3534291735288515,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.3796091123087666,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.40578905108868124,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.43196898986859633,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.4581489286485114,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.48432886742842607,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.5105088062083412,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.5366887449882562,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.5628686837681709,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.589048622548086,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.6152285613280011,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.6414085001079157,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.6675884388878308,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.6937683776677459,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.7199483164476606,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.7461282552275756,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.7723081940074907,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.7984881327874054,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.8246680715673205,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.8508480103472356,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.8770279491271502,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.9032078879070653,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.9293878266869804,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.9555677654668955,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,0.9817477042468106,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.0079276430267248,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.0341075818066399,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.060287520586555,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.08646745936647,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.1126473981463851,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.1388273369263002,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.1650072757062144,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.1911872144861295,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.2173671532660446,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.2435470920459597,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.2697270308258748,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.2959069696057899,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.322086908385704,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.3482668471656192,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.3744467859455343,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.4006267247254494,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.4268066635053644,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.4529866022852795,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.4791665410651937,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.5053464798451088,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.531526418625024,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.557706357404939,0.0,0.0,-1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.583886296184854,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.6100662349647692,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.6362461737446834,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.6624261125245985,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.6886060513045136,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.7147859900844287,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.7409659288643438,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.7671458676442588,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.793325806424173,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.8195057452040881,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.8456856839840032,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.8718656227639183,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.8980455615438334,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.9242255003237476,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.9504054391036627,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,1.9765853778835778,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.002765316663493,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.028945255443408,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.055125194223323,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.0813051330032373,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.1074850717831524,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.1336650105630675,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.1598449493429825,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.1860248881228976,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.2122048269028127,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.238384765682727,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.264564704462642,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.290744643242557,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.316924582022472,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.3431045208023873,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.3692844595823024,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.3954643983622166,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.4216443371421317,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.4478242759220468,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.474004214701962,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.500184153481877,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.526364092261792,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.5525440310417062,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.5787239698216213,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.6049039086015364,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.6310838473814515,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.6572637861613666,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.6834437249412817,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.709623663721196,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.735803602501111,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.761983541281026,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.788163480060941,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.8143434188408563,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.8405233576207713,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.8667032964006856,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.8928832351806006,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.9190631739605157,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.945243112740431,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.971423051520346,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,2.997602990300261,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,3.023782929080175,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,3.0499628678600903,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,3.0761428066400054,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,3.1023227454199205,0.0,0.0,1
critical_eq15_rhombus,k11_fixed_k1bar1_integrated,3.1285026841998356,0.0,0.0,1
