panel,momentum_x,momentum_y,display_momentum_1,display_momentum_2,charge,residual,jacobian_determinant
normal_eq11_square,-0.6953747106944697,-2.5042219775378847,-0.6953747106944697,-2.5042219775378847,1,7.832768263531324e-10,3.3503778639455346
normal_eq11_square,0.6953747111917989,2.5042219772457237,0.6953747111917989,2.5042219772457237,-1,9.861535710348543e-12,-3.3503778634094696
critical_eq15_rhombus,-1.5707963267948966,1.5707963267948966,0.0,1.5707963267948966,-1,1.267886079296281e-16,-1.9999999999595646
critical_eq15_rhombus,-1.5707963267538823,-1.5707963267948966,-1.5707963267743894,-2.050715153245619e-11,1,8.202871715215008e-11,1.9999999999595646
critical_eq15_rhombus,1.5707963267940066,1.5707963267940066,1.5707963267940066,0.0,1,1.990126062550636e-12,1.9999999999595646
critical_eq15_rhombus,1.5707963267948948,-1.5707963267949028,-3.9968028886505635e-15,-1.5707963267948988,-1,7.163763095926417e-15,-1.9999999999595646
