geometry,real_energy,imag_energy,potential,density_raw,density_clipped,phi_cylinder_1,phi_cylinder_2,mu_1,mu_2
rhombus,-2,-3,1.2175630588389117,0,0,1.2175630588389117,1.2176426423921789,-0.39935620605962574,-0.43396569932553908
rhombus,-1.9399999999999999,-3,1.2078216335405032,0,0,1.2078216335405032,1.2078216335405034,0.17705326826210233,-0.49030081351695676
rhombus,-1.8799999999999999,-3,1.1984569999464099,0,0,1.1984569999464099,1.1987446585925843,-0.38158713585661791,-0.43267873766152576
rhombus,-1.8200000000000001,-3,1.1904651829630197,0,0,1.1904651829630197,1.19046518296302,0.14364157506865916,-0.42965232972215534
rhombus,-1.76,-3,1.182993251174121,0,0,1.182993251174121,1.1829937281495146,-0.36740804454230169,-0.42750101690062636
rhombus,-1.7,-3,1.1762102400441037,0,0,1.1762102400441037,1.1763068239329193,-0.38379322282566131,-0.41825469542289451
rhombus,-1.6400000000000001,-3,1.1703603379207794,0,0,1.1703603379207794,1.1703603379207794,0.17705573760828869,-0.42063991524335037
rhombus,-1.5800000000000001,-3,1.1645908875476065,0,0,1.1651011253890637,1.1645908875476065,0.088526437707648759,-0.6639701566314048
rhombus,-1.52,-3,1.1604747604089898,0,0,1.1604747604089898,1.1604747604089898,0.14323733611763564,-0.36536751677154783
rhombus,-1.46,-3,1.1564271084676749,0,0,1.1564271084676749,1.156429722700743,-0.40301531524660111,-0.39674837073885261
rhombus,-1.3999999999999999,-3,1.1529040564934008,0,0,1.1529040564934008,1.1529192082386484,-0.41619284235396575,-0.39267288905383679
rhombus,-1.3400000000000001,-3,1.149895108266672,0,0,1.149895108266672,1.1499015951266431,-0.42387726459026293,-0.43450392368848778
rhombus,-1.28,-3,1.1473402434940705,0,0,1.1473402434940705,1.1473402434940705,0.10149035821497279,-0.40024002414944154
rhombus,-1.22,-3,1.1452030157382589,0,0,1.1452030157382589,1.1452030157382589,0.000206691890277932,-0.4031461010077419
rhombus,-1.1600000000000001,-3,1.143461716838952,0,0,1.143461716838952,1.143461716838952,0.35354877459544831,-0.45719669321452994
rhombus,-1.1000000000000001,-3,1.1420915490196573,0,0,1.1420915490196573,1.1420915490196573,0.39367692047246655,-0.51815129920691172
rhombus,-1.04,-3,1.1409803377445247,0,0,1.1409803377445247,1.1410706196561744,-0.48056520027059119,-0.42285679596875514
rhombus,-0.97999999999999998,-3,1.1403795139308419,0,0,1.1403795139308419,1.1403795139308419,-0.091993142463440328,-0.38348937490198176
rhombus,-0.91999999999999993,-3,1.1400009310909416,0,0,1.1400009310909416,1.140000931090942,-0.27050983124842287,-0.4857617490935317
rhombus,-0.8600000000000001,-3,1.1399193780021273,0,0,1.1399193780021273,1.1399193780021275,0.23620168163823776,-0.45104692417832909
rhombus,-0.80000000000000004,-3,1.1399497976396296,0,0,1.1399497976396296,1.1401209121453901,0.80786028432060519,-0.50272443977960901
