basis,boundary_length,site_count,region,probe_index,real_energy,imaginary_energy,finite_obc_potential,geometry_adaptive_potential,absolute_deviation,lu_ordering_spread,numerically_reliable
square,10,100,red,39,1.5999999999999996,0.7799999999999998,0.7169676840405499,0.7502562341793666,0.03328855013881671,,True
square,10,100,red,40,1.6599999999999997,0.7799999999999998,0.7309684848456167,0.7627428035674322,0.031774318721815464,,True
square,10,100,red,41,1.7199999999999998,0.7799999999999998,0.7450459561992411,0.7752404002871799,0.03019444408793881,,True
square,10,100,red,42,1.3599999999999999,0.8399999999999999,0.680425511172069,0.7183632689483855,0.03793775777631658,,True
square,10,100,red,43,1.42,0.8399999999999999,0.6937017303357298,0.7303662320536136,0.036664501717883824,,True
square,10,100,red,44,1.48,0.8399999999999999,0.7071089462926231,0.7424337994359379,0.035324853143314794,,True
square,10,100,red,45,1.54,0.8399999999999999,0.7206525451351442,0.7545905171359187,0.03393797200077453,,True
square,10,100,red,46,1.5999999999999996,0.8399999999999999,0.7343176272935458,0.7666020336171832,0.03228440632363738,,True
square,10,100,red,47,1.6599999999999997,0.8399999999999999,0.748087212446448,0.7792072746354658,0.03112006218901775,,True
square,10,100,red,48,1.7199999999999998,0.8399999999999999,0.7619538434491393,0.79167954277947,0.029725699330330646,2.220446049250313e-16,True
square,10,100,yellow,0,-0.8600000000000001,-0.18000000000000016,0.43577704852166166,0.49864220360625455,0.0628651550845929,0.0,True
square,10,100,yellow,1,-0.8,-0.18000000000000016,0.4260811788772588,0.49148377240595315,0.06540259352869432,,True
square,10,100,yellow,2,-0.74,-0.18000000000000016,0.41810536152922745,0.4851965199753869,0.06709115844615943,,True
square,10,100,yellow,3,-0.6800000000000002,-0.18000000000000016,0.410840494835486,0.4797310385149008,0.06889054367941477,,True
square,10,100,yellow,4,-0.6200000000000001,-0.18000000000000016,0.4037699887066965,0.47506396350152996,0.07129397479483346,,True
square,10,100,yellow,5,-0.56,-0.18000000000000016,0.3970035413974895,0.47111812422185645,0.07411458282436695,,True
square,10,100,yellow,6,-0.5,-0.18000000000000016,0.3911588244797871,0.4678546986739167,0.0766958741941296,,True
square,10,100,yellow,7,-0.8600000000000001,-0.1200000000000001,0.43366132189332945,0.4977451743959642,0.06408385250263476,,True
square,10,100,yellow,8,-0.8,-0.1200000000000001,0.42474822983457594,0.4905204970511349,0.06577226721655893,,True
square,10,100,yellow,9,-0.74,-0.1200000000000001,0.4173788957287691,0.48423811863211624,0.06685922290334717,,True
square,10,100,yellow,10,-0.6800000000000002,-0.1200000000000001,0.41048444528183614,0.47876830684111055,0.0682838615592744,,True
square,10,100,yellow,11,-0.6200000000000001,-0.1200000000000001,0.4037302327941123,0.4740608961445572,0.07033066335044491,,True
square,10,100,yellow,12,-0.56,-0.1200000000000001,0.3971558270318683,0.4700736766858193,0.07291784965395098,1.6653345369377348e-16,True
square,10,100,yellow,13,-0.5,-0.1200000000000001,0.3909635326133922,0.4667678633600869,0.07580433074669474,,True
square,10,100,yellow,14,-0.8600000000000001,-0.06000000000000005,0.42808059899280393,0.49724219581071794,0.069161596817914,,True
square,10,100,yellow,15,-0.8,-0.06000000000000005,0.4220556292258955,0.4900245271130178,0.06796889788712229,,True
square,10,100,yellow,16,-0.74,-0.06000000000000005,0.416298578205237,0.4836781998733628,0.06737962166812578,,True
square,10,100,yellow,17,-0.6800000000000002,-0.06000000000000005,0.4100445836152693,0.4781512914753381,0.06810670786006878,,True
square,10,100,yellow,18,-0.6200000000000001,-0.06000000000000005,0.40353856581253633,0.4733964645444266,0.06985789873189024,,True
square,10,100,yellow,19,-0.56,-0.06000000000000005,0.39692188614669,0.46937806031582924,0.07245617416913924,,True
square,10,100,yellow,20,-0.5,-0.06000000000000005,0.390174314892317,0.46605135623721367,0.07587704134489665,,True
square,10,100,yellow,21,-0.8600000000000001,0.0,0.41688423991124457,0.49705463547148426,0.0801703955602397,,True
square,10,100,yellow,22,-0.8,0.0,0.42013305634676323,0.4897820205935692,0.06964896424680594,,True
square,10,100,yellow,23,-0.74,0.0,0.41572825447534156,0.4834713378635267,0.06774308338818513,,True
square,10,100,yellow,24,-0.6800000000000002,0.0,0.40983430582447106,0.47797213984604864,0.06813783402157758,1.6653345369377348e-16,True
square,10,100,yellow,25,-0.6200000000000001,0.0,0.4034339242927836,0.4732354143616786,0.06980149006889502,,True
square,10,100,yellow,26,-0.56,0.0,0.39677464745312563,0.4692189501450297,0.07244430269190405,,True
square,10,100,yellow,27,-0.5,0.0,0.38973814049746464,0.4658839600038931,0.07614581950642846,,True
square,10,100,yellow,28,-0.8600000000000001,0.06000000000000005,0.42808059899280393,0.4972421958107179,0.06916159681791395,,True
square,10,100,yellow,29,-0.8,0.06000000000000005,0.4220556292258955,0.4900245271130178,0.06796889788712229,,True
square,10,100,yellow,30,-0.74,0.06000000000000005,0.416298578205237,0.4836781998733628,0.06737962166812578,,True
square,10,100,yellow,31,-0.6800000000000002,0.06000000000000005,0.4100445836152693,0.4781512914753382,0.0681067078600689,,True
square,10,100,yellow,32,-0.6200000000000001,0.06000000000000005,0.40353856581253633,0.47339646454442674,0.06985789873189041,,True
square,10,100,yellow,33,-0.56,0.06000000000000005,0.39692188614669,0.46937806031582924,0.07245617416913924,,True
square,10,100,yellow,34,-0.5,0.06000000000000005,0.390174314892317,0.46605135623721367,0.07587704134489665,,True
square,10,100,yellow,35,-0.8600000000000001,0.1200000000000001,0.43366132189332945,0.4977451743959643,0.06408385250263482,,True
square,10,100,yellow,36,-0.8,0.1200000000000001,0.42474822983457594,0.490520497051135,0.06577226721655904,1.1102230246251565e-16,True
square,10,100,yellow,37,-0.74,0.1200000000000001,0.4173788957287691,0.48423811863211624,0.06685922290334717,,True
square,10,100,yellow,38,-0.6800000000000002,0.1200000000000001,0.41048444528183614,0.4787683068411106,0.06828386155927446,,True
square,10,100,yellow,39,-0.6200000000000001,0.1200000000000001,0.4037302327941123,0.4740608961445572,0.07033066335044491,,True
square,10,100,yellow,40,-0.56,0.1200000000000001,0.3971558270318683,0.47007367668581934,0.07291784965395104,,True
square,10,100,yellow,41,-0.5,0.1200000000000001,0.3909635326133922,0.4667678633600869,0.07580433074669474,,True
square,10,100,yellow,42,-0.8600000000000001,0.17999999999999972,0.43577704852166155,0.49864220360625444,0.0628651550845929,,True
square,10,100,yellow,43,-0.8,0.17999999999999972,0.42608117887725877,0.49148377240595326,0.06540259352869449,,True
square,10,100,yellow,44,-0.74,0.17999999999999972,0.4181053615292275,0.4851965199753869,0.06709115844615937,,True
square,10,100,yellow,45,-0.6800000000000002,0.17999999999999972,0.41084049483548596,0.4797310385149008,0.06889054367941483,,True
square,10,100,yellow,46,-0.6200000000000001,0.17999999999999972,0.40376998870669645,0.47506396350152996,0.07129397479483351,,True
square,10,100,yellow,47,-0.56,0.17999999999999972,0.3970035413974895,0.47111812422185645,0.07411458282436695,,True
square,10,100,yellow,48,-0.5,0.17999999999999972,0.3911588244797871,0.4678546986739167,0.0766958741941296,1.6653345369377348e-16,True
square,10,100,green,0,-1.88,-2.34,0.9888706164439545,0.963543313791703,0.02532730265225147,2.220446049250313e-16,True
square,10,100,green,1,-1.82,-2.34,0.9643329067589121,0.9389385335949916,0.02539437316392057,,True
square,10,100,green,2,-1.76,-2.34,0.9352729433274731,0.9172911417246351,0.01798180160283802,,True
square,10,100,green,3,-1.7,-2.34,0.9233897181157645,0.9057067500272648,0.017682968088499784,,True
square,10,100,green,4,-1.6400000000000001,-2.34,0.9112100984554472,0.9012305593687117,0.009979539086735545,,True
square,10,100,green,5,-1.58,-2.34,0.9084557945261922,0.9015292064902664,0.006926588035925829,,True
square,10,100,green,6,-1.52,-2.34,0.9091507683215642,0.9018448049597274,0.007305963361836754,,True
square,10,100,green,7,-1.88,-2.2800000000000002,0.9751351781253302,0.9536539757891195,0.02148120233621076,,True
square,10,100,green,8,-1.82,-2.2800000000000002,0.9512918957031866,0.929453956799462,0.021837938903724652,,True
square,10,100,green,9,-1.76,-2.2800000000000002,0.927348412356919,0.9049467203989284,0.022401691957990577,,True
square,10,100,green,10,-1.7,-2.2800000000000002,0.90566236170858,0.8888373060326756,0.01682505567590442,,True
square,10,100,green,11,-1.6400000000000001,-2.2800000000000002,0.8834355727646148,0.8792939299294367,0.00414164283517815,,True
square,10,100,green,12,-1.58,-2.2800000000000002,0.8824426496937664,0.8753019730921213,0.0071406766016450796,3.3306690738754696e-16,True
square,10,100,green,13,-1.52,-2.2800000000000002,0.8843334859966804,0.8761647358195233,0.008168750177157125,,True
square,10,100,green,14,-1.88,-2.2199999999999998,0.9625249149698141,0.9441531155253875,0.018371799444426573,,True
square,10,100,green,15,-1.82,-2.2199999999999998,0.9390809837297804,0.9203887978361326,0.01869218589364785,,True
square,10,100,green,16,-1.76,-2.2199999999999998,0.9148939171183613,0.8962455261066842,0.018648391011677146,,True
square,10,100,green,17,-1.7,-2.2199999999999998,0.8888808971570507,0.8752787507133268,0.013602146443723817,,True
square,10,100,green,18,-1.6400000000000001,-2.2199999999999998,0.865519412639285,0.8624451965069284,0.0030742161323565886,,True
square,10,100,green,19,-1.58,-2.2199999999999998,0.8646742188805904,0.8543699492800837,0.010304269600506677,,True
square,10,100,green,20,-1.52,-2.2199999999999998,0.862163561338786,0.8505299031646564,0.011633658174129646,,True
square,10,100,green,21,-1.88,-2.16,0.9507271766159948,0.9349301650396643,0.01579701157633051,,True
square,10,100,green,22,-1.82,-2.16,0.9275219119612922,0.9117760907491959,0.015745821212096334,,True
square,10,100,green,23,-1.76,-2.16,0.9035039445236345,0.8880128048101551,0.015491139713479374,,True
square,10,100,green,24,-1.7,-2.16,0.878104870675361,0.8642867996354986,0.013818071039862434,4.440892098500626e-16,True
square,10,100,green,25,-1.6400000000000001,-2.16,0.856487271866416,0.8484199864038158,0.008067285462600271,,True
square,10,100,green,26,-1.58,-2.16,0.8488257067550018,0.8376365858140389,0.011189120940962916,,True
square,10,100,green,27,-1.52,-2.16,0.8412671246381794,0.8306342145137825,0.010632910124396933,,True
square,10,100,green,28,-1.88,-2.1,0.9396155391633881,0.9265604809869723,0.013055058176415835,,True
square,10,100,green,29,-1.82,-2.1,0.9166975422314843,0.9035343997723619,0.013163142459122312,,True
square,10,100,green,30,-1.76,-2.1,0.8933714553291543,0.8800932576269205,0.013278197702233818,,True
square,10,100,green,31,-1.7,-2.1,0.8703183063207931,0.8563673680310353,0.013950938289757797,,True
square,10,100,green,32,-1.6400000000000001,-2.1,0.8499041014923414,0.8365776159602185,0.0133264855321229,,True
square,10,100,green,33,-1.58,-2.1,0.8339346965882923,0.8234218481602262,0.010512848428066102,,True
square,10,100,green,34,-1.52,-2.1,0.820554546546407,0.8141577698816487,0.006396776664758352,,True
square,10,100,green,35,-1.88,-2.04,0.9290663710456619,0.9183886409285473,0.010677730117114592,,True
square,10,100,green,36,-1.82,-2.04,0.9063371511991398,0.8956547841209183,0.010682367078221566,2.220446049250313e-16,True
square,10,100,green,37,-1.76,-2.04,0.8832734905628687,0.8725367705411148,0.010736720021753965,,True
square,10,100,green,38,-1.7,-2.04,0.8602046701099022,0.8489945648178308,0.011210105292071448,,True
square,10,100,green,39,-1.6400000000000001,-2.04,0.8376420003855087,0.8265254010045255,0.011116599380983194,,True
square,10,100,green,40,-1.58,-2.04,0.8165308202534182,0.8111700590549149,0.005360761198503261,,True
square,10,100,green,41,-1.52,-2.04,0.7998517118299986,0.7999218028263201,7.00909963214924e-05,,True
square,10,100,green,42,-1.88,-1.98,0.9190029147752632,0.910703569408393,0.008299345366870159,,True
square,10,100,green,43,-1.82,-1.98,0.896343394660637,0.8881519656183259,0.008191429042311071,,True
square,10,100,green,44,-1.76,-1.98,0.8732280309416283,0.8652507732006269,0.007977257741001331,,True
square,10,100,green,45,-1.7,-1.98,0.8495484077671294,0.84206999051508,0.007478417252049341,,True
square,10,100,green,46,-1.6400000000000001,-1.98,0.8245155847141661,0.8186609434603871,0.005854641253778992,,True
square,10,100,green,47,-1.58,-1.98,0.793424537593566,0.8004571626098027,0.007032625016236693,,True
square,10,100,green,48,-1.52,-1.98,0.7795839879981884,0.7874545909012987,0.007870602903110258,1.1102230246251565e-16,True
square,10,100,cyan,0,-1.04,0.96,0.5164587122093566,0.5655608955646712,0.04910218335531458,0.0,True
square,10,100,cyan,1,-0.98,0.96,0.500295173538332,0.5575053019201105,0.057210128381778524,,True
square,10,100,cyan,2,-0.9199999999999999,0.96,0.4909700910649885,0.5505831094920698,0.05961301842708128,,True
square,10,100,cyan,3,-0.8600000000000001,0.96,0.48567276301661144,0.5446882821532789,0.05901551913666747,,True
square,10,100,cyan,4,-0.8,0.96,0.4792786356169958,0.5397311353944227,0.06045249977742695,,True
square,10,100,cyan,5,-0.74,0.96,0.4713051331350316,0.5356225431157031,0.06431740998067154,,True
square,10,100,cyan,6,-0.6800000000000002,0.96,0.46122462518026613,0.5323224335783346,0.07109780839806851,,True
square,10,100,cyan,7,-1.04,1.0199999999999996,0.5217340791423922,0.5712540057645654,0.049519926622173194,,True
square,10,100,cyan,8,-0.98,1.0199999999999996,0.4972461777790356,0.5635422297193727,0.06629605194033711,,True
square,10,100,cyan,9,-0.9199999999999999,1.0199999999999996,0.4936743008379193,0.5568912640707009,0.06321696323278159,,True
square,10,100,cyan,10,-0.8600000000000001,1.0199999999999996,0.492591206127997,0.551311451404746,0.05872024527674902,,True
square,10,100,cyan,11,-0.8,1.0199999999999996,0.48681190224471316,0.5466406070794848,0.05982870483477165,,True
square,10,100,cyan,12,-0.74,1.0199999999999996,0.47852570730177185,0.5428628896502163,0.06433718234844449,1.1102230246251565e-16,True
square,10,100,cyan,13,-0.6800000000000002,1.0199999999999996,0.46635835319113106,0.5398915896767664,0.07353323648563537,,True
square,10,100,cyan,14,-1.04,1.08,0.5310187939302397,0.5773757545456504,0.046356960615410725,,True
square,10,100,cyan,15,-0.98,1.08,0.5165540829036067,0.5700281255246766,0.05347404262106992,,True
square,10,100,cyan,16,-0.9199999999999999,1.08,0.5079358636906544,0.5637981664918614,0.055862302801207075,,True
square,10,100,cyan,17,-0.8600000000000001,1.08,0.5027849432928879,0.5585486166014516,0.05576367330856369,,True
square,10,100,cyan,18,-0.8,1.08,0.4965180762781035,0.5541996016977846,0.05768152541968108,,True
square,10,100,cyan,19,-0.74,1.08,0.4887618696594769,0.5507907606718345,0.062028891012357645,,True
square,10,100,cyan,20,-0.6800000000000002,1.08,0.48025153246013524,0.5481440290687561,0.0678924966086209,,True
square,10,100,cyan,21,-1.04,1.1399999999999997,0.5411262075606872,0.5840048075510669,0.042878599990379684,,True
square,10,100,cyan,22,-0.98,1.1399999999999997,0.530043321753085,0.5770430806777985,0.04699975892471353,,True
square,10,100,cyan,23,-0.9199999999999999,1.1399999999999997,0.5213918241485334,0.5711988426647215,0.049807018516188184,,True
square,10,100,cyan,24,-0.8600000000000001,1.1399999999999997,0.5145089345632382,0.5663015132532607,0.05179257869002252,0.0,True
square,10,100,cyan,25,-0.8,1.1399999999999997,0.5077651629252657,0.5624018036291014,0.05463664070383567,,True
square,10,100,cyan,26,-0.74,1.1399999999999997,0.500276809948739,0.5593205367809396,0.059043726832200605,,True
square,10,100,cyan,27,-0.6800000000000002,1.1399999999999997,0.4918900983598457,0.5571023733058168,0.0652122749459711,,True
square,10,100,cyan,28,-1.04,1.2000000000000002,0.5499936036178453,0.5911800061644934,0.04118640254664807,,True
square,10,100,cyan,29,-0.98,1.2000000000000002,0.5406504622356948,0.5846409940980277,0.04399053186233293,,True
square,10,100,cyan,30,-0.9199999999999999,1.2000000000000002,0.5329420637927628,0.5791404459906544,0.04619838219789163,,True
square,10,100,cyan,31,-0.8600000000000001,1.2000000000000002,0.5262834838874935,0.5746863642295948,0.048402880342101384,,True
square,10,100,cyan,32,-0.8,1.2000000000000002,0.5198519596050158,0.5711591951969567,0.051307235591940836,,True
square,10,100,cyan,33,-0.74,1.2000000000000002,0.512848211493366,0.5685164823471353,0.05566827085376924,,True
square,10,100,cyan,34,-0.6800000000000002,1.2000000000000002,0.5039607711667169,0.5666918805215502,0.06273110935483328,,True
square,10,100,cyan,35,-1.04,1.2599999999999998,0.5569993534908998,0.5989651285772186,0.041965775086318824,,True
square,10,100,cyan,36,-0.98,1.2599999999999998,0.5495436693251227,0.5928407988032982,0.043297129478175544,1.1102230246251565e-16,True
square,10,100,cyan,37,-0.9199999999999999,1.2599999999999998,0.5433965125771167,0.5878301593075037,0.044433646730386966,,True
square,10,100,cyan,38,-0.8600000000000001,1.2599999999999998,0.5378558936727855,0.5837897511349521,0.045933857462166605,,True
square,10,100,cyan,39,-0.8,1.2599999999999998,0.5324822125292341,0.5807192063889723,0.04823699385973823,,True
square,10,100,cyan,40,-0.74,1.2599999999999998,0.5268694440746599,0.5785169519685859,0.051647507893926026,,True
square,10,100,cyan,41,-0.6800000000000002,1.2599999999999998,0.5207981038544109,0.5771919763650278,0.056393872510616894,,True
square,10,100,cyan,42,-1.04,1.3200000000000003,0.5612296631054341,0.6072862470514644,0.046056583946030294,,True
square,10,100,cyan,43,-0.98,1.3200000000000003,0.5573025036056818,0.6016850806388527,0.044382577033170945,,True
square,10,100,cyan,44,-0.9199999999999999,1.3200000000000003,0.5532658886927169,0.5971494198857852,0.043883531193068315,,True
square,10,100,cyan,45,-0.8600000000000001,1.3200000000000003,0.5492608609601513,0.5936413586184354,0.04438049765828411,,True
square,10,100,cyan,46,-0.8,1.3200000000000003,0.5453675126867974,0.5910295487409452,0.04566203605414776,,True
square,10,100,cyan,47,-0.74,1.3200000000000003,0.5414785186523661,0.5893772107246865,0.04789869207232045,,True
square,10,100,cyan,48,-0.6800000000000002,1.3200000000000003,0.5378579466652166,0.5885677989808221,0.05070985231560554,1.1102230246251565e-16,True
square,10,100,global_coarse,0,-2.0,-3.0,1.232297564179492,1.2175530699894832,0.014744494190008783,2.220446049250313e-16,True
square,10,100,global_coarse,1,-1.4,-3.0,1.1582878503002378,1.1529192082386481,0.005368642061589712,,True
square,10,100,global_coarse,2,-0.8,-3.0,1.1346235984899622,1.1401209121453901,0.005497313655427938,,True
square,10,100,global_coarse,3,-0.20000000000000018,-3.0,1.143606117225814,1.1554029191171487,0.011796801891334585,,True
square,10,100,global_coarse,4,0.3999999999999999,-3.0,1.1754686278597795,1.18989004869747,0.01442142083769049,,True
square,10,100,global_coarse,5,1.0,-3.0,1.2246774763073787,1.2390899362504193,0.014412459943040634,,True
square,10,100,global_coarse,6,1.5999999999999996,-3.0,1.2874112107117452,1.3000608122315895,0.012649601519844289,,True
square,10,100,global_coarse,7,2.2,-3.0,1.3605905499690394,1.3704922488031372,0.00990169883409786,,True
square,10,100,global_coarse,8,2.8,-3.0,1.4414109851200732,1.4482179129344581,0.0068069278143849665,,True
square,10,100,global_coarse,9,3.3999999999999995,-3.0,1.5271248915131945,1.5311617277273268,0.004036836214132311,,True
square,10,100,global_coarse,10,4.0,-3.0,1.615053035789601,1.6168705405992143,0.0018175048096134017,,True
square,10,100,global_coarse,11,-2.0,-2.4,1.0478825933264355,1.0230701495903114,0.024812443736124123,,True
square,10,100,global_coarse,12,-1.4,-2.4,0.9314197773031004,0.9273894827012412,0.004030294601859219,,True
square,10,100,global_coarse,13,-0.8,-2.4,0.9283789776608963,0.9411096567507541,0.01273067908985781,,True
square,10,100,global_coarse,14,-0.20000000000000018,-2.4,0.9551881182533536,0.9750575946360099,0.019869476382656348,,True
square,10,100,global_coarse,15,0.3999999999999999,-2.4,1.0036134499288176,1.0253783328315722,0.02176488290275458,0.0,True
square,10,100,global_coarse,16,1.0,-2.4,1.068888405314524,1.0892073066616488,0.020318901347124774,,True
square,10,100,global_coarse,17,1.5999999999999996,-2.4,1.147596008047008,1.1643765037771352,0.016780495730127187,,True
square,10,100,global_coarse,18,2.2,-2.4,1.2368618843493697,1.2490389631872785,0.01217707883790875,,True
square,10,100,global_coarse,19,2.8,-2.4,1.3338522147461098,1.341301572256633,0.007449357510523225,,True
square,10,100,global_coarse,20,3.3999999999999995,-2.4,1.4354446851236695,1.4388494723274963,0.0034047872038267535,,True
square,10,100,global_coarse,21,4.0,-2.4,1.5382509542092435,1.5387865384126878,0.0005355842034442393,,True
square,10,100,global_coarse,22,-2.0,-1.8,0.9352911642537756,0.9326113264961583,0.002679837757617265,,True
square,10,100,global_coarse,23,-1.4,-1.8,0.7219461663680947,0.7326749251332282,0.010728758765133461,,True
square,10,100,global_coarse,24,-0.8,-1.8,0.6927884649199589,0.7219825589445233,0.02919409402456441,,True
square,10,100,global_coarse,25,-0.20000000000000018,-1.8,0.7456641466202873,0.7785282850151383,0.03286413839485092,,True
square,10,100,global_coarse,26,0.3999999999999999,-1.8,0.8151028534355409,0.8474718151152569,0.032368961679716035,,True
square,10,100,global_coarse,27,1.0,-1.8,0.8997525431153522,0.9280382155114465,0.028285672396094252,,True
square,10,100,global_coarse,28,1.5999999999999996,-1.8,0.9972259005774802,1.0191916544818762,0.021965753904396035,,True
square,10,100,global_coarse,29,2.2,-1.8,1.1053512099408773,1.1199132679364516,0.014562057995574307,,True
square,10,100,global_coarse,30,2.8,-1.8,1.2216299034457028,1.2289445302008424,0.007314626755139608,2.220446049250313e-16,True
square,10,100,global_coarse,31,3.3999999999999995,-1.8,1.342586110187213,1.3439249337957575,0.001338823608544537,,True
square,10,100,global_coarse,32,4.0,-1.8,1.4635416920199176,1.4615289886514835,0.0020127033684340656,,True
square,10,100,global_coarse,33,-2.0,-1.2000000000000002,0.8681492301524913,0.8789248014932411,0.010775571340749801,,True
square,10,100,global_coarse,34,-1.4,-1.2000000000000002,0.642764809694744,0.6632431782441648,0.020478368549420756,,True
square,10,100,global_coarse,35,-0.8,-1.2000000000000002,0.5198519596050158,0.5711591951969566,0.051307235591940725,,True
square,10,100,global_coarse,36,-0.20000000000000018,-1.2000000000000002,0.5079658186517968,0.5788954636814833,0.07092964502968646,,True
square,10,100,global_coarse,37,0.3999999999999999,-1.2000000000000002,0.6116482528158002,0.6579258151379563,0.046277562322156185,,True
square,10,100,global_coarse,38,1.0,-1.2000000000000002,0.7178072862147592,0.7561768579874163,0.038369571772657096,,True
square,10,100,global_coarse,39,1.5999999999999996,-1.2000000000000002,0.8361677372532367,0.8643761261042175,0.02820838885098087,,True
square,10,100,global_coarse,40,2.2,-1.2000000000000002,0.9655154181399093,0.9823309971311993,0.016815578991290048,,True
square,10,100,global_coarse,41,2.8,-1.2000000000000002,1.1044779381379122,1.1101526959443169,0.0056747578064046955,,True
square,10,100,global_coarse,42,3.3999999999999995,-1.2000000000000002,1.249701025233505,1.2467121749019425,0.002988850331562487,,True
square,10,100,global_coarse,43,4.0,-1.2000000000000002,1.3938582817131655,1.3870873413098415,0.006770940403324044,,True
square,10,100,global_coarse,44,-2.0,-0.6000000000000001,0.8308133748279612,0.8490091082162349,0.018195733388273627,,True
square,10,100,global_coarse,45,-1.4,-0.6000000000000001,0.6063136641159401,0.6373063570843098,0.030992692968369706,0.0,True
square,10,100,global_coarse,46,-0.8,-0.6000000000000001,0.4475498168137668,0.5085238635061793,0.060974046692412465,,True
square,10,100,global_coarse,47,-0.20000000000000018,-0.6000000000000001,0.4074168675421193,0.48525109187582727,0.07783422433370796,,True
square,10,100,global_coarse,48,0.3999999999999999,-0.6000000000000001,0.44242916693849443,0.5155218772959729,0.07309271035747844,,True
