state,geometry,x,y,probability,probability_over_max
A_normal,square,36,0,1.0518868988697798e-12,3.504664575712228e-12
A_normal,square,37,0,3.978685707149022e-13,1.3256138916379784e-12
A_normal,square,38,0,1.5205432867574683e-13,5.066128496002546e-13
A_normal,square,39,0,5.788382456265791e-14,1.928566556627514e-13
A_normal,square,40,0,2.2201468310411506e-14,7.397059474730589e-14
A_normal,square,41,0,8.600887805824055e-15,2.865633828611689e-14
A_normal,square,42,0,3.3107535702219067e-15,1.1030730365533268e-14
A_normal,square,43,0,1.2908268272546768e-15,4.300761859206803e-15
A_normal,square,44,0,5.022843432746327e-16,1.6735051522182802e-15
A_normal,square,45,0,1.938502546270374e-16,6.458680311677486e-16
A_normal,square,46,0,7.570563000560706e-17,2.5223514043925163e-16
A_normal,square,47,0,2.914164471411379e-17,9.709379403554076e-17
A_normal,square,48,0,1.1173665525560133e-17,3.7228289267946697e-17
A_normal,square,49,0,4.328529223198254e-18,1.4421743487610536e-17
A_normal,square,50,0,1.6413384603545531e-18,5.4685924550817825e-18
A_normal,square,51,0,6.259219406712794e-19,2.085439465962253e-18
A_normal,square,52,0,2.4087260004166805e-19,8.025365365162136e-19
A_normal,square,53,0,9.041751832596752e-20,3.0125203939825725e-19
A_normal,square,54,0,3.4494681622974184e-20,1.1492898035369036e-19
A_normal,square,55,0,1.325128245957725e-20,4.415046928404274e-20
A_normal,square,56,0,4.942355119957246e-21,1.6466881494688567e-20
A_normal,square,57,0,1.8895128840777784e-21,6.295457123094211e-21
A_normal,square,58,0,7.254649066524372e-22,2.4170955660718132e-21
A_normal,square,59,0,2.6810805263530236e-22,8.932793017421702e-22
A_normal,square,60,0,1.0223778390028172e-22,3.406346632129666e-22
A_normal,square,61,0,3.91521320579695e-23,1.3044661972176494e-22
A_normal,square,62,0,1.422876542920177e-23,4.740723571081915e-23
A_normal,square,63,0,5.362632471203792e-24,1.7867156701529295e-23
A_normal,square,64,0,2.0469793445666884e-24,6.820102050729717e-24
A_normal,square,65,0,7.25805132879994e-25,2.418229127872733e-24
A_normal,square,66,0,2.665181434618732e-25,8.87982060789075e-25
A_normal,square,67,0,1.016276762784913e-25,3.3860191371132493e-25
A_normal,square,68,0,3.4982716806967366e-26,1.1655501032219732e-25
A_normal,square,69,0,1.214414125838561e-26,4.0461709064387066e-26
A_normal,square,70,0,4.591977446602391e-27,1.5299497224339127e-26
A_normal,square,71,0,1.5373352132592726e-27,5.122075642061756e-27
A_normal,square,72,0,4.780302877660353e-28,1.592695771238565e-27
A_normal,square,73,0,1.7102548978910982e-28,5.69820744275596e-28
A_normal,square,74,0,5.589416422390385e-29,1.8622752841112072e-28
A_normal,square,75,0,1.436744446292736e-29,4.7869284907756856e-29
A_normal,square,76,0,4.044756378185688e-30,1.347627241221906e-29
A_normal,square,77,0,1.1782290781027837e-30,3.9256099838658564e-30
A_normal,square,78,0,2.180100474034422e-31,7.263633486690803e-31
A_normal,square,79,0,1.3761580189886762e-32,4.585067334628908e-32
A_normal,square,0,1,0.12797621002417509,0.42638965300123877
A_normal,square,1,1,0.023047845921968717,0.07679054586190542
A_normal,square,2,1,0.017921376335359195,0.05971023392156182
A_normal,square,3,1,0.021246098463115037,0.07078750456515691
A_normal,square,4,1,0.0017241821528926925,0.0057446101095193205
A_normal,square,5,1,0.0054536636288408545,0.018170453257270677
A_normal,square,6,1,0.0020126220437627898,0.006705630794196443
A_normal,square,7,1,0.0010341577662677094,0.0034455948572326626
A_normal,square,8,1,0.0008403427009788969,0.002799844069494081
A_normal,square,9,1,0.0003504383517709721,0.0011675864379928453
A_normal,square,10,1,0.00022970975609956675,0.0007653443024745864
A_normal,square,11,1,0.00012758210321527972,0.0004250765725040231
A_normal,square,12,1,6.473514117056971e-05,0.0002156837929134739
A_normal,square,13,1,3.7109706652183255e-05,0.00012364169043147262
A_normal,square,14,1,1.928156214980186e-05,6.424208525024125e-05
A_normal,square,15,1,9.795986374316129e-06,3.2638153842503124e-05
A_normal,square,16,1,5.258607413883041e-06,1.752056722145288e-05
A_normal,square,17,1,2.543942077787371e-06,8.475876724260723e-06
A_normal,square,18,1,1.2950178528869469e-06,4.3147254698241625e-06
A_normal,square,19,1,6.298824572926603e-07,2.0986350693292944e-06
A_normal,square,20,1,2.996559096684598e-07,9.98390086088414e-07
A_normal,square,21,1,1.4393144737781256e-07,4.795491278558602e-07
A_normal,square,22,1,6.584070048201992e-08,2.193672826112271e-07
A_normal,square,23,1,3.044906177369034e-08,1.0144983103847621e-07
A_normal,square,24,1,1.3564610346135836e-08,4.5194411504242025e-08
A_normal,square,25,1,6.019493636713635e-09,2.005567911814738e-08
A_normal,square,26,1,2.6042982748831137e-09,8.676970802068361e-09
A_normal,square,27,1,1.1113140558169123e-09,3.7026632883225746e-09
A_normal,square,28,1,4.672082535279994e-10,1.5566390430181248e-09
A_normal,square,29,1,1.9132230865357146e-10,6.37445450078432e-10
A_normal,square,30,1,7.835780880091921e-11,2.610716390042331e-10
A_normal,square,31,1,3.093189347997343e-11,1.0305852412026971e-10
A_normal,square,32,1,1.2267142631061832e-11,4.0871523611982924e-11
A_normal,square,33,1,4.748368106857582e-12,1.5820557813227085e-11
A_normal,square,34,1,1.8089427649647312e-12,6.027014534238118e-12
A_normal,square,35,1,6.963801819850735e-13,2.320191417588192e-12
A_normal,square,36,1,2.583095345079186e-13,8.606327126341455e-13
A_normal,square,37,1,9.822232815843617e-14,3.2725601432123954e-13
A_normal,square,38,1,3.687025033478877e-14,1.2284387264906213e-13
A_normal,square,39,1,1.3701226879420092e-14,4.5649588886118725e-14
A_normal,square,40,1,5.305637724284841e-15,1.7677262264453263e-14
A_normal,square,41,1,1.9835259287504274e-15,6.608688695493397e-15
A_normal,square,42,1,7.660988617483696e-16,2.5524793066135094e-15
A_normal,square,43,1,3.010090167138303e-16,1.0028983524563591e-15
A_normal,square,44,1,1.136756756012617e-16,3.787432981891494e-16
A_normal,square,45,1,4.5494000451708356e-17,1.51576383318257e-16
A_normal,square,46,1,1.7691731996220755e-17,5.894510757455997e-17
A_normal,square,47,1,6.7297563900012006e-18,2.2422124325868257e-17
A_normal,square,48,1,2.7204522006692274e-18,9.063971105494419e-18
A_normal,square,49,1,1.0266262344433743e-18,3.420501386809219e-18
A_normal,square,50,1,3.925617576739845e-19,1.3079327134671924e-18
A_normal,square,51,1,1.576772213590546e-19,5.253471382594195e-19
A_normal,square,52,1,5.76642160382456e-20,1.9212496652691444e-19
A_normal,square,53,1,2.229530303512486e-20,7.428323219533185e-20
A_normal,square,54,1,8.888851448314938e-21,2.961577221196503e-20
A_normal,square,55,1,3.1725376957260705e-21,1.0570224317148108e-20
A_normal,square,56,1,1.24789497020237e-21,4.1577219955651634e-21
A_normal,square,57,1,4.963796759183539e-22,1.6538320499701682e-21
A_normal,square,58,1,1.7308160597601956e-22,5.76671288351726e-22
A_normal,square,59,1,6.914488424614346e-23,2.3037612377296196e-22
A_normal,square,60,1,2.7596495723498536e-23,9.194568454066514e-23
A_normal,square,61,1,9.314717702285791e-24,3.103466846011356e-23
A_normal,square,62,1,3.739157394191627e-24,1.2458081259987374e-23
A_normal,square,63,1,1.5106020556263745e-24,5.0330064173631526e-24
A_normal,square,64,1,4.855158751221616e-25,1.6176361644154391e-24
A_normal,square,65,1,1.91733065305588e-25,6.388140043299465e-25
A_normal,square,66,1,8.006012979240695e-26,2.6674341234960773e-25
A_normal,square,67,1,2.4117133278182993e-26,8.035318507968419e-26
A_normal,square,68,1,8.929824758900091e-27,2.975228661319175e-26
A_normal,square,69,1,4.0252457383122646e-27,1.3411267088464827e-26
A_normal,square,70,1,1.1421432114526088e-27,3.805379511684265e-27
A_normal,square,71,1,3.4723893605527033e-28,1.1569266618003241e-27
A_normal,square,72,1,1.7875528946612923e-28,5.9557480123220375e-28
A_normal,square,73,1,5.243241526833656e-29,1.7469371337109954e-28
A_normal,square,74,1,9.648579785175029e-30,3.214702627760574e-29
A_normal,square,75,1,5.522595935850699e-30,1.840012111867203e-29
A_normal,square,76,1,2.282839669615995e-30,7.605938747530907e-30
A_normal,square,77,1,1.5059744641709757e-31,5.0175882617971595e-31
A_normal,square,78,1,4.2859227643785376e-32,1.4279787782028078e-31
A_normal,square,79,1,6.801872148900737e-32,2.266239877537169e-31
A_normal,square,0,2,0.01906493014555858,0.0635203132497983
A_normal,square,1,2,0.0179213758266764,0.05971023222673839
A_normal,square,2,2,0.007130203592970788,0.023756329674559738
A_normal,square,3,2,0.0025628508894192568,0.008538876883656463
A_normal,square,4,2,0.00651300796477979,0.021699964435359983
A_normal,square,5,2,0.0011729166364173053,0.003907910052242373
A_normal,square,6,2,0.0015262095401408582,0.005085007253339587
A_normal,square,7,2,0.001064477831505385,0.0035466148991078303
A_normal,square,8,2,0.000392852622501643,0.0013089018135281503
A_normal,square,9,2,0.00038916007841702184,0.0012965990379526274
A_normal,square,10,2,0.00018510813660171113,0.000616741143673498
A_normal,square,11,2,0.0001167463066382964,0.0003889739910822171
A_normal,square,12,2,7.086775217268949e-05,0.00023611635515837453
A_normal,square,13,2,3.89182055078157e-05,0.00012966722595374343
A_normal,square,14,2,2.2217502895198264e-05,7.402401859101835e-05
A_normal,square,15,2,1.2521591249065069e-05,4.171929256776424e-05
A_normal,square,16,2,6.6333310686516e-06,2.210085555800099e-05
A_normal,square,17,2,3.583237150775152e-06,1.193858800046937e-05
A_normal,square,18,2,1.8859303178053907e-06,6.283520770318576e-06
A_normal,square,19,2,9.470416622326628e-07,3.1553424316974287e-06
A_normal,square,20,2,4.890540777075539e-07,1.6294247067730267e-06
A_normal,square,21,2,2.3598818549806278e-07,7.862627007621415e-07
A_normal,square,22,2,1.1559401250241461e-07,3.8513479083819375e-07
A_normal,square,23,2,5.461025962579611e-08,1.8194982995474012e-07
A_normal,square,24,2,2.5266500267367296e-08,8.418263269027365e-08
A_normal,square,25,2,1.1600539845276248e-08,3.8650544177859336e-08
A_normal,square,26,2,5.123157445778682e-09,1.706927658791922e-08
A_normal,square,27,2,2.2640021821586997e-09,7.543176225193248e-09
A_normal,square,28,2,9.616839146373436e-10,3.204127318519824e-09
A_normal,square,29,2,4.0687809344201306e-10,1.3556317150177603e-09
A_normal,square,30,2,1.6748361480952988e-10,5.580199662776261e-10
A_normal,square,31,2,6.755307155134081e-11,2.250725406894212e-10
A_normal,square,32,2,2.7143416873323484e-11,9.043612167994402e-11
A_normal,square,33,2,1.0493558274416082e-11,3.496231581269155e-11
A_normal,square,34,2,4.102342294657954e-12,1.3668136501159727e-11
A_normal,square,35,2,1.5573232817912374e-12,5.18867165708595e-12
A_normal,square,36,2,5.865513485260533e-13,1.954264983454253e-12
A_normal,square,37,2,2.2404668838044594e-13,7.464761590968266e-13
A_normal,square,38,2,8.252309471787367e-14,2.749494903364898e-13
A_normal,square,39,2,3.146000113039477e-14,1.048180670678841e-13
A_normal,square,40,2,1.187920314704793e-14,3.9578991336312936e-14
A_normal,square,41,2,4.427530580545523e-15,1.4751595062352273e-14
A_normal,square,42,2,1.7348538257935569e-15,5.780165865579628e-15
A_normal,square,43,2,6.525110343224524e-16,2.174028699956598e-15
A_normal,square,44,2,2.506582145906435e-16,8.351401336312815e-16
A_normal,square,45,2,9.908104976109781e-17,3.301170930023038e-16
A_normal,square,46,2,3.684475091557061e-17,1.2275891397971168e-16
A_normal,square,47,2,1.444308303252753e-17,4.812129661711467e-17
A_normal,square,48,2,5.598003707544882e-18,1.8651363858242184e-17
A_normal,square,49,2,2.0461589975808567e-18,6.817368828152151e-18
A_normal,square,50,2,8.098851646293517e-19,2.6983660029620127e-18
A_normal,square,51,2,3.041598482344049e-19,1.0133962563907652e-18
A_normal,square,52,2,1.09942446504286e-19,3.663049687611026e-19
A_normal,square,53,2,4.4002246591072884e-20,1.4660617509846785e-19
A_normal,square,54,2,1.607019123665607e-20,5.35424768694661e-20
A_normal,square,55,2,5.794046860967934e-21,1.9304538164197435e-20
A_normal,square,56,2,2.361718107050269e-21,7.868745010980393e-21
A_normal,square,57,2,8.432267014773492e-22,2.8094529489222045e-21
A_normal,square,58,2,3.0255188187332733e-22,1.0080388527091903e-21
A_normal,square,59,2,1.2629692544713394e-22,4.207946321144689e-22
A_normal,square,60,2,4.410539736450975e-23,1.4694985164963504e-22
A_normal,square,61,2,1.5458035892948203e-23,5.150290479167801e-23
A_normal,square,62,2,6.647729204113624e-24,2.2148827098823755e-23
A_normal,square,63,2,2.276055022832427e-24,7.583333740028068e-24
A_normal,square,64,2,7.502792923838416e-25,2.4997718487922794e-24
A_normal,square,65,2,3.3548609268736936e-25,1.117768674511354e-24
A_normal,square,66,2,1.1507085679102101e-25,3.833917467036269e-25
A_normal,square,67,2,3.3529532970262215e-26,1.117133092610183e-25
A_normal,square,68,2,1.55452638743627e-26,5.179352996896916e-26
A_normal,square,69,2,5.66543762406418e-27,1.8876039399577142e-26
A_normal,square,70,2,1.3507538506006753e-27,4.500426020890217e-27
A_normal,square,71,2,6.026643347071733e-28,2.007950044023586e-27
A_normal,square,72,2,2.5622911928579943e-28,8.5370120931419e-28
A_normal,square,73,2,4.985312898888111e-29,1.6610007724544687e-28
A_normal,square,74,2,1.597939347006708e-29,5.323995792331311e-29
A_normal,square,75,2,8.599801954721818e-30,2.865272046000213e-29
A_normal,square,76,2,1.8971633936399683e-30,6.320947002165396e-30
A_normal,square,77,2,1.4893246275391028e-31,4.962114529119417e-31
A_normal,square,78,2,1.0767984233500577e-31,3.587664504190115e-31
A_normal,square,79,2,9.131157256099945e-32,3.0423083893426116e-31
A_normal,square,0,3,0.05302056511291618,0.1766533042051746
A_normal,square,1,3,0.021246098162323312,0.07078750356298252
A_normal,square,2,3,0.002562850911671998,0.008538876957797887
A_normal,square,3,3,0.014627553966733433,0.048735914737232544
A_normal,square,4,3,0.0028807718861774004,0.009598122375173249
A_normal,square,5,3,0.0019650022589842203,0.00654697174730099
A_normal,square,6,3,0.0025724848082938003,0.008570975062881982
A_normal,square,7,3,0.00038050460145035115,0.0012677608201332236
A_normal,square,8,3,0.0006735523460847768,0.0022441338985660394
A_normal,square,9,3,0.0003067492012339052,0.0010220234326975654
A_normal,square,10,3,0.00014603331183465082,0.00048655209548740364
A_normal,square,11,3,0.00011670854336719086,0.0003888481718533163
A_normal,square,12,3,5.0370383629758264e-05,0.00016782346026167488
A_normal,square,13,3,3.230695214887906e-05,0.00010763992865303609
A_normal,square,14,3,1.729394262184443e-05,5.761975754836479e-05
A_normal,square,15,3,9.139343753958758e-06,3.0450359572090576e-05
A_normal,square,16,3,4.925706231381784e-06,1.6411410920734183e-05
A_normal,square,17,3,2.5995837050610975e-06,8.661262852988763e-06
A_normal,square,18,3,1.2985925017964415e-06,4.326635443621893e-06
A_normal,square,19,3,6.72940806218942e-07,2.2420963771302936e-06
A_normal,square,20,3,3.3059547213066504e-07,1.1014741616347815e-06
A_normal,square,21,3,1.595663233641011e-07,5.316412264205203e-07
A_normal,square,22,3,7.840448739339418e-08,2.6122716219752215e-07
A_normal,square,23,3,3.578694091164407e-08,1.1923451487123462e-07
A_normal,square,24,3,1.7000345100277032e-08,5.664155272951996e-08
A_normal,square,25,3,7.58470157174269e-09,2.5270620771488676e-08
A_normal,square,26,3,3.4034828631550962e-09,1.1339684748768746e-08
A_normal,square,27,3,1.496077123798162e-09,4.984612417877402e-09
A_normal,square,28,3,6.3558446667052e-10,2.1176329580742117e-09
A_normal,square,29,3,2.729242384979672e-10,9.093258139680221e-10
A_normal,square,30,3,1.1107913728519543e-10,3.700921819279101e-10
A_normal,square,31,3,4.604028434689079e-11,1.5339648566745926e-10
A_normal,square,32,3,1.825319524672486e-11,6.081578432385712e-11
A_normal,square,33,3,7.203636035058527e-12,2.4000991033846048e-11
A_normal,square,34,3,2.833566379382588e-12,9.440843614861582e-12
A_normal,square,35,3,1.0637589447015127e-12,3.5442197203883448e-12
A_normal,square,36,3,4.1485534128075167e-13,1.3822102168910545e-12
A_normal,square,37,3,1.5356587189998668e-13,5.116489917922937e-13
A_normal,square,38,3,5.776110731751287e-14,1.924477877679702e-13
A_normal,square,39,3,2.2153336935281458e-14,7.381023118960796e-14
A_normal,square,40,3,8.044232708721935e-15,2.6801681286586216e-14
A_normal,square,41,3,3.152468806918711e-15,1.0503359026067256e-14
A_normal,square,42,3,1.1908536496888894e-15,3.967672385126778e-15
A_normal,square,43,3,4.467552722207405e-16,1.4884940369986816e-15
A_normal,square,44,3,1.8154335325949588e-16,6.048640398584637e-16
A_normal,square,45,3,6.753714153196109e-17,2.2501946523551975e-16
A_normal,square,46,3,2.6555169702451605e-17,8.847620657525667e-17
A_normal,square,47,3,1.0759241977736587e-17,3.5847517695490816e-17
A_normal,square,48,3,3.918499472083924e-18,1.3055611116095571e-17
A_normal,square,49,3,1.5930417225702328e-18,5.30767794400931e-18
A_normal,square,50,3,6.22648247302871e-19,2.0745322123475034e-18
A_normal,square,51,3,2.227744801082408e-19,7.422374303234993e-19
A_normal,square,52,3,9.269273304238812e-20,3.088325734151236e-19
A_normal,square,53,3,3.4667365904018633e-20,1.1550432783944106e-19
A_normal,square,54,3,1.2327670269282204e-20,4.107318889534218e-20
A_normal,square,55,3,5.2578963175320226e-21,1.75181979988739e-20
A_normal,square,56,3,1.8932830623878258e-21,6.308018559482038e-21
A_normal,square,57,3,6.72338644767707e-22,2.240090102587593e-21
A_normal,square,58,3,2.958674543196832e-22,9.857677544748243e-22
A_normal,square,59,3,1.031850826531008e-22,3.437908622160995e-22
A_normal,square,60,3,3.6084792520521644e-23,1.2022689340886423e-22
A_normal,square,61,3,1.6510379715197696e-23,5.500909173940991e-23
A_normal,square,62,3,5.60545124008909e-24,1.8676177460837858e-23
A_normal,square,63,3,1.8613446908646556e-24,6.201606663484988e-24
A_normal,square,64,3,8.962013930239467e-25,2.9859534121109053e-24
A_normal,square,65,3,3.0080864412497553e-25,1.0022307533876213e-24
A_normal,square,66,3,8.881598452261788e-26,2.959160676379511e-25
A_normal,square,67,3,4.5790251385139984e-26,1.5256342874399153e-25
A_normal,square,68,3,1.594970816882065e-26,5.31410527807455e-26
A_normal,square,69,3,3.76402120182719e-27,1.2540922206035195e-26
A_normal,square,70,3,2.058585540715089e-27,6.858771440512755e-27
A_normal,square,71,3,8.34728029495448e-28,2.7811371721333023e-27
A_normal,square,72,3,1.4020678587854166e-28,4.671393438505268e-28
A_normal,square,73,3,6.700491092065373e-29,2.2324618545462054e-28
A_normal,square,74,3,4.0415505426975305e-29,1.346559124670309e-28
A_normal,square,75,3,5.4298177671273694e-30,1.8091003891645553e-29
A_normal,square,76,3,7.660247232401987e-31,2.5522322927914326e-30
A_normal,square,77,3,1.3457943353132017e-30,4.4839019653483266e-30
A_normal,square,78,3,3.1403430779952717e-31,1.0462958663007e-30
A_normal,square,79,3,5.184840470277966e-32,1.7274791373888803e-31
A_normal,square,0,4,0.015558796056548358,0.051838616336704245
A_normal,square,1,4,0.0017241819934962347,0.00574460957844405
A_normal,square,2,4,0.006513007930470893,0.021699964321049998
A_normal,square,3,4,0.002880771876293462,0.009598122342242058
A_normal,square,4,4,0.0008703869162985127,0.0028999450378100326
A_normal,square,5,4,0.002568655110863342,0.00855821532137874
A_normal,square,6,4,0.00018612672275711,0.0006201348572181509
A_normal,square,7,4,0.0006022607044622329,0.0020066052334525553
A_normal,square,8,4,0.00034485144705247975,0.0011489720536176638
A_normal,square,9,4,8.300431138860897e-05,0.00027655280246156736
A_normal,square,10,4,0.00013985479671051206,0.00046596659042090125
A_normal,square,11,4,4.274585708773837e-05,0.00014242015111588544
A_normal,square,12,4,3.526227412074989e-05,0.00011748643613950486
A_normal,square,13,4,2.073328985652443e-05,6.907893479442442e-05
A_normal,square,14,4,1.0334115899095757e-05,3.443108755492642e-05
A_normal,square,15,4,6.727512521521027e-06,2.241464823087794e-05
A_normal,square,16,4,3.4945875725997093e-06,1.164322636356988e-05
A_normal,square,17,4,1.9487633730705798e-06,6.492867215462331e-06
A_normal,square,18,4,1.0500188269193486e-06,3.4984405552433044e-06
A_normal,square,19,4,5.588504823576659e-07,1.861971558675216e-06
A_normal,square,20,4,2.8145276616436494e-07,9.377410635804295e-07
A_normal,square,21,4,1.4851948224796888e-07,4.948354892497004e-07
A_normal,square,22,4,7.143325291753084e-08,2.380004839845001e-07
A_normal,square,23,4,3.5476478570603195e-08,1.1820012004237257e-07
A_normal,square,24,4,1.7008105040567018e-08,5.6667407208621443e-08
A_normal,square,25,4,7.803479028607447e-09,2.599954096610481e-08
A_normal,square,26,4,3.685321621257204e-09,1.2278711855812757e-08
A_normal,square,27,4,1.6074967621617202e-09,5.355839077350961e-09
A_normal,square,28,4,7.231626502599404e-10,2.4094249349120756e-09
A_normal,square,29,4,3.0806476683826663e-10,1.0264066189275535e-09
A_normal,square,30,4,1.2987176604431166e-10,4.3270524457499896e-10
A_normal,square,31,4,5.438546106372667e-11,1.8120084871160234e-10
A_normal,square,32,4,2.1589531436860746e-11,7.193175056585464e-11
A_normal,square,33,4,8.807577160609787e-12,2.93449834823568e-11
A_normal,square,34,4,3.37038398405021e-12,1.1229406287064056e-11
A_normal,square,35,4,1.3107619320628882e-12,4.3671814103101754e-12
A_normal,square,36,4,5.012567767467626e-13,1.6700815179727323e-12
A_normal,square,37,4,1.835609822885909e-13,6.115863528683469e-13
A_normal,square,38,4,7.097005888436754e-14,2.3645721947435843e-13
A_normal,square,39,4,2.5589973117153414e-14,8.526037578134948e-14
A_normal,square,40,4,9.580880372979795e-15,3.192146616085544e-14
A_normal,square,41,4,3.6697434953008034e-15,1.2226808836339806e-14
A_normal,square,42,4,1.3099263221594409e-15,4.364397334920633e-15
A_normal,square,43,4,5.193182754363658e-16,1.7302586099298035e-15
A_normal,square,44,4,1.9537250262377095e-16,6.509398393966877e-16
A_normal,square,45,4,7.187735971580741e-17,2.3948015386671386e-16
A_normal,square,46,4,2.9561400678778645e-17,9.849233209261276e-17
A_normal,square,47,4,1.0713391805313489e-17,3.5694754622527186e-17
A_normal,square,48,4,4.091475249300184e-18,1.3631929805412346e-17
A_normal,square,49,4,1.6698269232290987e-18,5.563509985436225e-18
A_normal,square,50,4,5.760685288141192e-19,1.9193384462595526e-18
A_normal,square,51,4,2.281183764179928e-19,7.600421620995014e-19
A_normal,square,52,4,9.006086240819247e-20,3.0006373734592885e-19
A_normal,square,53,4,2.974412247623737e-20,9.910112245919318e-20
A_normal,square,54,4,1.229772168859682e-20,4.097340656139192e-20
A_normal,square,55,4,4.694395882133237e-21,1.5640733780560615e-20
A_normal,square,56,4,1.4960227529543763e-21,4.9844312657303684e-21
A_normal,square,57,4,6.527029738699205e-22,2.1746682019158033e-21
A_normal,square,58,4,2.434930966537886e-22,8.112674767505114e-22
A_normal,square,59,4,7.407021918533469e-23,2.4678629762667983e-22
A_normal,square,60,4,3.433885492542185e-23,1.1440979876919807e-22
A_normal,square,61,4,1.2719416772737759e-23,4.2378405354255197e-23
A_normal,square,62,4,3.548709951253776e-24,1.1823550677358745e-23
A_normal,square,63,4,1.752691695170944e-24,5.839597871986668e-24
A_normal,square,64,4,6.670886497145732e-25,2.222598229929846e-24
A_normal,square,65,4,1.5949277392602042e-25,5.3139617525534095e-25
A_normal,square,66,4,8.278407764675916e-26,2.7581903023351993e-25
A_normal,square,67,4,3.4860703962105435e-26,1.1614848934011366e-25
A_normal,square,68,4,6.697975310015852e-27,2.2316236491993526e-26
A_normal,square,69,4,3.350849872783595e-27,1.116432276159408e-26
A_normal,square,70,4,1.7600889763151618e-27,5.864244047550391e-27
A_normal,square,71,4,2.869601136469367e-28,9.560903800792336e-28
A_normal,square,72,4,9.926077547243976e-29,3.3071590104389226e-28
A_normal,square,73,4,7.782188838937104e-29,2.5928606558966536e-28
A_normal,square,74,4,1.4713566151326835e-29,4.902248913676924e-29
A_normal,square,75,4,1.1795567870259922e-30,3.9300336290648084e-30
A_normal,square,76,4,2.8902839749254206e-30,9.629814642195527e-30
A_normal,square,77,4,6.638352430152199e-31,2.2117585672038825e-30
A_normal,square,78,4,5.944497253702304e-32,1.980580703862175e-31
A_normal,square,79,4,2.0008420935574244e-31,6.666382492660643e-31
A_normal,square,0,5,0.011224358321895373,0.037397186939122945
A_normal,square,1,5,0.005453663377493591,0.018170452419834778
A_normal,square,2,5,0.0011729166191021864,0.003907909994552061
A_normal,square,3,5,0.0019650021800594153,0.006546971484340239
A_normal,square,4,5,0.0025686550974009853,0.008558215276525017
A_normal,square,5,5,0.0002465101118806663,0.0008213195331088363
A_normal,square,6,5,0.0008415373503421948,0.0028038243883938088
A_normal,square,7,5,0.0005789958510960352,0.001929091664703615
A_normal,square,8,5,7.889763547032194e-05,0.00026287022724343756
A_normal,square,9,5,0.00024298215423319337,0.0008095651247166446
A_normal,square,10,5,6.569029711744717e-05,0.00021886617042468648
A_normal,square,11,5,4.8770884938410354e-05,0.00016249426906394415
A_normal,square,12,5,3.76519912530272e-05,0.00012544846797815952
A_normal,square,13,5,1.3232893107820592e-05,4.408919985503748e-05
A_normal,square,14,5,1.1457139955849204e-05,3.8172766088621786e-05
A_normal,square,15,5,5.281795594515634e-06,1.759782533287682e-05
A_normal,square,16,5,3.0598049098832976e-06,1.0194622528125892e-05
A_normal,square,17,5,1.7134647752499721e-06,5.708902074929926e-06
A_normal,square,18,5,8.812669049604769e-07,2.9361948579082834e-06
A_normal,square,19,5,4.6971475988736574e-07,1.5649901918497218e-06
