geometry,real_energy,imaginary_energy
square,-0.11453885249182244,-19.299858616752488
square,-0.06760902458126287,-19.277372926958318
square,-0.07670761910187737,-19.185028744406385
square,-0.07671905371975363,-19.224012465364833
square,-0.07677883564632358,-19.245230638239796
square,-0.028885117499799263,19.226301603056978
square,-0.07677989498216138,19.24539635833642
square,-0.04035529482535261,19.2983070918545
square,-0.07821220014691554,19.350827684592435
square,-0.07719052938229976,19.320119320019753
square,-0.07752599337835875,19.34053882701986
square,-0.0873743015979167,19.278119053454127
square,-0.06760902457959578,19.27737292695863
square,-0.07378657285080366,-19.07919941036032
square,-0.015932349697748937,-19.146761466510178
square,-0.09767950356728425,-19.121656522439114
square,-0.07556584084169227,-19.135925731228955
square,-0.06516223995690267,-19.196850585567677
square,-0.08861894695887888,-19.199459631720003
square,-0.12500592705312322,19.228223679039424
square,-0.07645726121175814,19.2239876872933
square,-0.11453885249185401,19.29985861675257
square,-0.07677883564603108,19.24523063823936
square,-0.05594176677656065,-19.12010048060008
square,-0.07631851003223736,-19.135888409667082
square,-0.07575033981647102,-19.11426891166198
square,-0.07575881713713838,-19.11405271914425
square,-0.07670761933357331,19.185028744072724
square,-0.07671905372031883,19.22401246536567
square,-0.0016947986746481283,-19.060067449757597
square,-0.14978638323345403,-19.062912523058895
square,-0.1367901417503218,-19.149118264499016
square,-0.07716982932324876,-19.079699577381476
square,-0.015932347940449336,19.14676146214754
square,-0.09767950333165094,19.121656522174657
square,-0.0757503395435542,19.114268912433417
square,-0.07556584074471748,19.1359257314239
square,-0.06516223995752733,19.19685058556768
square,-0.08861894695834589,19.1994596317199
square,-0.07094831935463844,-19.01402694873128
square,-0.08014961361988619,-19.014455701682195
square,-0.13679014175034282,19.14911826449924
square,-0.07378657224568819,19.079199411233123
square,-0.05594176677656982,19.120100480600044
square,-0.07631851003214885,19.135888409667313
square,-0.07575881713744102,19.114052719143938
square,0.01404310743207203,-18.96617218001206
square,-0.0747216819723212,-18.990237205143153
square,-0.044939948957875175,-19.027290427429513
square,-0.10691540062014432,-19.029608953758252
square,-0.07502078694202682,-19.01347938405094
square,-0.0016948047488132677,19.060067452849857
square,-0.14978638323972343,19.06291252304413
square,-0.07716982932361977,19.07969957738182
square,-0.11520323096019751,-18.933279998995737
square,-0.07490294972451057,-18.990224377977697
square,-0.0744261488087897,-18.955675339163207
square,-0.07454640836656652,-18.954741022765116
square,0.10159629796794079,15.589206161205333
square,0.03111565054090058,-18.86504297971858
square,-0.17976745250652224,-18.868949784837035
square,-0.16416688716790784,-18.969523358087194
square,-0.06530616585791961,-18.901153892585274
square,-0.03579555145756208,-18.930231555616192
square,0.014043116652986984,18.96617218184188
square,-0.07442614928394758,18.95567533815254
square,-0.08014961370827832,19.01445570208391
square,-0.07094832011854547,19.0140269482939
square,-0.04493994895770626,19.027290427429545
square,-0.10691540062005087,19.029608953758377
square,0.049514556461587686,-18.75682789463837
square,-0.08440055246733837,-18.902733453691916
square,-0.0737348449882455,-18.851996180596455
square,-0.07408653416259685,-18.876894821863342
square,-0.07366701814890902,-18.876819540828457
square,-0.16416688716797048,18.96952335808729
square,-0.11520323094130717,18.933279999157993
square,-0.07502078694161628,19.01347938405179
square,-0.07472168226090754,18.99023720454365
square,-0.07490294972591773,18.990224377976972
square,0.03111564294547433,18.86504297133338
square,-0.17976745250182,18.868949784837174
square,-0.06530616532210737,18.90115389256967
square,-0.03579555145750074,18.93023155561605
square,-0.07454640836663524,18.95474102276483
square,-0.07408653426637866,18.87689482210119
square,-0.022405368124355493,-18.82640430003827
square,-0.07192931180368964,-18.772922088425048
square,-0.07657773657101076,-18.80685459106781
square,-0.07378650600932889,-18.852770930807413
square,-0.12710411115603185,-18.829621075567236
square,-0.1390137206473888,-18.71773934101366
square,-0.07346788668135072,-18.81686707655099
square,-0.07343090003299828,-18.816860800170783
square,0.04951455685000065,18.756827907059282
square,-0.08440055246741576,18.902733453693095
square,-0.022405368124440304,18.826404300039304
square,-0.07373484471869805,18.85199618091123
square,-0.07366701814557576,18.876819540827565
square,-0.07192931172431333,18.772922089099556
square,-0.07657773612814239,18.806854590095465
square,-0.0737865060139626,18.85277093081321
square,-0.12710411116100057,18.829621075565946
square,-0.07346788627358841,18.816867077274598
square,-0.07343090001411537,18.81686080015891
square,0.06926910985063905,-18.64153519556646
square,-0.21468485201055798,-18.646653815799592
square,-0.19660283750299198,-18.761329338657667
square,-0.008868557014965424,-18.713794414615762
square,-0.07346841229465298,-18.765106067836875
square,-0.05045192534717059,-18.688456698661874
square,-0.07231487234151403,-18.6648806144831
square,-0.0750588468844667,-18.70128619274109
square,-0.09785898647503928,-18.69018796389331
square,-0.07270321288374484,-18.7257536516709
square,-0.07269201308438376,-18.725771882416634
square,-0.07036425769899474,-18.701673866362164
square,0.06926911893429681,18.641535185349113
square,-0.07346841230182702,18.765106067805657
square,-0.0725679197156642,-18.61582800817047
square,-0.07230075509403285,-18.664899504454787
square,0.09030649371059701,-18.519190101355857
square,0.005598166619883425,-18.59534757535406
square,-0.07121637358803684,-18.61551218847884
