geometry,real_energy,imag_energy,potential,density_raw,density_clipped,phi_cylinder_1,phi_cylinder_2,mu_1,mu_2
square,-2,-3,1.2131984215950693,0,0,1.2132101598588469,1.2131984215950693,-0.05722567013948953,0.3450004582621527
square,-1.3999999999999999,-3,1.1504343847985967,0,0,1.1514145930967221,1.1504343847985967,1.1572717628915514,0.38846412699769189
square,-0.80000000000000004,-3,1.1398873602026018,0,0,1.1398873602026018,1.139887360342559,1.2253900446741268,-0.93770482271480438
square,-0.20000000000000018,-3,1.1552869186963615,0,0,1.155287270817527,1.1552869186963615,-0.31750119743406452,0.60528544148051366
square,0.39999999999999991,-3,1.1898691326057782,0,0,1.1898691326057782,1.1898691805474797,-0.39290214623472358,0.68051295777066056
square,1,-3,1.2390521329763073,0,0,1.2390522572367439,1.2390521329763073,-0.4580942009469971,0.74587844499344635
square,1.5999999999999996,-3,1.2998539378612806,0,0,1.2998545496714224,1.2998539378612806,-0.51552810007570937,0.8033123398536286
square,2.2000000000000002,-3,1.3704922488031372,0,0,1.3704922488031375,1.3704922488031372,0.62317226353856026,-0.3163067234560899
square,2.7999999999999998,-3,1.4482583355287737,0,0,1.4482583355287737,1.4482583355287737,0.64134933289032137,-0.38068097385275518
square,3.3999999999999995,-3,1.5263330006360891,0,0,1.5263494850655186,1.5263330006360891,-0.65672408631667256,0.94390534128122983
square,4,-3,1.6168705405992143,0,0,1.6168705405992143,1.6168705405992143,0.66718073324211824,-0.79069636134684484
square,-2,-2.3999999999999999,1.0197901935418265,0,0,1.0197901935418265,1.0216307282319865,0.33037678153939221,-0.41796067500630923
square,-1.3999999999999999,-2.3999999999999999,0.92732375358545704,0.059674340683304142,0.059674340683304142,0.92732375358545704,0.9273239426456179,0.29380198136198649,-0.006213004533598479
square,-0.80000000000000004,-2.3999999999999999,0.94109568223493634,-0.0008856101661189541,0,0.94109568223493634,0.94109572274177589,0.06345164654649782,0.22413681066250618
square,-0.20000000000000018,-2.3999999999999999,0.97318029775496218,0.0033457986544032283,0.0033457986544032283,0.97318029775496218,0.9750490679225382,1.0623058987490535,0.35766069011861107
square,0.39999999999999991,-2.3999999999999999,1.0253783328315831,-0.0012082010432145622,0,1.0253783328315833,1.0253783328315831,0.42319735028859418,-0.13464542745889532
square,1,-2.3999999999999999,1.0891948563807934,-0.00042873184226217397,0,1.0891948970370193,1.0891948563807934,-0.2636519889181379,0.55143622869605691
square,1.5999999999999996,-2.3999999999999999,1.1642968355351511,-0.00056101545116402768,0,1.1642970791471634,1.1642968355351511,-0.33902697002776028,0.62681120980567939
square,2.2000000000000002,-2.3999999999999999,1.2476809126540989,0.0011279030254283738,0.0011279030254283738,1.248388310439406,1.2476809126540989,1.4993073773337457,-1.2440411162382348
square,2.7999999999999998,-2.3999999999999999,1.3385725548798497,0.0038424735273444107,0.0038424735273444107,1.34129285749588,1.3385725548798497,1.4993073773337457,-1.3781746589310508
square,3.3999999999999995,-2.3999999999999999,1.4382822742326218,-0.0063836098915607698,0,1.4388494723274965,1.4382822742326218,0.57372187586341616,-1.4993073773337457
square,4,-2.3999999999999999,1.5322917116039538,0,0,1.5322917116039538,1.5322999811959654,-0.58372924961123185,0.87139645206085603
square,-2,-1.8,0.92900833127000371,0,0,0.92900833127000371,0.92903787087300738,0.17046690951807295,0.11798033361416227
square,-1.3999999999999999,-1.8,0.73295493238137621,0.13759932808891323,0.13759932808891323,0.73295493238137621,0.73332014159797265,0.45203130197778252,-0.21301462860628145
square,-0.80000000000000004,-1.8,0.72198811439461119,0.059351757093477939,0.059351757093477939,0.72198813719316868,0.72198811439461119,0.49452066319973498,-0.20671119884274314
square,-0.20000000000000018,-1.8,0.77852827551757375,0.0033541234962290094,0.0033541234962290094,0.77852827552962345,0.77852827551757375,0.2541507731272965,0.033570593856004055
