basis,region,inverse_length,site_count,mean_absolute_deviation,provenance
square,yellow,0.010526315789473684,9025,0.029150948425908763,author_released_ed_recomputed_observable
square,green,0.010526315789473684,9025,0.028682746307845088,author_released_ed_recomputed_observable
square,cyan,0.010526315789473684,9025,0.043041325113753144,author_released_ed_recomputed_observable
square,global_coarse,0.010526315789473684,9025,0.018685768628442335,author_released_ed_recomputed_observable
square,red,0.011111111111111112,8100,0.059657811983302216,author_released_ed_recomputed_observable
square,yellow,0.011111111111111112,8100,0.024341593714905893,author_released_ed_recomputed_observable
square,green,0.011111111111111112,8100,0.02509565898709655,author_released_ed_recomputed_observable
square,cyan,0.011111111111111112,8100,0.03644420507525412,author_released_ed_recomputed_observable
square,global_coarse,0.011111111111111112,8100,0.016396526635499384,author_released_ed_recomputed_observable
square,red,0.011764705882352941,7225,0.051925987982477315,author_released_ed_recomputed_observable
square,yellow,0.011764705882352941,7225,0.01891893747165516,author_released_ed_recomputed_observable
square,green,0.011764705882352941,7225,0.0208530380202329,author_released_ed_recomputed_observable
square,cyan,0.011764705882352941,7225,0.029740632336443733,author_released_ed_recomputed_observable
square,global_coarse,0.011764705882352941,7225,0.013935650030684735,author_released_ed_recomputed_observable
square,red,0.0125,6400,0.044257874098867285,author_released_ed_recomputed_observable
square,yellow,0.0125,6400,0.013454606169829497,author_released_ed_recomputed_observable
square,green,0.0125,6400,0.0169709219169578,author_released_ed_recomputed_observable
square,cyan,0.0125,6400,0.023066937620034478,author_released_ed_recomputed_observable
square,global_coarse,0.0125,6400,0.0115712371111384,author_released_ed_recomputed_observable
square,red,0.01282051282051282,6084,0.04110569900078907,author_released_ed_recomputed_observable
square,yellow,0.01282051282051282,6084,0.01147978998657928,author_released_ed_recomputed_observable
square,green,0.01282051282051282,6084,0.015478150478263487,author_released_ed_recomputed_observable
square,cyan,0.01282051282051282,6084,0.02050614447600186,author_released_ed_recomputed_observable
square,global_coarse,0.01282051282051282,6084,0.01059110549293179,author_released_ed_recomputed_observable
square,red,0.013157894736842105,5776,0.038086474514744284,author_released_ed_recomputed_observable
square,yellow,0.013157894736842105,5776,0.009264816695682035,author_released_ed_recomputed_observable
square,green,0.013157894736842105,5776,0.014093332974191212,author_released_ed_recomputed_observable
square,cyan,0.013157894736842105,5776,0.017869977452798693,author_released_ed_recomputed_observable
square,global_coarse,0.013157894736842105,5776,0.009688179368645956,author_released_ed_recomputed_observable
square,red,0.013513513513513514,5476,0.03460826268362431,author_released_ed_recomputed_observable
square,yellow,0.013513513513513514,5476,0.007007228978326404,author_released_ed_recomputed_observable
square,green,0.013513513513513514,5476,0.012435633767255375,author_released_ed_recomputed_observable
square,cyan,0.013513513513513514,5476,0.015159539536189775,author_released_ed_recomputed_observable
square,global_coarse,0.013513513513513514,5476,0.008668173725933826,author_released_ed_recomputed_observable
square,red,0.013888888888888888,5184,0.03120317654164075,author_released_ed_recomputed_observable
square,yellow,0.013888888888888888,5184,0.005102408836585423,author_released_ed_recomputed_observable
square,green,0.013888888888888888,5184,0.01089444658288131,author_released_ed_recomputed_observable
square,cyan,0.013888888888888888,5184,0.01271765013281027,author_released_ed_recomputed_observable
square,global_coarse,0.013888888888888888,5184,0.007794127376371562,author_released_ed_recomputed_observable
square,red,0.014285714285714285,4900,0.027895296472844607,author_released_ed_recomputed_observable
square,yellow,0.014285714285714285,4900,0.0028612621089942575,author_released_ed_recomputed_observable
square,green,0.014285714285714285,4900,0.009796775641915228,author_released_ed_recomputed_observable
square,cyan,0.014285714285714285,4900,0.01014217879448141,author_released_ed_recomputed_observable
square,global_coarse,0.014285714285714285,4900,0.00692851642560934,author_released_ed_recomputed_observable
square,red,0.014705882352941176,4624,0.02482934163771136,author_released_ed_recomputed_observable
square,yellow,0.014705882352941176,4624,0.0007088008288559593,author_released_ed_recomputed_observable
square,green,0.014705882352941176,4624,0.008668098138454846,author_released_ed_recomputed_observable
square,cyan,0.014705882352941176,4624,0.007799109931821223,author_released_ed_recomputed_observable
square,global_coarse,0.014705882352941176,4624,0.006091788191359294,author_released_ed_recomputed_observable
square,red,0.015151515151515152,4356,0.021046600740507238,author_released_ed_recomputed_observable
square,yellow,0.015151515151515152,4356,0.0016860602781206416,author_released_ed_recomputed_observable
square,green,0.015151515151515152,4356,0.007507651171815005,author_released_ed_recomputed_observable
square,cyan,0.015151515151515152,4356,0.005292146040575988,author_released_ed_recomputed_observable
square,global_coarse,0.015151515151515152,4356,0.005209908873723716,author_released_ed_recomputed_observable
square,red,0.015625,4096,0.017819797361820454,author_released_ed_recomputed_observable
square,yellow,0.015625,4096,0.003611562539031944,author_released_ed_recomputed_observable
square,green,0.015625,4096,0.006660465021966334,author_released_ed_recomputed_observable
square,cyan,0.015625,4096,0.0031848164117558647,author_released_ed_recomputed_observable
square,global_coarse,0.015625,4096,0.004605663512775763,author_released_ed_recomputed_observable
square,red,0.016129032258064516,3844,0.014505578738218334,author_released_ed_recomputed_observable
square,yellow,0.016129032258064516,3844,0.004654722427925836,author_released_ed_recomputed_observable
square,green,0.016129032258064516,3844,0.005769761993105805,author_released_ed_recomputed_observable
square,cyan,0.016129032258064516,3844,0.0017712079350369972,author_released_ed_recomputed_observable
square,global_coarse,0.016129032258064516,3844,0.0040613539921819045,author_released_ed_recomputed_observable
square,red,0.016666666666666666,3600,0.011435185206529443,author_released_ed_recomputed_observable
square,yellow,0.016666666666666666,3600,0.007169043870591682,author_released_ed_recomputed_observable
square,green,0.016666666666666666,3600,0.00508586660957996,author_released_ed_recomputed_observable
square,cyan,0.016666666666666666,3600,0.001918715351691853,author_released_ed_recomputed_observable
square,global_coarse,0.016666666666666666,3600,0.003709975777887811,author_released_ed_recomputed_observable
square,red,0.017241379310344827,3364,0.0077008716320878644,author_released_ed_recomputed_observable
square,yellow,0.017241379310344827,3364,0.009190492942548029,author_released_ed_recomputed_observable
square,green,0.017241379310344827,3364,0.004236123679607466,author_released_ed_recomputed_observable
square,cyan,0.017241379310344827,3364,0.003386265269096741,author_released_ed_recomputed_observable
square,global_coarse,0.017241379310344827,3364,0.0034457250104363932,author_released_ed_recomputed_observable
square,red,0.017857142857142856,3136,0.005278615348334716,author_released_ed_recomputed_observable
square,yellow,0.017857142857142856,3136,0.010917314552956423,author_released_ed_recomputed_observable
square,green,0.017857142857142856,3136,0.0038078306781773393,author_released_ed_recomputed_observable
square,cyan,0.017857142857142856,3136,0.005274954532223445,author_released_ed_recomputed_observable
square,global_coarse,0.017857142857142856,3136,0.0034279718083240385,author_released_ed_recomputed_observable
square,red,0.018518518518518517,2916,0.003329301561918508,author_released_ed_recomputed_observable
square,yellow,0.018518518518518517,2916,0.012208372700010198,author_released_ed_recomputed_observable
square,green,0.018518518518518517,2916,0.003265661994525357,author_released_ed_recomputed_observable
square,cyan,0.018518518518518517,2916,0.006963020282965426,author_released_ed_recomputed_observable
square,global_coarse,0.018518518518518517,2916,0.0035486479404605205,author_released_ed_recomputed_observable
square,red,0.019230769230769232,2704,0.0026547113048692684,author_released_ed_recomputed_observable
square,yellow,0.019230769230769232,2704,0.013743716841468414,author_released_ed_recomputed_observable
square,green,0.019230769230769232,2704,0.003036750669737475,author_released_ed_recomputed_observable
square,cyan,0.019230769230769232,2704,0.008678986578470297,author_released_ed_recomputed_observable
square,global_coarse,0.019230769230769232,2704,0.0038784486761470425,author_released_ed_recomputed_observable
square,red,0.02,2500,0.0035280558216671644,author_released_ed_recomputed_observable
square,yellow,0.02,2500,0.014231270713456192,author_released_ed_recomputed_observable
square,green,0.02,2500,0.0029906778994408228,author_released_ed_recomputed_observable
square,cyan,0.02,2500,0.010161282137622579,author_released_ed_recomputed_observable
square,global_coarse,0.02,2500,0.004364721994045231,author_released_ed_recomputed_observable
square,red,0.020833333333333332,2304,0.0057881092246025116,author_released_ed_recomputed_observable
square,yellow,0.020833333333333332,2304,0.015051988812685784,author_released_ed_recomputed_observable
square,green,0.020833333333333332,2304,0.0029205934791009603,author_released_ed_recomputed_observable
square,cyan,0.020833333333333332,2304,0.01116992089931066,author_released_ed_recomputed_observable
square,global_coarse,0.020833333333333332,2304,0.004855283908313093,author_released_ed_recomputed_observable
square,red,0.021739130434782608,2116,0.007630718833679436,author_released_ed_recomputed_observable
square,yellow,0.021739130434782608,2116,0.01567761307008922,author_released_ed_recomputed_observable
square,green,0.021739130434782608,2116,0.0029711532503598425,author_released_ed_recomputed_observable
square,cyan,0.021739130434782608,2116,0.011722546454129993,author_released_ed_recomputed_observable
square,global_coarse,0.021739130434782608,2116,0.00521354033658233,author_released_ed_recomputed_observable
square,red,0.022727272727272728,1936,0.00843152784848725,author_released_ed_recomputed_observable
square,yellow,0.022727272727272728,1936,0.0164596409100142,author_released_ed_recomputed_observable
square,green,0.022727272727272728,1936,0.0030919021985024663,author_released_ed_recomputed_observable
square,cyan,0.022727272727272728,1936,0.012311632466509933,author_released_ed_recomputed_observable
square,global_coarse,0.022727272727272728,1936,0.005503308948149022,author_released_ed_recomputed_observable
square,red,0.023809523809523808,1764,0.009112785898223731,author_released_ed_recomputed_observable
square,yellow,0.023809523809523808,1764,0.01711144607017842,author_released_ed_recomputed_observable
square,green,0.023809523809523808,1764,0.00314531352323133,author_released_ed_recomputed_observable
square,cyan,0.023809523809523808,1764,0.012843461012775469,author_released_ed_recomputed_observable
square,global_coarse,0.023809523809523808,1764,0.005751703615509437,author_released_ed_recomputed_observable
square,red,0.025,1600,0.009539288013855878,author_released_ed_recomputed_observable
square,yellow,0.025,1600,0.01798935461390753,author_released_ed_recomputed_observable
square,green,0.025,1600,0.0033293304698871666,author_released_ed_recomputed_observable
square,cyan,0.025,1600,0.013528060420148926,author_released_ed_recomputed_observable
square,global_coarse,0.025,1600,0.006047967734338627,author_released_ed_recomputed_observable
square,red,0.02631578947368421,1444,0.010029522964978083,author_released_ed_recomputed_observable
square,yellow,0.02631578947368421,1444,0.018884295181651287,author_released_ed_recomputed_observable
square,green,0.02631578947368421,1444,0.0034621169258715057,author_released_ed_recomputed_observable
square,cyan,0.02631578947368421,1444,0.014205779635830628,author_released_ed_recomputed_observable
square,global_coarse,0.02631578947368421,1444,0.006345625507737758,author_released_ed_recomputed_observable
square,red,0.027777777777777776,1296,0.010599012874873238,author_released_ed_recomputed_observable
square,yellow,0.027777777777777776,1296,0.019904090038601534,author_released_ed_recomputed_observable
square,green,0.027777777777777776,1296,0.003591732277066403,author_released_ed_recomputed_observable
square,cyan,0.027777777777777776,1296,0.014923526993846071,author_released_ed_recomputed_observable
square,global_coarse,0.027777777777777776,1296,0.006652502776612092,author_released_ed_recomputed_observable
square,red,0.029411764705882353,1156,0.011225614542516945,author_released_ed_recomputed_observable
square,yellow,0.029411764705882353,1156,0.021033296748216287,author_released_ed_recomputed_observable
square,green,0.029411764705882353,1156,0.003685610932591325,author_released_ed_recomputed_observable
square,cyan,0.029411764705882353,1156,0.01578907917426684,author_released_ed_recomputed_observable
square,global_coarse,0.029411764705882353,1156,0.006976703745447778,author_released_ed_recomputed_observable
square,red,0.03125,1024,0.01186610434762852,author_released_ed_recomputed_observable
square,yellow,0.03125,1024,0.02233740637077016,author_released_ed_recomputed_observable
square,green,0.03125,1024,0.003937686084057034,author_released_ed_recomputed_observable
square,cyan,0.03125,1024,0.016791514832973906,author_released_ed_recomputed_observable
square,global_coarse,0.03125,1024,0.007453093509951169,author_released_ed_recomputed_observable
square,red,0.03333333333333333,900,0.012651923680176667,author_released_ed_recomputed_observable
square,yellow,0.03333333333333333,900,0.023689602368916273,author_released_ed_recomputed_observable
square,green,0.03333333333333333,900,0.004168777919990378,author_released_ed_recomputed_observable
square,cyan,0.03333333333333333,900,0.017939729105124612,author_released_ed_recomputed_observable
square,global_coarse,0.03333333333333333,900,0.007923921070951882,author_released_ed_recomputed_observable
square,red,0.03571428571428571,784,0.013594400393799387,author_released_ed_recomputed_observable
square,yellow,0.03571428571428571,784,0.02553561425186823,author_released_ed_recomputed_observable
square,green,0.03571428571428571,784,0.0044773959631412286,author_released_ed_recomputed_observable
square,cyan,0.03571428571428571,784,0.019146531705970908,author_released_ed_recomputed_observable
square,global_coarse,0.03571428571428571,784,0.008462491896811563,author_released_ed_recomputed_observable
square,red,0.038461538461538464,676,0.014534179753803408,author_released_ed_recomputed_observable
square,yellow,0.038461538461538464,676,0.02740116682886486,author_released_ed_recomputed_observable
square,green,0.038461538461538464,676,0.004714065802694618,author_released_ed_recomputed_observable
square,cyan,0.038461538461538464,676,0.02054636033510171,author_released_ed_recomputed_observable
square,global_coarse,0.038461538461538464,676,0.009033268438098182,author_released_ed_recomputed_observable
square,red,0.041666666666666664,576,0.01572926328089261,author_released_ed_recomputed_observable
square,yellow,0.041666666666666664,576,0.029618312335302245,author_released_ed_recomputed_observable
square,green,0.041666666666666664,576,0.005045889127115584,author_released_ed_recomputed_observable
square,cyan,0.041666666666666664,576,0.02222387203217009,author_released_ed_recomputed_observable
square,global_coarse,0.041666666666666664,576,0.00976302379927642,author_released_ed_recomputed_observable
square,red,0.045454545454545456,484,0.017184190076077892,author_released_ed_recomputed_observable
square,yellow,0.045454545454545456,484,0.03234465631933964,author_released_ed_recomputed_observable
square,green,0.045454545454545456,484,0.005543962104930791,author_released_ed_recomputed_observable
square,cyan,0.045454545454545456,484,0.024348115069483426,author_released_ed_recomputed_observable
square,global_coarse,0.045454545454545456,484,0.010598056322488381,author_released_ed_recomputed_observable
square,red,0.05,400,0.018790088874580783,author_released_ed_recomputed_observable
square,yellow,0.05,400,0.035742765048467504,author_released_ed_recomputed_observable
square,green,0.05,400,0.006013518870434982,author_released_ed_recomputed_observable
square,cyan,0.05,400,0.026836992700169583,author_released_ed_recomputed_observable
square,global_coarse,0.05,400,0.011708780215213852,author_released_ed_recomputed_observable
square,red,0.05555555555555555,324,0.020799011014825022,author_released_ed_recomputed_observable
square,yellow,0.05555555555555555,324,0.039558566433995954,author_released_ed_recomputed_observable
square,green,0.05555555555555555,324,0.006650968415935614,author_released_ed_recomputed_observable
square,cyan,0.05555555555555555,324,0.02997325708396494,author_released_ed_recomputed_observable
square,global_coarse,0.05555555555555555,324,0.01286032844322557,author_released_ed_recomputed_observable
square,red,0.0625,256,0.023465247569418545,author_released_ed_recomputed_observable
square,yellow,0.0625,256,0.04464726218276918,author_released_ed_recomputed_observable
square,green,0.0625,256,0.007541920956196406,author_released_ed_recomputed_observable
square,cyan,0.0625,256,0.03365895587400008,author_released_ed_recomputed_observable
square,global_coarse,0.0625,256,0.014499144293775811,author_released_ed_recomputed_observable
square,red,0.07142857142857142,196,0.02652464612452311,author_released_ed_recomputed_observable
square,yellow,0.07142857142857142,196,0.05107481064493654,author_released_ed_recomputed_observable
square,green,0.07142857142857142,196,0.008543962136566732,author_released_ed_recomputed_observable
square,cyan,0.07142857142857142,196,0.03802960268680275,author_released_ed_recomputed_observable
square,global_coarse,0.07142857142857142,196,0.01635962843519496,author_released_ed_recomputed_observable
square,red,0.08333333333333333,144,0.030757892907383077,author_released_ed_recomputed_observable
square,yellow,0.08333333333333333,144,0.058748925448624895,author_released_ed_recomputed_observable
square,green,0.08333333333333333,144,0.010067750244004369,author_released_ed_recomputed_observable
square,cyan,0.08333333333333333,144,0.04377246105301247,author_released_ed_recomputed_observable
square,global_coarse,0.08333333333333333,144,0.019169425424207024,author_released_ed_recomputed_observable
square,red,0.1,100,0.03721192319952797,author_released_ed_recomputed_observable
square,yellow,0.1,100,0.06992897747455498,author_released_ed_recomputed_observable
square,green,0.1,100,0.012119104654456309,author_released_ed_recomputed_observable
square,cyan,0.1,100,0.05367467191237848,author_released_ed_recomputed_observable
square,global_coarse,0.1,100,0.022829334049693995,author_released_ed_recomputed_observable
rhombus,red,0.006622516556291391,11401,0.0903185186476777,author_released_ed_recomputed_observable
rhombus,yellow,0.006622516556291391,11401,0.05588969414564688,author_released_ed_recomputed_observable
rhombus,green,0.006622516556291391,11401,0.03284305191876589,author_released_ed_recomputed_observable
rhombus,cyan,0.006622516556291391,11401,0.07509769769691314,author_released_ed_recomputed_observable
rhombus,global_coarse,0.006622516556291391,11401,0.031470185576435696,author_released_ed_recomputed_observable
rhombus,red,0.00684931506849315,10587,0.08257008641082651,author_released_ed_recomputed_observable
rhombus,yellow,0.00684931506849315,10587,0.051307510220261233,author_released_ed_recomputed_observable
rhombus,green,0.00684931506849315,10587,0.029115983325657437,author_released_ed_recomputed_observable
rhombus,cyan,0.00684931506849315,10587,0.0692711656224242,author_released_ed_recomputed_observable
rhombus,global_coarse,0.00684931506849315,10587,0.029038763619531397,author_released_ed_recomputed_observable
rhombus,red,0.0070921985815602835,9941,0.07795698564191764,author_released_ed_recomputed_observable
rhombus,yellow,0.0070921985815602835,9941,0.04580543617343098,author_released_ed_recomputed_observable
rhombus,green,0.0070921985815602835,9941,0.026916695064143046,author_released_ed_recomputed_observable
rhombus,cyan,0.0070921985815602835,9941,0.06400812129863735,author_released_ed_recomputed_observable
rhombus,global_coarse,0.0070921985815602835,9941,0.027401160374265026,author_released_ed_recomputed_observable
rhombus,red,0.007352941176470588,9182,0.06974230026130818,author_released_ed_recomputed_observable
rhombus,yellow,0.007352941176470588,9182,0.041907818576098904,author_released_ed_recomputed_observable
rhombus,green,0.007352941176470588,9182,0.0236316884611401,author_released_ed_recomputed_observable
rhombus,cyan,0.007352941176470588,9182,0.05824508259846366,author_released_ed_recomputed_observable
rhombus,global_coarse,0.007352941176470588,9182,0.025065811926056253,author_released_ed_recomputed_observable
rhombus,red,0.007633587786259542,8581,0.06426368848838797,author_released_ed_recomputed_observable
rhombus,yellow,0.007633587786259542,8581,0.03581731187343135,author_released_ed_recomputed_observable
rhombus,green,0.007633587786259542,8581,0.02112878222921642,author_released_ed_recomputed_observable
rhombus,cyan,0.007633587786259542,8581,0.0523537781341447,author_released_ed_recomputed_observable
rhombus,global_coarse,0.007633587786259542,8581,0.02328475315165526,author_released_ed_recomputed_observable
rhombus,red,0.008264462809917356,7321,0.049642102434754046,author_released_ed_recomputed_observable
rhombus,yellow,0.008264462809917356,7321,0.024426553653003336,author_released_ed_recomputed_observable
rhombus,green,0.008264462809917356,7321,0.015433413147408712,author_released_ed_recomputed_observable
rhombus,cyan,0.008264462809917356,7321,0.0392057952870838,author_released_ed_recomputed_observable
rhombus,global_coarse,0.008264462809917356,7321,0.019092937477616923,author_released_ed_recomputed_observable
rhombus,red,0.008403361344537815,7081,0.04604478513308613,author_released_ed_recomputed_observable
rhombus,yellow,0.008403361344537815,7081,0.022150949121012193,author_released_ed_recomputed_observable
rhombus,green,0.008403361344537815,7081,0.014320451386167318,author_released_ed_recomputed_observable
rhombus,cyan,0.008403361344537815,7081,0.03637306592216125,author_released_ed_recomputed_observable
rhombus,global_coarse,0.008403361344537815,7081,0.018208165249253297,author_released_ed_recomputed_observable
rhombus,red,0.008547008547008548,6845,0.04295967319483554,author_released_ed_recomputed_observable
rhombus,yellow,0.008547008547008548,6845,0.01958949183925995,author_released_ed_recomputed_observable
rhombus,green,0.008547008547008548,6845,0.013086870601559003,author_released_ed_recomputed_observable
rhombus,cyan,0.008547008547008548,6845,0.033596119813163516,author_released_ed_recomputed_observable
rhombus,global_coarse,0.008547008547008548,6845,0.017265340671854926,author_released_ed_recomputed_observable
rhombus,red,0.008695652173913044,6613,0.03966750122071024,author_released_ed_recomputed_observable
rhombus,yellow,0.008695652173913044,6613,0.017080762694247603,author_released_ed_recomputed_observable
rhombus,green,0.008695652173913044,6613,0.012077461971325627,author_released_ed_recomputed_observable
rhombus,cyan,0.008695652173913044,6613,0.03074551221722862,author_released_ed_recomputed_observable
rhombus,global_coarse,0.008695652173913044,6613,0.016407817279643327,author_released_ed_recomputed_observable
rhombus,red,0.008849557522123894,6385,0.03658628097268484,author_released_ed_recomputed_observable
rhombus,yellow,0.008849557522123894,6385,0.015157407970654244,author_released_ed_recomputed_observable
rhombus,green,0.008849557522123894,6385,0.011322820278759754,author_released_ed_recomputed_observable
rhombus,cyan,0.008849557522123894,6385,0.028249994700966584,author_released_ed_recomputed_observable
rhombus,global_coarse,0.008849557522123894,6385,0.01558996479100272,author_released_ed_recomputed_observable
rhombus,red,0.009009009009009009,6161,0.0330596938324579,author_released_ed_recomputed_observable
rhombus,yellow,0.009009009009009009,6161,0.013065197575890426,author_released_ed_recomputed_observable
rhombus,green,0.009009009009009009,6161,0.010251779029378476,author_released_ed_recomputed_observable
rhombus,cyan,0.009009009009009009,6161,0.025477853203597967,author_released_ed_recomputed_observable
rhombus,global_coarse,0.009009009009009009,6161,0.01465333287602407,author_released_ed_recomputed_observable
rhombus,red,0.009174311926605505,5941,0.03000405690777945,author_released_ed_recomputed_observable
rhombus,yellow,0.009174311926605505,5941,0.011082220910796876,author_released_ed_recomputed_observable
rhombus,green,0.009174311926605505,5941,0.009261155564791937,author_released_ed_recomputed_observable
rhombus,cyan,0.009174311926605505,5941,0.022198977165718448,author_released_ed_recomputed_observable
rhombus,global_coarse,0.009174311926605505,5941,0.013826384647605277,author_released_ed_recomputed_observable
rhombus,red,0.009345794392523364,5725,0.026542475399342517,author_released_ed_recomputed_observable
rhombus,yellow,0.009345794392523364,5725,0.009742084107450888,author_released_ed_recomputed_observable
rhombus,green,0.009345794392523364,5725,0.00834798490524732,author_released_ed_recomputed_observable
rhombus,cyan,0.009345794392523364,5725,0.0194981681967368,author_released_ed_recomputed_observable
rhombus,global_coarse,0.009345794392523364,5725,0.012928616418947651,author_released_ed_recomputed_observable
rhombus,red,0.009523809523809525,5513,0.022846645875533922,author_released_ed_recomputed_observable
rhombus,yellow,0.009523809523809525,5513,0.008366624720104509,author_released_ed_recomputed_observable
rhombus,green,0.009523809523809525,5513,0.007417321535648739,author_released_ed_recomputed_observable
rhombus,cyan,0.009523809523809525,5513,0.016879246037070344,author_released_ed_recomputed_observable
rhombus,global_coarse,0.009523809523809525,5513,0.01208744193512412,author_released_ed_recomputed_observable
rhombus,red,0.009708737864077669,5305,0.019971345210872283,author_released_ed_recomputed_observable
rhombus,yellow,0.009708737864077669,5305,0.007932576829553006,author_released_ed_recomputed_observable
rhombus,green,0.009708737864077669,5305,0.00673017543349731,author_released_ed_recomputed_observable
rhombus,cyan,0.009708737864077669,5305,0.014895514565016744,author_released_ed_recomputed_observable
rhombus,global_coarse,0.009708737864077669,5305,0.01140450942635315,author_released_ed_recomputed_observable
rhombus,red,0.009900990099009901,5101,0.01687236264778491,author_released_ed_recomputed_observable
rhombus,yellow,0.009900990099009901,5101,0.0069189435416542435,author_released_ed_recomputed_observable
rhombus,green,0.009900990099009901,5101,0.005867616860754455,author_released_ed_recomputed_observable
rhombus,cyan,0.009900990099009901,5101,0.012642391557113167,author_released_ed_recomputed_observable
rhombus,global_coarse,0.009900990099009901,5101,0.010662529307364794,author_released_ed_recomputed_observable
rhombus,red,0.010101010101010102,4901,0.01328557036514934,author_released_ed_recomputed_observable
rhombus,yellow,0.010101010101010102,4901,0.00671898007609245,author_released_ed_recomputed_observable
rhombus,green,0.010101010101010102,4901,0.005337948225631028,author_released_ed_recomputed_observable
rhombus,cyan,0.010101010101010102,4901,0.010732668322492546,author_released_ed_recomputed_observable
rhombus,global_coarse,0.010101010101010102,4901,0.009841031204583305,author_released_ed_recomputed_observable
rhombus,red,0.010309278350515464,4705,0.010407272759405214,author_released_ed_recomputed_observable
rhombus,yellow,0.010309278350515464,4705,0.006719565441078805,author_released_ed_recomputed_observable
rhombus,green,0.010309278350515464,4705,0.004736712972910453,author_released_ed_recomputed_observable
rhombus,cyan,0.010309278350515464,4705,0.00926863047635042,author_released_ed_recomputed_observable
rhombus,global_coarse,0.010309278350515464,4705,0.009171639160923777,author_released_ed_recomputed_observable
rhombus,red,0.010526315789473684,4513,0.008378613514857438,author_released_ed_recomputed_observable
rhombus,yellow,0.010526315789473684,4513,0.006927997057182145,author_released_ed_recomputed_observable
rhombus,green,0.010526315789473684,4513,0.004305100441813359,author_released_ed_recomputed_observable
rhombus,cyan,0.010526315789473684,4513,0.008152048555192557,author_released_ed_recomputed_observable
rhombus,global_coarse,0.010526315789473684,4513,0.008475299146962207,author_released_ed_recomputed_observable
rhombus,red,0.010752688172043012,4325,0.005942829039832397,author_released_ed_recomputed_observable
rhombus,yellow,0.010752688172043012,4325,0.008226583617116524,author_released_ed_recomputed_observable
rhombus,green,0.010752688172043012,4325,0.003802640876027314,author_released_ed_recomputed_observable
rhombus,cyan,0.010752688172043012,4325,0.007187545882752465,author_released_ed_recomputed_observable
rhombus,global_coarse,0.010752688172043012,4325,0.00784235899993481,author_released_ed_recomputed_observable
rhombus,red,0.01098901098901099,4141,0.004880401236681965,author_released_ed_recomputed_observable
rhombus,yellow,0.01098901098901099,4141,0.009574191559775139,author_released_ed_recomputed_observable
rhombus,green,0.01098901098901099,4141,0.003283769935280891,author_released_ed_recomputed_observable
rhombus,cyan,0.01098901098901099,4141,0.006784495095357682,author_released_ed_recomputed_observable
rhombus,global_coarse,0.01098901098901099,4141,0.007222111475240834,author_released_ed_recomputed_observable
rhombus,red,0.011235955056179775,3961,0.0040646806206150535,author_released_ed_recomputed_observable
rhombus,yellow,0.011235955056179775,3961,0.011053492197200889,author_released_ed_recomputed_observable
rhombus,green,0.011235955056179775,3961,0.0029022829249476206,author_released_ed_recomputed_observable
rhombus,cyan,0.011235955056179775,3961,0.006673886347291268,author_released_ed_recomputed_observable
rhombus,global_coarse,0.011235955056179775,3961,0.006740963346295325,author_released_ed_recomputed_observable
rhombus,red,0.011494252873563218,3785,0.0038565875340939187,author_released_ed_recomputed_observable
rhombus,yellow,0.011494252873563218,3785,0.01241788182244834,author_released_ed_recomputed_observable
