basis,region,boundary_length,inverse_length,site_count,mean_absolute_deviation,maximum_absolute_deviation,numerically_reliable,ordering_spread_p95,ordering_spread_maximum,provenance
square,red,10,0.1,100,0.037197072821725255,0.060450014241101746,True,4.440892098500626e-16,4.440892098500626e-16,independent_sparse_logdet_vs_equation_10
square,yellow,10,0.1,100,0.06992897198801112,0.0801703955602397,True,4.440892098500626e-16,4.440892098500626e-16,independent_sparse_logdet_vs_equation_10
square,green,10,0.1,100,0.012120523697200415,0.02539437316392057,True,4.440892098500626e-16,4.440892098500626e-16,independent_sparse_logdet_vs_equation_10
square,cyan,10,0.1,100,0.05367466806595097,0.07353323648563537,True,4.440892098500626e-16,4.440892098500626e-16,independent_sparse_logdet_vs_equation_10
square,global_coarse,10,0.1,100,0.02282646187200931,0.08301065364092713,True,4.440892098500626e-16,4.440892098500626e-16,independent_sparse_logdet_vs_equation_10
square,red,12,0.08333333333333333,144,0.030743042529579274,0.04122991348483718,True,2.220446049250313e-16,2.220446049250313e-16,independent_sparse_logdet_vs_equation_10
square,yellow,12,0.08333333333333333,144,0.058748919962081876,0.0730254861166334,True,2.220446049250313e-16,2.220446049250313e-16,independent_sparse_logdet_vs_equation_10
square,green,12,0.08333333333333333,144,0.010069155064280477,0.021327022002411322,True,2.220446049250313e-16,2.220446049250313e-16,independent_sparse_logdet_vs_equation_10
square,cyan,12,0.08333333333333333,144,0.043772457206584924,0.06014900057451916,True,2.220446049250313e-16,2.220446049250313e-16,independent_sparse_logdet_vs_equation_10
square,global_coarse,12,0.08333333333333333,144,0.019166553246517743,0.07992628963513992,True,2.220446049250313e-16,2.220446049250313e-16,independent_sparse_logdet_vs_equation_10
square,red,14,0.07142857142857142,196,0.02650979574672121,0.03479886827186662,True,4.551914400963139e-16,8.881784197001252e-16,independent_sparse_logdet_vs_equation_10
square,yellow,14,0.07142857142857142,196,0.051074805158404624,0.07603551299303768,True,4.551914400963139e-16,8.881784197001252e-16,independent_sparse_logdet_vs_equation_10
square,green,14,0.07142857142857142,196,0.008545384791815554,0.019821785558026606,True,4.551914400963139e-16,8.881784197001252e-16,independent_sparse_logdet_vs_equation_10
square,cyan,14,0.07142857142857142,196,0.03802959884037325,0.04888179484477867,True,4.551914400963139e-16,8.881784197001252e-16,independent_sparse_logdet_vs_equation_10
square,global_coarse,14,0.07142857142857142,196,0.016356756257509084,0.06395974896877843,True,4.551914400963139e-16,8.881784197001252e-16,independent_sparse_logdet_vs_equation_10
square,red,16,0.0625,256,0.02345039719162898,0.033195883648891256,True,2.464695114667847e-15,9.43689570931383e-15,independent_sparse_logdet_vs_equation_10
square,yellow,16,0.0625,256,0.044647256696223006,0.05504782939241282,True,2.464695114667847e-15,9.43689570931383e-15,independent_sparse_logdet_vs_equation_10
square,green,16,0.0625,256,0.007543328835131091,0.015738925194501707,True,2.464695114667847e-15,9.43689570931383e-15,independent_sparse_logdet_vs_equation_10
square,cyan,16,0.0625,256,0.03365895202758519,0.04246800541599749,True,2.464695114667847e-15,9.43689570931383e-15,independent_sparse_logdet_vs_equation_10
square,global_coarse,16,0.0625,256,0.01449627211609534,0.06234475901718256,True,2.464695114667847e-15,9.43689570931383e-15,independent_sparse_logdet_vs_equation_10
square,red,18,0.05555555555555555,324,0.020784160637079243,0.027633381757801723,True,1.6209256159527248e-14,4.263256414560601e-14,independent_sparse_logdet_vs_equation_10
square,yellow,18,0.05555555555555555,324,0.039558560947434464,0.04717741477188159,True,1.6209256159527248e-14,4.263256414560601e-14,independent_sparse_logdet_vs_equation_10
square,green,18,0.05555555555555555,324,0.006652391071191551,0.014465421715397664,True,1.6209256159527248e-14,4.263256414560601e-14,independent_sparse_logdet_vs_equation_10
square,cyan,18,0.05555555555555555,324,0.02997325323754567,0.038585077087857744,True,1.6209256159527248e-14,4.263256414560601e-14,independent_sparse_logdet_vs_equation_10
square,global_coarse,18,0.05555555555555555,324,0.012857456265538717,0.05030686282897112,True,1.6209256159527248e-14,4.263256414560601e-14,independent_sparse_logdet_vs_equation_10
square,red,20,0.05,400,0.01877523849662762,0.02638050452669105,True,6.195044477408373e-15,3.702593787124897e-14,independent_sparse_logdet_vs_equation_10
square,yellow,20,0.05,400,0.03574275956193486,0.04080953457037867,True,6.195044477408373e-15,3.702593787124897e-14,independent_sparse_logdet_vs_equation_10
square,green,20,0.05,400,0.006014929345260867,0.01344364936705833,True,6.195044477408373e-15,3.702593787124897e-14,independent_sparse_logdet_vs_equation_10
square,cyan,20,0.05,400,0.02683698885375261,0.03398318870867578,True,6.195044477408373e-15,3.702593787124897e-14,independent_sparse_logdet_vs_equation_10
square,global_coarse,20,0.05,400,0.01170590803751623,0.04236592895570984,True,6.195044477408373e-15,3.702593787124897e-14,independent_sparse_logdet_vs_equation_10
square,red,24,0.041666666666666664,576,0.0157144129182571,0.021216189761972926,True,5.804245972740318e-14,8.182343691487404e-14,independent_sparse_logdet_vs_equation_10
square,yellow,24,0.041666666666666664,576,0.029618306848524886,0.03351126259336373,True,5.804245972740318e-14,8.182343691487404e-14,independent_sparse_logdet_vs_equation_10
square,green,24,0.041666666666666664,576,0.005047299602051747,0.010851279990810259,True,5.804245972740318e-14,8.182343691487404e-14,independent_sparse_logdet_vs_equation_10
square,cyan,24,0.041666666666666664,576,0.022223868185203683,0.028663440998207834,True,5.804245972740318e-14,8.182343691487404e-14,independent_sparse_logdet_vs_equation_10
square,global_coarse,24,0.041666666666666664,576,0.009760151625603243,0.03742894929456636,True,5.804245972740318e-14,8.182343691487404e-14,independent_sparse_logdet_vs_equation_10
square,red,28,0.03571428571428571,784,0.013579549859607928,0.021823535091998747,True,2.3898216738871244e-12,3.728151121151768e-11,independent_sparse_logdet_vs_equation_10
square,yellow,28,0.03571428571428571,784,0.025535608767794798,0.029621344617951184,True,2.3898216738871244e-12,3.728151121151768e-11,independent_sparse_logdet_vs_equation_10
square,green,28,0.03571428571428571,784,0.004478806448306558,0.00981892164291187,True,2.3898216738871244e-12,3.728151121151768e-11,independent_sparse_logdet_vs_equation_10
square,cyan,28,0.03571428571428571,784,0.019146527857967357,0.024558427797407467,True,2.3898216738871244e-12,3.728151121151768e-11,independent_sparse_logdet_vs_equation_10
square,global_coarse,28,0.03571428571428571,784,0.008459619669094042,0.03347256668720405,True,2.3898216738871244e-12,3.728151121151768e-11,independent_sparse_logdet_vs_equation_10
square,red,32,0.03125,1024,0.011851251397287783,0.016689263797040943,True,2.3556423478510155e-11,5.391553870026655e-11,independent_sparse_logdet_vs_equation_10
square,yellow,32,0.03125,1024,0.022337401108623908,0.027193013144352296,True,2.3556423478510155e-11,5.391553870026655e-11,independent_sparse_logdet_vs_equation_10
square,green,32,0.03125,1024,0.003939096559572823,0.008459169057191795,True,2.3556423478510155e-11,5.391553870026655e-11,independent_sparse_logdet_vs_equation_10
square,cyan,32,0.03125,1024,0.016791511102428394,0.020925687066958187,True,2.3556423478510155e-11,5.391553870026655e-11,independent_sparse_logdet_vs_equation_10
square,global_coarse,32,0.03125,1024,0.007450221479911433,0.029277437537539308,True,2.3556423478510155e-11,5.391553870026655e-11,independent_sparse_logdet_vs_equation_10
square,red,36,0.027777777777777776,1296,0.010584163781843198,0.015083449729314302,True,2.0107964182614042e-10,1.0099135971941564e-09,independent_sparse_logdet_vs_equation_10
square,yellow,36,0.027777777777777776,1296,0.019904086526200928,0.02376679666886722,True,2.0107964182614042e-10,1.0099135971941564e-09,independent_sparse_logdet_vs_equation_10
square,green,36,0.027777777777777776,1296,0.0035931420827043643,0.0077910214322515214,True,2.0107964182614042e-10,1.0099135971941564e-09,independent_sparse_logdet_vs_equation_10
square,cyan,36,0.027777777777777776,1296,0.014923515007331075,0.018317890318189867,True,2.0107964182614042e-10,1.0099135971941564e-09,independent_sparse_logdet_vs_equation_10
square,global_coarse,36,0.027777777777777776,1296,0.006649632067913066,0.025683665947223377,True,2.0107964182614042e-10,1.0099135971941564e-09,independent_sparse_logdet_vs_equation_10
square,red,40,0.025,1600,0.00952506528064207,0.014382655890473939,True,6.247551698201902e-09,7.032940341211713e-09,independent_sparse_logdet_vs_equation_10
square,yellow,40,0.025,1600,0.01798935052846376,0.020579121057630323,True,6.247551698201902e-09,7.032940341211713e-09,independent_sparse_logdet_vs_equation_10
square,green,40,0.025,1600,0.003330761609644483,0.007373544547013777,True,6.247551698201902e-09,7.032940341211713e-09,independent_sparse_logdet_vs_equation_10
square,cyan,40,0.025,1600,0.013527744973891264,0.016552002747119654,True,6.247551698201902e-09,7.032940341211713e-09,independent_sparse_logdet_vs_equation_10
square,global_coarse,40,0.025,1600,0.00604585708418677,0.025484996526149273,True,6.247551698201902e-09,7.032940341211713e-09,independent_sparse_logdet_vs_equation_10
square,red,50,0.02,2500,0.007679763071390567,0.011256083450496113,True,0.00012848844130706167,0.0006376605533685575,independent_sparse_logdet_vs_equation_10
square,yellow,50,0.02,2500,0.014465275329342522,0.01679065433477067,True,0.00012848844130706167,0.0006376605533685575,independent_sparse_logdet_vs_equation_10
square,green,50,0.02,2500,0.0027467538186730553,0.006056437189540853,True,0.00012848844130706167,0.0006376605533685575,independent_sparse_logdet_vs_equation_10
square,cyan,50,0.02,2500,0.01085757857769529,0.013474139807412744,True,0.00012848844130706167,0.0006376605533685575,independent_sparse_logdet_vs_equation_10
square,global_coarse,50,0.02,2500,0.0048987721093735285,0.02011481255232883,True,0.00012848844130706167,0.0006376605533685575,independent_sparse_logdet_vs_equation_10
square,red,60,0.016666666666666666,3600,0.006451466584906539,0.010011054806873476,False,0.0037104767690417234,0.008865721298586315,independent_sparse_logdet_vs_equation_10
square,yellow,60,0.016666666666666666,3600,0.01223962780091083,0.01466344375331835,False,0.0037104767690417234,0.008865721298586315,independent_sparse_logdet_vs_equation_10
square,green,60,0.016666666666666666,3600,0.0024137925685414345,0.005438437749931135,False,0.0037104767690417234,0.008865721298586315,independent_sparse_logdet_vs_equation_10
square,cyan,60,0.016666666666666666,3600,0.009137942489879378,0.011528771734000243,False,0.0037104767690417234,0.008865721298586315,independent_sparse_logdet_vs_equation_10
square,global_coarse,60,0.016666666666666666,3600,0.004159397636926752,0.01761376768491707,False,0.0037104767690417234,0.008865721298586315,independent_sparse_logdet_vs_equation_10
square,red,80,0.0125,6400,0.020333683383977272,0.030850539032942104,False,0.012801197649908141,0.015136173183006418,independent_sparse_logdet_vs_equation_10
square,yellow,80,0.0125,6400,0.0027379163677581256,0.00595966047683244,False,0.012801197649908141,0.015136173183006418,independent_sparse_logdet_vs_equation_10
square,green,80,0.0125,6400,0.006094653907445909,0.015463951029791367,False,0.012801197649908141,0.015136173183006418,independent_sparse_logdet_vs_equation_10
square,cyan,80,0.0125,6400,0.005045520526302463,0.012869121178445297,False,0.012801197649908141,0.015136173183006418,independent_sparse_logdet_vs_equation_10
square,global_coarse,80,0.0125,6400,0.004351183438398992,0.0355365807777992,False,0.012801197649908141,0.015136173183006418,independent_sparse_logdet_vs_equation_10
square,red,100,0.01,10000,0.0400997960179451,0.05668869705186197,False,0.008302108439561627,0.013898764357229587,independent_sparse_logdet_vs_equation_10
square,yellow,100,0.01,10000,0.01391846725856247,0.016889495252952358,False,0.008302108439561627,0.013898764357229587,independent_sparse_logdet_vs_equation_10
square,green,100,0.01,10000,0.012160794576651687,0.0285727451486657,False,0.008302108439561627,0.013898764357229587,independent_sparse_logdet_vs_equation_10
square,cyan,100,0.01,10000,0.021191367464293016,0.03392515153475817,False,0.008302108439561627,0.013898764357229587,independent_sparse_logdet_vs_equation_10
square,global_coarse,100,0.01,10000,0.009429628790069228,0.05241587394649927,False,0.008302108439561627,0.013898764357229587,independent_sparse_logdet_vs_equation_10
square,red,120,0.008333333333333333,14400,0.06287695892325176,0.0845798468059018,False,0.01182547398280582,0.012467297425683976,independent_sparse_logdet_vs_equation_10
square,yellow,120,0.008333333333333333,14400,0.03284262596283385,0.037656511816411053,False,0.01182547398280582,0.012467297425683976,independent_sparse_logdet_vs_equation_10
square,green,120,0.008333333333333333,14400,0.026227286567691337,0.04512188194428857,False,0.01182547398280582,0.012467297425683976,independent_sparse_logdet_vs_equation_10
square,cyan,120,0.008333333333333333,14400,0.04203792967920626,0.05695462517479144,False,0.01182547398280582,0.012467297425683976,independent_sparse_logdet_vs_equation_10
square,global_coarse,120,0.008333333333333333,14400,0.01710591011938543,0.09152665199794574,False,0.01182547398280582,0.012467297425683976,independent_sparse_logdet_vs_equation_10
rhombus,red,21,0.047619047619047616,221,0.027093521269631254,0.033021941375230734,True,7.327471962526031e-16,2.015054789694659e-14,independent_sparse_logdet_vs_equation_10
rhombus,yellow,21,0.047619047619047616,221,0.05922794710320213,0.07035401041481182,True,7.327471962526031e-16,2.015054789694659e-14,independent_sparse_logdet_vs_equation_10
rhombus,green,21,0.047619047619047616,221,0.008310410716170122,0.019452074885968007,True,7.327471962526031e-16,2.015054789694659e-14,independent_sparse_logdet_vs_equation_10
rhombus,cyan,21,0.047619047619047616,221,0.03791023526290808,0.04994001192500319,True,7.327471962526031e-16,2.015054789694659e-14,independent_sparse_logdet_vs_equation_10
rhombus,global_coarse,21,0.047619047619047616,221,0.01675020957532633,0.08193375541038919,True,7.327471962526031e-16,2.015054789694659e-14,independent_sparse_logdet_vs_equation_10
rhombus,red,25,0.04,313,0.02274141279513205,0.027798317958372176,True,3.3528735343679707e-15,2.3148150063434514e-14,independent_sparse_logdet_vs_equation_10
rhombus,yellow,25,0.04,313,0.04973996061686901,0.057422895813335206,True,3.3528735343679707e-15,2.3148150063434514e-14,independent_sparse_logdet_vs_equation_10
rhombus,green,25,0.04,313,0.006984411126105071,0.015100915483078348,True,3.3528735343679707e-15,2.3148150063434514e-14,independent_sparse_logdet_vs_equation_10
rhombus,cyan,25,0.04,313,0.03206299513082874,0.041123016941797375,True,3.3528735343679707e-15,2.3148150063434514e-14,independent_sparse_logdet_vs_equation_10
rhombus,global_coarse,25,0.04,313,0.01419866147109448,0.06946556914799015,True,3.3528735343679707e-15,2.3148150063434514e-14,independent_sparse_logdet_vs_equation_10
