basis,region,boundary_length,inverse_length,site_count,mean_absolute_deviation,maximum_absolute_deviation,numerically_reliable,ordering_spread_p95,ordering_spread_maximum,provenance
rhombus,red,31,0.03225806451612903,481,0.01830739682960616,0.022477767148372463,True,4.384270724244741e-14,3.992361996552063e-13,independent_sparse_logdet_vs_equation_10
rhombus,yellow,31,0.03225806451612903,481,0.040006077886791724,0.04413808088452348,True,4.384270724244741e-14,3.992361996552063e-13,independent_sparse_logdet_vs_equation_10
rhombus,green,31,0.03225806451612903,481,0.0055246928152074375,0.012404130526224466,True,4.384270724244741e-14,3.992361996552063e-13,independent_sparse_logdet_vs_equation_10
rhombus,cyan,31,0.03225806451612903,481,0.026655519813653043,0.032204591583782194,True,4.384270724244741e-14,3.992361996552063e-13,independent_sparse_logdet_vs_equation_10
rhombus,global_coarse,31,0.03225806451612903,481,0.01103069643361767,0.05002212966214781,True,4.384270724244741e-14,3.992361996552063e-13,independent_sparse_logdet_vs_equation_10
rhombus,red,41,0.024390243902439025,841,0.013798251911660647,0.016949409063109155,True,1.5235257500023632e-12,3.611754229027042e-10,independent_sparse_logdet_vs_equation_10
rhombus,yellow,41,0.024390243902439025,841,0.030353115412589053,0.035901343975078104,True,1.5235257500023632e-12,3.611754229027042e-10,independent_sparse_logdet_vs_equation_10
rhombus,green,41,0.024390243902439025,841,0.004078366814995992,0.009299637616464573,True,1.5235257500023632e-12,3.611754229027042e-10,independent_sparse_logdet_vs_equation_10
rhombus,cyan,41,0.024390243902439025,841,0.01990524541704818,0.02429536551762912,True,1.5235257500023632e-12,3.611754229027042e-10,independent_sparse_logdet_vs_equation_10
rhombus,global_coarse,41,0.024390243902439025,841,0.008522569775899515,0.041908680808017185,True,1.5235257500023632e-12,3.611754229027042e-10,independent_sparse_logdet_vs_equation_10
rhombus,red,51,0.0196078431372549,1301,0.011059107687134445,0.01361456046259868,True,1.1808708011429265e-09,4.6186840185757916e-08,independent_sparse_logdet_vs_equation_10
rhombus,yellow,51,0.0196078431372549,1301,0.0242821232015958,0.027044001228747838,True,1.1808708011429265e-09,4.6186840185757916e-08,independent_sparse_logdet_vs_equation_10
rhombus,green,51,0.0196078431372549,1301,0.003242763844767604,0.007525248624083325,True,1.1808708011429265e-09,4.6186840185757916e-08,independent_sparse_logdet_vs_equation_10
rhombus,cyan,51,0.0196078431372549,1301,0.016100635455698075,0.019837738570183228,True,1.1808708011429265e-09,4.6186840185757916e-08,independent_sparse_logdet_vs_equation_10
rhombus,global_coarse,51,0.0196078431372549,1301,0.006813613288272419,0.030511012531378723,True,1.1808708011429265e-09,4.6186840185757916e-08,independent_sparse_logdet_vs_equation_10
rhombus,red,61,0.01639344262295082,1861,0.00921882773615396,0.011374282903333977,True,8.720451116772661e-09,7.724540229681054e-08,independent_sparse_logdet_vs_equation_10
rhombus,yellow,61,0.01639344262295082,1861,0.020284898979332347,0.02289917026014887,True,8.720451116772661e-09,7.724540229681054e-08,independent_sparse_logdet_vs_equation_10
rhombus,green,61,0.01639344262295082,1861,0.002735555183681055,0.006307328917693922,True,8.720451116772661e-09,7.724540229681054e-08,independent_sparse_logdet_vs_equation_10
rhombus,cyan,61,0.01639344262295082,1861,0.013399468443415247,0.01630099688964659,True,8.720451116772661e-09,7.724540229681054e-08,independent_sparse_logdet_vs_equation_10
rhombus,global_coarse,61,0.01639344262295082,1861,0.005629488881301268,0.026658272430742702,True,8.720451116772661e-09,7.724540229681054e-08,independent_sparse_logdet_vs_equation_10
rhombus,red,71,0.014084507042253521,2521,0.007897473202827262,0.00976742945030784,True,3.5102451244828288e-06,0.0006363356864436676,independent_sparse_logdet_vs_equation_10
rhombus,yellow,71,0.014084507042253521,2521,0.017399325346238875,0.021138125318945267,True,3.5102451244828288e-06,0.0006363356864436676,independent_sparse_logdet_vs_equation_10
rhombus,green,71,0.014084507042253521,2521,0.0023103142262741595,0.005451976942050241,True,3.5102451244828288e-06,0.0006363356864436676,independent_sparse_logdet_vs_equation_10
rhombus,cyan,71,0.014084507042253521,2521,0.011573495881879763,0.01422617271270965,True,3.5102451244828288e-06,0.0006363356864436676,independent_sparse_logdet_vs_equation_10
rhombus,global_coarse,71,0.014084507042253521,2521,0.004908763287437237,0.0255790620426275,True,3.5102451244828288e-06,0.0006363356864436676,independent_sparse_logdet_vs_equation_10
rhombus,red,81,0.012345679012345678,3281,0.006906026845855889,0.008614443206575229,False,0.0001815468226503466,0.008244682328531538,independent_sparse_logdet_vs_equation_10
rhombus,yellow,81,0.012345679012345678,3281,0.015196160712566036,0.01714020334849914,False,0.0001815468226503466,0.008244682328531538,independent_sparse_logdet_vs_equation_10
rhombus,green,81,0.012345679012345678,3281,0.0020491801747848076,0.0048080932566809675,False,0.0001815468226503466,0.008244682328531538,independent_sparse_logdet_vs_equation_10
rhombus,cyan,81,0.012345679012345678,3281,0.010119771932964466,0.012473955598178987,False,0.0001815468226503466,0.008244682328531538,independent_sparse_logdet_vs_equation_10
rhombus,global_coarse,81,0.012345679012345678,3281,0.004164518927339741,0.020862396552243756,False,0.0001815468226503466,0.008244682328531538,independent_sparse_logdet_vs_equation_10
rhombus,red,101,0.009900990099009901,5101,0.0035385838584392174,0.005609231229972922,False,0.01128433761841349,0.04514249830171402,independent_sparse_logdet_vs_equation_10
rhombus,yellow,101,0.009900990099009901,5101,0.01189481671452743,0.013180911866599476,False,0.01128433761841349,0.04514249830171402,independent_sparse_logdet_vs_equation_10
rhombus,green,101,0.009900990099009901,5101,0.0016873583357203035,0.003903878615630685,False,0.01128433761841349,0.04514249830171402,independent_sparse_logdet_vs_equation_10
rhombus,cyan,101,0.009900990099009901,5101,0.006201086185172326,0.00875605623323672,False,0.01128433761841349,0.04514249830171402,independent_sparse_logdet_vs_equation_10
rhombus,global_coarse,101,0.009900990099009901,5101,0.0030806446852401407,0.020789645014244407,False,0.01128433761841349,0.04514249830171402,independent_sparse_logdet_vs_equation_10
rhombus,red,121,0.008264462809917356,7321,0.00590279532616916,0.015924760705918417,False,0.016545505260637958,0.08753256895550465,independent_sparse_logdet_vs_equation_10
rhombus,yellow,121,0.008264462809917356,7321,0.008480688227946615,0.010243734859782305,False,0.016545505260637958,0.08753256895550465,independent_sparse_logdet_vs_equation_10
rhombus,green,121,0.008264462809917356,7321,0.002678639071820899,0.0075238251458662475,False,0.016545505260637958,0.08753256895550465,independent_sparse_logdet_vs_equation_10
rhombus,cyan,121,0.008264462809917356,7321,0.005797226776801931,0.018269032395398344,False,0.016545505260637958,0.08753256895550465,independent_sparse_logdet_vs_equation_10
rhombus,global_coarse,121,0.008264462809917356,7321,0.004471576031654789,0.03478534686897983,False,0.016545505260637958,0.08753256895550465,independent_sparse_logdet_vs_equation_10
rhombus,red,131,0.007633587786259542,8581,0.015453043679436387,0.034366267001399664,False,0.022195826984635545,0.08854010747339913,independent_sparse_logdet_vs_equation_10
rhombus,yellow,131,0.007633587786259542,8581,0.004597442315411256,0.008614519736053594,False,0.022195826984635545,0.08854010747339913,independent_sparse_logdet_vs_equation_10
rhombus,green,131,0.007633587786259542,8581,0.005028917994003895,0.0108599466925281,False,0.022195826984635545,0.08854010747339913,independent_sparse_logdet_vs_equation_10
rhombus,cyan,131,0.007633587786259542,8581,0.012231556609026582,0.03600177189368925,False,0.022195826984635545,0.08854010747339913,independent_sparse_logdet_vs_equation_10
rhombus,global_coarse,131,0.007633587786259542,8581,0.007434979278206102,0.06659981645388169,False,0.022195826984635545,0.08854010747339913,independent_sparse_logdet_vs_equation_10
rhombus,red,141,0.0070921985815602835,9941,0.01381601279028317,0.02583389273434411,False,0.03269900178518657,0.10183404352535219,independent_sparse_logdet_vs_equation_10
rhombus,yellow,141,0.0070921985815602835,9941,0.0049460202636035615,0.012449893071345641,False,0.03269900178518657,0.10183404352535219,independent_sparse_logdet_vs_equation_10
rhombus,green,141,0.0070921985815602835,9941,0.0031378964037170457,0.010049328363365806,False,0.03269900178518657,0.10183404352535219,independent_sparse_logdet_vs_equation_10
rhombus,cyan,141,0.0070921985815602835,9941,0.009217424900582187,0.025431994399670588,False,0.03269900178518657,0.10183404352535219,independent_sparse_logdet_vs_equation_10
rhombus,global_coarse,141,0.0070921985815602835,9941,0.006722613433051698,0.06982094310530673,False,0.03269900178518657,0.10183404352535219,independent_sparse_logdet_vs_equation_10
rhombus,red,151,0.006622516556291391,11401,0.024767569005053086,0.04046159885161682,False,0.028607154257661555,0.08312158830873423,independent_sparse_logdet_vs_equation_10
rhombus,yellow,151,0.006622516556291391,11401,0.005722702717361657,0.014520861790625006,False,0.028607154257661555,0.08312158830873423,independent_sparse_logdet_vs_equation_10
rhombus,green,151,0.006622516556291391,11401,0.011108952615858278,0.022547871233947636,False,0.028607154257661555,0.08312158830873423,independent_sparse_logdet_vs_equation_10
rhombus,cyan,151,0.006622516556291391,11401,0.024501470530900096,0.05355402026223077,False,0.028607154257661555,0.08312158830873423,independent_sparse_logdet_vs_equation_10
rhombus,global_coarse,151,0.006622516556291391,11401,0.011144479557604718,0.09592089635263928,False,0.028607154257661555,0.08312158830873423,independent_sparse_logdet_vs_equation_10
