geometry,real_energy,imag_energy,potential,density_raw,density_clipped,phi_cylinder_1,phi_cylinder_2,mu_1,mu_2
square,-2,-3,1.2175530699894832,0,0,1.2175530699895345,1.2175530699894832,1.1808447316564896,-0.89316247014978534
square,-1.9399999999999999,-3,1.2078045368634722,0,0,1.2078216335405032,1.2078045368634722,0.54107690328329827,-0.87236375221466766
square,-1.8799999999999999,-3,1.1987446585925841,0,0,1.1987446585925843,1.1987446585925841,0.35875487025035935,-0.57293728109407327
square,-1.8200000000000001,-3,1.19046518296302,0,0,1.19046518296302,1.19046518296302,0.3587603962723972,-0.39712754367317155
square,-1.76,-3,1.1829880537383926,0,0,1.1829937281495146,1.1829880537383926,0.75258329439688676,-0.84345075379776902
square,-1.7,-3,1.1762204754241201,0,0,1.1763068239329193,1.1762204754241201,0.36152324033456845,-0.84639794104493582
square,-1.6400000000000001,-3,1.1703603379207794,0,0,1.1703603379207794,1.1703603379207794,0.47476874657063073,-0.54819330447927073
square,-1.5800000000000001,-3,1.1648637296232307,0,0,1.1648637296232307,1.1650738112900871,-0.061883860309249576,-0.85000845528848479
square,-1.52,-3,1.1603917583045114,0,0,1.1604747604089898,1.1603917583045114,0.66764796049737385,0.36188877654129942
square,-1.46,-3,1.1564207925912031,0,0,1.156429722700743,1.1564207925912031,0.36869786289785661,0.37048917701055523
square,-1.3999999999999999,-3,1.1529192082386481,0,0,1.1529192082386481,1.1529192082386484,0.44031356393162735,-0.5468716455751389
square,-1.3400000000000001,-3,1.149844220376141,0,0,1.1499015951266431,1.149844220376141,0.50319974917420551,-0.87527665518569886
square,-1.28,-3,1.1473299345607244,0,0,1.1473402434940705,1.1473299345607244,0.35698103433793382,0.412539993280642
square,-1.22,-3,1.1451416252765996,0,0,1.1452030157382589,1.1451416252765996,0.65501666085971011,0.4280222605018304
square,-1.1600000000000001,-3,1.1433738659334671,0,0,1.143461716838952,1.1433738659334671,0.48915068697006092,0.44105431530359873
square,-1.1000000000000001,-3,1.1420805567237478,0,0,1.142091549019657,1.1420805567237478,0.44345223742744522,0.45372810139604935
