target_id,scenario,n_sites,g,final_time,drain,eta_rec,eta_deph,delta_eta,best_gamma_rec,best_gamma_deph,paper_eta_rec,paper_eta_deph,samples,parameter_match,artifact_stage
T006,Site-N baseline,6,1.5,25.0,site_n,0.6426200220616763,0.7325613058029101,-0.08994128374123378,0.7742636826811268,2.782559402207124,0.684,0.727,15,paper_subset,exploratory
T006,Longer time,6,1.5,100.0,site_n,0.9843875391221032,0.9956256440989838,-0.011238104976880603,0.5994842503189409,2.782559402207124,0.99,0.995,15,paper_subset,exploratory
T006,Larger system,10,1.5,25.0,site_n,0.47264902411438303,0.5224351132488676,-0.04978608913448457,1.0,4.6415888336127775,0.468,0.52,15,paper_subset,exploratory
T006,Stronger coupling,6,3.0,25.0,site_n,0.6415458761841789,0.7732969149142225,-0.13175103873004357,1.2915496650148832,6.812920690579611,0.664,0.771,15,paper_subset,exploratory
T006,Cavity drain,6,1.5,25.0,cavity,0.9999081425797759,0.7987532645096214,0.20115487807015453,10.0,6.812920690579611,1.0,0.799,15,paper_subset,exploratory
T006,"Cavity drain, large N",10,1.5,25.0,cavity,0.9998074848505704,0.6448643069654332,0.3549431778851372,10.0,8.79922543569107,1.0,0.645,15,paper_subset,exploratory
T006,"Cavity drain, longer time",6,1.5,100.0,cavity,1.000000000000003,0.9984227178328321,0.0015772821671710124,10.0,6.812920690579611,1.0,0.998,15,paper_subset,exploratory
