n_sites,mechanism,rate,eta_pilot_mean,pilot_samples
64,dephasing,0.006812920690579615,0.018167358963558054,5
64,dephasing,0.01778279410038923,0.021232464300210273,5
64,dephasing,0.046415888336127795,0.028715398127977527,5
64,dephasing,0.12115276586285889,0.04528814230092337,5
64,dephasing,0.31622776601683794,0.07510482069713344,5
64,dephasing,0.825404185268019,0.1127612017248586,5
64,dephasing,2.1544346900318843,0.14357206166945394,5
64,dephasing,5.623413251903491,0.1608009597715429,5
64,dephasing,7.742636826811272,0.16398822990334666,5
64,dephasing,10.660504989847926,0.16619533349446805,5
64,dephasing,14.677992676220706,0.16757146305514067,5
64,dephasing,20.20949938191079,0.16822619394849078,5
64,dephasing,27.82559402207127,0.16821863590275749,5
64,dephasing,38.31186849557293,0.16755230049558636,5
64,dephasing,100.0,0.16083007702188878,5
96,rescue,0.001,0.03117205151606727,5
96,rescue,0.0021544346900318843,0.054301686734007,5
96,rescue,0.004641588833612777,0.10220864056788248,5
96,rescue,0.01,0.19705836342245606,5
96,rescue,0.021544346900318832,0.367674057993868,5
96,rescue,0.046415888336127774,0.6187649217225538,5
96,rescue,0.1,0.8651438980520012,5
96,rescue,0.21544346900318823,0.9788699238780731,5
96,rescue,0.46415888336127775,0.9958504560602659,5
96,rescue,1.0,0.9974855516528491,5
96,rescue,2.154434690031882,0.9979102287601972,5
96,rescue,4.6415888336127775,0.9981665296583178,5
96,rescue,5.274997063702617,0.9982188789879931,5
96,rescue,5.994842503189409,0.9982787709136309,5
96,rescue,6.812920690579611,0.9983482390179723,5
96,rescue,7.742636826811269,0.9984292811604087,5
96,rescue,8.79922543569107,0.9985236503233658,5
96,rescue,10.0,0.9986325372308276,5
96,dephasing,0.001,0.010858326177605798,5
96,dephasing,0.0026101572156825357,0.011171539100261595,5
96,dephasing,0.006812920690579615,0.01198106076475276,5
96,dephasing,0.01778279410038923,0.014040897751979952,5
96,dephasing,0.046415888336127795,0.019079457919321804,5
96,dephasing,0.12115276586285889,0.030290204793008403,5
96,dephasing,0.31622776601683794,0.05065234934814685,5
96,dephasing,0.825404185268019,0.0767575782142064,5
96,dephasing,2.1544346900318843,0.09849244820250695,5
96,dephasing,5.623413251903491,0.11089229531015662,5
96,dephasing,14.677992676220706,0.1160807335904471,5
96,dephasing,20.20949938191079,0.11674008040630597,5
96,dephasing,27.825594022071257,0.11698411807396318,5
96,dephasing,38.31186849557289,0.11683741163474266,5
96,dephasing,38.31186849557293,0.116837411634748,5
96,dephasing,52.749970637026195,0.11628998493583727,5
96,dephasing,72.62917501736213,0.1152982016805835,5
96,dephasing,100.0,0.113785754400817,5
